id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon,state_code
960,Tangara School for Girls,3 Elliot Street,Belfield,2135,Independent,Combined,-33.8875,151.105,NSW
961,Arden Anglican School,50 Oxford Street,Epping,2121,Independent,Combined,-33.77059,151.084067,NSW
962,Blue Mountains Grammar School,Tusculum Road,Valley Heights,2777,Independent,Combined,-33.703699,150.577909,NSW
963,Reddam House,70 Edgecliff Road,Woollahra,2025,Independent,Combined,-33.889349,151.252996,NSW
964,Reddam House,78 Edgecliff Road,Woollahra,2025,Independent,Combined,-33.88931,151.252338,NSW
965,M.E.T. School,642 Pearsall Street,Lavington,2641,Independent,Combined,-36.037108,146.911435,NSW
966,Key College,74-98 Kenyons Road,Merrylands,2160,Independent,Combined,-33.837151,150.991728,NSW
967,M.E.T. School,120 Taralga Road,Goulburn,2580,Independent,Combined,-34.723561,149.74435,NSW
968,M.E.T. School,251 Donnelly Street,Armidale,2350,Independent,Combined,-30.504046,151.656089,NSW
969,St Edward's Christian Brothers College,165 Serpentine Road,Terrigal,2260,Independent,Secondary,-33.445807,151.428832,NSW
970,M.E.T. School,95 Officers Parade,Condobolin,2877,Independent,Combined,-33.094562,147.138678,NSW
971,M.E.T. School,35b Bruce Street,Tolland,2650,Independent,Combined,-35.143312,147.34339,NSW
972,Clarence Valley Anglican School,74 Centenary Drive,Clarenza,2460,Independent,Combined,-29.7181,152.966,NSW
973,Aspect South East Sydney School,2 Mikarie Place,Kirrawee,2232,Independent,Special,-34.034335,151.076926,NSW
974,St Mary and St Mina's Coptic Orthodox College,4-5 Alexandra Parade,Rockdale,2216,Independent,Combined,-33.957282,151.133513,NSW
975,St Hurmizd Assyrian Primary School,673 - 683 Smithfield Road,Edensor Park,2176,Independent,Combined,-33.883232,150.888201,NSW
976,M.E.T. School,Lot 696  Poplar Avenue,Leeton,2705,Independent,Combined,-34.552084,146.401603,NSW
977,Montgrove College,14 Gipps Street,Werrington,2747,Independent,Combined,-33.775496,150.713489,NSW
978,M.E.T. School,12 River Park Road,Cowra,2794,Independent,Combined,-33.838396,148.659561,NSW
979,The Scots School,Col Drew Drive,Lithgow,2790,Independent,Combined,-33.500073,150.127903,NSW
980,Al Sadiq College,178 Cooper Road,Yagoona,2199,Independent,Combined,-33.9097,151.056,NSW
981,M.E.T. School,36-38 Fieldsend Street,East Maitland,2323,Independent,Combined,-32.755375,151.599923,NSW
982,St Dominic's College,53 Evan Street,Penrith,2750,Independent,Combined,-33.759006,150.700804,NSW
983,Blacktown Youth College Incorporated,1 Yileena Avenue,Lawson,2783,Independent,Combined,-33.719006,150.430759,NSW
984,Cameragal Montessori School,Cnr Lavender and Walker Streets,North Sydney,2060,Independent,Primary,-33.842823,151.207838,NSW
985,Al Noori Muslim School,93 Greenacre Road,Greenacre,2190,Independent,Combined,-33.911192,151.049296,NSW
986,Chrysalis School for Rudolf Steiner Education,1 Elliot Close,Bellingen,2454,Independent,Combined,-30.442505,152.89509,NSW
987,Inner Sydney Montessori School,8 Trevor Street,Lilyfield,2040,Independent,Primary,-33.872575,151.162616,NSW
988,Barker College,9-17 Clark Road,Waitara,2077,Independent,Combined,-33.713637,151.100865,NSW
989,Aspect Macarthur School,Heathcote Road,Holsworthy,2173,Independent,Special,-33.988039,150.992366,NSW
990,Aspect Macarthur School,Cnr Stafford Road & Guernsey Avenue,Minto,2566,Independent,Special,-34.025715,150.853389,NSW
991,Aspect Macarthur School,11A Perry Street,Alstonville,2477,Independent,Special,-28.837849,153.437739,NSW
992,D.A.L.E. Christian School,10 Lomas Lane,Nulkaba,2325,Independent,Special,-32.843188,151.35748,NSW
993,Aspect Riverina School,235-245 Lake Albert Road,Kooringal,2650,Independent,Special,-35.137843,147.377032,NSW
994,Aspect Riverina School,444 Kiewa Street,Albury,2640,Independent,Special,-36.083965,146.91583,NSW
995,Aspect Riverina School,294-300 Fallon Street,Albury,2640,Independent,Special,-36.065348,146.949999,NSW
996,Aspect Macarthur School,201 Carmichael drive,West Hoxton,2171,Independent,Special,-33.93221,150.8357,NSW
997,Malek Fahd Islamic School,20 Mungerie Road,Beaumont Hills,2155,Independent,Combined,-33.69156,150.9394,NSW
998,Malek Fahd Islamic School,210 Pacific Palms Circuit,Hoxton Park,2171,Independent,Combined,-33.92707,150.85128,NSW
999,Hills Adventist College,4 Gum Nut Close,Kellyville,2155,Independent,Combined,-33.697626,150.955172,NSW
1000,D.A.L.E. Christian School,20 Narara Creek Road,Narara,2250,Independent,Special,-33.409108,151.334319,NSW
1001,Cameragal Montessori School,12 Miller Street,North Sydney,2060,Independent,Primary,-33.842345,151.205923,NSW
1002,Calrossy Anglican College - William Cowper Campus,140 Brisbane St,Tamworth,2340,Independent,Combined,-31.083837,150.9385,NSW
1003,St Patrick's Parish School,34 and 37 Murray Street,Cooma,2630,Catholic,Combined,-36.237568,149.127061,NSW
1004,Farmhouse Montessori School,Building 6 North Head Scenic Drive  North Head Sanctuary,Manly,2095,Independent,Primary,-33.812,151.2949,NSW
1005,Eagle Arts and Vocational College,139 Colonial Drive,Bligh Park,2756,Independent,Secondary,-33.63803,150.80401,NSW
1006,Wahroonga Adventist School,181 Fox Valley Road,Wahroonga,2076,Independent,Combined,-33.732723,151.100915,NSW
1007,Coffs Harbour Christian Community School,1756 Sherwood Creek Road,Glenreagh,2450,Independent,Combined,-30.053724,152.976376,NSW
1008,ALESCO Senior College,8 Glenelg Street,Raymond Terrace,2324,Independent,Combined,-32.763961,151.741555,NSW
1009,ALESCO Senior College,31 Manning Street,Tuncurry,2324,Independent,Combined,-32.173417,152.498849,NSW
1010,ALESCO Senior College,Darwin Street,Cessnock,2325,Independent,Combined,-32.836369,151.353793,NSW
1011,D.A.L.E. Young Parents School,2A  1-10 Amy Close,Wyong,2259,Independent,Secondary,-33.266285,151.435804,NSW
1012,Barker College,1560 Yarramalong Road,Yarramalong,2259,Independent,Combined,-33.227804,151.283184,NSW
1013,Aspect Macarthur School,28 Loaders Lane,Coffs Harbour,2450,Independent,Special,-30.288406,153.09181,NSW
1014,Knox Grammar School,61 Coonabarra Street,Wahroonga,2076,Independent,Combined,-33.715011,151.117534,NSW
1015,The Waranara Centre,461-463 Oxford St,Paddington,2021,Independent,Secondary,-33.888658,151.23153,NSW
1016,Eagle Arts and Vocational College,20-22 Kincumber Street,Kincumber,2251,Independent,Secondary,-33.466721,151.381877,NSW
1017,St Luke's Grammar School,1977 Pittwater Road,Bayview,2104,Independent,Combined,-33.6572597,151.2953437,NSW
1018,Oran Park Anglican College,60 Central Avenue,ORAN PARK,2570,Independent,Combined,-34.0022352,150.7445234,NSW
1019,Valley Hope School,8 Edinburgh Drive,TOWNSEND,2463,Independent,Special,-29.4613813,153.2184164,NSW
1020,Nautilus Senior College,77 Hastings River Drive,Port Macquarie,2444,Independent,Secondary,-31.4308209,152.8888568,NSW
1021,Coffs Coast Alesco School,Level 1 66-90 Harbour Drive,Coffs Harbour,2450,Independent,Secondary,-30.2975606,153.1152696,NSW
1022,ALESCO Illawarra,Park Road,Nowra,2541,Independent,Secondary,-34.897145,150.612141,NSW
1023,ALESCO Illawarra,36 Fowlers Road,Koonawarra,2530,Independent,Secondary,-34.502488,150.809906,NSW
1024,ALESCO Illawarra,253 Princess Highway,Bulli,2516,Independent,Secondary,-34.33463,150.913382,NSW
1025,St Francis Catholic College,130-160 Jardine Drive,Edmondson Park,2174,Catholic,Combined,-33.962905,150.852484,NSW
1026,New Madinah College,14 Lachlan Street,Young,2594,Independent,Primary,-34.318116,148.302089,NSW
1027,Richard Johnson Anglican School,Clifton Road,Marsden Park,2765,Independent,Combined,-33.690533,150.847457,NSW
1028,The Lakes College,1 Aspley Court,Blue Haven,2262,Independent,Secondary,-33.212678,151.504372,NSW
1029,Calderwood Christian School,234 Calderwood Road,CALDERWOOD,2527,Independent,Combined,-34.556932,150.75494,NSW
1030,SEDA College,Building 46  Sydney Olympic Park Holker Street,Newington,2127,Independent,Secondary,-33.833751,151.063619,NSW
1031,The Waranara Centre,2 South Street,Marrickville,2204,Independent,Secondary,-33.908008,151.148561,NSW
1032,The Central Coast Montessori Primary School,10-12 Debra Anne Drive,Bateau Bay,2261,Independent,Primary,-33.37917,151.457153,NSW
1033,Currawah Aboriginal Education Centre,Lot 5034 Arthur Hall VC Way,GONGOLGON,2839,Independent,Secondary,-30.24638,146.888877,NSW
1034,Sathya Sai School,16 Jack Williams Place,Dungay,2484,Independent,Combined,-28.288489,153.379348,NSW
