id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon,state_code
1223,Bigga Public School,Blackman St,Bigga ,2583,Goverment,Primary School,-34.0847,149.144602,NSW
1224,Bilambil Public School,Bilambil Rd,Bilambil ,2486,Goverment,Primary School,-28.223742,153.468431,NSW
1227,Ocean Shores Public School,166 Shara Boulevarde,Ocean Shores,2483,Goverment,Primary School,-28.491203,153.540337,NSW
1228,Bilpin Public School,Bells Line of Road,Bilpin ,2758,Goverment,Primary School,-33.497331,150.516765,NSW
1230,Binalong Public School,Dickinson Street,Binalong,2584,Goverment,Primary School,-34.670108,148.625718,NSW
1231,Binda Public School,Queen St,Binda ,2583,Goverment,Primary School,-34.331463,149.368114,NSW
1234,Bingara Central School,Finch St,Bingara ,2404,Goverment,Central/Community School,-29.866705,150.56725,NSW
1237,Binnaway Central School,David St,Binnaway,2395,Goverment,Central/Community School,-31.552793,149.374951,NSW
1238,Binya Public School,16 Stephensons Rd,Binya,2665,Goverment,Primary School,-34.228678,146.353034,NSW
1240,Birchgrove Public School,Birchgrove Rd,Balmain ,2041,Goverment,Primary School,-33.853009,151.177045,NSW
1246,Blackheath Public School,Leichhardt St,Blackheath ,2785,Goverment,Primary School,-33.639284,150.285831,NSW
1247,Black Hill Public School,408 Black Hill Rd,Black Hill ,2322,Goverment,Primary School,-32.838523,151.617131,NSW
1249,Black Mountain Public School,815 Black Mountain Rd,Black Mountain ,2365,Goverment,Primary School,-30.308489,151.657688,NSW
1252,Blackville Public School,O'Neile St,Blackville ,2343,Goverment,Primary School,-31.64044,150.237489,NSW
1254,Blakebrook Public School,Rosehill Rd,Blakebrook ,2480,Goverment,Primary School,-28.763426,153.229992,NSW
1255,Blakehurst Public School,Dewrang St,Blakehurst ,2221,Goverment,Primary School,-33.98298,151.115779,NSW
1256,Blandford Public School,New England Hwy,Blandford ,2338,Goverment,Primary School,-31.778585,150.892725,NSW
1257,Blaxcell Street Public School,352 Blaxcell Street,Granville,2142,Goverment,Primary School,-33.858068,151.006125,NSW
1258,Blaxland Public School,Baden Place,Blaxland,2774,Goverment,Primary School,-33.737103,150.603489,NSW
1260,Blayney Public School,Lindsay St,Blayney ,2799,Goverment,Primary School,-33.528987,149.251583,NSW
1261,Blighty Public School,Blighty School Rd,Blighty ,2713,Goverment,Primary School,-35.580094,145.349272,NSW
1266,Boambee Public School,30 Lindsays Rd,Boambee,2450,Goverment,Primary School,-30.334055,153.077009,NSW
1269,Bobin Public School,Bulga Rd,Bobin ,2429,Goverment,Primary School,-31.712682,152.28388,NSW
1271,Bobs Farm Public School,764 Marsh Rd,Bobs Farm,2316,Goverment,Primary School,-32.766796,152.010937,NSW
1272,Bodalla Public School,Potato Point Rd,Bodalla ,2545,Goverment,Primary School,-36.09938,150.053879,NSW
1274,Bogan Gate Public School,5 Bogan Street,Bogan Gate,2876,Goverment,Primary School,-33.104968,147.797859,NSW
1275,Boggabilla Central School,South St,Boggabilla ,2409,Goverment,Central/Community School,-28.616586,150.361593,NSW
1276,Boggabri Public School,Merton St,Boggabri ,2382,Goverment,Primary School,-30.705682,150.043053,NSW
1286,Bolwarra Public School,Bolwarra Rd,Bolwarra ,2320,Goverment,Primary School,-32.706994,151.573008,NSW
1287,Bomaderry Public School,Cambewarra Rd,Bomaderry ,2541,Goverment,Primary School,-34.847379,150.608269,NSW
1288,Bombala Public School,8 Bright St,Bombala,2632,Goverment,Primary School,-36.918986,149.233792,NSW
1290,Bonalbo Central School,Yabbra St,Bonalbo,2469,Goverment,Central/Community School,-28.735472,152.623959,NSW
1292,Bondi Beach Public School,Campbell Pde,Bondi Beach ,2026,Goverment,Primary School,-33.8883,151.276821,NSW
1293,Bongongo Public School,Adjungbilly Rd,Adjungbilly,2727,Goverment,Primary School,-35.08463,148.399517,NSW
1296,Bonshaw Public School,Texas St,Bonshaw ,2361,Goverment,Primary School,-29.046366,151.278092,NSW
1297,Bonville Public School,11 Gleniffer Rd,Bonville ,2441,Goverment,Primary School,-30.379782,153.032316,NSW
1302,Boolaroo Public School,Main Rd & Second St,Boolaroo ,2284,Goverment,Primary School,-32.951196,151.622765,NSW
1303,Booligal Public School,Harvey St,Booligal ,2711,Goverment,Primary School,-33.86704,144.886395,NSW
1307,Boomi Public School,Werrina Street,Boomi ,2405,Goverment,Primary School,-28.724129,149.577268,NSW
1311,Booral Public School,2800 Bucketts Way,Booral ,2425,Goverment,Primary School,-32.471428,151.960736,NSW
1313,Boorowa Central School,Pudman St,Boorowa ,2586,Goverment,Central/Community School,-34.436712,148.726108,NSW
1318,Boree Creek Public School,Lockhart-Morundah Rd,Boree Creek ,2652,Goverment,Primary School,-35.105937,146.606338,NSW
1320,Boronia Park Public School,113 Pittwater Rd,Hunters Hill,2110,Goverment,Primary School,-33.821414,151.135558,NSW
1321,Bossley Park Public School,Marconi Rd,Bossley Park ,2176,Goverment,Primary School,-33.858524,150.883076,NSW
1323,Botany Public School,1076 Botany Rd,Botany ,2019,Goverment,Primary School,-33.94316,151.194687,NSW
1326,Bourke Public School,19 Green Street,Bourke,2840,Goverment,Primary School,-30.09351,145.94968,NSW
1334,Bowning Public School,147 Bowning Road,Bowning ,2582,Goverment,Primary School,-34.769376,148.81153,NSW
1335,Bowral Public School,Bendooley Street,Bowral,2576,Goverment,Primary School,-34.481178,150.419191,NSW
1336,Bowraville Central School,23 High Street,Bowraville,2449,Goverment,Central/Community School,-30.645289,152.853898,NSW
1340,Braidwood Central School,Wilson St,Braidwood ,2622,Goverment,Central/Community School,-35.440595,149.798888,NSW
1341,Branxton Public School,12 King Street,Branxton,2335,Goverment,Primary School,-32.659391,151.350682,NSW
1345,Breadalbane Public School,Collector Road,Breadalbane,2581,Goverment,Primary School,-34.790546,149.487576,NSW
1346,Colo Heights Public School,3018 Putty Road,Colo Heights,2756,Goverment,Primary School,-33.372972,150.739776,NSW
1347,Bredbo Public School,Monaro Hwy,Bredbo ,2626,Goverment,Primary School,-35.95399,149.14797,NSW
1350,Brewarrina Central School,Bourke Street,Brewarrina,2839,Goverment,Central/Community School,-29.963669,146.859088,NSW
1354,Bribbaree Public School,Weedallion St,Bribbaree ,2594,Goverment,Primary School,-34.12042,147.874699,NSW
1358,Brighton-Le-Sands Public School,35 Crawford Road,Brighton-Le-Sands,2216,Goverment,Primary School,-33.962357,151.148929,NSW
1360,Bringelly Public School,1205 The Northern Road,Bringelly,2556,Goverment,Primary School,-33.93791,150.730266,NSW
1361,Broadwater Public School,Pacific Hwy,Broadwater ,2472,Goverment,Primary School,-29.002773,153.437279,NSW
1363,Brocklesby Public School,65 Main St,Brocklesby,2642,Goverment,Primary School,-35.823911,146.677989,NSW
1367,Broke Public School,Cochrane St,Broke ,2330,Goverment,Primary School,-32.744976,151.104334,NSW
1369,Broken Hill Public School,Mica St,Broken Hill ,2880,Goverment,Primary School,-31.956108,141.456502,NSW
1371,Broken Hill North Public School,Chapple St,Broken Hill ,2880,Goverment,Primary School,-31.944457,141.471518,NSW
1372,Bronte Public School,Hewlett St,Bronte ,2024,Goverment,Primary School,-33.900605,151.262011,NSW
1377,Brooklyn Public School,106 Brooklyn Rd,Brooklyn ,2083,Goverment,Primary School,-33.548414,151.214992,NSW
1379,Brookvale Public School,Old Pittwater Rd,Brookvale ,2100,Goverment,Primary School,-33.761678,151.270787,NSW
1387,Brungle Public School,2 Brungle School Rd,Brungle ,2722,Goverment,Primary School,-35.156755,148.233572,NSW
1389,Brunswick Heads Public School,Fingal St,Brunswick Heads ,2483,Goverment,Primary School,-28.541343,153.550848,NSW
1402,Bulahdelah Central School,8 Meade Street,Bulahdelah ,2423,Goverment,Central/Community School,-32.413374,152.211848,NSW
1411,Bulli Public School,Haig Rd,Bulli ,2516,Goverment,Primary School,-34.326951,150.912703,NSW
1414,Bundanoon Public School,Church St,Bundanoon ,2578,Goverment,Primary School,-34.657878,150.300442,NSW
1415,Bundarra Central School,Bowline Street,Bundarra,2359,Goverment,Central/Community School,-30.168353,151.077625,NSW
1421,Bungendore Public School,Gibraltar St,Bungendore ,2621,Goverment,Primary School,-35.255619,149.444628,NSW
1424,Bungwahl Public School,56 Seal Rocks Road,Bungwahl,2423,Goverment,Primary School,-32.389144,152.448558,NSW
1425,Bunnaloo Public School,Fitzroy St,Bunnaloo,2731,Goverment,Primary School,-35.786399,144.597923,NSW
1432,Burke Ward Public School,Rakow St,Broken Hill ,2880,Goverment,Primary School,-31.960361,141.441054,NSW
1433,Burnside Public School,1 Masons Drive,North Parramatta ,2151,Goverment,Primary School,-33.79258,151.018316,NSW
1445,Burrawang Public School,Church St,Burrawang ,2577,Goverment,Primary School,-34.592222,150.51725,NSW
1447,Burren Junction Public School,Alma St,Burren Junction ,2386,Goverment,Primary School,-30.102686,148.964703,NSW
1449,Burringbar Public School,59 Burringbar Road,Burringbar ,2483,Goverment,Primary School,-28.436645,153.466738,NSW
1453,Burrumbuttock Public School,Howlong Rd,Burrumbuttock ,2642,Goverment,Primary School,-35.837489,146.800049,NSW
1455,Burwood Public School,1-3 Conder Street,Burwood,2134,Goverment,Primary School,-33.8768,151.098987,NSW
1460,Buxton Public School,Hassall Rd,Buxton ,2571,Goverment,Primary School,-34.246971,150.544826,NSW
1470,Byron Bay Public School,17 Kingsley St,Byron Bay ,2481,Goverment,Primary School,-28.647416,153.614826,NSW
1471,Cabbage Tree Island Public School,Cabbage Tree Island Rd,Cabbage Tree Island,2477,Goverment,Primary School,-28.98367,153.457788,NSW
1472,Cabramatta Public School,Levuka St,Cabramatta ,2166,Goverment,Primary School,-33.895823,150.942629,NSW
1481,Cambewarra Public School,Kalinga St,Cambewarra ,2540,Goverment,Primary School,-34.821537,150.556043,NSW
1482,Camden Public School,John St,Camden ,2570,Goverment,Primary School,-34.051998,150.693236,NSW
1483,Camdenville Public School,Laura St,Newtown ,2042,Goverment,Primary School,-33.906146,151.175741,NSW
1485,Cammeray Public School,Palmer St,Cammeray ,2062,Goverment,Primary School,-33.820422,151.211542,NSW
1486,Campbelltown Public School,Lithgow St,Campbelltown ,2560,Goverment,Primary School,-34.070109,150.815634,NSW
1488,Campsie Public School,Evaline St,Campsie,2194,Goverment,Primary School,-33.911863,151.104846,NSW
1490,Candelo Public School,William St,Candelo ,2550,Goverment,Primary School,-36.768392,149.695674,NSW
1492,Caniaba Public School,Caniaba Rd,Lismore ,2480,Goverment,Primary School,-28.830799,153.231317,NSW
1494,Canley Vale Public School,Canley Vale Rd,Canley Vale ,2166,Goverment,Primary School,-33.88676,150.937632,NSW
1495,Canobolas Public School,Canobolas Rd,Orange ,2800,Goverment,Primary School,-33.305942,149.04621,NSW
1497,Canterbury Public School,Church St,Canterbury ,2193,Goverment,Primary School,-33.908761,151.122306,NSW
1498,Brisbania Public School,1 High Street,Saratoga,2251,Goverment,Primary School,-33.478822,151.357294,NSW
1499,Uranquinty Public School,Pearson Street,Uranquinty,2652,Goverment,Primary School,-35.188793,147.249486,NSW
1501,Capertee Public School,Castlereagh Hwy,Capertee ,2846,Goverment,Primary School,-33.147074,149.985922,NSW
1502,Captains Flat Public School,14 Montgomery St,Captains Flat,2623,Goverment,Primary School,-35.587192,149.450147,NSW
1503,Caragabal Public School,Marsden & Wheoga Sts,Caragabal ,2810,Goverment,Primary School,-33.84532,147.744452,NSW
1504,Carcoar Public School,Icely St,Carcoar ,2791,Goverment,Primary School,-33.612326,149.142432,NSW
1505,Cardiff Public School,Macquarie Rd,Cardiff ,2285,Goverment,Primary School,-32.945779,151.657754,NSW
1506,Cargo Public School,Hutton St,Cargo ,2800,Goverment,Primary School,-33.427612,148.807697,NSW
1507,Carinda Public School,Macnamara St,Carinda ,2831,Goverment,Primary School,-30.461882,147.687555,NSW
1508,Caringbah Public School,Port Hacking Rd,Caringbah ,2229,Goverment,Primary School,-34.053433,151.122988,NSW
1512,Carlton Public School,60 Cameron St,Bexley ,2207,Goverment,Primary School,-33.963496,151.12246,NSW
1513,Carlton South Public School,Jubilee Ave,Carlton ,2218,Goverment,Primary School,-33.973045,151.128287,NSW
1515,Carool Public School,411 Carool Rd,Carool,2486,Goverment,Primary School,-28.229959,153.4293,NSW
1517,Carrathool Public School,Glover St,Carrathool,2711,Goverment,Primary School,-34.409166,145.431622,NSW
1518,Carrington Public School,Young St,Carrington ,2294,Goverment,Primary School,-32.912446,151.765328,NSW
1520,Carroll Public School,David St,Carroll ,2340,Goverment,Primary School,-30.986074,150.447096,NSW
1526,Casino Public School,31 Walker St,Casino ,2470,Goverment,Primary School,-28.867384,153.048053,NSW
1527,Cassilis Public School,Coolah Rd,Cassilis,2329,Goverment,Primary School,-32.004552,149.978075,NSW
1529,Castle Hill Public School,Les Shore Place,Castle Hill ,2154,Goverment,Primary School,-33.727887,151.004663,NSW
1535,Cattai Public School,487 Cattai Rd,Cattai ,2756,Goverment,Primary School,-33.558762,150.906904,NSW
1537,Cawdor Public School,865 Cawdor Rd,Camden ,2570,Goverment,Primary School,-34.109711,150.673727,NSW
1542,Cessnock Public School,Rawson St,Cessnock ,2325,Goverment,Primary School,-32.840405,151.363808,NSW
1543,Cessnock East Public School,Old Maitland Rd,Cessnock ,2325,Goverment,Primary School,-32.827606,151.369746,NSW
1545,Cessnock West Public School,Wollombi & Campbell Sts,Cessnock ,2325,Goverment,Primary School,-32.838387,151.344863,NSW
1547,Chandler Public School,Grafton Rd,Wollomombi,2350,Goverment,Primary School,-30.518553,152.053551,NSW
1548,The Channon Public School,Standing St,The Channon ,2480,Goverment,Primary School,-28.675099,153.280288,NSW
1550,Charlestown Public School,Frederick St,Charlestown ,2290,Goverment,Primary School,-32.965494,151.697486,NSW
1551,Pacific Palms Public School,Boomerang Drive,Boomerang Beach ,2428,Goverment,Primary School,-32.341023,152.539306,NSW
