id,school_name,school_type,Official Low Year Level,Official High Year Level,school_address,suburb,postcode,Sector,sector,school_lon,school_lat
96,The River School (Maleny),,Prep Year,Year 6,251 Bridge Creek Road,Maleny,4552,Non-State,Independent,152.844731,-26.734315
5517,"The Rockhampton Grammar School (Agnes St, Rockhampton)",,Prep Year,Year 12,53 - 89 Agnes Street,Rockhampton,4700,Non-State,Independent,150.494517,-23.384875
5502,The School of Total Education (Warwick),,Prep Year,Year 12,2 Freestone Road,Warwick,4370,Non-State,Independent,152.044281,-28.203941
5560,"The SCOTS PGC College (Oxenham St, Warwick)",,Prep Year,Year 12,60 Oxenham Street,Warwick,4370,Non-State,Independent,152.04699,-28.211087
5453,The Southport School (Southport),,Prep Year,Year 12,Winchester Street,Southport,4215,Non-State,Independent,153.414542,-27.982888
A016,The Spot Academy (Parkinson),,Year 7,Year 12,61 Sandstone Place,Parkinson,4115,Non-State,Independent,153.036823,-27.655649
5686,"The Springfield Anglican College (Springfield Greenbank Arterial, Springfield)",,Year 7,Year 12,68 Springfield Greenbank Arterial,Springfield,4300,Non-State,Independent,152.906482,-27.670936
1714,The Summit State School,,Prep Year,Year 6,Taggart's Road,The Summit,4377,State,,151.955205,-28.579002
A038,The Sycamore School (Alexandra Hills),,Prep Year,Year 8,29 Windemere Road,Alexandra Hills,4161,Non-State,Independent,153.210463,-27.525455
287,The Willows State School,,Prep Year,Year 6,Bilberry Street,Kirwan,4817,State,,146.722516,-19.305133
579,Theebine State School,,Prep Year,Year 6,Scrub Road,Theebine,4570,State,,152.540973,-25.9525
676,Theodore State School,,Prep Year,Year 10,The Boulevard,Theodore,4719,State,,150.075088,-24.946014
1240,Thornlands State School,,Prep Year,Year 6,Panorama Drive,Thornlands,4164,State,,153.264416,-27.548775
245,Thornton State School,,Prep Year,Year 6,4 Thornton School Road,Thornton,4341,State,,152.372045,-27.798244
803,Thulimbah State School,,Prep Year,Year 6,146 Thulimbah School Road,Thulimbah,4376,State,,151.93616,-28.536545
2172,Thuringowa State High School,,Year 7,Year 12,26 - 54 Vickers Road South,Condon,4815,State,,146.719053,-19.336551
107,Tiaro State School,,Prep Year,Year 6,1 Forgan Terrace,Tiaro,4650,State,,152.581126,-25.728166
1926,Tieri State School,,Prep Year,Year 6,Bottlebrush Lane,Tieri,4709,State,,148.34412,-23.030434
577,Tin Can Bay State School,,Prep Year,Year 10,2 Schnapper Creek Road,Tin Can Bay,4580,State,,152.995063,-25.925433
216,Tinana State School,,Prep Year,Year 6,239 Gympie Road,Tinana,4650,State,,152.667593,-25.558647
127,Tingalpa State School,,Prep Year,Year 6,1546 Wynnum Road,Tingalpa,4173,State,,153.126433,-27.473506
864,Tingoora State School,,Prep Year,Year 6,6 Main Street,Tingoora,4608,State,,151.819548,-26.362968
224,Tivoli State School,,Prep Year,Year 6,108 Mount Crosby Road,Tivoli,4305,State,,152.777509,-27.583961
629,Tolga State School,,Prep Year,Year 6,Main Street,Tolga,4882,State,,145.477599,-17.22322
A026,Tom Quinn Community Centre Alternative School (Bundaberg),,Year 7,Year 10,8 Killer Street,Bundaberg,4670,Non-State,Independent,152.33513,-24.889173
1777,Toobanna State School,,Prep Year,Year 6,Bruce Highway,Toobanna,4850,State,,146.147882,-18.712127
1802,Toogoolawa School (Ormeau),,Year 4,Year 10,138 Reedmans Road,Ormeau,4208,Non-State,Independent,153.262386,-27.79736
2179,Toogoolawah State High School,,Year 7,Year 12,76 Old Mount Beppo Road,Toogoolawah,4313,State,,152.388355,-27.102603
1069,Toogoolawah State School,,Early Childhood,Year 6,Gardner Street,Toogoolawah,4313,State,,152.379203,-27.091799
2152,Toolooa State High School,,Year 7,Year 12,Philip Street,South Gladstone,4680,State,,151.270448,-23.873238
13,Toowong State School,,Prep Year,Year 6,37 St Osyth Street,Toowong,4066,State,,152.98928,-27.481812
5444,Toowoomba Anglican School (Toowoomba),,Prep Year,Year 12,2 Campbell Street,Toowoomba,4350,Non-State,Independent,151.976289,-27.55899
5581,Toowoomba Christian College (Highfields),,Prep Year,Year 12,10852 New England Highway,Highfields,4352,Non-State,Independent,151.949268,-27.487712
499,Toowoomba East State School,,Prep Year,Year 6,Cnr Arthur & Mary Streets,East Toowoomba,4350,State,,151.965978,-27.55998
5516,Toowoomba Grammar School (East Toowoomba),,Prep Year,Year 12,24 Margaret Street,East Toowoomba,4350,Non-State,Independent,151.969194,-27.563197
110,Toowoomba North State School,,Prep Year,Year 6,Cnr Mort & Taylor Streets,Toowoomba,4350,State,,151.948788,-27.556538
2013,Toowoomba State High School,,Year 7,Year 12,Stuart Street,Mount Lofty,4350,State,,151.964841,-27.545247
3032,Toowoomba West Special School,,Early Childhood,Year 6,26 Gladstone Street,Newtown,4350,State,,151.940738,-27.547638
522,Torbanlea State School,,Prep Year,Year 6,Pialba Road,Torbanlea,4662,State,,152.599832,-25.347969
945,Torquay State School,,Prep Year,Year 6,Tavistock Street,Torquay,4655,State,,152.864996,-25.287748
113,Townsville Central State School,,Prep Year,Year 6,4 Warburton Street,North Ward,4810,State,,146.812035,-19.251075
9973,Townsville Christian College (Vincent),,Prep Year,Year 10,210 Palmerston Street,Vincent,4814,Non-State,Independent,146.766701,-19.27982
2376,Townsville Community Learning Centre - A State Special School,,Prep Year,Year 12,78 Thompson Street,Mundingburra,4812,State,,146.776934,-19.303797
5639,"Townsville Flexible Learning Centre (West End, Townsville)",,Year 7,Year 12,26 Ingham Road,"West End, Townsville",4810,Non-State,Catholic,146.803293,-19.268834
5506,Townsville Grammar School (North Ward),,Year 7,Year 12,45 Paxton Street,North Ward,4810,Non-State,Independent,146.805947,-19.25193
303,Townsville South State School,,Prep Year,Year 6,78 Tully Street,South Townsville,4810,State,,146.82664,-19.262946
2100,Townsville State High School,,Year 7,Year 12,36 Boundary Street,Railway Estate,4810,State,,146.810515,-19.272275
498,Townsville West State School,,Prep Year,Year 6,Wilson Street,West End,4810,State,,146.80424,-19.267204
1203,Townview State School,,Prep Year,Year 6,64-72 Clarke Street,Townview,4825,State,,139.507323,-20.733937
1118,Trebonne State School,,Prep Year,Year 6,71 Stone River Road,Trebonne,4850,State,,146.074757,-18.63083
420,Tresswell State School,,Prep Year,Year 6,Tambo Road,Nandowrie,4722,State,,147.606554,-24.247966
5447,Trinity Anglican School (White Rock),,Prep Year,Year 12,Progress Road,White Rock,4870,Non-State,Independent,145.744867,-16.978887
2057,Trinity Bay State High School,,Year 7,Year 12,26-62 Hoare Street,Manunda,4870,State,,145.752404,-16.923762
5367,Trinity College (Beenleigh),,Year 7,Year 12,Scott Street,Beenleigh,4207,Non-State,Catholic,153.198881,-27.71045
5577,Trinity College (Gladstone),,Prep Year,Year 12,4 Archer Street,Gladstone,4680,Non-State,Independent,151.257435,-23.871367
2442,"Trinity Lutheran College (Ashmore Rd, Ashmore)",,Year 6,Year 12,641 Ashmore Road,Ashmore,4214,Non-State,Independent,153.363308,-27.979148
2159,Tropical North Learning Academy - Smithfield State High School,,Year 7,Year 12,O'Brien Road,Smithfield,4878,State,,145.695661,-16.811917
1893,Tropical North Learning Academy - Trinity Beach State School,,Prep Year,Year 6,Wewak Street,Trinity Beach,4879,State,,145.68952,-16.794898
2188,Tullawong State High School,,Year 7,Year 12,Del Rosso Road,Caboolture,4510,State,,152.92895,-27.070593
1994,Tullawong State School,,Prep Year,Year 6,60-94 Smiths Road,Caboolture,4510,State,,152.932706,-27.069936
2103,Tully State High School,,Year 7,Year 12,59337 Bruce Highway,Tully,4854,State,,145.930768,-17.940106
1008,Tully State School,,Prep Year,Year 6,21 Mars Street,Tully,4854,State,,145.922141,-17.93863
361,Two Mile State School,,Prep Year,Year 6,288 Bruce Highway North,Two Mile,4570,State,,152.642796,-26.170725
879,Ubobo State School,,Early Childhood,Year 6,Cedarvale Road,Boyne Valley,4680,State,,151.321711,-24.406782
1877,Undurba State School,,Prep Year,Year 6,49-57 Ogg Road,Murrumba Downs,4503,State,,153.008075,-27.262762
5475,Unity College (Caloundra West),,Prep Year,Year 12,"47 Lomond Crescent, Bellvista Estate",Caloundra West,4551,Non-State,Catholic,153.08973,-26.802903
1501,Upper Brookfield State School,,Prep Year,Year 6,496 Upper Brookfield Road,Upper Brookfield,4069,State,,152.869106,-27.478017
2340,Upper Coomera State College,,Prep Year,Year 12,137 Reserve Road,Upper Coomera,4209,State,,153.296157,-27.87057
128,Upper Mount Gravatt State School,,Prep Year,Year 6,1899 Logan Road,Upper Mount Gravatt,4122,State,,153.079941,-27.556476
1755,Urandangi State School,,Early Childhood,Year 6,Margaret Street,Piturie,4825,State,,138.334658,-21.601293
1536,Urangan Point State School,,Prep Year,Year 6,Miller Street,Urangan,4655,State,,152.902062,-25.291144
2110,Urangan State High School,,Year 7,Year 12,Robert Street,Urangan,4655,State,,152.876031,-25.29664
844,Vale View State School,,Prep Year,Year 6,873 Drayton Connection Road,Vale View,4352,State,,151.897243,-27.660539
403,Valkyrie State School,,Early Childhood,Year 6,Fitzroy Developmental Road,Valkyrie,4742,State,,148.579468,-22.059465
1759,Varsity College,,Prep Year,Year 12,198 Varsity Parade,Varsity Lakes,4227,State,,153.411699,-28.078149
869,Veresdale Scrub State School,,Prep Year,Year 6,354 Veresdale Scrub School Road,Veresdale Scrub,4285,State,,153.017658,-27.921471
1855,Victoria Park State School,,Early Childhood,Year 6,15 Goldsmith Street,East Mackay,4740,State,,149.19399,-21.147783
628,Victoria Plantation State School,,Prep Year,Year 6,244 Forrest Beach Road,Victoria Plantation,4850,State,,146.201314,-18.647226
234,Victoria Point State High School,,Year 7,Year 12,93-131 Benfer Road,Victoria Point,4165,State,,153.287846,-27.595587
1512,Victoria Point State School,,Prep Year,Year 6,School Road,Victoria Point,4165,State,,153.295713,-27.584134
5869,Victory College (Gympie),,Prep Year,Year 12,173 Old Maryborough Road,Gympie,4570,Non-State,Independent,152.662675,-26.162523
1936,Vienna Woods State School,,Prep Year,Year 6,12 Heffernan Road,Alexandra Hills,4161,State,,153.230065,-27.5279
5310,Villanova College (Coorparoo),,Year 5,Year 12,24 Sixth Avenue,Coorparoo,4151,Non-State,Catholic,153.051038,-27.496096
948,Vincent State School,,Early Childhood,Year 6,280 Palmerston Street,Vincent,4814,State,,146.764202,-19.286559
1675,Virginia State School,,Prep Year,Year 6,1678 Sandgate Road,Virginia,4014,State,,153.061747,-27.383844
5521,Wadja Wadja High School (Woorabinda),,Year 7,Year 12,116 Munns Drive,Woorabinda,4713,Non-State,Independent,149.456071,-24.133242
760,Walkamin State School,,Prep Year,Year 6,40 Wattle Street,Walkamin,4872,State,,145.426915,-17.128205
353,Walkerston State School,,Prep Year,Year 6,13a Mc Coll Street,Walkerston,4751,State,,149.064968,-21.158936
536,Walkervale State School,,Early Childhood,Year 6,46a Hurst Street,Walkervale,4670,State,,152.359674,-24.885174
458,Wallangarra State School,,Prep Year,Year 6,50 Callandoon Street,Wallangarra,4383,State,,151.931344,-28.918473
1192,Wallaville State School,,Prep Year,Year 6,7 Grey Street,Wallaville,4671,State,,151.997171,-25.073365
285,Walloon State School,,Prep Year,Year 6,Karrabin-Rosewood Road,Walloon,4306,State,,152.663169,-27.605673
182,Wallumbilla State School,,Prep Year,Year 10,22 High Street,Wallumbilla,4428,State,,149.186193,-26.584369
1724,Wamuran State School,,Prep Year,Year 6,1066-1086 D'Aguilar Highway,Wamuran,4512,State,,152.861875,-27.040783
1296,Wandoan State School P-10,,Prep Year,Year 10,49 North Street,Wandoan,4419,State,,149.961469,-26.118782
1971,Waraburra State School,,Prep Year,Year 6,55 Johnson Road,Gracemere,4702,State,,150.452615,-23.448166
386,Warra State School,,Prep Year,Year 6,Robinson Street,Warra,4411,State,,150.917662,-26.930219
1885,Warrigal Road State School,,Prep Year,Year 6,314 Warrigal Road,Eight Mile Plains,4113,State,,153.085392,-27.587017
1230,Warrill View State School,,Prep Year,Year 6,Cunningham Highway,Warrill View,4307,State,,152.616082,-27.822997
1159,Wartburg State School,,Prep Year,Year 6,585 Coast Road,Baffle Creek,4674,State,,151.930549,-24.502578
116,Warwick Central State School,,Prep Year,Year 6,Cnr Guy & Percy Streets,Warwick,4370,State,,152.029451,-28.21772
8387,"Warwick Christian College (Horsman Rd, Warwick)",,Prep Year,Year 12,70 Horsman Road,Warwick,4370,Non-State,Independent,152.032978,-28.202125
225,Warwick East State School,,Prep Year,Year 6,Fitzroy Street,Warwick,4370,State,,152.038562,-28.214791
2015,Warwick State High School,,Year 7,Year 12,Palmerin Street,Warwick,4370,State,,152.03353,-28.210316
1152,Warwick West State School,,Early Childhood,Year 6,17 George Street,Warwick,4370,State,,152.014817,-28.221121
130,Waterford State School,,Early Childhood,Year 6,40 Nerang Street,Waterford,4133,State,,153.145407,-27.69595
1856,Waterford West State School,,Prep Year,Year 6,John Street,Waterford West,4133,State,,153.131546,-27.691284
584,Watson Road State School,,Prep Year,Year 6,210 Watson Road,Acacia Ridge,4110,State,,153.018482,-27.593107
1149,Wavell Heights State School,,Prep Year,Year 6,Minore Street,Wavell Heights,4012,State,,153.037896,-27.39007
2048,Wavell State High School,,Year 7,Year 12,Telopia Avenue,Wavell Heights,4012,State,,153.037849,-27.397981
395,Weir State School,,Prep Year,Year 6,592 Ross River Road,Thuringowa Central,4817,State,,146.734529,-19.315264
855,Wellcamp State School,,Prep Year,Year 6,609 Drayton-Wellcamp Road,Wellcamp,4350,State,,151.850799,-27.553872
1844,Wellers Hill State School,,Prep Year,Year 6,190 Toohey Road,Tarragindi,4121,State,,153.046321,-27.525228
2178,Wellington Point State High School,,Year 7,Year 12,2-36 Badgen Road,Wellington Point,4160,State,,153.228851,-27.491031
273,Wellington Point State School,,Prep Year,Year 6,476 Main Road,Wellington Point,4160,State,,153.239601,-27.491089
212,West End State School,,Prep Year,Year 6,24 Vulture Street,West End,4101,State,,153.008308,-27.480472
5456,West Moreton Anglican College (Karrabin),,Prep Year,Year 12,Keswick Road,Karrabin,4306,Non-State,Independent,152.704921,-27.589248
5399,Western Cape College,,Early Childhood,Year 12,Central Avenue,Rocky Point,4874,State,,141.880118,-12.626862
3014,Western Suburbs State Special School,,Prep Year,Year 12,Glenala Road,Inala,4077,State,,152.977642,-27.586882
1244,Westmar State School,,Early Childhood,Year 6,18425 Moonie Highway,Westmar,4422,State,,149.719586,-27.919743
5580,"Westside Christian College (65 Stuart St, Goodna)",,Year 7,Year 12,65 Stuart Street,Goodna,4300,Non-State,Independent,152.887346,-27.610654
119,Westwood State School,,Prep Year,Year 6,108 Herbert Street,Westwood,4702,State,,150.154504,-23.617343
1405,Wheatlands State School,,Prep Year,Year 6,422 Byee Road,Wheatlands,4606,State,,151.845908,-26.22419
1147,Wheatvale State School,,Prep Year,Year 6,4194 Leyburn-Cunningham Road,Wheatvale,4370,State,,151.879648,-28.165814
1978,White Rock State School,,Prep Year,Year 6,Progress Road,White Rock,4868,State,,145.743229,-16.987272
2410,Whites Hill State College,,Prep Year,Year 12,138 Burn Street,Camp Hill,4152,State,,153.082127,-27.500677
1980,Whitfield State School,,Prep Year,Year 6,42-74 McManus Street,Whitfield,4870,State,,145.728888,-16.911859
5890,Whitsunday Anglican School (Beaconsfield),,Prep Year,Year 12,Celeber Drive,Beaconsfield,4740,Non-State,Independent,149.172108,-21.102654
587,Whitsunday Christian College (Cannonvale),,Prep Year,Year 12,26 Paluma Road,Cannonvale,4802,Non-State,Independent,148.67478,-20.288992
669,Widgee State School,,Prep Year,Year 6,2156 Gympie-Woolooga Road,Widgee,4570,State,,152.443141,-26.20383
1972,William Duncan State School,,Prep Year,Year 6,114-136 Alexander Drive,Highland Park,4211,State,,153.334308,-28.012749
2186,William Ross State High School,,Year 7,Year 12,Mervyn Crossman Drive,Annandale,4814,State,,146.800571,-19.314852
468,Wilsonton State High School,,Year 7,Year 12,275 North Street,Wilsonton Heights,4350,State,,151.92436,-27.537615
394,Wilsonton State School,,Prep Year,Year 6,429 Bridge Street,Wilsonton,4350,State,,151.92214,-27.542939
1485,Wilston State School,,Prep Year,Year 6,Primrose Street,Grange,4051,State,,153.015055,-27.42893
1990,Windaroo State School,,Prep Year,Year 6,300 Mount Warren Boulevard,Mount Warren Park,4207,State,,153.195859,-27.732148
2189,Windaroo Valley State High School,,Year 7,Year 12,240 Beaudesert Beenleigh Road,Bahrs Scrub,4207,State,,153.190116,-27.740466
292,Windera State School,,Prep Year,Year 6,2588 Gayndah - Murgon Road,Windera,4605,State,,151.828998,-26.052838
461,Windorah State School,,Early Childhood,Year 6,8 Victoria Street,Windorah,4481,State,,142.654238,-25.420281
11,Windsor State School,,Prep Year,Year 6,Harris Street,Windsor,4030,State,,153.029634,-27.430523
603,Winfield State School,,Early Childhood,Year 6,1091 Winfield Road,Winfield,4670,State,,152.017414,-24.545766
478,Winton State School,,Prep Year,Year 12,71 Cork Street,Winton,4735,State,,143.03873,-22.385625
6157,Wisdom College (Calamvale),,Prep Year,Year 10,97 Formby Street,Calamvale,4116,Non-State,Independent,153.03601,-27.621625
633,Wishart State School,,Prep Year,Year 6,Morella Street,Wishart,4122,State,,153.094536,-27.549592
1930,Withcott State School,,Prep Year,Year 6,26 Biggs Road,Withcott,4352,State,,152.023728,-27.559457
881,Wolvi State School,,Prep Year,Year 6,936 Kin Kin Road,Wolvi,4570,State,,152.817628,-26.149244
1065,Wondai State School,,Prep Year,Year 9,32 Kent Street,Wondai,4606,State,,151.882125,-26.320722
416,Wondall Heights State School,,Prep Year,Year 6,Wondall Road,Manly West,4179,State,,153.158732,-27.464146
1614,Wonga Beach State School,,Prep Year,Year 6,48-74 Snapper Island Drive,Wonga Beach,4873,State,,145.412915,-16.341964
456,Woodcrest State College,,Early Childhood,Year 12,38 Nev Smith Drive,Springfield,4300,State,,152.918473,-27.657283
370,Woodford State School,,Prep Year,Year 10,171 Archer Street,Woodford,4514,State,,152.780676,-26.961775
122,Woodhill State School,,Prep Year,Year 6,6027 Mount Lindesay Highway,Woodhill,4285,State,,152.973734,-27.892934
7121,WoodLinks State School,,Prep Year,Year 6,WoodLinks Way,Collingwood Park,4301,State,,152.852767,-27.630223
647,Woodridge North State School,,Prep Year,Year 6,Arthur Street,Woodridge,4114,State,,153.106207,-27.626417
2128,Woodridge State High School,,Year 7,Year 12,Wembley Road,Logan Central,4114,State,,153.099157,-27.64332
704,Woodridge State School,,Prep Year,Year 6,113-131 Cnr Wembley Road & Railway Parade,Logan Central,4114,State,,153.104853,-27.641503
