Id,State,state_code,City/Town,Suburb,Postcode,Property_Median_Value,Updated_Year,Updated_Month
2368,New South Wale,NSW,SYDNEY,Fernside,2480,389000,2017,6
2369,New South Wale,NSW,SYDNEY,Georgica,2480,389000,2017,6
2370,New South Wale,NSW,SYDNEY,Girards Hill,2480,389000,2017,6
2371,New South Wale,NSW,SYDNEY,Goolmangar,2480,389000,2017,6
2372,New South Wale,NSW,SYDNEY,Goonellabah,2480,389000,2017,6
2373,New South Wale,NSW,SYDNEY,Howards Grass,2480,389000,2017,6
2374,New South Wale,NSW,SYDNEY,Jiggi,2480,389000,2017,6
2375,New South Wale,NSW,SYDNEY,Keerrong,2480,389000,2017,6
2376,New South Wale,NSW,SYDNEY,Koonorigan,2480,389000,2017,6
2377,New South Wale,NSW,SYDNEY,Lagoon Grass,2480,389000,2017,6
2378,New South Wale,NSW,SYDNEY,Larnook,2480,389000,2017,6
2379,New South Wale,NSW,SYDNEY,Leycester,2480,389000,2017,6
2380,New South Wale,NSW,SYDNEY,Lillian Rock,2480,389000,2017,6
2381,New South Wale,NSW,SYDNEY,Lindendale,2480,389000,2017,6
2382,New South Wale,NSW,SYDNEY,Lismore,2480,389000,2017,6
2383,New South Wale,NSW,SYDNEY,Lismore Heights,2480,389000,2017,6
2384,New South Wale,NSW,SYDNEY,Loftville,2480,389000,2017,6
2385,New South Wale,NSW,SYDNEY,Marom Creek,2480,389000,2017,6
2386,New South Wale,NSW,SYDNEY,Mckees Hill,2480,389000,2017,6
2387,New South Wale,NSW,SYDNEY,Mcleans Ridges,2480,389000,2017,6
2388,New South Wale,NSW,SYDNEY,Modanville,2480,389000,2017,6
2389,New South Wale,NSW,SYDNEY,Monaltrie,2480,389000,2017,6
2390,New South Wale,NSW,SYDNEY,Mountain Top,2480,389000,2017,6
2391,New South Wale,NSW,SYDNEY,Nightcap,2480,389000,2017,6
2392,New South Wale,NSW,SYDNEY,Nimbin,2480,389000,2017,6
2393,New South Wale,NSW,SYDNEY,North Lismore,2480,389000,2017,6
2394,New South Wale,NSW,SYDNEY,Numulgi,2480,389000,2017,6
2395,New South Wale,NSW,SYDNEY,Repentance Creek,2480,389000,2017,6
2396,New South Wale,NSW,SYDNEY,Richmond Hill,2480,389000,2017,6
2397,New South Wale,NSW,SYDNEY,Rock Valley,2480,389000,2017,6
2398,New South Wale,NSW,SYDNEY,Rosebank,2480,389000,2017,6
2399,New South Wale,NSW,SYDNEY,Ruthven,2480,389000,2017,6
2400,New South Wale,NSW,SYDNEY,South Gundurimba,2480,389000,2017,6
2401,New South Wale,NSW,SYDNEY,South Lismore,2480,389000,2017,6
2402,New South Wale,NSW,SYDNEY,Stony Chute,2480,389000,2017,6
2403,New South Wale,NSW,SYDNEY,Terania Creek,2480,389000,2017,6
2404,New South Wale,NSW,SYDNEY,The Channon,2480,389000,2017,6
2405,New South Wale,NSW,SYDNEY,Tregeagle,2480,389000,2017,6
2406,New South Wale,NSW,SYDNEY,Tucki Tucki,2480,389000,2017,6
2407,New South Wale,NSW,SYDNEY,Tuckurimba,2480,389000,2017,6
2408,New South Wale,NSW,SYDNEY,Tullera,2480,389000,2017,6
2409,New South Wale,NSW,SYDNEY,Tuncester,2480,389000,2017,6
2410,New South Wale,NSW,SYDNEY,Tuntable Creek,2480,389000,2017,6
2411,New South Wale,NSW,SYDNEY,Whian Whian,2480,389000,2017,6
2412,New South Wale,NSW,SYDNEY,Woodlawn,2480,389000,2017,6
2413,New South Wale,NSW,SYDNEY,Wyrallah,2480,389000,2017,6
2414,New South Wale,NSW,SYDNEY,Broken Head,2481,975000,2017,6
2415,New South Wale,NSW,SYDNEY,Byron Bay,2481,975000,2017,6
2416,New South Wale,NSW,SYDNEY,Ewingsdale,2481,975000,2017,6
2417,New South Wale,NSW,SYDNEY,Myocum,2481,975000,2017,6
2418,New South Wale,NSW,SYDNEY,Skinners Shoot,2481,975000,2017,6
2419,New South Wale,NSW,SYDNEY,Suffolk Park,2481,975000,2017,6
2420,New South Wale,NSW,SYDNEY,Talofa,2481,975000,2017,6
2421,New South Wale,NSW,SYDNEY,Tyagarah,2481,975000,2017,6
2422,New South Wale,NSW,SYDNEY,Goonengerry,2482,790000,2017,6
2423,New South Wale,NSW,SYDNEY,Huonbrook,2482,790000,2017,6
2424,New South Wale,NSW,SYDNEY,Koonyum Range,2482,790000,2017,6
2425,New South Wale,NSW,SYDNEY,Main Arm,2482,790000,2017,6
2426,New South Wale,NSW,SYDNEY,Montecollum,2482,790000,2017,6
2427,New South Wale,NSW,SYDNEY,Mullumbimby,2482,790000,2017,6
2428,New South Wale,NSW,SYDNEY,Mullumbimby Creek,2482,790000,2017,6
2429,New South Wale,NSW,SYDNEY,Palmwoods,2482,790000,2017,6
2430,New South Wale,NSW,SYDNEY,Upper Coopers Creek,2482,790000,2017,6
2431,New South Wale,NSW,SYDNEY,Upper Main Arm,2482,790000,2017,6
2432,New South Wale,NSW,SYDNEY,Upper Wilsons Creek,2482,790000,2017,6
2433,New South Wale,NSW,SYDNEY,Wanganui,2482,790000,2017,6
2434,New South Wale,NSW,SYDNEY,Wilsons Creek,2482,790000,2017,6
2435,New South Wale,NSW,SYDNEY,Billinudgel,2483,672500,2017,6
2436,New South Wale,NSW,SYDNEY,Brunswick Heads,2483,672500,2017,6
2437,New South Wale,NSW,SYDNEY,Burringbar,2483,672500,2017,6
2438,New South Wale,NSW,SYDNEY,Crabbes Creek,2483,672500,2017,6
2439,New South Wale,NSW,SYDNEY,Middle Pocket,2483,672500,2017,6
2440,New South Wale,NSW,SYDNEY,Mooball,2483,672500,2017,6
2441,New South Wale,NSW,SYDNEY,New Brighton,2483,672500,2017,6
2442,New South Wale,NSW,SYDNEY,Ocean Shores,2483,672500,2017,6
2443,New South Wale,NSW,SYDNEY,Sleepy Hollow,2483,672500,2017,6
2444,New South Wale,NSW,SYDNEY,South Golden Beach,2483,672500,2017,6
2445,New South Wale,NSW,SYDNEY,The Pocket,2483,672500,2017,6
2446,New South Wale,NSW,SYDNEY,Upper Burringbar,2483,672500,2017,6
2447,New South Wale,NSW,SYDNEY,Wooyung,2483,672500,2017,6
2448,New South Wale,NSW,SYDNEY,Yelgun,2483,672500,2017,6
2449,New South Wale,NSW,SYDNEY,Back Creek,2484,515000,2017,6
2450,New South Wale,NSW,SYDNEY,Bray Park,2484,515000,2017,6
2451,New South Wale,NSW,SYDNEY,Brays Creek,2484,515000,2017,6
2452,New South Wale,NSW,SYDNEY,Byangum,2484,515000,2017,6
2453,New South Wale,NSW,SYDNEY,Byrrill Creek,2484,515000,2017,6
2454,New South Wale,NSW,SYDNEY,Cedar Creek,2484,515000,2017,6
2455,New South Wale,NSW,SYDNEY,Chillingham,2484,515000,2017,6
2456,New South Wale,NSW,SYDNEY,Chowan Creek,2484,515000,2017,6
2457,New South Wale,NSW,SYDNEY,Clothiers Creek,2484,515000,2017,6
2458,New South Wale,NSW,SYDNEY,Commissioners Creek,2484,515000,2017,6
2459,New South Wale,NSW,SYDNEY,Condong,2484,515000,2017,6
2460,New South Wale,NSW,SYDNEY,Crystal Creek,2484,515000,2017,6
2461,New South Wale,NSW,SYDNEY,Cudgera Creek,2484,515000,2017,6
2462,New South Wale,NSW,SYDNEY,Doon Doon,2484,515000,2017,6
2463,New South Wale,NSW,SYDNEY,Dulguigan,2484,515000,2017,6
2464,New South Wale,NSW,SYDNEY,Dum Dum,2484,515000,2017,6
2465,New South Wale,NSW,SYDNEY,Dunbible,2484,515000,2017,6
2466,New South Wale,NSW,SYDNEY,Dungay,2484,515000,2017,6
2467,New South Wale,NSW,SYDNEY,Eungella,2484,515000,2017,6
2468,New South Wale,NSW,SYDNEY,Eviron,2484,515000,2017,6
2469,New South Wale,NSW,SYDNEY,Farrants Hill,2484,515000,2017,6
2470,New South Wale,NSW,SYDNEY,Fernvale,2484,515000,2017,6
2471,New South Wale,NSW,SYDNEY,Hopkins Creek,2484,515000,2017,6
2472,New South Wale,NSW,SYDNEY,Kielvale,2484,515000,2017,6
2473,New South Wale,NSW,SYDNEY,Kunghur,2484,515000,2017,6
2474,New South Wale,NSW,SYDNEY,Kunghur Creek,2484,515000,2017,6
2475,New South Wale,NSW,SYDNEY,Kynnumboon,2484,515000,2017,6
2476,New South Wale,NSW,SYDNEY,Limpinwood,2484,515000,2017,6
2477,New South Wale,NSW,SYDNEY,Mebbin,2484,515000,2017,6
2478,New South Wale,NSW,SYDNEY,Midginbil,2484,515000,2017,6
2479,New South Wale,NSW,SYDNEY,Mount Burrell,2484,515000,2017,6
2480,New South Wale,NSW,SYDNEY,Mount Warning,2484,515000,2017,6
2481,New South Wale,NSW,SYDNEY,Murwillumbah,2484,515000,2017,6
2482,New South Wale,NSW,SYDNEY,Murwillumbah South,2484,515000,2017,6
2483,New South Wale,NSW,SYDNEY,Nobbys Creek,2484,515000,2017,6
2484,New South Wale,NSW,SYDNEY,North Arm,2484,515000,2017,6
2485,New South Wale,NSW,SYDNEY,Numinbah,2484,515000,2017,6
2486,New South Wale,NSW,SYDNEY,Nunderi,2484,515000,2017,6
2487,New South Wale,NSW,SYDNEY,Palmvale,2484,515000,2017,6
2488,New South Wale,NSW,SYDNEY,Pumpenbil,2484,515000,2017,6
2489,New South Wale,NSW,SYDNEY,Reserve Creek,2484,515000,2017,6
2490,New South Wale,NSW,SYDNEY,Round Mountain,2484,515000,2017,6
2491,New South Wale,NSW,SYDNEY,Rowlands Creek,2484,515000,2017,6
2492,New South Wale,NSW,SYDNEY,Smiths Creek,2484,515000,2017,6
2493,New South Wale,NSW,SYDNEY,South Murwillumbah,2484,515000,2017,6
2494,New South Wale,NSW,SYDNEY,Stokers Siding,2484,515000,2017,6
2495,New South Wale,NSW,SYDNEY,Terragon,2484,515000,2017,6
2496,New South Wale,NSW,SYDNEY,Tomewin,2484,515000,2017,6
2497,New South Wale,NSW,SYDNEY,Tyalgum,2484,515000,2017,6
2498,New South Wale,NSW,SYDNEY,Tyalgum Creek,2484,515000,2017,6
2499,New South Wale,NSW,SYDNEY,Tygalgah,2484,515000,2017,6
2500,New South Wale,NSW,SYDNEY,Uki,2484,515000,2017,6
2501,New South Wale,NSW,SYDNEY,Upper Crystal Creek,2484,515000,2017,6
2502,New South Wale,NSW,SYDNEY,Urliup,2484,515000,2017,6
2503,New South Wale,NSW,SYDNEY,Wardrop Valley,2484,515000,2017,6
2504,New South Wale,NSW,TWEED HEADS,Tweed Heads,2485,446000,2017,6
2505,New South Wale,NSW,TWEED HEADS,Tweed Heads West,2485,446000,2017,6
2506,New South Wale,NSW,SYDNEY,Banora Point,2486,520000,2017,6
2507,New South Wale,NSW,SYDNEY,Bilambil,2486,520000,2017,6
2508,New South Wale,NSW,SYDNEY,Bilambil Heights,2486,520000,2017,6
2509,New South Wale,NSW,SYDNEY,Bungalora,2486,520000,2017,6
2510,New South Wale,NSW,SYDNEY,Carool,2486,520000,2017,6
2511,New South Wale,NSW,SYDNEY,Cobaki,2486,520000,2017,6
2512,New South Wale,NSW,SYDNEY,Cobaki Lakes,2486,520000,2017,6
2513,New South Wale,NSW,SYDNEY,Duroby,2486,520000,2017,6
2514,New South Wale,NSW,SYDNEY,Glengarrie,2486,520000,2017,6
2515,New South Wale,NSW,SYDNEY,Piggabeen,2486,520000,2017,6
2516,New South Wale,NSW,SYDNEY,Terranora,2486,520000,2017,6
2517,New South Wale,NSW,TWEED HEADS,Tweed Heads South,2486,520000,2017,6
2518,New South Wale,NSW,SYDNEY,Upper Duroby,2486,520000,2017,6
2519,New South Wale,NSW,SYDNEY,Casuarina,2487,580000,2017,6
2520,New South Wale,NSW,SYDNEY,Chinderah,2487,580000,2017,6
2521,New South Wale,NSW,SYDNEY,Cudgen,2487,580000,2017,6
2522,New South Wale,NSW,SYDNEY,Duranbah,2487,580000,2017,6
2523,New South Wale,NSW,SYDNEY,Fingal Head,2487,580000,2017,6
2524,New South Wale,NSW,SYDNEY,Kings Forest,2487,580000,2017,6
2525,New South Wale,NSW,SYDNEY,Kingscliff,2487,580000,2017,6
2526,New South Wale,NSW,SYDNEY,Stotts Creek,2487,580000,2017,6
2527,New South Wale,NSW,SYDNEY,Bogangar,2488,576250,2017,6
2528,New South Wale,NSW,SYDNEY,Cabarita Beach,2488,576250,2017,6
2529,New South Wale,NSW,SYDNEY,Tanglewood,2488,576250,2017,6
2530,New South Wale,NSW,SYDNEY,Hastings Point,2489,649000,2017,6
2531,New South Wale,NSW,SYDNEY,Pottsville,2489,649000,2017,6
2532,New South Wale,NSW,SYDNEY,North Tumbulgum,2490,446267,2017,6
2533,New South Wale,NSW,SYDNEY,Tumbulgum,2490,446267,2017,6
2534,New South Wale,NSW,SYDNEY,Coniston,2500,620000,2017,6
2535,New South Wale,NSW,SYDNEY,Gwynneville,2500,620000,2017,6
2536,New South Wale,NSW,SYDNEY,Keiraville,2500,620000,2017,6
2537,New South Wale,NSW,SYDNEY,Mangerton,2500,620000,2017,6
2538,New South Wale,NSW,SYDNEY,Mount Keira,2500,620000,2017,6
2539,New South Wale,NSW,SYDNEY,Mount Saint Thomas,2500,620000,2017,6
2540,New South Wale,NSW,WOLLONGONG,North Wollongong,2500,620000,2017,6
2541,New South Wale,NSW,SYDNEY,Spring Hill,2500,620000,2017,6
2542,New South Wale,NSW,WOLLONGONG,West Wollongong,2500,620000,2017,6
2543,New South Wale,NSW,WOLLONGONG,Wollongong,2500,620000,2017,6
2544,New South Wale,NSW,WOLLONGONG,Wollongong West,2500,620000,2017,6
2545,New South Wale,NSW,SYDNEY,Cringila,2502,540000,2017,6
2546,New South Wale,NSW,SYDNEY,Lake Heights,2502,540000,2017,6
2547,New South Wale,NSW,SYDNEY,Primbee,2502,540000,2017,6
2548,New South Wale,NSW,SYDNEY,Warrawong,2502,540000,2017,6
2549,New South Wale,NSW,SYDNEY,Kemblawarra,2505,635000,2017,6
2550,New South Wale,NSW,SYDNEY,Port Kembla,2505,635000,2017,6
2551,New South Wale,NSW,SYDNEY,Berkeley,2506,530250,2017,6
2552,New South Wale,NSW,SYDNEY,Coalcliff,2508,912500,2017,6
2553,New South Wale,NSW,SYDNEY,Darkes Forest,2508,912500,2017,6
2554,New South Wale,NSW,SYDNEY,Helensburgh,2508,912500,2017,6
2555,New South Wale,NSW,SYDNEY,Lilyvale,2508,912500,2017,6
2556,New South Wale,NSW,SYDNEY,Maddens Plains,2508,912500,2017,6
2557,New South Wale,NSW,SYDNEY,Otford,2508,912500,2017,6
2558,New South Wale,NSW,SYDNEY,Stanwell Park,2508,912500,2017,6
2559,New South Wale,NSW,SYDNEY,Stanwell Tops,2508,912500,2017,6
2560,New South Wale,NSW,SYDNEY,Woronora Dam,2508,912500,2017,6
2561,New South Wale,NSW,SYDNEY,Austinmer,2515,970000,2017,6
2562,New South Wale,NSW,SYDNEY,Clifton,2515,970000,2017,6
2563,New South Wale,NSW,SYDNEY,Coledale,2515,970000,2017,6
2564,New South Wale,NSW,SYDNEY,Scarborough,2515,970000,2017,6
2565,New South Wale,NSW,SYDNEY,Thirroul,2515,970000,2017,6
2566,New South Wale,NSW,SYDNEY,Wombarra,2515,970000,2017,6
2567,New South Wale,NSW,SYDNEY,Bulli,2516,960000,2017,6
2568,New South Wale,NSW,SYDNEY,Russell Vale,2517,821500,2017,6
2569,New South Wale,NSW,SYDNEY,Woonona,2517,821500,2017,6
2570,New South Wale,NSW,SYDNEY,Woonona East,2517,821500,2017,6
2571,New South Wale,NSW,SYDNEY,Bellambi,2518,770000,2017,6
2572,New South Wale,NSW,SYDNEY,Corrimal,2518,770000,2017,6
2573,New South Wale,NSW,SYDNEY,Corrimal East,2518,770000,2017,6
2574,New South Wale,NSW,SYDNEY,East Corrimal,2518,770000,2017,6
2575,New South Wale,NSW,SYDNEY,Tarrawanna,2518,770000,2017,6
2576,New South Wale,NSW,SYDNEY,Towradgi,2518,770000,2017,6
2577,New South Wale,NSW,SYDNEY,Balgownie,2519,842000,2017,6
2578,New South Wale,NSW,SYDNEY,Fairy Meadow,2519,842000,2017,6
2579,New South Wale,NSW,SYDNEY,Fernhill,2519,842000,2017,6
2580,New South Wale,NSW,SYDNEY,Mount Ousley,2519,842000,2017,6
2581,New South Wale,NSW,SYDNEY,Mount Pleasant,2519,842000,2017,6
2582,New South Wale,NSW,SYDNEY,Reidtown,2519,842000,2017,6
2583,New South Wale,NSW,SYDNEY,Figtree,2525,750000,2017,6
2584,New South Wale,NSW,SYDNEY,Cordeaux,2526,680000,2017,6
2585,New South Wale,NSW,SYDNEY,Cordeaux Heights,2526,680000,2017,6
2586,New South Wale,NSW,SYDNEY,Dombarton,2526,680000,2017,6
2587,New South Wale,NSW,SYDNEY,Farmborough Heights,2526,680000,2017,6
2588,New South Wale,NSW,SYDNEY,Kembla Grange,2526,680000,2017,6
2589,New South Wale,NSW,SYDNEY,Kembla Heights,2526,680000,2017,6
2590,New South Wale,NSW,SYDNEY,Mount Kembla,2526,680000,2017,6
2591,New South Wale,NSW,SYDNEY,Unanderra,2526,680000,2017,6
2592,New South Wale,NSW,SYDNEY,Albion Park,2527,585000,2017,6
2593,New South Wale,NSW,SYDNEY,Albion Park Rail,2527,585000,2017,6
2594,New South Wale,NSW,SYDNEY,Calderwood,2527,585000,2017,6
2595,New South Wale,NSW,SYDNEY,Croom,2527,585000,2017,6
2596,New South Wale,NSW,SYDNEY,North Macquarie,2527,585000,2017,6
2597,New South Wale,NSW,SYDNEY,Tongarra,2527,585000,2017,6
2598,New South Wale,NSW,SYDNEY,Tullimbar,2527,585000,2017,6
2599,New South Wale,NSW,SYDNEY,Yellow Rock,2527,585000,2017,6
2600,New South Wale,NSW,SYDNEY,Barrack Heights,2528,566000,2017,6
2601,New South Wale,NSW,SYDNEY,Barrack Point,2528,566000,2017,6
2602,New South Wale,NSW,SYDNEY,Lake Illawarra,2528,566000,2017,6
2603,New South Wale,NSW,SYDNEY,Mount Warrigal,2528,566000,2017,6
2604,New South Wale,NSW,SYDNEY,Warilla,2528,566000,2017,6
2605,New South Wale,NSW,SYDNEY,Windang,2528,566000,2017,6
2606,New South Wale,NSW,SYDNEY,Blackbutt,2529,700000,2017,6
2607,New South Wale,NSW,SYDNEY,Dunmore,2529,700000,2017,6
2608,New South Wale,NSW,SYDNEY,Flinders,2529,700000,2017,6
2609,New South Wale,NSW,SYDNEY,Oak Flats,2529,700000,2017,6
2610,New South Wale,NSW,SYDNEY,Shell Cove,2529,700000,2017,6
2611,New South Wale,NSW,SYDNEY,Shellharbour,2529,700000,2017,6
2612,New South Wale,NSW,SYDNEY,Shellharbour City Centre,2529,700000,2017,6
2613,New South Wale,NSW,SYDNEY,Avondale,2530,600000,2017,6
2614,New South Wale,NSW,SYDNEY,Brownsville,2530,600000,2017,6
2615,New South Wale,NSW,SYDNEY,Cleveland,2530,600000,2017,6
2616,New South Wale,NSW,SYDNEY,Dapto,2530,600000,2017,6
2617,New South Wale,NSW,SYDNEY,Haywards Bay,2530,600000,2017,6
2618,New South Wale,NSW,SYDNEY,Horsley,2530,600000,2017,6
2619,New South Wale,NSW,SYDNEY,Huntley,2530,600000,2017,6
2620,New South Wale,NSW,SYDNEY,Kanahooka,2530,600000,2017,6
2621,New South Wale,NSW,SYDNEY,Koonawarra,2530,600000,2017,6
2622,New South Wale,NSW,SYDNEY,Marshall Mount,2530,600000,2017,6
2623,New South Wale,NSW,SYDNEY,Penrose,2530,600000,2017,6
2624,New South Wale,NSW,SYDNEY,Wongawilli,2530,600000,2017,6
2625,New South Wale,NSW,SYDNEY,Yallah,2530,600000,2017,6
2626,New South Wale,NSW,SYDNEY,Bombo,2533,760000,2017,6
2627,New South Wale,NSW,SYDNEY,Curramore,2533,760000,2017,6
2628,New South Wale,NSW,SYDNEY,Jamberoo,2533,760000,2017,6
2629,New South Wale,NSW,SYDNEY,Jerrara,2533,760000,2017,6
2630,New South Wale,NSW,SYDNEY,Kiama,2533,760000,2017,6
2631,New South Wale,NSW,SYDNEY,Kiama Downs,2533,760000,2017,6
2632,New South Wale,NSW,SYDNEY,Kiama Heights,2533,760000,2017,6
2633,New South Wale,NSW,SYDNEY,Minnamurra,2533,760000,2017,6
2634,New South Wale,NSW,SYDNEY,Saddleback Mountain,2533,760000,2017,6
2635,New South Wale,NSW,SYDNEY,Foxground,2534,895000,2017,6
2636,New South Wale,NSW,SYDNEY,Gerringong,2534,895000,2017,6
2637,New South Wale,NSW,SYDNEY,Gerroa,2534,895000,2017,6
2638,New South Wale,NSW,SYDNEY,Rose Valley,2534,895000,2017,6
2639,New South Wale,NSW,SYDNEY,Toolijooa,2534,895000,2017,6
2640,New South Wale,NSW,SYDNEY,Werri Beach,2534,895000,2017,6
2641,New South Wale,NSW,SYDNEY,Willow Vale,2534,895000,2017,6
2642,New South Wale,NSW,SYDNEY,Back Forest,2535,657500,2017,6
2643,New South Wale,NSW,SYDNEY,Bellawongarah,2535,657500,2017,6
2644,New South Wale,NSW,SYDNEY,Berry,2535,657500,2017,6
2645,New South Wale,NSW,SYDNEY,Berry Mountain,2535,657500,2017,6
2646,New South Wale,NSW,SYDNEY,Brogers Creek,2535,657500,2017,6
2647,New South Wale,NSW,SYDNEY,Broughton,2535,657500,2017,6
2648,New South Wale,NSW,SYDNEY,Broughton Vale,2535,657500,2017,6
2649,New South Wale,NSW,SYDNEY,Broughton Village,2535,657500,2017,6
2650,New South Wale,NSW,SYDNEY,Budderoo,2535,657500,2017,6
2651,New South Wale,NSW,SYDNEY,Bundewallah,2535,657500,2017,6
2652,New South Wale,NSW,SYDNEY,Coolangatta,2535,657500,2017,6
2653,New South Wale,NSW,SYDNEY,Far Meadow,2535,657500,2017,6
2654,New South Wale,NSW,SYDNEY,Jaspers Brush,2535,657500,2017,6
2655,New South Wale,NSW,SHOAL BAY,Shoalhaven Heads,2535,657500,2017,6
2656,New South Wale,NSW,SYDNEY,Wattamolla,2535,657500,2017,6
2657,New South Wale,NSW,SYDNEY,Woodhill,2535,657500,2017,6
2658,New South Wale,NSW,SYDNEY,Batehaven,2536,435000,2017,6
2659,New South Wale,NSW,SYDNEY,Batemans Bay,2536,435000,2017,6
2660,New South Wale,NSW,SYDNEY,Benandarah,2536,435000,2017,6
2661,New South Wale,NSW,SYDNEY,Bimbimbie,2536,435000,2017,6
2662,New South Wale,NSW,SYDNEY,Buckenbowra,2536,435000,2017,6
2663,New South Wale,NSW,SYDNEY,Catalina,2536,435000,2017,6
2664,New South Wale,NSW,SYDNEY,Currowan,2536,435000,2017,6
2665,New South Wale,NSW,SYDNEY,Denhams Beach,2536,435000,2017,6
2666,New South Wale,NSW,SYDNEY,Depot Beach,2536,435000,2017,6
2667,New South Wale,NSW,SYDNEY,Durras North,2536,435000,2017,6
2668,New South Wale,NSW,SYDNEY,East Lynne,2536,435000,2017,6
2669,New South Wale,NSW,SYDNEY,Guerilla Bay,2536,435000,2017,6
2670,New South Wale,NSW,SYDNEY,Jeremadra,2536,435000,2017,6
2671,New South Wale,NSW,SYDNEY,Lilli Pilli,2536,435000,2017,6
2672,New South Wale,NSW,SYDNEY,Long Beach,2536,435000,2017,6
2673,New South Wale,NSW,SYDNEY,Maloneys Beach,2536,435000,2017,6
2674,New South Wale,NSW,SYDNEY,Malua Bay,2536,435000,2017,6
2675,New South Wale,NSW,SYDNEY,Mogo,2536,435000,2017,6
2676,New South Wale,NSW,SYDNEY,Nelligen,2536,435000,2017,6
2677,New South Wale,NSW,SYDNEY,North Batemans Bay,2536,435000,2017,6
2678,New South Wale,NSW,SYDNEY,Pebbly Beach,2536,435000,2017,6
2679,New South Wale,NSW,SYDNEY,Rosedale,2536,435000,2017,6
2680,New South Wale,NSW,SYDNEY,Runnyford,2536,435000,2017,6
2681,New South Wale,NSW,SYDNEY,South Durras,2536,435000,2017,6
2682,New South Wale,NSW,SYDNEY,Sunshine Bay,2536,435000,2017,6
2683,New South Wale,NSW,SYDNEY,Surf Beach,2536,435000,2017,6
2684,New South Wale,NSW,SYDNEY,Surfside,2536,435000,2017,6
2685,New South Wale,NSW,SYDNEY,Woodlands,2536,435000,2017,6
2686,New South Wale,NSW,SYDNEY,Bergalia,2537,427500,2017,6
2687,New South Wale,NSW,SYDNEY,Bingie,2537,427500,2017,6
2688,New South Wale,NSW,SYDNEY,Broulee,2537,427500,2017,6
2689,New South Wale,NSW,SYDNEY,Coila,2537,427500,2017,6
2690,New South Wale,NSW,SYDNEY,Congo,2537,427500,2017,6
2691,New South Wale,NSW,SYDNEY,Deua,2537,427500,2017,6
2692,New South Wale,NSW,SYDNEY,Deua River Valley,2537,427500,2017,6
2693,New South Wale,NSW,SYDNEY,Kiora,2537,427500,2017,6
2694,New South Wale,NSW,SYDNEY,Meringo,2537,427500,2017,6
2695,New South Wale,NSW,SYDNEY,Mogendoura,2537,427500,2017,6
2696,New South Wale,NSW,SYDNEY,Moruya,2537,427500,2017,6
2697,New South Wale,NSW,SYDNEY,Moruya Heads,2537,427500,2017,6
2698,New South Wale,NSW,SYDNEY,Mossy Point,2537,427500,2017,6
2699,New South Wale,NSW,SYDNEY,Tomakin,2537,427500,2017,6
2700,New South Wale,NSW,SYDNEY,Turlinjah,2537,427500,2017,6
2701,New South Wale,NSW,SYDNEY,Tuross Head,2537,427500,2017,6
2702,New South Wale,NSW,SYDNEY,Wamban,2537,427500,2017,6
2703,New South Wale,NSW,SYDNEY,Brooman,2538,446267,2017,6
2704,New South Wale,NSW,SYDNEY,Little Forest,2538,446267,2017,6
2705,New South Wale,NSW,SYDNEY,Milton,2538,446267,2017,6
2706,New South Wale,NSW,SYDNEY,Mogood,2538,446267,2017,6
2707,New South Wale,NSW,SYDNEY,Morton,2538,446267,2017,6
2708,New South Wale,NSW,SYDNEY,Porters Creek,2538,446267,2017,6
2709,New South Wale,NSW,SYDNEY,Woodburn,2538,446267,2017,6
2710,New South Wale,NSW,SYDNEY,Woodstock,2538,446267,2017,6
2711,New South Wale,NSW,SYDNEY,Bawley Point,2539,584600,2017,6
2712,New South Wale,NSW,SYDNEY,Bendalong,2539,584600,2017,6
2713,New South Wale,NSW,SYDNEY,Burrill Lake,2539,584600,2017,6
2714,New South Wale,NSW,SYDNEY,Cockwhy,2539,584600,2017,6
2715,New South Wale,NSW,SYDNEY,Conjola,2539,584600,2017,6
2716,New South Wale,NSW,SYDNEY,Conjola Park,2539,584600,2017,6
2717,New South Wale,NSW,SYDNEY,Croobyar,2539,584600,2017,6
2718,New South Wale,NSW,SYDNEY,Cunjurong Point,2539,584600,2017,6
2719,New South Wale,NSW,SYDNEY,Dolphin Point,2539,584600,2017,6
2720,New South Wale,NSW,SYDNEY,Fishermans Paradise,2539,584600,2017,6
2721,New South Wale,NSW,SYDNEY,Kings Point,2539,584600,2017,6
2722,New South Wale,NSW,SYDNEY,Kioloa,2539,584600,2017,6
2723,New South Wale,NSW,SYDNEY,Lake Conjola,2539,584600,2017,6
2724,New South Wale,NSW,SYDNEY,Lake Tabourie,2539,584600,2017,6
2725,New South Wale,NSW,SYDNEY,Manyana,2539,584600,2017,6
2726,New South Wale,NSW,SYDNEY,Mollymook,2539,584600,2017,6
2727,New South Wale,NSW,SYDNEY,Mollymook Beach,2539,584600,2017,6
2728,New South Wale,NSW,SYDNEY,Narrawallee,2539,584600,2017,6
2729,New South Wale,NSW,SYDNEY,Pointer Mountain,2539,584600,2017,6
2730,New South Wale,NSW,SYDNEY,Pretty Beach,2539,584600,2017,6
2731,New South Wale,NSW,SYDNEY,Termeil,2539,584600,2017,6
2732,New South Wale,NSW,SYDNEY,Ulladulla,2539,584600,2017,6
2733,New South Wale,NSW,SYDNEY,Yadboro,2539,584600,2017,6
2734,New South Wale,NSW,SYDNEY,Bamarang,2540,520000,2017,6
2735,New South Wale,NSW,SYDNEY,Barringella,2540,520000,2017,6
