Id,State,state_code,City/Town,Suburb,Postcode,Property_Median_Value,Updated_Year,Updated_Month
1,New South Wale,NSW,SYDNEY,Dawes Point,2000,1044350,2017,6
2,New South Wale,NSW,SYDNEY,Haymarket,2000,1044350,2017,6
3,New South Wale,NSW,SYDNEY,Millers Point,2000,1044350,2017,6
4,New South Wale,NSW,SYDNEY,Parliament House,2000,1044350,2017,6
5,New South Wale,NSW,SYDNEY,Sydney,2000,1044350,2017,6
6,New South Wale,NSW,SYDNEY,Sydney South,2000,1044350,2017,6
7,New South Wale,NSW,SYDNEY,The Rocks,2000,1044350,2017,6
8,New South Wale,NSW,SYDNEY,Broadway,2007,1051540,2017,6
9,New South Wale,NSW,SYDNEY,Ultimo,2007,1051540,2017,6
10,New South Wale,NSW,SYDNEY,Chippendale,2008,1052500,2017,6
11,New South Wale,NSW,SYDNEY,Darlington,2008,1052500,2017,6
12,New South Wale,NSW,SYDNEY,Pyrmont,2009,985000,2017,6
13,New South Wale,NSW,SYDNEY,Darlinghurst,2010,1250000,2017,6
14,New South Wale,NSW,SYDNEY,Surry Hills,2010,1250000,2017,6
15,New South Wale,NSW,SYDNEY,Elizabeth Bay,2011,850000,2017,6
16,New South Wale,NSW,SYDNEY,Hmas Kuttabul,2011,850000,2017,6
17,New South Wale,NSW,SYDNEY,Potts Point,2011,850000,2017,6
18,New South Wale,NSW,SYDNEY,Rushcutters Bay,2011,850000,2017,6
19,New South Wale,NSW,SYDNEY,Woolloomooloo,2011,850000,2017,6
20,New South Wale,NSW,SYDNEY,Alexandria,2015,945000,2017,6
21,New South Wale,NSW,SYDNEY,Beaconsfield,2015,945000,2017,6
22,New South Wale,NSW,SYDNEY,Eveleigh,2015,945000,2017,6
23,New South Wale,NSW,SYDNEY,Redfern,2016,1120000,2017,6
24,New South Wale,NSW,SYDNEY,Waterloo,2017,910000,2017,6
25,New South Wale,NSW,SYDNEY,Zetland,2017,910000,2017,6
26,New South Wale,NSW,SYDNEY,Eastlakes,2018,800000,2017,6
27,New South Wale,NSW,SYDNEY,Rosebery,2018,800000,2017,6
28,New South Wale,NSW,SYDNEY,Banksmeadow,2019,1070000,2017,6
29,New South Wale,NSW,SYDNEY,Botany,2019,1070000,2017,6
30,New South Wale,NSW,SYDNEY,Mascot,2020,1057500,2017,6
31,New South Wale,NSW,SYDNEY,Sydney Domestic Airport,2020,1057500,2017,6
32,New South Wale,NSW,SYDNEY,Sydney International Airport,2020,1057500,2017,6
33,New South Wale,NSW,SYDNEY,Moore Park,2021,2100000,2017,6
34,New South Wale,NSW,SYDNEY,Paddington,2021,2100000,2017,6
35,New South Wale,NSW,SYDNEY,Bondi Junction,2022,1310000,2017,6
36,New South Wale,NSW,SYDNEY,Bondi Junction Plaza,2022,1310000,2017,6
37,New South Wale,NSW,SYDNEY,Queens Park,2022,1310000,2017,6
38,New South Wale,NSW,SYDNEY,Bellevue Hill,2023,1385000,2017,6
39,New South Wale,NSW,SYDNEY,Bronte,2024,1350000,2017,6
40,New South Wale,NSW,SYDNEY,Waverley,2024,1350000,2017,6
41,New South Wale,NSW,SYDNEY,Woollahra,2025,2006000,2017,6
42,New South Wale,NSW,SYDNEY,Bondi,2026,1345000,2017,6
43,New South Wale,NSW,SYDNEY,Bondi Beach,2026,1345000,2017,6
44,New South Wale,NSW,SYDNEY,North Bondi,2026,1345000,2017,6
45,New South Wale,NSW,SYDNEY,Tamarama,2026,1345000,2017,6
46,New South Wale,NSW,SYDNEY,Darling Point,2027,1915000,2017,6
47,New South Wale,NSW,SYDNEY,Edgecliff,2027,1915000,2017,6
48,New South Wale,NSW,SYDNEY,Hmas Rushcutters,2027,1915000,2017,6
49,New South Wale,NSW,SYDNEY,Point Piper,2027,1915000,2017,6
50,New South Wale,NSW,SYDNEY,Double Bay,2028,2230000,2017,6
51,New South Wale,NSW,SYDNEY,Rose Bay,2029,1500000,2017,6
52,New South Wale,NSW,SYDNEY,Dover Heights,2030,1500000,2017,6
53,New South Wale,NSW,SYDNEY,Hmas Watson,2030,1500000,2017,6
54,New South Wale,NSW,SYDNEY,Rose Bay North,2030,1500000,2017,6
55,New South Wale,NSW,SYDNEY,Vaucluse,2030,1500000,2017,6
56,New South Wale,NSW,SYDNEY,Watsons Bay,2030,1500000,2017,6
57,New South Wale,NSW,SYDNEY,Clovelly,2031,1245000,2017,6
58,New South Wale,NSW,SYDNEY,Clovelly West,2031,1245000,2017,6
59,New South Wale,NSW,SYDNEY,Randwick,2031,1245000,2017,6
60,New South Wale,NSW,SYDNEY,St Pauls,2031,1245000,2017,6
61,New South Wale,NSW,SYDNEY,Daceyville,2032,1870000,2017,6
62,New South Wale,NSW,SYDNEY,Kingsford,2032,1870000,2017,6
63,New South Wale,NSW,SYDNEY,Kensington,2033,980000,2017,6
64,New South Wale,NSW,SYDNEY,Coogee,2034,1275000,2017,6
65,New South Wale,NSW,SYDNEY,South Coogee,2034,1275000,2017,6
66,New South Wale,NSW,SYDNEY,Maroubra,2035,1400000,2017,6
67,New South Wale,NSW,SYDNEY,Maroubra South,2035,1400000,2017,6
68,New South Wale,NSW,SYDNEY,Pagewood,2035,1400000,2017,6
69,New South Wale,NSW,SYDNEY,Chifley,2036,840000,2017,6
70,New South Wale,NSW,SYDNEY,Eastgardens,2036,840000,2017,6
71,New South Wale,NSW,SYDNEY,Hillsdale,2036,840000,2017,6
72,New South Wale,NSW,SYDNEY,La Perouse,2036,840000,2017,6
73,New South Wale,NSW,SYDNEY,Little Bay,2036,840000,2017,6
74,New South Wale,NSW,SYDNEY,Malabar,2036,840000,2017,6
75,New South Wale,NSW,SYDNEY,Matraville,2036,840000,2017,6
76,New South Wale,NSW,SYDNEY,Phillip Bay,2036,840000,2017,6
77,New South Wale,NSW,SYDNEY,Port Botany,2036,840000,2017,6
78,New South Wale,NSW,SYDNEY,Forest Lodge,2037,1433750,2017,6
79,New South Wale,NSW,SYDNEY,Glebe,2037,1433750,2017,6
80,New South Wale,NSW,SYDNEY,Annandale,2038,1350000,2017,6
81,New South Wale,NSW,SYDNEY,Rozelle,2039,1593000,2017,6
82,New South Wale,NSW,SYDNEY,Leichhardt,2040,1480000,2017,6
83,New South Wale,NSW,SYDNEY,Lilyfield,2040,1480000,2017,6
84,New South Wale,NSW,SYDNEY,Balmain,2041,1750000,2017,6
85,New South Wale,NSW,SYDNEY,Balmain East,2041,1750000,2017,6
86,New South Wale,NSW,SYDNEY,Birchgrove,2041,1750000,2017,6
87,New South Wale,NSW,SYDNEY,Enmore,2042,1192500,2017,6
88,New South Wale,NSW,SYDNEY,Newtown,2042,1192500,2017,6
89,New South Wale,NSW,SYDNEY,Erskineville,2043,1080000,2017,6
90,New South Wale,NSW,SYDNEY,St Peters,2044,1301500,2017,6
91,New South Wale,NSW,SYDNEY,Sydenham,2044,1301500,2017,6
92,New South Wale,NSW,SYDNEY,Tempe,2044,1301500,2017,6
93,New South Wale,NSW,SYDNEY,Haberfield,2045,1910000,2017,6
94,New South Wale,NSW,SYDNEY,Abbotsford,2046,1365000,2017,6
95,New South Wale,NSW,SYDNEY,Canada Bay,2046,1365000,2017,6
96,New South Wale,NSW,SYDNEY,Chiswick,2046,1365000,2017,6
97,New South Wale,NSW,SYDNEY,Five Dock,2046,1365000,2017,6
98,New South Wale,NSW,SYDNEY,Rodd Point,2046,1365000,2017,6
99,New South Wale,NSW,SYDNEY,Russell Lea,2046,1365000,2017,6
100,New South Wale,NSW,SYDNEY,Wareemba,2046,1365000,2017,6
101,New South Wale,NSW,SYDNEY,Drummoyne,2047,1500000,2017,6
102,New South Wale,NSW,SYDNEY,Stanmore,2048,1360000,2017,6
103,New South Wale,NSW,SYDNEY,Lewisham,2049,956000,2017,6
104,New South Wale,NSW,SYDNEY,Petersham,2049,956000,2017,6
105,New South Wale,NSW,SYDNEY,Petersham North,2049,956000,2017,6
106,New South Wale,NSW,SYDNEY,Camperdown,2050,843000,2017,6
107,New South Wale,NSW,SYDNEY,Missenden Road,2050,843000,2017,6
108,New South Wale,NSW,SYDNEY,Hmas Waterhen,2060,1350000,2017,6
109,New South Wale,NSW,SYDNEY,Lavender Bay,2060,1350000,2017,6
110,New South Wale,NSW,SYDNEY,Mcmahons Point,2060,1350000,2017,6
111,New South Wale,NSW,SYDNEY,North Sydney,2060,1350000,2017,6
112,New South Wale,NSW,SYDNEY,North Sydney Shoppingworld,2060,1350000,2017,6
113,New South Wale,NSW,SYDNEY,Waverton,2060,1350000,2017,6
114,New South Wale,NSW,SYDNEY,Kirribilli,2061,1415500,2017,6
115,New South Wale,NSW,SYDNEY,Milsons Point,2061,1415500,2017,6
116,New South Wale,NSW,SYDNEY,Cammeray,2062,1250000,2017,6
117,New South Wale,NSW,SYDNEY,Northbridge,2063,3210000,2017,6
118,New South Wale,NSW,SYDNEY,Artarmon,2064,980000,2017,6
119,New South Wale,NSW,SYDNEY,Crows Nest,2065,1300000,2017,6
120,New South Wale,NSW,SYDNEY,Greenwich,2065,1300000,2017,6
121,New South Wale,NSW,SYDNEY,Naremburn,2065,1300000,2017,6
122,New South Wale,NSW,SYDNEY,Royal North Shore Hospital,2065,1300000,2017,6
123,New South Wale,NSW,SYDNEY,St Leonards,2065,1300000,2017,6
124,New South Wale,NSW,SYDNEY,Wollstonecraft,2065,1300000,2017,6
125,New South Wale,NSW,SYDNEY,Lane Cove,2066,1082500,2017,6
126,New South Wale,NSW,SYDNEY,Lane Cove North,2066,1082500,2017,6
127,New South Wale,NSW,SYDNEY,Lane Cove West,2066,1082500,2017,6
128,New South Wale,NSW,SYDNEY,Linley Point,2066,1082500,2017,6
129,New South Wale,NSW,SYDNEY,Longueville,2066,1082500,2017,6
130,New South Wale,NSW,SYDNEY,Northwood,2066,1082500,2017,6
131,New South Wale,NSW,SYDNEY,Riverview,2066,1082500,2017,6
132,New South Wale,NSW,SYDNEY,Chatswood,2067,1187000,2017,6
133,New South Wale,NSW,SYDNEY,Chatswood West,2067,1187000,2017,6
134,New South Wale,NSW,SYDNEY,Castlecrag,2068,2272500,2017,6
135,New South Wale,NSW,SYDNEY,Middle Cove,2068,2272500,2017,6
136,New South Wale,NSW,SYDNEY,North Willoughby,2068,2272500,2017,6
137,New South Wale,NSW,SYDNEY,Willoughby,2068,2272500,2017,6
138,New South Wale,NSW,SYDNEY,Willoughby East,2068,2272500,2017,6
139,New South Wale,NSW,SYDNEY,Willoughby North,2068,2272500,2017,6
140,New South Wale,NSW,SYDNEY,Castle Cove,2069,2510000,2017,6
141,New South Wale,NSW,SYDNEY,Roseville,2069,2510000,2017,6
142,New South Wale,NSW,SYDNEY,Roseville Chase,2069,2510000,2017,6
143,New South Wale,NSW,SYDNEY,East Lindfield,2070,2070040,2017,6
144,New South Wale,NSW,SYDNEY,Lindfield,2070,2070040,2017,6
145,New South Wale,NSW,SYDNEY,Lindfield West,2070,2070040,2017,6
146,New South Wale,NSW,SYDNEY,East Killara,2071,2150000,2017,6
147,New South Wale,NSW,SYDNEY,Killara,2071,2150000,2017,6
148,New South Wale,NSW,SYDNEY,Gordon,2072,1000500,2017,6
149,New South Wale,NSW,SYDNEY,Pymble,2073,2235000,2017,6
150,New South Wale,NSW,SYDNEY,West Pymble,2073,2235000,2017,6
151,New South Wale,NSW,SYDNEY,North Turramurra,2074,1836500,2017,6
152,New South Wale,NSW,SYDNEY,South Turramurra,2074,1836500,2017,6
153,New South Wale,NSW,SYDNEY,Turramurra,2074,1836500,2017,6
154,New South Wale,NSW,SYDNEY,Warrawee,2074,1836500,2017,6
155,New South Wale,NSW,SYDNEY,St Ives,2075,1830000,2017,6
156,New South Wale,NSW,SYDNEY,St Ives Chase,2075,1830000,2017,6
157,New South Wale,NSW,SYDNEY,Normanhurst,2076,1650000,2017,6
158,New South Wale,NSW,SYDNEY,North Wahroonga,2076,1650000,2017,6
159,New South Wale,NSW,SYDNEY,Wahroonga,2076,1650000,2017,6
160,New South Wale,NSW,SYDNEY,Asquith,2077,770000,2017,6
161,New South Wale,NSW,SYDNEY,Hornsby,2077,770000,2017,6
162,New South Wale,NSW,SYDNEY,Hornsby Heights,2077,770000,2017,6
163,New South Wale,NSW,SYDNEY,Waitara,2077,770000,2017,6
164,New South Wale,NSW,SYDNEY,Mount Colah,2079,1210000,2017,6
165,New South Wale,NSW,SYDNEY,Mount Kuring-Gai,2080,446267,2017,6
166,New South Wale,NSW,SYDNEY,Berowra,2081,1220000,2017,6
167,New South Wale,NSW,SYDNEY,Cowan,2081,1220000,2017,6
168,New South Wale,NSW,SYDNEY,Berowra Heights,2082,1177500,2017,6
169,New South Wale,NSW,SYDNEY,Berowra Waters,2082,1177500,2017,6
170,New South Wale,NSW,SYDNEY,Bar Point,2083,446267,2017,6
171,New South Wale,NSW,SYDNEY,Brooklyn,2083,446267,2017,6
172,New South Wale,NSW,SYDNEY,Cheero Point,2083,446267,2017,6
173,New South Wale,NSW,SYDNEY,Cogra Bay,2083,446267,2017,6
174,New South Wale,NSW,SYDNEY,Dangar Island,2083,446267,2017,6
175,New South Wale,NSW,SYDNEY,Milsons Passage,2083,446267,2017,6
176,New South Wale,NSW,SYDNEY,Mooney Mooney,2083,446267,2017,6
177,New South Wale,NSW,SYDNEY,Cottage Point,2084,446267,2017,6
178,New South Wale,NSW,SYDNEY,Duffys Forest,2084,446267,2017,6
179,New South Wale,NSW,SYDNEY,Terrey Hills,2084,446267,2017,6
180,New South Wale,NSW,SYDNEY,Belrose,2085,1600000,2017,6
181,New South Wale,NSW,SYDNEY,Belrose West,2085,1600000,2017,6
182,New South Wale,NSW,SYDNEY,Davidson,2085,1600000,2017,6
183,New South Wale,NSW,SYDNEY,Frenchs Forest,2086,1645500,2017,6
184,New South Wale,NSW,SYDNEY,Frenchs Forest East,2086,1645500,2017,6
185,New South Wale,NSW,SYDNEY,Forestville,2087,1703000,2017,6
186,New South Wale,NSW,SYDNEY,Killarney Heights,2087,1703000,2017,6
187,New South Wale,NSW,SYDNEY,Mosman,2088,1860000,2017,6
188,New South Wale,NSW,SYDNEY,Spit Junction,2088,1860000,2017,6
189,New South Wale,NSW,SYDNEY,Neutral Bay,2089,1300000,2017,6
190,New South Wale,NSW,SYDNEY,Neutral Bay Junction,2089,1300000,2017,6
191,New South Wale,NSW,SYDNEY,Cremorne,2090,1290000,2017,6
192,New South Wale,NSW,SYDNEY,Cremorne Junction,2090,1290000,2017,6
193,New South Wale,NSW,SYDNEY,Cremorne Point,2090,1290000,2017,6
194,New South Wale,NSW,SYDNEY,Seaforth,2092,2655700,2017,6
195,New South Wale,NSW,SYDNEY,Balgowlah,2093,1470000,2017,6
196,New South Wale,NSW,SYDNEY,Balgowlah Heights,2093,1470000,2017,6
197,New South Wale,NSW,SYDNEY,Clontarf,2093,1470000,2017,6
198,New South Wale,NSW,SYDNEY,Manly Vale,2093,1470000,2017,6
199,New South Wale,NSW,SYDNEY,North Balgowlah,2093,1470000,2017,6
200,New South Wale,NSW,SYDNEY,Fairlight,2094,1413000,2017,6
201,New South Wale,NSW,SYDNEY,Manly,2095,1200000,2017,6
202,New South Wale,NSW,SYDNEY,Manly East,2095,1200000,2017,6
203,New South Wale,NSW,SYDNEY,Curl Curl,2096,975000,2017,6
204,New South Wale,NSW,SYDNEY,Harbord,2096,975000,2017,6
205,New South Wale,NSW,SYDNEY,Queenscliff,2096,975000,2017,6
206,New South Wale,NSW,SYDNEY,Collaroy,2097,1470750,2017,6
207,New South Wale,NSW,SYDNEY,Collaroy Beach,2097,1470750,2017,6
208,New South Wale,NSW,SYDNEY,Collaroy Plateau West,2097,1470750,2017,6
209,New South Wale,NSW,SYDNEY,Wheeler Heights,2097,1470750,2017,6
210,New South Wale,NSW,SYDNEY,Cromer,2099,1000000,2017,6
211,New South Wale,NSW,SYDNEY,Dee Why,2099,1000000,2017,6
212,New South Wale,NSW,SYDNEY,Narraweena,2099,1000000,2017,6
213,New South Wale,NSW,SYDNEY,North Curl Curl,2099,1000000,2017,6
214,New South Wale,NSW,SYDNEY,Allambie Heights,2100,1535000,2017,6
215,New South Wale,NSW,SYDNEY,Beacon Hill,2100,1535000,2017,6
216,New South Wale,NSW,SYDNEY,Brookvale,2100,1535000,2017,6
217,New South Wale,NSW,SYDNEY,North Manly,2100,1535000,2017,6
218,New South Wale,NSW,SYDNEY,Oxford Falls,2100,1535000,2017,6
219,New South Wale,NSW,SYDNEY,Warringah Mall,2100,1535000,2017,6
220,New South Wale,NSW,SYDNEY,Elanora Heights,2101,1257500,2017,6
221,New South Wale,NSW,SYDNEY,Ingleside,2101,1257500,2017,6
222,New South Wale,NSW,SYDNEY,Narrabeen,2101,1257500,2017,6
223,New South Wale,NSW,SYDNEY,North Narrabeen,2101,1257500,2017,6
224,New South Wale,NSW,SYDNEY,Warriewood,2102,1220000,2017,6
225,New South Wale,NSW,SYDNEY,Mona Vale,2103,1400000,2017,6
226,New South Wale,NSW,SYDNEY,Bayview,2104,446267,2017,6
227,New South Wale,NSW,SYDNEY,Church Point,2105,446267,2017,6
228,New South Wale,NSW,SYDNEY,Elvina Bay,2105,446267,2017,6
229,New South Wale,NSW,SYDNEY,Lovett Bay,2105,446267,2017,6
230,New South Wale,NSW,SYDNEY,Scotland Island,2105,446267,2017,6
231,New South Wale,NSW,SYDNEY,Newport,2106,1375000,2017,6
232,New South Wale,NSW,SYDNEY,Newport Beach,2106,1375000,2017,6
233,New South Wale,NSW,SYDNEY,Avalon Beach,2107,1630000,2017,6
234,New South Wale,NSW,SYDNEY,Bilgola,2107,1630000,2017,6
235,New South Wale,NSW,SYDNEY,Careel Bay,2107,1630000,2017,6
236,New South Wale,NSW,SYDNEY,Clareville,2107,1630000,2017,6
237,New South Wale,NSW,SYDNEY,Paradise Beach,2107,1630000,2017,6
238,New South Wale,NSW,SYDNEY,Taylors Point,2107,1630000,2017,6
239,New South Wale,NSW,SYDNEY,Whale Beach,2107,1630000,2017,6
240,New South Wale,NSW,SYDNEY,Coasters Retreat,2108,2000000,2017,6
241,New South Wale,NSW,SYDNEY,Currawong Beach,2108,2000000,2017,6
242,New South Wale,NSW,SYDNEY,Great Mackerel Beach,2108,2000000,2017,6
243,New South Wale,NSW,SYDNEY,Morning Bay,2108,2000000,2017,6
244,New South Wale,NSW,SYDNEY,Palm Beach,2108,2000000,2017,6
245,New South Wale,NSW,SYDNEY,The Basin,2108,2000000,2017,6
246,New South Wale,NSW,SYDNEY,Hunters Hill,2110,2200000,2017,6
247,New South Wale,NSW,SYDNEY,Woolwich,2110,2200000,2017,6
248,New South Wale,NSW,SYDNEY,Boronia Park,2111,825000,2017,6
249,New South Wale,NSW,SYDNEY,Gladesville,2111,825000,2017,6
250,New South Wale,NSW,SYDNEY,Henley,2111,825000,2017,6
251,New South Wale,NSW,SYDNEY,Huntleys Cove,2111,825000,2017,6
252,New South Wale,NSW,SYDNEY,Huntleys Point,2111,825000,2017,6
253,New South Wale,NSW,SYDNEY,Monash Park,2111,825000,2017,6
254,New South Wale,NSW,SYDNEY,Tennyson Point,2111,825000,2017,6
255,New South Wale,NSW,SYDNEY,Denistone East,2112,1105000,2017,6
256,New South Wale,NSW,SYDNEY,Putney,2112,1105000,2017,6
257,New South Wale,NSW,SYDNEY,Ryde,2112,1105000,2017,6
258,New South Wale,NSW,SYDNEY,Blenheim Road,2113,1355500,2017,6
259,New South Wale,NSW,SYDNEY,East Ryde,2113,1355500,2017,6
260,New South Wale,NSW,SYDNEY,Macquarie Centre,2113,1355500,2017,6
261,New South Wale,NSW,SYDNEY,Macquarie Park,2113,1355500,2017,6
262,New South Wale,NSW,SYDNEY,North Ryde,2113,1355500,2017,6
263,New South Wale,NSW,SYDNEY,Denistone,2114,861000,2017,6
264,New South Wale,NSW,SYDNEY,Denistone West,2114,861000,2017,6
265,New South Wale,NSW,SYDNEY,Meadowbank,2114,861000,2017,6
266,New South Wale,NSW,SYDNEY,Melrose Park,2114,861000,2017,6
267,New South Wale,NSW,SYDNEY,West Ryde,2114,861000,2017,6
268,New South Wale,NSW,SYDNEY,Ermington,2115,1260000,2017,6
269,New South Wale,NSW,SYDNEY,Rydalmere,2116,987500,2017,6
270,New South Wale,NSW,SYDNEY,Dundas,2117,1080000,2017,6
271,New South Wale,NSW,SYDNEY,Dundas Valley,2117,1080000,2017,6
272,New South Wale,NSW,SYDNEY,Oatlands,2117,1080000,2017,6
273,New South Wale,NSW,SYDNEY,Telopea,2117,1080000,2017,6
274,New South Wale,NSW,SYDNEY,Carlingford,2118,882500,2017,6
275,New South Wale,NSW,SYDNEY,Carlingford Court,2118,882500,2017,6
276,New South Wale,NSW,SYDNEY,Carlingford North,2118,882500,2017,6
277,New South Wale,NSW,SYDNEY,Kingsdene,2118,882500,2017,6
278,New South Wale,NSW,SYDNEY,Beecroft,2119,1700500,2017,6
279,New South Wale,NSW,SYDNEY,Cheltenham,2119,1700500,2017,6
280,New South Wale,NSW,SYDNEY,Pennant Hills,2120,1338000,2017,6
281,New South Wale,NSW,SYDNEY,Thornleigh,2120,1338000,2017,6
282,New South Wale,NSW,SYDNEY,Westleigh,2120,1338000,2017,6
283,New South Wale,NSW,SYDNEY,Epping,2121,990000,2017,6
284,New South Wale,NSW,SYDNEY,North Epping,2121,990000,2017,6
285,New South Wale,NSW,SYDNEY,Eastwood,2122,1139500,2017,6
286,New South Wale,NSW,SYDNEY,Marsfield,2122,1139500,2017,6
287,New South Wale,NSW,SYDNEY,West Pennant Hills,2125,1650000,2017,6
288,New South Wale,NSW,SYDNEY,Cherrybrook,2126,1620000,2017,6
289,New South Wale,NSW,SYDNEY,Homebush Bay,2127,748000,2017,6
290,New South Wale,NSW,SYDNEY,Newington,2127,748000,2017,6
291,New South Wale,NSW,SYDNEY,Silverwater,2128,446267,2017,6
292,New South Wale,NSW,SYDNEY,Summer Hill,2130,1050000,2017,6
293,New South Wale,NSW,SYDNEY,Ashfield,2131,779000,2017,6
294,New South Wale,NSW,SYDNEY,Croydon,2132,1312500,2017,6
295,New South Wale,NSW,SYDNEY,Croydon Park,2133,1178000,2017,6
296,New South Wale,NSW,SYDNEY,Enfield South,2133,1178000,2017,6
297,New South Wale,NSW,SYDNEY,Burwood,2134,893000,2017,6
298,New South Wale,NSW,SYDNEY,Burwood North,2134,893000,2017,6
299,New South Wale,NSW,SYDNEY,Strathfield,2135,1150000,2017,6
300,New South Wale,NSW,SYDNEY,Burwood Heights,2136,727500,2017,6
301,New South Wale,NSW,SYDNEY,Enfield,2136,727500,2017,6
302,New South Wale,NSW,SYDNEY,Strathfield South,2136,727500,2017,6
303,New South Wale,NSW,SYDNEY,Breakfast Point,2137,1275000,2017,6
304,New South Wale,NSW,SYDNEY,Cabarita,2137,1275000,2017,6
305,New South Wale,NSW,SYDNEY,Concord,2137,1275000,2017,6
306,New South Wale,NSW,SYDNEY,Mortlake,2137,1275000,2017,6
307,New South Wale,NSW,SYDNEY,North Strathfield,2137,1275000,2017,6
308,New South Wale,NSW,SYDNEY,Concord West,2138,910000,2017,6
309,New South Wale,NSW,SYDNEY,Liberty Grove,2138,910000,2017,6
310,New South Wale,NSW,SYDNEY,Rhodes,2138,910000,2017,6
311,New South Wale,NSW,SYDNEY,Homebush,2140,640000,2017,6
312,New South Wale,NSW,SYDNEY,Homebush South,2140,640000,2017,6
313,New South Wale,NSW,SYDNEY,Homebush West,2140,640000,2017,6
314,New South Wale,NSW,SYDNEY,Berala,2141,896000,2017,6
315,New South Wale,NSW,SYDNEY,Lidcombe,2141,896000,2017,6
316,New South Wale,NSW,SYDNEY,Lidcombe North,2141,896000,2017,6
317,New South Wale,NSW,SYDNEY,Rookwood,2141,896000,2017,6
318,New South Wale,NSW,SYDNEY,Blaxcell,2142,632000,2017,6
319,New South Wale,NSW,SYDNEY,Camellia,2142,632000,2017,6
320,New South Wale,NSW,SYDNEY,Clyde,2142,632000,2017,6
321,New South Wale,NSW,SYDNEY,Granville,2142,632000,2017,6
322,New South Wale,NSW,SYDNEY,Holroyd,2142,632000,2017,6
323,New South Wale,NSW,SYDNEY,Rosehill,2142,632000,2017,6
324,New South Wale,NSW,SYDNEY,South Granville,2142,632000,2017,6
325,New South Wale,NSW,SYDNEY,Birrong,2143,756500,2017,6
326,New South Wale,NSW,SYDNEY,Potts Hill,2143,756500,2017,6
327,New South Wale,NSW,SYDNEY,Regents Park,2143,756500,2017,6
328,New South Wale,NSW,SYDNEY,Auburn,2144,658500,2017,6
329,New South Wale,NSW,SYDNEY,Girraween,2145,747000,2017,6
330,New South Wale,NSW,SYDNEY,Greystanes,2145,747000,2017,6
331,New South Wale,NSW,SYDNEY,Mays Hill,2145,747000,2017,6
332,New South Wale,NSW,SYDNEY,Pemulwuy,2145,747000,2017,6
333,New South Wale,NSW,SYDNEY,Pendle Hill,2145,747000,2017,6
334,New South Wale,NSW,SYDNEY,South Wentworthville,2145,747000,2017,6
335,New South Wale,NSW,SYDNEY,Wentworthville,2145,747000,2017,6
336,New South Wale,NSW,SYDNEY,Westmead,2145,747000,2017,6
337,New South Wale,NSW,SYDNEY,Old Toongabbie,2146,728000,2017,6
338,New South Wale,NSW,SYDNEY,Toongabbie,2146,728000,2017,6
339,New South Wale,NSW,SYDNEY,Toongabbie East,2146,728000,2017,6
340,New South Wale,NSW,SYDNEY,Kings Langley,2147,795000,2017,6
341,New South Wale,NSW,SYDNEY,Lalor Park,2147,795000,2017,6
342,New South Wale,NSW,SYDNEY,Seven Hills,2147,795000,2017,6
343,New South Wale,NSW,SYDNEY,Seven Hills West,2147,795000,2017,6
344,New South Wale,NSW,SYDNEY,Arndell Park,2148,710000,2017,6
345,New South Wale,NSW,SYDNEY,Blacktown,2148,710000,2017,6
346,New South Wale,NSW,SYDNEY,Blacktown Westpoint,2148,710000,2017,6
347,New South Wale,NSW,SYDNEY,Huntingwood,2148,710000,2017,6
348,New South Wale,NSW,SYDNEY,Kings Park,2148,710000,2017,6
349,New South Wale,NSW,SYDNEY,Marayong,2148,710000,2017,6
350,New South Wale,NSW,SYDNEY,Prospect,2148,710000,2017,6
351,New South Wale,NSW,SYDNEY,Harris Park,2150,696700,2017,6
352,New South Wale,NSW,SYDNEY,Parramatta,2150,696700,2017,6
353,New South Wale,NSW,SYDNEY,Parramatta Westfield,2150,696700,2017,6
354,New South Wale,NSW,SYDNEY,North Parramatta,2151,710000,2017,6
355,New South Wale,NSW,SYDNEY,North Rocks,2151,710000,2017,6
356,New South Wale,NSW,SYDNEY,Northmead,2152,784000,2017,6
357,New South Wale,NSW,SYDNEY,Baulkham Hills,2153,1170000,2017,6
358,New South Wale,NSW,SYDNEY,Bella Vista,2153,1170000,2017,6
359,New South Wale,NSW,SYDNEY,Winston Hills,2153,1170000,2017,6
360,New South Wale,NSW,SYDNEY,Castle Hill,2154,1535000,2017,6
361,New South Wale,NSW,SYDNEY,Beaumont Hills,2155,1145000,2017,6
362,New South Wale,NSW,SYDNEY,Kellyville,2155,1145000,2017,6
363,New South Wale,NSW,SYDNEY,Kellyville Ridge,2155,1145000,2017,6
364,New South Wale,NSW,SYDNEY,Rouse Hill,2155,1145000,2017,6
365,New South Wale,NSW,SYDNEY,Annangrove,2156,1585000,2017,6
366,New South Wale,NSW,SYDNEY,Glenhaven,2156,1585000,2017,6
367,New South Wale,NSW,SYDNEY,Kenthurst,2156,1585000,2017,6
368,New South Wale,NSW,SYDNEY,Canoelands,2157,446267,2017,6
369,New South Wale,NSW,SYDNEY,Forest Glen,2157,446267,2017,6
370,New South Wale,NSW,SYDNEY,Glenorie,2157,446267,2017,6
371,New South Wale,NSW,SYDNEY,Dural,2158,1320000,2017,6
372,New South Wale,NSW,SYDNEY,Middle Dural,2158,1320000,2017,6
373,New South Wale,NSW,SYDNEY,Round Corner,2158,1320000,2017,6
