,,,,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count
period,,,,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
suburb,postcode,Category,Subcategory,,,,,,,,,,,,,,,,,,,,,,
JAMESTOWN,5491,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
JAMESTOWN,5491,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
JAMESTOWN,5491,THEFT AND RELATED OFFENCES,Theft from shop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMESTOWN,5491,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
JERUSALEM,5554,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
JERUSALEM,5554,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
JERUSALEM,5554,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JERVOIS,5259,ACTS INTENDED TO CAUSE INJURY,Common Assault,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JERVOIS,5259,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1
JERVOIS,5259,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JERVOIS,5259,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JERVOIS,5259,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
JERVOIS,5259,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,0,2,0,0,0,2,0,1,1,0,0,1,2,0,1,0,0,0,2,0,1
JERVOIS,5259,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,1,0,2,0,0,0,1
JERVOIS,5259,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
JERVOIS,5259,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
JERVOIS,5259,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
JERVOIS,5259,THEFT AND RELATED OFFENCES,Theft from shop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JERVOIS,5259,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
JOANNA,5271,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOANNA,5271,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JOANNA,5271,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOANNA,5271,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOANNA,5271,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSLIN,5070,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
JOSLIN,5070,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSLIN,5070,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,1,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,1,2,0,0,0
JOSLIN,5070,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JOSLIN,5070,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JOSLIN,5070,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JOSLIN,5070,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
JOSLIN,5070,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,1,2,1,0,2,1,0,0,0,0,0,1,1,1,3,3,1,0,2,3
JOSLIN,5070,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSLIN,5070,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,1,0,0
JOSLIN,5070,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,0,2,0,0,0,3,4,0,1,3,0,5,0,0,0,4,4,0,0,2,1
JOSLIN,5070,THEFT AND RELATED OFFENCES,Other theft,1,2,2,1,0,1,1,0,2,1,0,0,0,1,1,3,0,5,2,2,2,3
JOSLIN,5070,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,5,1,1,0,0,2,2,2,0,0,1,1,6,2,3,8,2,2,2,0,1
JOSLIN,5070,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0
JULIA,5374,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JULIA,5374,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JUPITER CREEK,5153,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JUPITER CREEK,5153,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
JUPITER CREEK,5153,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KADINA,5554,ACTS INTENDED TO CAUSE INJURY,Assault Police,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,1,2,1,0,0
KADINA,5554,ACTS INTENDED TO CAUSE INJURY,Common Assault,5,2,2,2,1,2,2,5,1,3,2,0,8,1,3,5,5,5,1,2,5,4
KADINA,5554,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,1
KADINA,5554,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,3,2,2,3,4,4,3,4,4,8,4,1,3,4,5,1,4,5,3,11,6,1
KADINA,5554,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
KADINA,5554,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,2,1,1,1,0,2,3,2,1,0,0,2,1,3,1,0,0,2,2,1,1,2
KADINA,5554,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KADINA,5554,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
KADINA,5554,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KADINA,5554,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,2,2,0,1,2,1,0,2,0,0,1,1,1,2,1,0,1,0,0,0,0
KADINA,5554,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,0,3,9,1,3,8,2,3,1,3,1,1,0,2,2,2,1,1,0,8,1
KADINA,5554,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,9,20,13,10,19,18,13,13,12,5,8,3,10,11,10,8,11,16,8,12,8,8
KADINA,5554,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,1,1,0,2,3,1,0,0,0,0,2,2,3,0,1,0,0,3,2,1,2
KADINA,5554,ROBBERY AND RELATED OFFENCES,Aggravated robbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KADINA,5554,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2,4,2,5,2,9,5,10,20,4,5,0,4,14,9,11,2,7,4,8,9,1
KADINA,5554,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,1,1,3,2,1,3,3,3,0,4,3,2,4,1,4,0,0,4,3,0,4
KADINA,5554,THEFT AND RELATED OFFENCES,Other theft,10,12,6,8,10,10,9,15,12,15,8,6,7,6,6,10,10,9,8,10,14,12
KADINA,5554,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
KADINA,5554,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,1,0,2,4,8,4,3,9,2,4,2,3,0,2,3,5,3,2,11,2,2
KADINA,5554,THEFT AND RELATED OFFENCES,Theft from shop,5,1,2,3,3,3,2,10,6,0,3,2,2,5,4,4,2,7,6,2,3,5
KADINA,5554,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,3,2,0,0,1,0,1,2,0,2,0,2,0,1,2,2,0,2,1,1
KAINTON,5552,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAINTON,5552,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
KAINTON,5552,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
KAINTON,5552,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
KALANBI,5690,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALANGADOO,5278,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
KALANGADOO,5278,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KALANGADOO,5278,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,3,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
KALANGADOO,5278,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KALANGADOO,5278,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KALANGADOO,5278,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KALANGADOO,5278,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,0,1,0,0,0,1,1,1,0,1,0,2,0,0,1,0,0,0,2,0,0
KALANGADOO,5278,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALANGADOO,5278,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0
KALANGADOO,5278,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
KALANGADOO,5278,THEFT AND RELATED OFFENCES,Other theft,0,2,2,3,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
KALANGADOO,5278,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KALANGADOO,5278,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KALANGADOO,5278,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
KALBEEBA,5118,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALBEEBA,5118,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
KALBEEBA,5118,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KALBEEBA,5118,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALBEEBA,5118,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALBEEBA,5118,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
KALBEEBA,5118,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
KALBEEBA,5118,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
KALBEEBA,5118,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
KALBEEBA,5118,THEFT AND RELATED OFFENCES,Other theft,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,2
KALBEEBA,5118,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALBEEBA,5118,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
KALKA,5724,ACTS INTENDED TO CAUSE INJURY,Assault Police,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KALKA,5724,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KALKA,5724,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,1,0,1,2,1,1,0,1,2,3,1,1,0,0,0,1,1,1,0
KALKA,5724,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
KALKA,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KALKA,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0
KALKA,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KALKA,5724,ROBBERY AND RELATED OFFENCES,Aggravated robbery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KALKA,5724,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
KALKA,5724,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
KALKA,5724,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KALKA,5724,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KALKA,5724,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KALKA,5724,THEFT AND RELATED OFFENCES,Theft from shop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KALLORA,5550,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KALLORA,5550,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KALLORA,5550,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KALTJITI,5724,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KALTJITI,5724,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KALTJITI,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KALTJITI,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KALYAN,5307,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KANGARILLA,5157,ACTS INTENDED TO CAUSE INJURY,Assault Police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
KANGARILLA,5157,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KANGARILLA,5157,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANGARILLA,5157,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
KANGARILLA,5157,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
KANGARILLA,5157,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KANGARILLA,5157,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KANGARILLA,5157,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
KANGARILLA,5157,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
KANGARILLA,5157,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
KANGARILLA,5157,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,1,0,0,0,2,1,3,0,0,0,1,0,1,2,1,0,2,0,0,2,0
KANGARILLA,5157,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
KANGARILLA,5157,THEFT AND RELATED OFFENCES,Other theft,0,1,2,0,1,1,1,0,0,0,1,0,2,0,1,0,2,0,1,1,1,2
KANGARILLA,5157,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KANGARILLA,5157,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
KANGAROO FLAT,5118,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KANGAROO FLAT,5118,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KANGAROO FLAT,5118,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KANGAROO FLAT,5118,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,1,0,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0
KANGAROO FLAT,5118,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
KANGAROO FLAT,5118,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
KANGAROO FLAT,5118,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,1,0,1,1,0,2,0,2,0,0,1,0,0,0,2,0,0,1
KANGAROO FLAT,5118,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KANGAROO INN,5280,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANMANTOO,5252,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KANMANTOO,5252,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KANMANTOO,5252,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0
KANMANTOO,5252,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KANMANTOO,5252,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANMANTOO,5252,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KANMANTOO,5252,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANMANTOO,5252,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,2,2,0
KANMANTOO,5252,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KANMANTOO,5252,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KANMANTOO,5252,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
KANMANTOO,5252,THEFT AND RELATED OFFENCES,Other theft,1,0,0,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,2,0
KANMANTOO,5252,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
KANMANTOO,5252,THEFT AND RELATED OFFENCES,Theft from shop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KANPI,5724,ACTS INTENDED TO CAUSE INJURY,Assault Police,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANPI,5724,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KANPI,5724,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,0,1,3,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
KANPI,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
KANPI,5724,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
