,,,,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count
period,,,,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
suburb,postcode,Category,Subcategory,,,,,,,,,,,,,,,,,,,,,,
BELVIDERE,5255,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELVIDERE,5255,THEFT AND RELATED OFFENCES,Other theft,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
BELVIDERE,5255,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BENARA,5291,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERRI,5343,ACTS INTENDED TO CAUSE INJURY,Assault Police,0,4,5,3,1,5,2,2,2,4,2,1,1,4,2,2,4,1,0,3,0,2
BERRI,5343,ACTS INTENDED TO CAUSE INJURY,Common Assault,4,6,8,13,11,8,10,8,11,9,9,11,8,9,15,10,9,15,13,9,6,10
BERRI,5343,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,2,1,1,1,1,1,2,3,2,1,1,0,0,5,3,7,1,3,4,0,2,5
BERRI,5343,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,4,6,6,10,9,7,5,6,13,7,12,12,10,11,7,14,12,10,9,9,7,9
BERRI,5343,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,1,0,2,0,0,2,0,0,0,3,1,0,2,0,1,0,0,1,2,0,0
BERRI,5343,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,2,0,1,2,1,9,0,2,1,1,0,0,2,1,2,1,3,1,1,1,0,0
BERRI,5343,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",0,0,0,0,2,0,1,2,0,0,6,3,2,0,1,0,1,1,1,1,3,0
BERRI,5343,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BERRI,5343,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,0,0,1,1,2,0,0
BERRI,5343,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
BERRI,5343,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,3,1,2,1,2,1,0,0,3,2,3,4,4,1,3,2,1,0,2,0,0,0
BERRI,5343,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,0,4,3,5,6,0,15,14,11,1,0,1,2,3,2,2,2,0,0,0,1,1
BERRI,5343,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,26,28,24,20,20,30,28,20,20,27,20,15,24,22,30,25,36,35,23,15,21,17
BERRI,5343,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,4,4,2,4,4,3,2,2,0,1,1,5,2,0,2,0,2,0,1,4,2,3
BERRI,5343,ROBBERY AND RELATED OFFENCES,Aggravated robbery,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
BERRI,5343,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BERRI,5343,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,4,4,5,4,6,10,9,7,6,7,6,3,7,13,1,1,4,12,4,3,2,3
BERRI,5343,SERIOUS CRIMINAL TRESPASS,SCT - Residence,11,6,5,7,3,10,10,17,5,5,5,4,6,6,9,4,7,12,8,5,6,7
BERRI,5343,THEFT AND RELATED OFFENCES,Other theft,15,16,11,22,23,31,16,20,18,19,23,23,12,23,13,21,24,25,27,14,15,26
BERRI,5343,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,2,2,1,0,1,1,2,1,2,4,1,4,0,1,3,1,1,5,0,0,2,0
BERRI,5343,THEFT AND RELATED OFFENCES,Theft from motor vehicle,4,6,4,15,7,4,5,13,4,6,8,5,4,7,7,6,10,11,4,6,0,7
BERRI,5343,THEFT AND RELATED OFFENCES,Theft from shop,3,9,7,10,12,11,10,4,17,11,8,11,4,4,6,8,13,15,16,4,8,9
BERRI,5343,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,0,2,0,1,2,0,1,2,2,3,2,3,3,2,2,3,1,1,1,3,4
BETHANY,5352,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BETHANY,5352,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0
BETHANY,5352,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BETHEL,5373,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETHEL,5373,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
BETHEL,5373,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
BEULAH PARK,5067,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,1,0,1,3,0,3,0,0,0,0,1,2,0,0,0,0,0,2,0,0
BEULAH PARK,5067,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
BEULAH PARK,5067,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
BEULAH PARK,5067,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BEULAH PARK,5067,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0
BEULAH PARK,5067,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BEULAH PARK,5067,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0
BEULAH PARK,5067,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
BEULAH PARK,5067,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,2,0,7,1,1,1,2,1,1,4,1,0,3,1,4,3,1,4,0,3,1
BEULAH PARK,5067,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
BEULAH PARK,5067,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,4,0
BEULAH PARK,5067,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,2,3,2,1,1,2,2,0,2,0,5,2,1,0,4,0,0,1,1,1,1
BEULAH PARK,5067,THEFT AND RELATED OFFENCES,Other theft,3,1,0,4,2,1,2,3,7,1,2,1,2,5,4,3,1,3,0,1,0,3
BEULAH PARK,5067,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BEULAH PARK,5067,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,3,2,3,2,2,0,1,1,0,1,1,1,1,2,1,3,1,5,1,1,2
BEULAH PARK,5067,THEFT AND RELATED OFFENCES,Theft from shop,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
BEULAH PARK,5067,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1
BEVERLEY,5009,ACTS INTENDED TO CAUSE INJURY,Assault Police,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BEVERLEY,5009,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,0,6,3,1,2,1,3,0,3,0,3,3,3,1,7,2,3,0,0,0,1
BEVERLEY,5009,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BEVERLEY,5009,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1,1,5,2,1,4,3,1,2,5,2,0,4,3,1,4,0,0,3,1,4,1
BEVERLEY,5009,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEVERLEY,5009,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,1,0,0,0,1,0,0,1,3,1,1,0,1,0,1,1,0,0,2,1,1
BEVERLEY,5009,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
BEVERLEY,5009,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
BEVERLEY,5009,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BEVERLEY,5009,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0
BEVERLEY,5009,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,0,1,0,0,0,0,0,2,1,6,0,0,0,0,2,1,4,0,0,1,0,0
BEVERLEY,5009,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4,7,7,1,13,4,9,4,12,4,7,6,10,7,8,5,6,2,4,4,5,5
BEVERLEY,5009,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,3,3,3,3,1,2,0,0,1,0,0,0,2,0,0,1,1,2,1,1,2
BEVERLEY,5009,ROBBERY AND RELATED OFFENCES,Aggravated robbery,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BEVERLEY,5009,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BEVERLEY,5009,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,5,10,3,3,2,0,3,8,3,0,5,1,1,1,0,1,3,2,3,3,0,15
BEVERLEY,5009,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2,4,1,7,5,2,6,5,3,3,3,0,7,4,4,2,1,2,1,1,1,6
BEVERLEY,5009,THEFT AND RELATED OFFENCES,Other theft,12,5,2,10,2,5,6,6,6,9,7,5,15,4,16,8,15,5,1,5,10,7
BEVERLEY,5009,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
BEVERLEY,5009,THEFT AND RELATED OFFENCES,Theft from motor vehicle,6,3,3,3,6,8,4,3,1,2,2,3,8,7,5,6,8,9,1,4,5,9
BEVERLEY,5009,THEFT AND RELATED OFFENCES,Theft from shop,2,2,3,0,1,1,3,8,3,2,2,2,3,4,1,2,0,1,1,1,0,2
BEVERLEY,5009,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2,1,1,5,3,1,0,1,1,0,1,1,5,1,1,1,1,1,3,3,0,4
BIBARINGA,5118,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
BIBARINGA,5118,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BIBARINGA,5118,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIBARINGA,5118,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BIBARINGA,5118,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
BIBARINGA,5118,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
BIBARINGA,5118,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BIBARINGA,5118,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BIBARINGA,5118,THEFT AND RELATED OFFENCES,Other theft,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
BIBARINGA,5118,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIBARINGA,5118,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG BEND,5238,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIG BEND,5238,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIG BEND,5238,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BIGGS FLAT,5153,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BIGGS FLAT,5153,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BIGGS FLAT,5153,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIGGS FLAT,5153,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BIGGS FLAT,5153,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BILLIATT,5311,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BINDARRAH,5440,THEFT AND RELATED OFFENCES,Other theft,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BINDARRAH,5440,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BINNUM,5262,SERIOUS CRIMINAL TRESPASS,SCT - Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIRCHMORE,5223,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRCHMORE,5223,THEFT AND RELATED OFFENCES,Other theft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRDWOOD,5234,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,1,0,1,1,0,0,0,2,1,0,1,0,2,0,1,1,0,1,3,0,0
BIRDWOOD,5234,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRDWOOD,5234,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,0,1,1,0,2,0,0,1,2,1,1,1,0,1,0,0,0,0,1,2,4,3
BIRDWOOD,5234,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BIRDWOOD,5234,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
BIRDWOOD,5234,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BIRDWOOD,5234,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BIRDWOOD,5234,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
BIRDWOOD,5234,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,0,1,1,1,0,3,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0
BIRDWOOD,5234,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,0,4,1,5,0,0,3,0,2,2,0,1,0,3,0,0,4,2,1,2,0,2
BIRDWOOD,5234,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BIRDWOOD,5234,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIRDWOOD,5234,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,4,0,4,2,0,1,0,3,0,2,2,2,1,1,1,5,2,4,0,2,0
BIRDWOOD,5234,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,2,2,1,2,1,2,1,0,0,0,1,0,0,0,5,0,0,0,0,1,0
BIRDWOOD,5234,THEFT AND RELATED OFFENCES,Other theft,4,5,2,2,8,0,3,0,3,1,4,6,3,4,3,2,0,2,6,2,0,3
BIRDWOOD,5234,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
BIRDWOOD,5234,THEFT AND RELATED OFFENCES,Theft from motor vehicle,0,4,0,3,1,0,2,0,1,0,0,0,1,1,0,1,1,3,0,0,0,0
BIRDWOOD,5234,THEFT AND RELATED OFFENCES,Theft from shop,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRDWOOD,5234,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
BIRKENHEAD,5015,ACTS INTENDED TO CAUSE INJURY,Assault Police,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BIRKENHEAD,5015,ACTS INTENDED TO CAUSE INJURY,Common Assault,3,1,1,0,1,1,0,0,4,1,2,2,0,2,0,2,1,1,1,3,0,3
BIRKENHEAD,5015,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BIRKENHEAD,5015,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1,3,3,0,2,1,4,3,1,0,2,2,3,1,2,3,6,5,1,4,5,7
BIRKENHEAD,5015,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRKENHEAD,5015,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BIRKENHEAD,5015,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIRKENHEAD,5015,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,1,0,0,0,0,0,2,0,2,0,1,0,2,2,0,0,0,0,0,2,1
BIRKENHEAD,5015,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
BIRKENHEAD,5015,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0
BIRKENHEAD,5015,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,3,1,1,6,3,3,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
BIRKENHEAD,5015,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4,8,8,7,6,7,6,3,2,4,8,4,4,5,6,6,5,4,11,1,6,7
BIRKENHEAD,5015,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BIRKENHEAD,5015,ROBBERY AND RELATED OFFENCES,Aggravated robbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
BIRKENHEAD,5015,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,0,2,1,1,5,1,1,0,0,2,0,1,0,1,1,6,1,0,1,2,0,3
BIRKENHEAD,5015,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2,3,2,4,5,4,2,0,1,2,0,3,1,2,2,2,2,6,4,1,1,2
BIRKENHEAD,5015,THEFT AND RELATED OFFENCES,Other theft,4,5,2,3,8,6,3,3,5,1,5,4,5,2,2,5,0,2,4,0,4,2
BIRKENHEAD,5015,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1
BIRKENHEAD,5015,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2,6,3,3,7,2,4,2,1,1,2,0,1,1,4,8,3,2,2,3,3,6
BIRKENHEAD,5015,THEFT AND RELATED OFFENCES,Theft from shop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BIRKENHEAD,5015,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2,0,3,1,4,2,1,0,1,0,1,1,2,2,0,2,0,0,1,0,1,4
BLACK FOREST,5035,ACTS INTENDED TO CAUSE INJURY,Assault Police,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BLACK FOREST,5035,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,1,1,0,1,2,1,0,1,0,1,0,0,1,1,1,2,4,0,1,1
BLACK FOREST,5035,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2
BLACK FOREST,5035,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1,0,0,1,1,0,2,0,0,0,0,2,0,2,0,1,2,6,1,1,3,2
BLACK FOREST,5035,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BLACK FOREST,5035,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
BLACK FOREST,5035,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
BLACK FOREST,5035,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
BLACK FOREST,5035,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BLACK FOREST,5035,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0
BLACK FOREST,5035,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,0,0,1,1,0,1,2,1,1,0,0,0,2,0,0,1,1,1,3,2,3
BLACK FOREST,5035,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2,6,3,3,2,1,4,2,4,12,2,4,1,3,5,3,5,6,8,7,4,2
BLACK FOREST,5035,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
BLACK FOREST,5035,ROBBERY AND RELATED OFFENCES,Aggravated robbery,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1
BLACK FOREST,5035,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,4,2,1,2,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,1,1
BLACK FOREST,5035,SERIOUS CRIMINAL TRESPASS,SCT - Residence,6,2,5,7,3,2,4,3,1,2,2,1,1,1,3,3,5,2,2,5,5,6
BLACK FOREST,5035,THEFT AND RELATED OFFENCES,Other theft,7,2,3,0,3,6,1,2,5,1,5,4,5,3,1,7,5,12,3,4,4,2
BLACK FOREST,5035,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
BLACK FOREST,5035,THEFT AND RELATED OFFENCES,Theft from motor vehicle,8,2,8,2,2,1,2,2,1,3,1,2,4,3,2,2,2,7,1,3,5,2
BLACK FOREST,5035,THEFT AND RELATED OFFENCES,Theft from shop,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
BLACK FOREST,5035,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,1,0,3,0,1,1,0,1,1,2,0,1,1,0,2,1,3,0,1,2,1
BLACK HILL,5353,ACTS INTENDED TO CAUSE INJURY,Common Assault,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
