district,category,subcategory,year,records
Katherine Crime Statistics,"Abduction, harassment and other offences",Abduction and kidnapping,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Abduction and kidnapping,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Abduction and kidnapping,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Abduction and kidnapping,2018 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2011 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2011 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2012 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2012 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2012 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2012 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q2,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2013 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q1,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2014 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2015 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2016 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q1,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Deprivation of liberty/false imprisonment,2018 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2011 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2011 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2012 Q1,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2012 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2012 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2012 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q1,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2013 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q1,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2014 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2015 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2016 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q1,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q1,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2017 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Harassment and private nuisance,2018 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2011 Q3,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2011 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2012 Q1,7
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2012 Q2,4
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2012 Q3,4
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2012 Q4,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q1,5
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q2,6
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q3,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q3,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q4,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q4,4
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2013 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q1,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q1,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q2,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q2,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q3,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q4,5
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2014 Q4,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q1,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q1,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q2,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q2,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q4,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q4,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2015 Q4,4
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q1,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q1,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q2,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q2,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q2,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q4,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q4,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2016 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q1,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q1,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q1,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q2,2
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q2,4
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q2,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q3,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q3,0
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q4,1
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q4,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2017 Q4,3
Katherine Crime Statistics,"Abduction, harassment and other offences",Threatening behaviour,2018 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2011 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2011 Q4,2
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2012 Q1,2
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2012 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2012 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2012 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q2,2
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q4,3
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2013 Q4,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q1,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q2,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q2,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q3,2
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q4,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2014 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q1,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q2,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q2,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q2,2
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q3,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2015 Q4,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q2,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q3,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q3,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2016 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q1,2
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q3,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q3,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2017 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Robbery,2018 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2011 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2011 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q3,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q1,1
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q1,0
