district,category,subcategory,year,records
Northern Territory Crime Statistics,Homicide and related offences,Murder,2011 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2011 Q4,5
Northern Territory Crime Statistics,Homicide and related offences,Murder,2012 Q1,4
Northern Territory Crime Statistics,Homicide and related offences,Murder,2012 Q2,5
Northern Territory Crime Statistics,Homicide and related offences,Murder,2012 Q3,5
Northern Territory Crime Statistics,Homicide and related offences,Murder,2012 Q4,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q1,3
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q2,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q3,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q3,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q4,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q4,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2013 Q4,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q2,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2014 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q2,3
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q4,2
Northern Territory Crime Statistics,Homicide and related offences,Murder,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2016 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Murder,2018 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2011 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2011 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Attempted Murder,2018 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2011 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2011 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2012 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2012 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2012 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2012 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2013 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q3,2
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2014 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q4,2
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2016 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q2,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Manslaughter,2018 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2011 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2011 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2012 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2012 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2012 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2012 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2013 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2014 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q2,2
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2015 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2016 Q4,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q1,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q1,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q2,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q3,1
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q3,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2017 Q4,0
Northern Territory Crime Statistics,Homicide and related offences,Driving causing death,2018 Q1,1
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2011 Q3,1569
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2011 Q4,1872
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2012 Q1,1827
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2012 Q2,1670
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2012 Q3,1629
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2012 Q4,1822
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q1,2010
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q2,1880
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q3,651
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q3,691
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q3,648
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q4,659
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q4,615
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2013 Q4,679
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q1,588
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q1,509
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q1,576
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q2,615
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q2,590
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q2,500
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q3,584
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q3,599
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q3,604
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q4,639
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q4,646
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2014 Q4,633
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q1,569
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q1,524
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q1,611
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q2,524
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q2,510
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q2,530
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q3,493
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q3,556
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q3,575
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q4,680
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q4,613
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2015 Q4,602
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q1,606
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q1,563
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q1,591
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q2,548
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q2,466
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q2,530
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q3,470
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q3,524
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q3,564
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q4,534
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q4,580
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2016 Q4,655
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q1,634
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q1,554
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q1,591
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q2,540
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q2,545
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q2,522
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q3,623
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q3,592
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q3,646
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q4,671
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q4,639
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2017 Q4,797
Northern Territory Crime Statistics,Acts intended to cause injury,Assault,2018 Q1,629
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2011 Q3,9
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2011 Q4,9
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q1,6
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q2,8
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q3,7
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2012 Q4,6
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q1,6
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q2,6
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q3,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q3,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q3,4
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q4,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q4,5
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2013 Q4,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q1,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q1,4
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q1,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q2,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q2,6
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q2,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q3,3
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q3,4
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q3,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q4,3
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q4,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2014 Q4,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q1,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q1,4
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q1,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q2,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q2,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q2,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q3,1
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q3,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q3,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q4,2
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q4,3
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2015 Q4,3
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q1,0
Northern Territory Crime Statistics,Acts intended to cause injury,Acts intended to cause injury - other,2016 Q1,3
