Postcode,Suburb,City,State,Statecode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House,id
4306,Blackbutt,Queensland,Arcsaane,QLD,,,,,,,,,2224
4306,Blackbutt North,Queensland,Orvsoane,QLD,,,,,,,,,2225
4306,Blackbutt South,Queensland,Orvsoane,QLD,,,,,,,,,2226
4306,Blacksoil,Queensland,Orvsoane,QLD,,,,,,,,,2227
4306,Borallon,Queensland,Orvsoane,QLD,,,,,,,,,2228
4306,Cherry Creek,Queensland,Arcsaane,QLD,,,,,,,,,2229
4306,Chuwar,Queensland,Orvsoane,QLD,,,,,,,,,2230
4306,Colinton,Queensland,Orgsoane,QLD,,,,,,,,,2231
4306,Deebing Heights,Queensland,Orvsoane,QLD,,,,,,,,,2232
4306,Dundas,Queensland,Rrnsrane,QLD,,,,,,,,,2233
4306,England Creek,Queensland,Rrnsrane,QLD,,,,,,,,,2234
4306,Fairney View,Queensland,Orvsoane,QLD,,,,,,,,,2235
4306,Fernvale,Queensland,Rrnsrane,QLD,,,,,,,,,2236
4306,Glamorgan Vale,Queensland,Orvsoane,QLD,,,,,,,,,2237
4306,Googa Creek,Queensland,Arcsaane,QLD,,,,,,,,,2238
4306,Goolman,Queensland,Orvsoane,QLD,,,,,,,,,2239
4306,Haigslea,Queensland,Orvsoane,QLD,,,,,,,,,2240
4306,Harlin,Queensland,Orgsoane,QLD,,,,,,,,,2241
4306,Ironbark,Queensland,Orvsoane,QLD,,,,,,,,,2242
4306,Karalee,Queensland,Orvsoane,QLD,,,,,,,,,2243
4306,Karana Downs,Queensland,Orvsoane,QLD,,,,,,,,,2244
4306,Karrabin,Queensland,Orvsoane,QLD,,,,,,,,,2245
4306,Kholo,Queensland,Orvsoane,QLD,,,,,,,,,2246
4306,Lake Manchester,Queensland,Orvsoane,QLD,,,,,,,,,2247
4306,Lark Hill,Queensland,Orvsoane,QLD,,,,,,,,,2248
4306,Linville,Queensland,Nrvsnane,QLD,,,,,,,,,2249
4306,Moore,Queensland,Orgsoane,QLD,,,,,,,,,2250
4306,Mount Binga,Queensland,Arcsaane,QLD,,,,,,,,,2251
4306,Mount Crosby,Queensland,Orvsoane,QLD,,,,,,,,,2252
4306,Mount Marrow,Queensland,Orvsoane,QLD,,,,,,,,,2253
4306,Mount Stanley,Queensland,Orvsoane,QLD,,,,,,,,,2254
4306,Muirlea,Queensland,Orvsoane,QLD,,,,,,,,,2255
4306,Nukku,Queensland,Orvsoane,QLD,,,,,,,,,2256
4306,Peak Crossing,Queensland,Orvsoane,QLD,,,,,,,,,2257
4306,Pine Mountain,Queensland,Orvsoane,QLD,,,,,,,,,2258
4306,Purga,Queensland,Orvsoane,QLD,,,,,,,,,2259
4306,Ripley,Queensland,Orvsoane,QLD,,,,,,,,,2260
4306,South Ripley,Queensland,Orvsoane,QLD,,,,,,,,,2261
4306,Split Yard Creek,Queensland,Orvsoane,QLD,,,,,,,,,2262
4306,Swanbank,Queensland,Orvsoane,QLD,,,,,,,,,2263
4306,Taromeo,Queensland,Nrasnane,QLD,,,,,,,,,2264
4306,Teelah,Queensland,Orvsoane,QLD,,,,,,,,,2265
4306,Thagoona,Queensland,Orvsoane,QLD,,,,,,,,,2266
4306,Vernor,Queensland,Rrnsrane,QLD,,,,,,,,,2267
4306,Walloon,Queensland,Orvsoane,QLD,,,,,,,,,2268
4306,Wanora,Queensland,Rrnsrane,QLD,,,,,,,,,2269
4306,White Rock,Queensland,Orvsoane,QLD,,,,,,,,,2270
4306,Willowbank,Queensland,Orvsoane,QLD,,,,,,,,,2271
4306,Wivenhoe Pocket,Queensland,Rrnsrane,QLD,,,,,,,,,2272
4307,Coleyville,Queensland,Rrrsrane,QLD,,,,,,,,,2273
4307,Harrisville,Queensland,Rrrsrane,QLD,,,,,,,,,2274
4307,Mutdapilly,Queensland,Rrrsrane,QLD,,,,,,,,,2275
4307,Radford,Queensland,Rrrsrane,QLD,,,,,,,,,2276
4307,Silverdale,Queensland,Rrrsrane,QLD,,,,,,,,,2277
4307,Warrill View,Queensland,Rrrsrane,QLD,,,,,,,280.0,,2278
4307,Wilsons Plains,Queensland,Rrrsrane,QLD,,,,,,,,,2279
4309,Aratula,Queensland,Ornsoane,QLD,,,,,,,,,2280
4309,Charlwood,Queensland,Ornsoane,QLD,,,,,,,,,2281
4309,Clumber,Queensland,Ornsoane,QLD,,,,,,,,,2282
4309,Fassifern,Queensland,Ornsoane,QLD,,,,,,,,,2283
4309,Fassifern Valley,Queensland,Ornsoane,QLD,,,,,,,,,2284
4309,Frazerview,Queensland,Ornsoane,QLD,,,,,,,,,2285
4309,Kalbar,Queensland,Ornsoane,QLD,,,,,,,280.0,,2286
4309,Kents Lagoon,Queensland,Ornsoane,QLD,,,,,,,,,2287
4309,Kulgun,Queensland,Ornsoane,QLD,,,,,,,,,2288
4309,Milora,Queensland,Ornsoane,QLD,,,,,,,,,2289
4309,Moogerah,Queensland,Ornsoane,QLD,,,,,,,,,2290
4309,Morwincha,Queensland,Ornsoane,QLD,,,,,,,,,2291
4309,Mount Edwards,Queensland,Ornsoane,QLD,,,,,,,,,2292
4309,Munbilla,Queensland,Ornsoane,QLD,,,,,,,,,2293
4309,Obum Obum,Queensland,Lrbslane,QLD,,,,,,,,,2294
4309,Tarome,Queensland,Lrbslane,QLD,,,,,,,,,2295
4309,Teviotville,Queensland,Ornsoane,QLD,,,,,,,,,2296
4309,Washpool,Queensland,Ornsoane,QLD,,,,,,,,,2297
4310,Allandale,Queensland,Ornsoane,QLD,,,,,,,,,2298
4310,Anthony,Queensland,Ornsoane,QLD,,,,,,,,,2299
4310,Blantyre,Queensland,Ornsoane,QLD,,,,,,,,,2300
4310,Boonah,Queensland,Ornsoane,QLD,,,,,,270.0,295.0,340.0,2301
4310,Bunburra,Queensland,Ornsoane,QLD,,,,,,,,,2302
4310,Bunjurgen,Queensland,Ornsoane,QLD,,,,,,,,,2303
4310,Burnett Creek,Queensland,Ornsoane,QLD,,,,,,,,,2304
4310,Cannon Creek,Queensland,Ornsoane,QLD,,,,,,,,,2305
4310,Carneys Creek,Queensland,Ornsoane,QLD,,,,,,,,,2306
4310,Coochin,Queensland,Ornsoane,QLD,,,,,,,,,2307
4310,Coulson,Queensland,Ornsoane,QLD,,,,,,,,,2308
4310,Croftby,Queensland,Ornsoane,QLD,,,,,,,,,2309
4310,Dugandan,Queensland,Ornsoane,QLD,,,,,,270.0,295.0,340.0,2310
4310,Frenches Creek,Queensland,Ornsoane,QLD,,,,,,,,,2311
4310,Hoya,Queensland,Ornsoane,QLD,,,,,,,,,2312
4310,Kents Pocket,Queensland,Ornsoane,QLD,,,,,,,,,2313
4310,Maroon,Queensland,Ornsoane,QLD,,,,,,,,,2314
4310,Milbong,Queensland,Ornsoane,QLD,,,,,,,,,2315
4310,Milford,Queensland,Ornsoane,QLD,,,,,,,,,2316
4310,Mount Alford,Queensland,Ornsoane,QLD,,,,,,,,,2317
4310,Mount Alford,Queensland,Ornsoane,QLD,,,,,,270.0,295.0,340.0,2318
4310,Mount French,Queensland,Ornsoane,QLD,,,,,,,,,2319
4310,Roadvale,Queensland,Ornsoane,QLD,,,,,,,,,2320
4310,Templin,Queensland,Ornsoane,QLD,,,,,,,,,2321
4310,Wallaces Creek,Queensland,Ornsoane,QLD,,,,,,,,,2322
4310,Woolooman,Queensland,Ornsoane,QLD,,,,,,,,,2323
4310,Wyaralong,Queensland,Ornsoane,QLD,,,,,,,,,2324
4311,Atkinsons Dam,Queensland,Wroswane,QLD,,,,,,,,,2325
4311,Brightview,Queensland,Wroswane,QLD,,,,,,,,,2326
4311,Buaraba,Queensland,Wroswane,QLD,,,,,,,,,2327
4311,Buaraba South,Queensland,Wroswane,QLD,,,,,,,,,2328
4311,Churchable,Queensland,Wroswane,QLD,,,,,,,,,2329
4311,Clarendon,Queensland,Wroswane,QLD,,,,,,,,,2330
4311,Coolana,Queensland,Wroswane,QLD,,,,,,,,,2331
4311,Coominya,Queensland,Wroswane,QLD,,,,,,,,,2332
4311,Lockyer Waters,Queensland,Wroswane,QLD,,,,,,,,,2333
4311,Lowood,Queensland,Wroswane,QLD,,,,,,,,,2334
4311,Minden,Queensland,Wroswane,QLD,,,,,,,,,2335
4311,Mount Tarampa,Queensland,Wroswane,QLD,,,,,,,,,2336
4311,Patrick Estate,Queensland,Wroswane,QLD,,,,,,,,,2337
4311,Prenzlau,Queensland,Wroswane,QLD,,,,,,,,,2338
4311,Rifle Range,Queensland,Wroswane,QLD,,,,,,,,,2339
4311,Tarampa,Queensland,Wroswane,QLD,,,,,,,,,2340
4311,Wivenhoe Hill,Queensland,Wroswane,QLD,,,,,,,,,2341
4312,Bryden,Queensland,Kr skane,QLD,,,,,,,,,2342
4312,Caboonbah,Queensland,Kr skane,QLD,,,,,,,,,2343
4312,Coal Creek,Queensland,Kr skane,QLD,,,,,,,,,2344
4312,Crossdale,Queensland,Kr skane,QLD,,,,,,,,,2345
4312,Esk,Queensland,Kr skane,QLD,,,,,,,,,2346
4312,Eskdale,Queensland,Kr skane,QLD,,,,,,,,,2347
4312,Glen Esk,Queensland,Kr skane,QLD,,,,,,,,,2348
4312,Moombra,Queensland,Kr skane,QLD,,,,,,,,,2349
4312,Mount Byron,Queensland,Kr skane,QLD,,,,,,,,,2350
4312,Mount Hallen,Queensland,Kr skane,QLD,,,,,,,,,2351
4312,Murrumba,Queensland,Kr skane,QLD,,,,,,,,,2352
4312,Redbank Creek,Queensland,Kr skane,QLD,,,,,,,,,2353
4312,Somerset Dam,Queensland,Kr skane,QLD,,,,,,,,,2354
4313,Biarra,Queensland,Kr skane,QLD,,,,,,,,,2355
4313,Braemore,Queensland,Orgsoane,QLD,,,,,,,,,2356
4313,Cooeeimbardi,Queensland,Orgsoane,QLD,,,,,,,,,2357
4313,Cressbrook,Queensland,Orgsoane,QLD,,,,,,,,,2358
4313,Fulham,Queensland,Orgsoane,QLD,,,,,,,,,2359
4313,Gregors Creek,Queensland,Orgsoane,QLD,,,,,,,,,2360
4313,Ivory Creek,Queensland,Orgsoane,QLD,,,,,,,,,2361
4313,Lower Cressbrook,Queensland,Orgsoane,QLD,,,,,,,,,2362
4313,Mount Beppo,Queensland,Orgsoane,QLD,,,,,,,,,2363
4313,Ottaba,Queensland,Orgsoane,QLD,,,,,,,,,2364
4313,Scrub Creek,Queensland,Orgsoane,QLD,,,,,,,,,2365
4313,Toogoolawah,Queensland,Orgsoane,QLD,,,,,,,,,2366
4313,Yimbun,Queensland,Orgsoane,QLD,,,,,,,,,2367
4340,Ashwell,Queensland,Sressane,QLD,,,,,,,,,2368
4340,Calvert,Queensland,Sressane,QLD,,,,,,,,,2369
4340,Ebenezer,Queensland,Sressane,QLD,,,,,,,,,2370
4340,Grandchester,Queensland,Sressane,QLD,,,,,,,,,2371
4340,Jeebropilly,Queensland,Sressane,QLD,,,,,,,,,2372
4340,Lanefield,Queensland,Sressane,QLD,,,,,,,,,2373
4340,Lower Mount Walker,Queensland,Sressane,QLD,,,,,,,,,2374
4340,Merryvale,Queensland,Sressane,QLD,,,,,,,,,2375
4340,Moorang,Queensland,Sressane,QLD,,,,,,,,,2376
4340,Mount Forbes,Queensland,Sressane,QLD,,,,,,,,,2377
4340,Mount Mort,Queensland,Sressane,QLD,,,,,,,,,2378
4340,Mount Walker,Queensland,Sressane,QLD,,,,,,,,,2379
4340,Mount Walker West,Queensland,Sressane,QLD,,,,,,,,,2380
4340,Rosevale,Queensland,Sressane,QLD,,,,,,,,,2381
4340,Rosewood,Queensland,Sressane,QLD,,,,,,,,,2382
4340,Tallegalla,Queensland,Sressane,QLD,,,,,,,,,2383
4340,The Bluff,Queensland,Sressane,QLD,,,,,,,,,2384
4340,Woolshed,Queensland,Sressane,QLD,,,,,,,,,2385
4341,Blenheim,Queensland,Irdsiane,QLD,,,,,,,,,2386
4341,Hatton Vale,Queensland,Irdsiane,QLD,,,,,,,,,2387
4341,Kensington Grove,Queensland,Irdsiane,QLD,,,,,,,,,2388
4341,Kentville,Queensland,Irdsiane,QLD,,,,,,,,,2389
4341,Laidley,Queensland,Irdsiane,QLD,,,,,,,,,2390
4341,Laidley Creek West,Queensland,Irdsiane,QLD,,,,,,,,,2391
4341,Laidley Heights,Queensland,Irdsiane,QLD,,,,,,,,,2392
4341,Laidley North,Queensland,Irdsiane,QLD,,,,,,,,,2393
4341,Laidley South,Queensland,Irdsiane,QLD,,,,,,,,,2394
4341,Mount Berryman,Queensland,Irdsiane,QLD,,,,,,,,,2395
4341,Mulgowie,Queensland,Irdsiane,QLD,,,,,,,,,2396
4341,Plainland,Queensland,Irdsiane,QLD,,,,,,,,,2397
4341,Regency Downs,Queensland,Irdsiane,QLD,,,,,,,,,2398
4341,Summerholm,Queensland,Irdsiane,QLD,,,,,,,,,2399
4341,Thornton,Queensland,Irdsiane,QLD,,,,,,,,,2400
4341,Townson,Queensland,Irdsiane,QLD,,,,,,,,,2401
4342,Crowley Vale,Queensland,Gold Coast,QLD,,,,,,,,,2402
4342,Forest Hill,Queensland,Gold Coast,QLD,,,,,,,,,2403
4342,Glen Cairn,Queensland,Gold Coast,QLD,,,,,,,,,2404
4342,Glenore Grove,Queensland,Gold Coast,QLD,,,,,,,,,2405
4342,Lockrose,Queensland,Gold Coast,QLD,,,,,,,,,2406
4342,Lynford,Queensland,Gold Coast,QLD,,,,,,,,,2407
4343,Adare,Queensland,Trtstane,QLD,,,,,,,,,2408
4343,Black Duck Creek,Queensland,Trtstane,QLD,,,,,,,,,2409
4343,Caffey,Queensland,Trtstane,QLD,,,,,,,,,2410
4343,College View,Queensland,Trtstane,QLD,,,,,,,,,2411
4343,East Haldon,Queensland,Trtstane,QLD,,,,,,,,,2412
4343,Fordsdale,Queensland,Trtstane,QLD,,,,,,,,,2413
4343,Gatton,Queensland,Trtstane,QLD,,248.0,275.0,,,243.0,300.0,340.0,2414
4343,Ingoldsby,Queensland,Trtstane,QLD,,,,,,,,,2415
4343,Junction View,Queensland,Trtstane,QLD,,,,,,,,,2416
4343,Lake Clarendon,Queensland,Trtstane,QLD,,,,,,,,,2417
4343,Lawes,Queensland,Trtstane,QLD,,,,,,,,,2418
4343,Lefthand Branch,Queensland,Trtstane,QLD,,,,,,,,,2419
4343,Lower Tenthill,Queensland,Trtstane,QLD,,,,,,,,,2420
4343,Morton Vale,Queensland,Trtstane,QLD,,,,,,,,,2421
4343,Mount Sylvia,Queensland,Trtstane,QLD,,,,,,,,,2422
4343,Placid Hills,Queensland,Trtstane,QLD,,,,,,,,,2423
4343,Ringwood,Queensland,Trtstane,QLD,,,,,,,,,2424
4343,Rockside,Queensland,Trtstane,QLD,,,,,,,,,2425
4343,Ropeley,Queensland,Trtstane,QLD,,,,,,,,,2426
4343,Spring Creek,Queensland,Trtstane,QLD,,,,,,,,,2427
4343,Upper Tenthill,Queensland,Trtstane,QLD,,,,,,,,,2428
4343,Vinegar Hill,Queensland,Trtstane,QLD,,,,,,,,,2429
4343,Woodbine,Queensland,Trtstane,QLD,,,,,,,,,2430
4343,Woodlands,Queensland,Trtstane,QLD,,,,,,,,,2431
4344,Carpendale,Queensland,Lrislane,QLD,,,,,,,,,2432
4344,Egypt,Queensland,Lrislane,QLD,,,,,,,,,2433
4344,Flagstone Creek,Queensland,Lrislane,QLD,,,,,,,,,2434
4344,Helidon,Queensland,Lrislane,QLD,,,,,,,,,2435
4344,Helidon Spa,Queensland,Lrislane,QLD,,,,,,,,,2436
4344,Lilydale,Queensland,Lrislane,QLD,,,,,,,,,2437
4344,Lockyer,Queensland,Lrislane,QLD,,,,,,,,,2438
4344,Rockmount,Queensland,Lrislane,QLD,,,,,,,,,2439
4344,Seventeen Mile,Queensland,Lrislane,QLD,,,,,,,,,2440
4344,Silver Ridge,Queensland,Lrislane,QLD,,,,,,,,,2441
4344,Stockyard,Queensland,Lrislane,QLD,,,,,,,,,2442
4344,Upper Flagstone,Queensland,Lrislane,QLD,,,,,,,,,2443
4345,Gatton College,Queensland,Trtstane,QLD,,,,,,,,,2444
4346,Marburg,Queensland,Orvsoane,QLD,,,,,,,,,2445
4347,Grantham,Queensland,Trtstane,QLD,,,,,,,,,2446
4347,Ma Ma Creek,Queensland,Trtstane,QLD,,,,,,,,,2447
4347,Mount Whitestone,Queensland,Trtstane,QLD,,,,,,,,,2448
4347,Veradilla,Queensland,Trtstane,QLD,,,,,,,,,2449
4347,Winwill,Queensland,Trtstane,QLD,,,,,,,,,2450
4350,Athol,Queensland,Toowoomba,QLD,,,,,,,,,2451
4350,Blue Mountain Heights,Queensland,Toowoomba,QLD,,,,,,,,,2452
4350,Centenary Heights,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2453
4350,Charlton,Queensland,Toowoomba,QLD,,,,,,,,,2454
4350,Clifford Gardens,Queensland,Toowoomba,QLD,,,,,,,,,2455
4350,Cotswold Hills,Queensland,Toowoomba,QLD,,,,,,,,,2456
4350,Cranley,Queensland,Toowoomba,QLD,,,,,,,,,2457
4350,Darling Heights,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2458
4350,Drayton,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2459
4350,Drayton North,Queensland,Toowoomba,QLD,,,,,,,,,2460
4350,East Toowoomba,Queensland,Toowoomba,QLD,,,,,,,,,2461
4350,Finnie,Queensland,Toowoomba,QLD,,,,,,,,,2462
4350,Glenvale,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2463
4350,Gowrie Mountain,Queensland,Toowoomba,QLD,,,,,,,,,2464
4350,Harlaxton,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2465
4350,Harristown,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2466
4350,Kearneys Spring,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2467
4350,Middle Ridge,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2468
4350,Mount Kynoch,Queensland,Toowoomba,QLD,,,,,,,,,2469
4350,Mount Lofty,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2470
4350,Mount Rascal,Queensland,Toowoomba,QLD,,,,,,,,,2471
4350,North Toowoomba,Queensland,Toowoomba,QLD,,,,,,,,,2472
4350,Northlands,Queensland,Toowoomba,QLD,,,,,,,,,2473
4350,Prince Henry Heights,Queensland,Toowoomba,QLD,,,,,,,,,2474
4350,Rangeville,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2475
4350,Redwood,Queensland,Toowoomba,QLD,,,,,,,,,2476
4350,Rockville,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2477
4350,South Toowoomba,Queensland,Toowoomba,QLD,,,,,,,,,2478
4350,Toowoomba,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2479
4350,Toowoomba City,Queensland,Toowoomba,QLD,,,,,,,,,2480
4350,Toowoomba East,Queensland,Toowoomba,QLD,,,,,,,,,2481
4350,Toowoomba South,Queensland,Toowoomba,QLD,,,,,,,,,2482
4350,Toowoomba Village Fair,Queensland,Toowoomba,QLD,,,,,,,,,2483
4350,Toowoomba West,Queensland,Toowoomba,QLD,,,,,,,,,2484
4350,Top Camp,Queensland,Toowoomba,QLD,,,,,,,,,2485
4350,Torrington,Queensland,Toowoomba,QLD,,,,,,,,,2486
4350,Wellcamp,Queensland,Toowoomba,QLD,,,,,,,,,2487
4350,Westbrook,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2488
4350,Wilsonton,Queensland,Toowoomba,QLD,188.0,245.0,300.0,,,275.0,305.0,380.0,2489
4350,Wilsonton Heights,Queensland,Toowoomba,QLD,,,,,,,,,2490
4350,Wyalla Plaza,Queensland,Toowoomba,QLD,,,,,,,,,2491
4352,Amiens,Queensland,Iresiane,QLD,,,,,,,,,2492
4352,Ballard,Queensland,Toowoomba,QLD,,,,,,,,,2493
4352,Bapaume,Queensland,Arnsaane,QLD,,,,,,,,,2494
4352,Branchview,Queensland,Toowoomba,QLD,,,,,,,,,2495
4352,Cabarlah,Queensland,Brasbane,QLD,,260.0,320.0,,,,350.0,400.0,2496
4352,Cawdor,Queensland,Toowoomba,QLD,,,,,,,,,2497
4352,Cement Mills,Queensland,Mresmane,QLD,,,,,,,,,2498
4352,Coalbank,Queensland,Toowoomba,QLD,,,,,,,,,2499
4352,Condamine Plains,Queensland,Toowoomba,QLD,,,,,,,,,2500
4352,Cutella,Queensland,Toowoomba,QLD,,,,,,,,,2501
4352,Derrymore,Queensland,Toowoomba,QLD,,,,,,,,,2502
4352,Djuan,Queensland,Toowoomba,QLD,,,,,,,,,2503
4352,Doctor Creek,Queensland,Toowoomba,QLD,,,,,,,,,2504
4352,Evergreen,Queensland,Toowoomba,QLD,,,,,,,,,2505
4352,Fifteen Mile,Queensland,Toowoomba,QLD,,,,,,,,,2506
4352,Geham,Queensland,Toowoomba,QLD,,,,,,,,,2507
4352,Glencoe,Queensland,Toowoomba,QLD,,,,,,,,,2508
4352,Gore,Queensland,Mresmane,QLD,,,,,,,,,2509
4352,Gowrie Junction,Queensland,Toowoomba,QLD,,260.0,320.0,,,,350.0,400.0,2510
4352,Gowrie Little Plain,Queensland,Toowoomba,QLD,,,,,,,,,2511
4352,Grapetree,Queensland,Lrlslane,QLD,,,,,,,,,2512
4352,Groomsville,Queensland,Toowoomba,QLD,,,,,,,,,2513
4352,Highfields,Queensland,Grhsgane,QLD,,260.0,320.0,,,,350.0,400.0,2514
4352,Highgrove,Queensland,Toowoomba,QLD,,,,,,,,,2515
4352,Hodgson Vale,Queensland,Toowoomba,QLD,,260.0,320.0,,,,350.0,400.0,2516
4352,Iredale,Queensland,Toowoomba,QLD,,,,,,,,,2517
4352,Karara,Queensland,Rrasrane,QLD,,,,,,,,,2518
4352,Kleinton,Queensland,Toowoomba,QLD,,,,,,,,,2519
4352,Kulpi,Queensland,Rrasrane,QLD,,,,,,,,,2520
4352,Kurrowah,Queensland,Toowoomba,QLD,,,,,,,,,2521
4352,Lilyvale,Queensland,Toowoomba,QLD,,,,,,,,,2522
4352,Lyra,Queensland,Lrlslane,QLD,,,,,,,,,2523
4352,Maclagan,Queensland,Toowoomba,QLD,,,,,,,,,2524
4352,Malling,Queensland,Toowoomba,QLD,,,,,,,,,2525
4352,Meringandan,Queensland,Rrisrane,QLD,,260.0,320.0,,,,350.0,400.0,2526
4352,Meringandan West,Queensland,Toowoomba,QLD,,,,,,,,,2527
4352,Merritts Creek,Queensland,Toowoomba,QLD,,,,,,,,,2528
4352,Mount Luke,Queensland,Toowoomba,QLD,,,,,,,,,2529
4352,Muniganeen,Queensland,Toowoomba,QLD,,,,,,,,,2530
4352,Murphys Creek,Queensland,Toowoomba,QLD,,,,,,,,,2531
4352,Narko,Queensland,Toowoomba,QLD,,,,,,,,,2532
4352,North Maclagan,Queensland,Toowoomba,QLD,,,,,,,,,2533
4352,Nutgrove,Queensland,Toowoomba,QLD,,,,,,,,,2534
4352,Oman Ama,Queensland,Toowoomba,QLD,,,,,,,,,2535
4352,Palmtree,Queensland,Toowoomba,QLD,,,,,,,,,2536
4352,Pampas,Queensland,Toowoomba,QLD,,,,,,,,,2537
4352,Pechey,Queensland,Toowoomba,QLD,,,,,,,,,2538
4352,Peranga,Queensland,Rrasrane,QLD,,,,,,,,,2539
4352,Perseverance,Queensland,Toowoomba,QLD,,,,,,,,,2540
4352,Postmans Ridge,Queensland,Toowoomba,QLD,,,,,,,,,2541
4352,Pozieres,Queensland,Toowoomba,QLD,,,,,,,,,2542
4352,Preston,Queensland,Toowoomba,QLD,,,,,,,,,2543
4352,Ramsay,Queensland,Toowoomba,QLD,,,,,,,,,2544
4352,Rangemore,Queensland,Toowoomba,QLD,,,,,,,,,2545
4352,Ravensbourne,Queensland,Toowoomba,QLD,,260.0,320.0,,,,350.0,400.0,2546
4352,Severnlea,Queensland,Vresvane,QLD,,,,,,,,,2547
4352,Spring Bluff,Queensland,Toowoomba,QLD,,,,,,,,,2548
4352,St Aubyn,Queensland,Toowoomba,QLD,,,,,,,,,2549
4352,Thornville,Queensland,Toowoomba,QLD,,,,,,,,,2550
4352,Tummaville,Queensland,Toowoomba,QLD,,,,,,,,,2551
4352,Umbiram,Queensland,Toowoomba,QLD,,,,,,,,,2552
4352,Upper Lockyer,Queensland,Toowoomba,QLD,,,,,,,,,2553
4352,Whichello,Queensland,Toowoomba,QLD,,,,,,,,,2554
4352,White Mountain,Queensland,Toowoomba,QLD,,,,,,,,,2555
4352,Withcott,Queensland,Toowoomba,QLD,,260.0,320.0,,,,350.0,400.0,2556
4352,Woodleigh,Queensland,Toowoomba,QLD,,,,,,,,,2557
4352,Woolmer,Queensland,Toowoomba,QLD,,,,,,,,,2558
4352,Wutul,Queensland,Toowoomba,QLD,,260.0,320.0,,,,350.0,400.0,2559
4352,Wyreema,Queensland,Toowoomba,QLD,,,,,,,,,2560
4352,Yalangur,Queensland,Toowoomba,QLD,,,,,,,,,2561
4352,Yandilla,Queensland,Toowoomba,QLD,,,,,,,,,2562
4353,Bergen,Queensland,Dresdane,QLD,,,,,,,,,2563
4353,East Cooyar,Queensland,Dresdane,QLD,,,,,,,,,2564
4353,Haden,Queensland,Dresdane,QLD,,,,,,,,,2565
4354,Douglas,Queensland,Ormsoane,QLD,,,,,,,,,2566
4354,Goombungee,Queensland,Ormsoane,QLD,,,,,,,,,2567
4354,Kilbirnie,Queensland,Ormsoane,QLD,,,,,,,,,2568
4355,Anduramba,Queensland,Orwsoane,QLD,,,,,,,,,2569
4355,Cressbrook Creek,Queensland,Orwsoane,QLD,,,,,,,,,2570
4355,Crows Nest,Queensland,Orwsoane,QLD,,,,,,,275.0,300.0,2571
4355,Emu Creek,Queensland,Orwsoane,QLD,,,,,,,275.0,300.0,2572
4355,Jones Gully,Queensland,Orwsoane,QLD,,,,,,,,,2573
4355,Mountain Camp,Queensland,Orwsoane,QLD,,,,,,,,,2574
4355,Pierces Creek,Queensland,Orwsoane,QLD,,,,,,,,,2575
4355,Pinelands,Queensland,Orwsoane,QLD,,,,,,,,,2576
4355,Plainby,Queensland,Orwsoane,QLD,,,,,,,,,2577
4355,Upper Pinelands,Queensland,Orwsoane,QLD,,,,,,,,,2578
4356,Bongeen,Queensland,Trtstane,QLD,,,,,,,,,2579
4356,Broxburn,Queensland,Trtstane,QLD,,,,,,,,,2580
4356,Evanslea,Queensland,Trtstane,QLD,,,,,,,,,2581
4356,Irongate,Queensland,Trtstane,QLD,,,,,,,,,2582
4356,Kincora,Queensland,Trtstane,QLD,,,,,,,,,2583
4356,Linthorpe,Queensland,Trtstane,QLD,,,,,,,,,2584
4356,Motley,Queensland,Trtstane,QLD,,,,,,,,,2585
4356,Mount Tyson,Queensland,Trtstane,QLD,,,,,,,275.0,355.0,2586
4356,Mount Tyson,Queensland,Trtstane,QLD,,,,,,,,,2587
4356,North Branch,Queensland,Trtstane,QLD,,,,,,,,,2588
4356,Norwin,Queensland,Trtstane,QLD,,,,,,,,,2589
4356,Pittsworth,Queensland,Trtstane,QLD,,,,,,,275.0,355.0,2590
4356,Purrawunda,Queensland,Trtstane,QLD,,,,,,,,,2591
4356,Rossvale,Queensland,Trtstane,QLD,,,,,,,,,2592
4356,Scrubby Mountain,Queensland,Trtstane,QLD,,,,,,,,,2593
4356,Springside,Queensland,Trtstane,QLD,,,,,,,,,2594
4356,St Helens,Queensland,Trtstane,QLD,,,,,,,,,2595
