Postcode,Suburb,City,State,Statecode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House,id
3174,Noble Park,Melbourne,Victoria,VIC,220.0,320.0,365.0,,,330.0,360.0,400,10248
3073,Reservoir East,Melbourne,Victoria,VIC,,,,,,,,,10249
3171,Springvale,Melbourne,Victoria,VIC,250.0,340.0,400.0,,,350.0,380.0,440,10250
3073,Reservoir North,Melbourne,Victoria,VIC,,,,,,,,,10251
3073,Reservoir South,Melbourne,Victoria,VIC,,,,,,,,,10252
3199,Frankston,Melbourne,Victoria,VIC,225.0,300.0,360.0,,,330.0,370.0,450,10253
3075,Lalor Plaza,Melbourne,Victoria,VIC,,,,,,,,,10254
3198,Seaford,Melbourne,Victoria,VIC,240.0,313.0,360.0,,,330.0,350.0,450,10255
3079,Ivanhoe North,Melbourne,Victoria,VIC,,,,,,,,,10256
3201,Carrum Downs,Melbourne,Victoria,VIC,240.0,313.0,360.0,,,330.0,350.0,450,10257
3081,Bellfield,Melbourne,Victoria,VIC,,,,,,,,,10258
3081,Heidelberg Heights,Melbourne,Victoria,VIC,,,,,,,,,10259
3216,Belmont,Melbourne,Victoria,VIC,230.0,295.0,368.0,,,310.0,360.0,420,10260
3216,Grovedale,Melbourne,Victoria,VIC,230.0,295.0,368.0,,,310.0,360.0,420,10261
3214,Corio,Geelong,Victoria,VIC,185.0,260.0,265.0,,,230.0,265.0,310,10262
3220,Geelong,Melbourne,Victoria,VIC,240.0,298.0,363.0,,,300.0,330.0,390,10263
3083,Kingsbury,Melbourne,Victoria,VIC,,,,,,,,,10264
3083,La Trobe University,Melbourne,Victoria,VIC,,,,,,,,,10265
3086,La Trobe University,Melbourne,Victoria,VIC,,,,,,,,,10266
3218,Herne Hill,Geelong,Victoria,VIC,210.0,280.0,398.0,,,330.0,360.0,400,10267
3084,Banyule,Melbourne,Victoria,VIC,,,,,,,,,10268
3218,Geelong West,Geelong,Victoria,VIC,210.0,280.0,398.0,,,330.0,360.0,400,10269
3084,Eaglemont,Melbourne,Victoria,VIC,,,,,,,,,10270
3212,Lara,Geelong,Victoria,VIC,,280.0,340.0,,,290.0,358.0,425,10271
3220,Newtown,Melbourne,Victoria,VIC,210.0,300.0,395.0,,,355.0,395.0,500,10272
3351,Newtown,Melbourne,Victoria,VIC,210.0,300.0,395.0,,,355.0,395.0,500,10273
3084,Rosanna,Melbourne,Victoria,VIC,,,,,,,,,10274
3215,North Geelong,Geelong,Victoria,VIC,200.0,290.0,370.0,,,298.0,330.0,410,10275
3084,Viewbank,Melbourne,Victoria,VIC,,,,,,,,,10276
3085,Macleod,Melbourne,Victoria,VIC,,,,,,,,,10277
3350,Ballarat,Ballarat,Victoria,VIC,175.0,250.0,295.0,,,250.0,290.0,358,10278
3353,Ballarat,Ballarat,Victoria,VIC,175.0,250.0,295.0,,,250.0,290.0,358,10279
3085,Macleod West,Melbourne,Victoria,VIC,,,,,,,,,10280
3350,Mount Clear,Ballarat,Victoria,VIC,170.0,240.0,280.0,,,230.0,310.0,380,10281
3085,Yallambie,Melbourne,Victoria,VIC,,,,,,,,,10282
3357,Buninyong,Melbourne,Victoria,VIC,170.0,240.0,280.0,,,230.0,310.0,380,10283
3356,Sebastopol,Melbourne,Victoria,VIC,180.0,230.0,265.0,,,243.0,275.0,348,10284
3087,Watsonia,Melbourne,Victoria,VIC,,,,,,,,,10285
3356,Delacombe,Melbourne,Victoria,VIC,180.0,230.0,265.0,,,243.0,275.0,348,10286
3087,Watsonia North,Melbourne,Victoria,VIC,,,,,,,,,10287
3355,Wendouree,Melbourne,Victoria,VIC,160.0,230.0,310.0,,,240.0,300.0,370,10288
3088,Briar Hill,Melbourne,Victoria,VIC,,,,,,,,,10289
3350,Alfredton,Ballarat,Victoria,VIC,160.0,230.0,310.0,,,240.0,300.0,370,10290
3088,Saint Helena,Melbourne,Victoria,VIC,,,,,,,,,10291
3089,Diamond Creek,Melbourne,Victoria,VIC,,,,,,,,,10292
3090,Plenty,Melbourne,Victoria,VIC,,,,,,,,,10293
3091,Yarrambat,Melbourne,Victoria,VIC,,,,,,,,,10294
3093,Lower Plenty,Melbourne,Victoria,VIC,,,,,,,,,10295
3095,Eltham North,Melbourne,Victoria,VIC,,,,,,,,,10296
3096,Wattle Glen,Melbourne,Victoria,VIC,,,,,,,,,10297
3097,Bend Of Islands,Melbourne,Victoria,VIC,,,,,,,,,10298
3097,Kangaroo Ground,Melbourne,Victoria,VIC,,,,,,,,,10299
3300,Hamilton,Melbourne,Victoria,VIC,150.0,190.0,,,,210.0,240.0,305,10300
3097,Watsons Creek,Melbourne,Victoria,VIC,,,,,,,,,10301
3099,Arthurs Creek,Melbourne,Victoria,VIC,,,,,,,,,10302
3099,Cottles Bridge,Melbourne,Victoria,VIC,,,,,,,,,10303
3099,Nutfield,Melbourne,Victoria,VIC,,,,,,,,,10304
3099,Strathewen,Melbourne,Victoria,VIC,,,,,,,,,10305
3226,Ocean Grove,Melbourne,Victoria,VIC,,310.0,370.0,,,333.0,385.0,450,10306
3101,Cotham,Melbourne,Victoria,VIC,,,,,,,,,10307
3227,Barwon Heads,Melbourne,Victoria,VIC,,310.0,370.0,,,333.0,385.0,450,10308
3305,Portland,Melbourne,Victoria,VIC,155.0,170.0,260.0,,,200.0,245.0,320,10309
3102,Kew East,Melbourne,Victoria,VIC,,,,,,,,,10310
3103,Balwyn East,Melbourne,Victoria,VIC,,,,,,,,,10311
3104,Balwyn North,Melbourne,Victoria,VIC,,,,,,,,,10312
3104,Greythorn,Melbourne,Victoria,VIC,,,,,,,,,10313
3228,Torquay,Melbourne,Victoria,VIC,265.0,330.0,400.0,,,390.0,450.0,510,10314
3107,Templestowe Lower,Melbourne,Victoria,VIC,,,,,,,,,10315
3280,Warrnambool,Melbourne,Victoria,VIC,188.0,240.0,310.0,,,280.0,320.0,400,10316
3109,Doncaster Heights,Melbourne,Victoria,VIC,,,,,,,,,10317
3109,The Pines,Melbourne,Victoria,VIC,,,,,,,,,10318
3113,North Warrandyte,Melbourne,Victoria,VIC,,,,,,,,,10319
3113,Warrandyte,Melbourne,Victoria,VIC,,,,,,,,,10320
3114,Park Orchards,Melbourne,Victoria,VIC,,,,,,,,,10321
3115,Wonga Park,Melbourne,Victoria,VIC,,,,,,,,,10322
3116,Chirnside Park,Melbourne,Victoria,VIC,,,,,,,,,10323
3121,Burnley North,Melbourne,Victoria,VIC,,,,,,,,,10324
3121,Cremorne,Melbourne,Victoria,VIC,,,,,,,,,10325
3121,Richmond East,Melbourne,Victoria,VIC,,,,,,,,,10326
3121,Richmond North,Melbourne,Victoria,VIC,,,,,,,,,10327
3121,Richmond South,Melbourne,Victoria,VIC,,,,,,,,,10328
3122,Auburn South,Melbourne,Victoria,VIC,,,,,,,,,10329
3122,Hawthorn North,Melbourne,Victoria,VIC,,,,,,,,,10330
3122,Hawthorn West,Melbourne,Victoria,VIC,,,,,,,,,10331
3123,Auburn,Melbourne,Victoria,VIC,,,,,,,,,10332
3123,Hawthorn East,Melbourne,Victoria,VIC,350.0,440.0,580.0,,,580.0,720.0,995,10333
3124,Camberwell North,Melbourne,Victoria,VIC,,,,,,,,,10334
3124,Camberwell South,Melbourne,Victoria,VIC,,,,,,,,,10335
3124,Camberwell West,Melbourne,Victoria,VIC,,,,,,,,,10336
3124,Hartwell,Melbourne,Victoria,VIC,,,,,,,,,10337
3124,Middle Camberwell,Melbourne,Victoria,VIC,,,,,,,,,10338
3125,Bennettswood,Melbourne,Victoria,VIC,,,,,,,,,10339
3125,Surrey Hills South,Melbourne,Victoria,VIC,,,,,,,,,10340
3126,Camberwell East,Melbourne,Victoria,VIC,,,,,,,,,10341
3127,Surrey Hills North,Melbourne,Victoria,VIC,,,,,,,,,10342
3128,Box Hill Central,Melbourne,Victoria,VIC,,,,,,,,,10343
3128,Box Hill South,Melbourne,Victoria,VIC,,,,,,,,,10344
3128,Houston,Melbourne,Victoria,VIC,,,,,,,,,10345
3128,Wattle Park,Melbourne,Victoria,VIC,,,,,,,,,10346
3129,Box Hill North,Melbourne,Victoria,VIC,,,,,,,,,10347
3129,Kerrimuir,Melbourne,Victoria,VIC,,,,,,,,,10348
3129,Mont Albert North,Melbourne,Victoria,VIC,,,,,,,,,10349
3130,Blackburn North,Melbourne,Victoria,VIC,,,,,,,,,10350
3130,Blackburn South,Melbourne,Victoria,VIC,,,,,,,,,10351
3130,Laburnum,Melbourne,Victoria,VIC,,,,,,,,,10352
3131,Brentford Square,Melbourne,Victoria,VIC,,,,,,,,,10353
3132,Mitcham North,Melbourne,Victoria,VIC,,,,,,,,,10354
3132,Rangeview,Melbourne,Victoria,VIC,,,,,,,,,10355
3133,Vermont South,Melbourne,Victoria,VIC,,,,,,,,,10356
3134,Ringwood North,Melbourne,Victoria,VIC,,,,,,,,,10357
3134,Warrandyte South,Melbourne,Victoria,VIC,,,,,,,,,10358
3134,Warranwood,Melbourne,Victoria,VIC,,,,,,,,,10359
3135,Bedford Road,Melbourne,Victoria,VIC,,,,,,,,,10360
3135,Heathmont,Melbourne,Victoria,VIC,,,,,,,,,10361
3135,Ringwood East,Melbourne,Victoria,VIC,,,,,,,,,10362
3136,Croydon Hills,Melbourne,Victoria,VIC,,,,,,,,,10363
3136,Croydon North,Melbourne,Victoria,VIC,,,,,,,,,10364
3136,Croydon South,Melbourne,Victoria,VIC,,,,,,,,,10365
3137,Kilsyth,Melbourne,Victoria,VIC,,,,,,,,,10366
3137,Kilsyth South,Melbourne,Victoria,VIC,,,,,,,,,10367
3138,Mooroolbark,Melbourne,Victoria,VIC,,,,,,,,,10368
3139,Beenak,Melbourne,Victoria,VIC,,,,,,,,,10369
3139,Don Valley,Melbourne,Victoria,VIC,,,,,,,,,10370
3139,Hoddles Creek,Melbourne,Victoria,VIC,,,,,,,,,10371
3139,Launching Place,Melbourne,Victoria,VIC,,,,,,,,,10372
3139,Seville,Melbourne,Victoria,VIC,,,,,,,,,10373
3139,Seville East,Melbourne,Victoria,VIC,,,,,,,,,10374
3139,Wandin East,Melbourne,Victoria,VIC,,,,,,,,,10375
3139,Wandin North,Melbourne,Victoria,VIC,,,,,,,,,10376
3139,Woori Yallock,Melbourne,Victoria,VIC,,,,,,,,,10377
3139,Yellingbo,Melbourne,Victoria,VIC,,,,,,,,,10378
3141,Chapel Street North,Melbourne,Victoria,VIC,,,,,,,,,10379
3142,Hawksburn,Melbourne,Victoria,VIC,,,,,,,,,10380
3143,Armadale North,Armadale,Victoria,VIC,,,,,,,,,10381
3144,Kooyong,Melbourne,Victoria,VIC,,,,,,,,,10382
3144,Malvern North,Melbourne,Victoria,VIC,,,,,,,,,10383
3145,Caulfield East,Melbourne,Victoria,VIC,,,,,,,,,10384
3145,Central Park,Melbourne,Victoria,VIC,,,,,,,,,10385
3145,Darling,Melbourne,Victoria,VIC,,,,,,,,,10386
3147,Ashwood,Melbourne,Victoria,VIC,,,,,,,,,10387
3148,Chadstone Centre,Melbourne,Victoria,VIC,,,,,,,,,10388
3148,Holmesglen,Melbourne,Victoria,VIC,,,,,,,,,10389
3149,Pinewood,Melbourne,Victoria,VIC,,,,,,,,,10390
3149,Syndal,Melbourne,Victoria,VIC,,,,,,,,,10391
3150,Wheelers Hill,Melbourne,Victoria,VIC,,,,,,,,,10392
3151,Burwood Heights,Melbourne,Victoria,VIC,,,,,,,,,10393
3152,Knox City Centre,Melbourne,Victoria,VIC,,,,,,,,,10394
3152,Wantirna South,Melbourne,Victoria,VIC,,,,,,,,,10395
3153,Bayswater North,Melbourne,Victoria,VIC,,,,,,,,,10396
3154,The Basin,Melbourne,Victoria,VIC,,,,,,,,,10397
3156,Lysterfield,Melbourne,Victoria,VIC,,,,,,,,,10398
3156,Lysterfield South,Melbourne,Victoria,VIC,,,,,,,,,10399
3156,Mountain Gate,Melbourne,Victoria,VIC,,,,,,,,,10400
3156,Upper Ferntree Gully,Melbourne,Victoria,VIC,,,,,,,,,10401
3158,Upwey,Melbourne,Victoria,VIC,,,,,,,,,10402
3159,Menzies Creek,Melbourne,Victoria,VIC,,,,,,,,,10403
3159,Selby,Melbourne,Victoria,VIC,,,,,,,,,10404
3160,Belgrave,Melbourne,Victoria,VIC,,,,,,,,,10405
3160,Belgrave Heights,Melbourne,Victoria,VIC,,,,,,,,,10406
3160,Belgrave South,Melbourne,Victoria,VIC,,,,,,,,,10407
3160,Tecoma,Melbourne,Victoria,VIC,,,,,,,,,10408
3161,Caulfield North,Melbourne,Victoria,VIC,,,,,,,,,10409
3162,Caulfield South,Melbourne,Victoria,VIC,,,,,,,,,10410
3162,Hopetoun Gardens,Melbourne,Victoria,VIC,,,,,,,,,10411
3163,Glen Huntly,Melbourne,Victoria,VIC,,,,,,,,,10412
3164,Dandenong South,Melbourne,Victoria,VIC,,,,,,,,,10413
3175,Dandenong South,Melbourne,Victoria,VIC,,,,,,,,,10414
3165,Bentleigh East,Melbourne,Victoria,VIC,,,,,,,,,10415
3165,Coatesville,Melbourne,Victoria,VIC,,,,,,,,,10416
3166,Huntingdale,Melbourne,Victoria,VIC,,,,,,,,,10417
3166,Oakleigh East,Melbourne,Victoria,VIC,,,,,,,,,10418
3167,Oakleigh South,Melbourne,Victoria,VIC,,,,,,,,,10419
3168,Notting Hill,Melbourne,Victoria,VIC,,,,,,,,,10420
3169,Clarinda,Melbourne,Victoria,VIC,,,,,,,,,10421
3169,Clayton South,Melbourne,Victoria,VIC,,,,,,,,,10422
3170,Waverley Gardens,Melbourne,Victoria,VIC,,,,,,,,,10423
3171,Sandown Village,Melbourne,Victoria,VIC,,,,,,,,,10424
3172,Dingley Village,Melbourne,Victoria,VIC,,,,,,,,,10425
3172,Springvale South,Melbourne,Victoria,VIC,,,,,,,,,10426
3173,Keysborough,Melbourne,Victoria,VIC,,,,,,,,,10427
3174,Noble Park East,Melbourne,Victoria,VIC,,,,,,,,,10428
3174,Noble Park North,Melbourne,Victoria,VIC,,,,,,,,,10429
3175,Bangholme,Melbourne,Victoria,VIC,,,,,,,,,10430
3175,Dandenong East,Melbourne,Victoria,VIC,,,,,,,,,10431
3175,Dunearn,Melbourne,Victoria,VIC,,,,,,,,,10432
3177,Doveton,Melbourne,Victoria,VIC,,,,,,,,,10433
3177,Eumemmerring,Melbourne,Victoria,VIC,,,,,,,,,10434
3180,Knoxfield,Melbourne,Victoria,VIC,,,,,,,,,10435
3181,Prahran East,Melbourne,Victoria,VIC,,,,,,,,,10436
3182,St Kilda West,Melbourne,Victoria,VIC,,,,,,,,,10437
3183,Balaclava,Melbourne,Victoria,VIC,,,,,,,,,10438
3183,St Kilda East,Melbourne,Victoria,VIC,310.0,415.0,553.0,,,580.0,745.0,895,10439
3184,Brighton Road,Melbourne,Victoria,VIC,,,,,,,,,10440
3185,Gardenvale,Melbourne,Victoria,VIC,,,,,,,,,10441
3185,Ripponlea,Melbourne,Victoria,VIC,,,,,,,,,10442
3186,Brighton North,Melbourne,Victoria,VIC,,,,,,,,,10443
3186,Dendy,Melbourne,Victoria,VIC,,,,,,,,,10444
3187,North Road,Melbourne,Victoria,VIC,,,,,,,,,10445
3188,Hampton East,Melbourne,Victoria,VIC,335.0,465.0,610.0,,,510.0,700.0,1000,10446
3188,Hampton North,Melbourne,Victoria,VIC,335.0,465.0,610.0,,,510.0,700.0,1000,10447
3189,Moorabbin,Melbourne,Victoria,VIC,,,,,,,,,10448
3189,Wishart,Melbourne,Victoria,VIC,,,,,,,,,10449
3190,Highett,Melbourne,Victoria,VIC,,,,,,,,,10450
3191,Sandringham,Melbourne,Victoria,VIC,,,,,,,,,10451
3192,Cheltenham East,Melbourne,Victoria,VIC,,,,,,,,,10452
3192,Cheltenham North,Melbourne,Victoria,VIC,,,,,,,,,10453
3192,Southland Centre,Melbourne,Victoria,VIC,,,,,,,,,10454
3193,Black Rock,Melbourne,Victoria,VIC,,,,,,,,,10455
3193,Black Rock North,Melbourne,Victoria,VIC,,,,,,,,,10456
3193,Cromer,Melbourne,Victoria,VIC,,,,,,,,,10457
3194,Mentone,Melbourne,Victoria,VIC,290.0,390.0,505.0,,,435.0,520.0,660,10458
3194,Mentone East,Melbourne,Victoria,VIC,,,,,,,,,10459
3194,Moorabbin Airport,Melbourne,Victoria,VIC,,,,,,,,,10460
3195,Aspendale Gardens,Melbourne,Victoria,VIC,,,,,,,,,10461
3195,Braeside,Melbourne,Victoria,VIC,,,,,,,,,10462
3195,Mordialloc,Melbourne,Victoria,VIC,290.0,390.0,505.0,,,435.0,520.0,660,10463
3195,Parkdale,Melbourne,Victoria,VIC,290.0,390.0,505.0,,,435.0,520.0,660,10464
3195,Waterways,Melbourne,Victoria,VIC,,,,,,,,,10465
3196,Bonbeach,Melbourne,Victoria,VIC,,,,,,,,,10466
3196,Chelsea Heights,Melbourne,Victoria,VIC,,,,,,,,,10467
3196,Edithvale,Melbourne,Victoria,VIC,,,,,,,,,10468
3197,Patterson Lakes,Melbourne,Victoria,VIC,,,,,,,,,10469
3198,Belvedere Park,Melbourne,Victoria,VIC,,,,,,,,,10470
3199,Frankston East,Melbourne,Victoria,VIC,,,,,,,,,10471
3199,Frankston Heights,Melbourne,Victoria,VIC,,,,,,,,,10472
3199,Frankston South,Melbourne,Victoria,VIC,,,,,,,,,10473
3199,Karingal,Melbourne,Victoria,VIC,,,,,,,,,10474
3199,Karingal Centre,Melbourne,Victoria,VIC,,,,,,,,,10475
3200,Frankston North,Melbourne,Victoria,VIC,,,,,,,,,10476
3200,Pines Forest,Melbourne,Victoria,VIC,,,,,,,,,10477
3202,Heatherton,Melbourne,Victoria,VIC,,,,,,,,,10478
3204,Mckinnon,Melbourne,Victoria,VIC,,,,,,,,,10479
3204,Ormond,Melbourne,Victoria,VIC,,,,,,,,,10480
3204,Patterson,Melbourne,Victoria,VIC,,,,,,,,,10481
3207,Garden City,Melbourne,Victoria,VIC,,,,,,,,,10482
3211,Little River,Geelong,Victoria,VIC,,,,,,,,,10483
3212,Point Wilson,Geelong,Victoria,VIC,,,,,,,,,10484
3214,Norlane,Geelong,Victoria,VIC,,,,,,,,,10485
3214,North Shore,Geelong,Victoria,VIC,,,,,,,,,10486
3215,Bell Park,Geelong,Victoria,VIC,,,,,,,,,10487
3215,Bell Post Hill,Geelong,Victoria,VIC,,,,,,,,,10488
3215,Drumcondra,Geelong,Victoria,VIC,,,,,,,,,10489
3215,Geelong North,Geelong,Victoria,VIC,,,,,,,,,10490
3215,Hamlyn Heights,Geelong,Victoria,VIC,,,,,,,,,10491
3215,Rippleside,Geelong,Victoria,VIC,,,,,,,,,10492
3216,Freshwater Creek,Melbourne,Victoria,VIC,,,,,,,,,10493
3216,Grovedale East,Melbourne,Victoria,VIC,,,,,,,,,10494
3216,Highton,Melbourne,Victoria,VIC,,,,,,,,,10495
3216,Mount Duneed,Melbourne,Victoria,VIC,,,,,,,,,10496
3216,Wandana Heights,Melbourne,Victoria,VIC,,,,,,,,,10497
3216,Waurn Ponds,Melbourne,Victoria,VIC,,,,,,,,,10498
3217,Deakin University,Melbourne,Victoria,VIC,,,,,,,,,10499
3218,Manifold Heights,Geelong,Victoria,VIC,,,,,,,,,10500
3219,Breakwater,Melbourne,Victoria,VIC,,,,,,,,,10501
3219,East Geelong,Melbourne,Victoria,VIC,,,,,,,,,10502
3219,Newcombe,Geelong,Victoria,VIC,240.0,298.0,363.0,,,300.0,330.0,390,10503
3219,St Albans Park,Melbourne,Victoria,VIC,,,,,,,,,10504
3219,Thomson,Melbourne,Victoria,VIC,,,,,,,,,10505
3219,Whittington,Melbourne,Victoria,VIC,,,,,,,,,10506
3220,Bareena,Melbourne,Victoria,VIC,,,,,,,,,10507
3220,South Geelong,Melbourne,Victoria,VIC,,,,,,,,,10508
3221,Anakie,Geelong,Victoria,VIC,,,,,,,,,10509
3221,Barrabool,Melbourne,Victoria,VIC,,,,,,,,,10510
3221,Batesford,Geelong,Victoria,VIC,,,,,,,,,10511
3221,Bellarine,Melbourne,Victoria,VIC,,,,,,,,,10512
3221,Ceres,Melbourne,Victoria,VIC,,,,,,,,,10513
3221,Fyansford,Melbourne,Victoria,VIC,,,,,,,,,10514
3221,Gnarwarre,Melbourne,Victoria,VIC,,,,,,,,,10515
3221,Grey River,Geelong,Victoria,VIC,,,,,,,,,10516
3221,Kennett River,Melbourne,Victoria,VIC,,,,,,,,,10517
3221,Lovely Banks,Geelong,Victoria,VIC,,,,,,,,,10518
3221,Moolap,Melbourne,Victoria,VIC,,,,,,,,,10519
3221,Moorabool,Geelong,Victoria,VIC,,,,,,,,,10520
3221,Murgheboluc,Melbourne,Victoria,VIC,,,,,,,,,10521
3221,Separation Creek,Geelong,Victoria,VIC,,,,,,,,,10522
3221,Staughton Vale,Geelong,Victoria,VIC,,,,,,,,,10523
3221,Stonehaven,Melbourne,Victoria,VIC,,,,,,,,,10524
3221,Sugarloaf,Geelong,Victoria,VIC,,,,,,,,,10525
3221,Wallington,Melbourne,Victoria,VIC,,,,,,,,,10526
3221,Wongarra,Geelong,Victoria,VIC,,,,,,,,,10527
3221,Wye River,Melbourne,Victoria,VIC,,,,,,,,,10528
3222,Clifton Springs,Melbourne,Victoria,VIC,,,,,,,,,10529
3222,Curlewis,Melbourne,Victoria,VIC,,,,,,,,,10530
3222,Drysdale,Melbourne,Victoria,VIC,,,,,,,,,10531
3222,Mannerim,Melbourne,Victoria,VIC,,,,,,,,,10532
3222,Marcus Hill,Melbourne,Victoria,VIC,,,,,,,,,10533
3223,Indented Head,Melbourne,Victoria,VIC,,,,,,,,,10534
3223,Portarlington,Melbourne,Victoria,VIC,,,,,,,,,10535
3223,St Leonards,Melbourne,Victoria,VIC,,,,,,,,,10536
3224,Leopold,Melbourne,Victoria,VIC,,,,,,,,,10537
3225,Point Lonsdale,Melbourne,Victoria,VIC,,,,,,,,,10538
3225,Queenscliff,Melbourne,Victoria,VIC,,,,,,,,,10539
3225,Swan Bay,Melbourne,Victoria,VIC,,,,,,,,,10540
3225,Swan Island,Melbourne,Victoria,VIC,,,,,,,,,10541
3227,Breamlea,Melbourne,Victoria,VIC,,,,,,,,,10542
3227,Connewarre,Melbourne,Victoria,VIC,,,,,,,,,10543
3228,Bellbrae,Melbourne,Victoria,VIC,,,,,,,,,10544
3228,Bells Beach,Melbourne,Victoria,VIC,,,,,,,,,10545
3228,Jan Juc,Melbourne,Victoria,VIC,,,,,,,,,10546
3230,Anglesea,Melbourne,Victoria,VIC,,,,,,,,,10547
3231,Aireys Inlet,Geelong,Victoria,VIC,,,,,,,,,10548
3231,Big Hill,Geelong,Victoria,VIC,,,,,,,,,10549
3231,Eastern View,Geelong,Victoria,VIC,,,,,,,,,10550
3231,Fairhaven,Geelong,Victoria,VIC,,,,,,,,,10551
3231,Moggs Creek,Geelong,Victoria,VIC,,,,,,,,,10552
3232,Lorne,Melbourne,Victoria,VIC,,,,,,,,,10553
3233,Apollo Bay,Melbourne,Victoria,VIC,,,,,,,,,10554
3233,Cape Otway,Melbourne,Victoria,VIC,,,,,,,,,10555
3233,Marengo,Melbourne,Victoria,VIC,,,,,,,,,10556
3233,Petticoat Creek,Melbourne,Victoria,VIC,,,,,,,,,10557
3233,Skenes Creek,Melbourne,Victoria,VIC,,,,,,,,,10558
3233,Skenes Creek North,Melbourne,Victoria,VIC,,,,,,,,,10559
3235,Benwerrin,Melbourne,Victoria,VIC,,,,,,,,,10560
3235,Boonah,Melbourne,Victoria,VIC,,,,,,,,,10561
3235,Deans Marsh,Melbourne,Victoria,VIC,,,,,,,,,10562
3235,Pennyroyal,Melbourne,Victoria,VIC,,,,,,,,,10563
3236,Forrest,Melbourne,Victoria,VIC,,,,,,,,,10564
3236,Mount Sabine,Melbourne,Victoria,VIC,,,,,,,,,10565
3237,Aire Valley,Melbourne,Victoria,VIC,,,,,,,,,10566
3237,Beech Forest,Melbourne,Victoria,VIC,,,,,,,,,10567
3237,Gellibrand Lower,Melbourne,Victoria,VIC,,,,,,,,,10568
3237,Wattle Hill,Melbourne,Victoria,VIC,,,,,,,,,10569
3237,Weeaproinah,Melbourne,Victoria,VIC,,,,,,,,,10570
3237,Wyelangta,Melbourne,Victoria,VIC,,,,,,,,,10571
3237,Yuulong,Melbourne,Victoria,VIC,,,,,,,,,10572
3238,Glenaire,Melbourne,Victoria,VIC,,,,,,,,,10573
3238,Hordern Vale,Melbourne,Victoria,VIC,,,,,,,,,10574
3238,Johanna,Melbourne,Victoria,VIC,,,,,,,,,10575
3238,Lavers Hill,Melbourne,Victoria,VIC,,,,,,,,,10576
3239,Carlisle River,Melbourne,Victoria,VIC,,,,,,,,,10577
3239,Chapple Vale,Melbourne,Victoria,VIC,,,,,,,,,10578
3239,Gellibrand,Melbourne,Victoria,VIC,,,,,,,,,10579
3239,Kennedys Creek,Melbourne,Victoria,VIC,,,,,,,,,10580
3240,Buckley,Melbourne,Victoria,VIC,,,,,,,,,10581
3240,Gherang,Melbourne,Victoria,VIC,,,,,,,,,10582
3240,Modewarre,Melbourne,Victoria,VIC,,,,,,,,,10583
3240,Moriac,Melbourne,Victoria,VIC,,,,,,,,,10584
3240,Mount Moriac,Melbourne,Victoria,VIC,,,,,,,,,10585
3240,Paraparap,Melbourne,Victoria,VIC,,,,,,,,,10586
3241,Bambra,Melbourne,Victoria,VIC,,,,,,,,,10587
3241,Ombersley,Melbourne,Victoria,VIC,,,,,,,,,10588
3241,Wensleydale,Melbourne,Victoria,VIC,,,,,,,,,10589
3241,Winchelsea,Melbourne,Victoria,VIC,,,,,,,,,10590
3241,Winchelsea South,Melbourne,Victoria,VIC,,,,,,,,,10591
3241,Wurdiboluc,Melbourne,Victoria,VIC,,,,,,,,,10592
3242,Birregurra,Melbourne,Victoria,VIC,,,,,,,,,10593
3243,Barwon Downs,Melbourne,Victoria,VIC,,,,,,,,,10594
3243,Gerangamete,Melbourne,Victoria,VIC,,,,,,,,,10595
3243,Murroon,Melbourne,Victoria,VIC,,,,,,,,,10596
3243,Warncoort,Melbourne,Victoria,VIC,,,,,,,,,10597
3243,Whoorel,Melbourne,Victoria,VIC,,,,,,,,,10598
3249,Alvie,Melbourne,Victoria,VIC,,,,,,,,,10599
3249,Balintore,Melbourne,Victoria,VIC,,,,,,,,,10600
3249,Barongarook,Melbourne,Victoria,VIC,,,,,,,,,10601
3249,Barongarook West,Melbourne,Victoria,VIC,,,,,,,,,10602
3249,Barramunga,Melbourne,Victoria,VIC,,,,,,,,,10603
3249,Coragulac,Melbourne,Victoria,VIC,,,,,,,,,10604
3249,Corunnun,Melbourne,Victoria,VIC,,,,,,,,,10605
3249,Dreeite,Melbourne,Victoria,VIC,,,,,,,,,10606
3249,Dreeite South,Melbourne,Victoria,VIC,,,,,,,,,10607
3249,Irrewarra,Melbourne,Victoria,VIC,,,,,,,,,10608
3249,Irrewillipe,Melbourne,Victoria,VIC,,,,,,,,,10609
3249,Irrewillipe East,Melbourne,Victoria,VIC,,,,,,,,,10610
3249,Kawarren,Melbourne,Victoria,VIC,,,,,,,,,10611
3249,Larpent,Melbourne,Victoria,VIC,,,,,,,,,10612
3249,Nalangil,Melbourne,Victoria,VIC,,,,,,,,,10613
3249,Ondit,Melbourne,Victoria,VIC,,,,,,,,,10614
3249,Pirron Yallock,Melbourne,Victoria,VIC,,,,,,,,,10615
3249,Pomborneit East,Melbourne,Victoria,VIC,,,,,,,,,10616
3249,Swan Marsh,Melbourne,Victoria,VIC,,,,,,,,,10617
3249,Tanybryn,Melbourne,Victoria,VIC,,,,,,,,,10618
3249,Warrion,Melbourne,Victoria,VIC,,,,,,,,,10619
3249,Wool Wool,Melbourne,Victoria,VIC,,,,,,,,,10620
3249,Yeo,Melbourne,Victoria,VIC,,,,,,,,,10621
