,,,0
98,Q4,Road fatality,0.0
98,Q4,Road collision with injury,2.0
98,Q4,Traffic Infringement Notices,31.0
98,Q4,Property damage,5.0
98,Q4,Other offences,8.0
98,Q4,suburb,
98,Q4,district,
98,Quarter,Homicide,
98,Quarter,Assault,
98,Quarter,Sexual assault,
98,Quarter,Offences against a person,
98,Quarter,Burglary,
98,Quarter,Motor vehicle theft,
98,Quarter,Theft (excluding Motor Vehicles),
98,Quarter,Robbery,
98,Quarter,Road fatality,
98,Quarter,Road collision with injury,
98,Quarter,Traffic Infringement Notices,
98,Quarter,Property damage,
98,Quarter,Other offences,
98,Quarter,suburb,Curtin
98,Quarter,district,
99,Q1,Homicide,0.0
99,Q1,Assault,2.0
99,Q1,Sexual assault,0.0
99,Q1,Offences against a person,0.0
99,Q1,Burglary,7.0
99,Q1,Motor vehicle theft,0.0
99,Q1,Theft (excluding Motor Vehicles),16.0
99,Q1,Robbery,0.0
99,Q1,Road fatality,0.0
99,Q1,Road collision with injury,0.0
99,Q1,Traffic Infringement Notices,2.0
99,Q1,Property damage,8.0
99,Q1,Other offences,6.0
99,Q1,suburb,
99,Q1,district,
99,Q2,Homicide,0.0
99,Q2,Assault,1.0
99,Q2,Sexual assault,0.0
99,Q2,Offences against a person,0.0
99,Q2,Burglary,2.0
99,Q2,Motor vehicle theft,1.0
99,Q2,Theft (excluding Motor Vehicles),7.0
99,Q2,Robbery,0.0
99,Q2,Road fatality,0.0
99,Q2,Road collision with injury,1.0
99,Q2,Traffic Infringement Notices,1.0
99,Q2,Property damage,1.0
99,Q2,Other offences,3.0
99,Q2,suburb,
99,Q2,district,
99,Q3,Homicide,0.0
99,Q3,Assault,2.0
99,Q3,Sexual assault,0.0
99,Q3,Offences against a person,0.0
99,Q3,Burglary,5.0
99,Q3,Motor vehicle theft,1.0
99,Q3,Theft (excluding Motor Vehicles),7.0
99,Q3,Robbery,0.0
99,Q3,Road fatality,0.0
99,Q3,Road collision with injury,1.0
99,Q3,Traffic Infringement Notices,4.0
99,Q3,Property damage,7.0
99,Q3,Other offences,7.0
99,Q3,suburb,
99,Q3,district,
99,Q4,Homicide,0.0
99,Q4,Assault,2.0
99,Q4,Sexual assault,0.0
99,Q4,Offences against a person,0.0
99,Q4,Burglary,6.0
99,Q4,Motor vehicle theft,3.0
99,Q4,Theft (excluding Motor Vehicles),9.0
99,Q4,Robbery,0.0
99,Q4,Road fatality,0.0
99,Q4,Road collision with injury,0.0
99,Q4,Traffic Infringement Notices,3.0
99,Q4,Property damage,3.0
99,Q4,Other offences,3.0
99,Q4,suburb,
99,Q4,district,
99,Quarter,Homicide,
99,Quarter,Assault,
99,Quarter,Sexual assault,
99,Quarter,Offences against a person,
99,Quarter,Burglary,
99,Quarter,Motor vehicle theft,
99,Quarter,Theft (excluding Motor Vehicles),
99,Quarter,Robbery,
99,Quarter,Road fatality,
99,Quarter,Road collision with injury,
99,Quarter,Traffic Infringement Notices,
99,Quarter,Property damage,
99,Quarter,Other offences,
99,Quarter,suburb,Farrer
99,Quarter,district,
100,Q1,Homicide,0.0
100,Q1,Assault,10.0
100,Q1,Sexual assault,0.0
100,Q1,Offences against a person,1.0
100,Q1,Burglary,4.0
100,Q1,Motor vehicle theft,0.0
100,Q1,Theft (excluding Motor Vehicles),13.0
100,Q1,Robbery,0.0
100,Q1,Road fatality,0.0
100,Q1,Road collision with injury,1.0
100,Q1,Traffic Infringement Notices,8.0
100,Q1,Property damage,8.0
100,Q1,Other offences,7.0
100,Q1,suburb,
100,Q1,district,
100,Q2,Homicide,0.0
100,Q2,Assault,11.0
100,Q2,Sexual assault,1.0
100,Q2,Offences against a person,0.0
100,Q2,Burglary,5.0
100,Q2,Motor vehicle theft,5.0
100,Q2,Theft (excluding Motor Vehicles),22.0
100,Q2,Robbery,0.0
100,Q2,Road fatality,0.0
100,Q2,Road collision with injury,0.0
100,Q2,Traffic Infringement Notices,5.0
100,Q2,Property damage,8.0
100,Q2,Other offences,15.0
100,Q2,suburb,
100,Q2,district,
100,Q3,Homicide,0.0
100,Q3,Assault,12.0
100,Q3,Sexual assault,2.0
100,Q3,Offences against a person,0.0
100,Q3,Burglary,3.0
100,Q3,Motor vehicle theft,4.0
100,Q3,Theft (excluding Motor Vehicles),25.0
100,Q3,Robbery,1.0
100,Q3,Road fatality,0.0
100,Q3,Road collision with injury,1.0
100,Q3,Traffic Infringement Notices,5.0
100,Q3,Property damage,14.0
100,Q3,Other offences,16.0
100,Q3,suburb,
100,Q3,district,
100,Q4,Homicide,0.0
100,Q4,Assault,5.0
100,Q4,Sexual assault,0.0
100,Q4,Offences against a person,0.0
100,Q4,Burglary,4.0
100,Q4,Motor vehicle theft,0.0
100,Q4,Theft (excluding Motor Vehicles),15.0
100,Q4,Robbery,0.0
100,Q4,Road fatality,0.0
100,Q4,Road collision with injury,2.0
100,Q4,Traffic Infringement Notices,7.0
100,Q4,Property damage,3.0
100,Q4,Other offences,25.0
100,Q4,suburb,
100,Q4,district,
100,Quarter,Homicide,
100,Quarter,Assault,
100,Quarter,Sexual assault,
100,Quarter,Offences against a person,
100,Quarter,Burglary,
100,Quarter,Motor vehicle theft,
100,Quarter,Theft (excluding Motor Vehicles),
100,Quarter,Robbery,
100,Quarter,Road fatality,
100,Quarter,Road collision with injury,
100,Quarter,Traffic Infringement Notices,
100,Quarter,Property damage,
100,Quarter,Other offences,
100,Quarter,suburb,Garran
100,Quarter,district,
101,Q1,Homicide,0.0
101,Q1,Assault,1.0
101,Q1,Sexual assault,0.0
101,Q1,Offences against a person,0.0
101,Q1,Burglary,2.0
101,Q1,Motor vehicle theft,2.0
101,Q1,Theft (excluding Motor Vehicles),8.0
101,Q1,Robbery,0.0
101,Q1,Road fatality,0.0
101,Q1,Road collision with injury,0.0
101,Q1,Traffic Infringement Notices,1.0
101,Q1,Property damage,2.0
101,Q1,Other offences,1.0
101,Q1,suburb,
101,Q1,district,
101,Q2,Homicide,0.0
101,Q2,Assault,0.0
101,Q2,Sexual assault,4.0
101,Q2,Offences against a person,0.0
101,Q2,Burglary,3.0
101,Q2,Motor vehicle theft,2.0
101,Q2,Theft (excluding Motor Vehicles),9.0
101,Q2,Robbery,0.0
101,Q2,Road fatality,0.0
101,Q2,Road collision with injury,0.0
101,Q2,Traffic Infringement Notices,4.0
101,Q2,Property damage,4.0
101,Q2,Other offences,9.0
101,Q2,suburb,
101,Q2,district,
101,Q3,Homicide,0.0
101,Q3,Assault,2.0
101,Q3,Sexual assault,0.0
101,Q3,Offences against a person,0.0
101,Q3,Burglary,3.0
101,Q3,Motor vehicle theft,2.0
101,Q3,Theft (excluding Motor Vehicles),16.0
101,Q3,Robbery,0.0
101,Q3,Road fatality,0.0
101,Q3,Road collision with injury,0.0
101,Q3,Traffic Infringement Notices,7.0
101,Q3,Property damage,4.0
101,Q3,Other offences,7.0
101,Q3,suburb,
101,Q3,district,
101,Q4,Homicide,0.0
101,Q4,Assault,2.0
101,Q4,Sexual assault,1.0
101,Q4,Offences against a person,0.0
101,Q4,Burglary,4.0
101,Q4,Motor vehicle theft,1.0
101,Q4,Theft (excluding Motor Vehicles),8.0
101,Q4,Robbery,0.0
101,Q4,Road fatality,0.0
101,Q4,Road collision with injury,0.0
101,Q4,Traffic Infringement Notices,8.0
101,Q4,Property damage,6.0
101,Q4,Other offences,8.0
101,Q4,suburb,
101,Q4,district,
101,Quarter,Homicide,
101,Quarter,Assault,
101,Quarter,Sexual assault,
101,Quarter,Offences against a person,
101,Quarter,Burglary,
101,Quarter,Motor vehicle theft,
101,Quarter,Theft (excluding Motor Vehicles),
101,Quarter,Robbery,
101,Quarter,Road fatality,
101,Quarter,Road collision with injury,
101,Quarter,Traffic Infringement Notices,
101,Quarter,Property damage,
101,Quarter,Other offences,
101,Quarter,suburb,Hughes
101,Quarter,district,
102,Q1,Homicide,0.0
102,Q1,Assault,1.0
102,Q1,Sexual assault,1.0
102,Q1,Offences against a person,0.0
102,Q1,Burglary,1.0
102,Q1,Motor vehicle theft,0.0
102,Q1,Theft (excluding Motor Vehicles),2.0
102,Q1,Robbery,0.0
102,Q1,Road fatality,0.0
102,Q1,Road collision with injury,0.0
102,Q1,Traffic Infringement Notices,2.0
102,Q1,Property damage,0.0
102,Q1,Other offences,3.0
102,Q1,suburb,
102,Q1,district,
102,Q2,Homicide,0.0
102,Q2,Assault,2.0
102,Q2,Sexual assault,3.0
102,Q2,Offences against a person,1.0
102,Q2,Burglary,4.0
102,Q2,Motor vehicle theft,0.0
102,Q2,Theft (excluding Motor Vehicles),7.0
102,Q2,Robbery,0.0
102,Q2,Road fatality,0.0
102,Q2,Road collision with injury,0.0
102,Q2,Traffic Infringement Notices,5.0
102,Q2,Property damage,6.0
102,Q2,Other offences,3.0
102,Q2,suburb,
102,Q2,district,
102,Q3,Homicide,0.0
102,Q3,Assault,3.0
102,Q3,Sexual assault,0.0
102,Q3,Offences against a person,0.0
102,Q3,Burglary,0.0
102,Q3,Motor vehicle theft,2.0
102,Q3,Theft (excluding Motor Vehicles),8.0
102,Q3,Robbery,0.0
102,Q3,Road fatality,0.0
102,Q3,Road collision with injury,1.0
102,Q3,Traffic Infringement Notices,2.0
102,Q3,Property damage,5.0
102,Q3,Other offences,4.0
102,Q3,suburb,
102,Q3,district,
102,Q4,Homicide,0.0
102,Q4,Assault,4.0
102,Q4,Sexual assault,0.0
102,Q4,Offences against a person,0.0
102,Q4,Burglary,3.0
102,Q4,Motor vehicle theft,0.0
102,Q4,Theft (excluding Motor Vehicles),5.0
102,Q4,Robbery,0.0
102,Q4,Road fatality,0.0
102,Q4,Road collision with injury,1.0
102,Q4,Traffic Infringement Notices,3.0
102,Q4,Property damage,0.0
102,Q4,Other offences,3.0
102,Q4,suburb,
102,Q4,district,
102,Quarter,Homicide,
102,Quarter,Assault,
102,Quarter,Sexual assault,
102,Quarter,Offences against a person,
102,Quarter,Burglary,
102,Quarter,Motor vehicle theft,
102,Quarter,Theft (excluding Motor Vehicles),
102,Quarter,Robbery,
102,Quarter,Road fatality,
102,Quarter,Road collision with injury,
102,Quarter,Traffic Infringement Notices,
102,Quarter,Property damage,
102,Quarter,Other offences,
102,Quarter,suburb,Isaacs
102,Quarter,district,
103,Q1,Homicide,0.0
103,Q1,Assault,7.0
103,Q1,Sexual assault,2.0
103,Q1,Offences against a person,2.0
103,Q1,Burglary,2.0
103,Q1,Motor vehicle theft,1.0
103,Q1,Theft (excluding Motor Vehicles),9.0
103,Q1,Robbery,0.0
103,Q1,Road fatality,0.0
103,Q1,Road collision with injury,2.0
103,Q1,Traffic Infringement Notices,8.0
103,Q1,Property damage,13.0
103,Q1,Other offences,9.0
103,Q1,suburb,
103,Q1,district,
103,Q2,Homicide,0.0
103,Q2,Assault,6.0
103,Q2,Sexual assault,0.0
103,Q2,Offences against a person,0.0
103,Q2,Burglary,4.0
103,Q2,Motor vehicle theft,3.0
103,Q2,Theft (excluding Motor Vehicles),18.0
103,Q2,Robbery,0.0
103,Q2,Road fatality,0.0
103,Q2,Road collision with injury,1.0
103,Q2,Traffic Infringement Notices,10.0
103,Q2,Property damage,18.0
103,Q2,Other offences,8.0
103,Q2,suburb,
103,Q2,district,
103,Q3,Homicide,0.0
103,Q3,Assault,3.0
103,Q3,Sexual assault,0.0
103,Q3,Offences against a person,0.0
103,Q3,Burglary,4.0
103,Q3,Motor vehicle theft,1.0
103,Q3,Theft (excluding Motor Vehicles),14.0
103,Q3,Robbery,3.0
103,Q3,Road fatality,0.0
103,Q3,Road collision with injury,0.0
103,Q3,Traffic Infringement Notices,13.0
103,Q3,Property damage,10.0
103,Q3,Other offences,39.0
103,Q3,suburb,
103,Q3,district,
103,Q4,Homicide,0.0
103,Q4,Assault,8.0
103,Q4,Sexual assault,2.0
103,Q4,Offences against a person,2.0
103,Q4,Burglary,7.0
103,Q4,Motor vehicle theft,2.0
103,Q4,Theft (excluding Motor Vehicles),15.0
103,Q4,Robbery,0.0
103,Q4,Road fatality,0.0
103,Q4,Road collision with injury,1.0
103,Q4,Traffic Infringement Notices,4.0
103,Q4,Property damage,15.0
103,Q4,Other offences,19.0
103,Q4,suburb,
103,Q4,district,
103,Quarter,Homicide,
103,Quarter,Assault,
103,Quarter,Sexual assault,
103,Quarter,Offences against a person,
103,Quarter,Burglary,
103,Quarter,Motor vehicle theft,
103,Quarter,Theft (excluding Motor Vehicles),
103,Quarter,Robbery,
103,Quarter,Road fatality,
103,Quarter,Road collision with injury,
103,Quarter,Traffic Infringement Notices,
103,Quarter,Property damage,
103,Quarter,Other offences,
103,Quarter,suburb,Lyons
103,Quarter,district,
104,Q1,Homicide,0.0
104,Q1,Assault,5.0
104,Q1,Sexual assault,1.0
104,Q1,Offences against a person,2.0
104,Q1,Burglary,10.0
104,Q1,Motor vehicle theft,0.0
104,Q1,Theft (excluding Motor Vehicles),28.0
104,Q1,Robbery,0.0
104,Q1,Road fatality,0.0
104,Q1,Road collision with injury,2.0
104,Q1,Traffic Infringement Notices,10.0
104,Q1,Property damage,5.0
104,Q1,Other offences,8.0
104,Q1,suburb,
104,Q1,district,
104,Q2,Homicide,0.0
104,Q2,Assault,0.0
104,Q2,Sexual assault,0.0
104,Q2,Offences against a person,1.0
104,Q2,Burglary,5.0
104,Q2,Motor vehicle theft,2.0
104,Q2,Theft (excluding Motor Vehicles),36.0
104,Q2,Robbery,0.0
104,Q2,Road fatality,0.0
104,Q2,Road collision with injury,2.0
104,Q2,Traffic Infringement Notices,8.0
104,Q2,Property damage,14.0
104,Q2,Other offences,21.0
104,Q2,suburb,
104,Q2,district,
104,Q3,Homicide,0.0
104,Q3,Assault,9.0
104,Q3,Sexual assault,1.0
104,Q3,Offences against a person,0.0
104,Q3,Burglary,5.0
104,Q3,Motor vehicle theft,2.0
104,Q3,Theft (excluding Motor Vehicles),49.0
104,Q3,Robbery,1.0
104,Q3,Road fatality,0.0
104,Q3,Road collision with injury,1.0
104,Q3,Traffic Infringement Notices,8.0
104,Q3,Property damage,3.0
104,Q3,Other offences,26.0
104,Q3,suburb,
104,Q3,district,
104,Q4,Homicide,0.0
104,Q4,Assault,3.0
104,Q4,Sexual assault,0.0
104,Q4,Offences against a person,0.0
104,Q4,Burglary,2.0
104,Q4,Motor vehicle theft,3.0
104,Q4,Theft (excluding Motor Vehicles),34.0
104,Q4,Robbery,2.0
104,Q4,Road fatality,0.0
104,Q4,Road collision with injury,1.0
104,Q4,Traffic Infringement Notices,7.0
104,Q4,Property damage,10.0
104,Q4,Other offences,33.0
104,Q4,suburb,
104,Q4,district,
104,Quarter,Homicide,
104,Quarter,Assault,
104,Quarter,Sexual assault,
104,Quarter,Offences against a person,
104,Quarter,Burglary,
104,Quarter,Motor vehicle theft,
104,Quarter,Theft (excluding Motor Vehicles),
104,Quarter,Robbery,
104,Quarter,Road fatality,
104,Quarter,Road collision with injury,
104,Quarter,Traffic Infringement Notices,
104,Quarter,Property damage,
104,Quarter,Other offences,
104,Quarter,suburb,Mawson
104,Quarter,district,
105,Q1,Homicide,0.0
105,Q1,Assault,0.0
105,Q1,Sexual assault,0.0
105,Q1,Offences against a person,0.0
105,Q1,Burglary,2.0
105,Q1,Motor vehicle theft,0.0
105,Q1,Theft (excluding Motor Vehicles),4.0
105,Q1,Robbery,0.0
105,Q1,Road fatality,0.0
105,Q1,Road collision with injury,3.0
105,Q1,Traffic Infringement Notices,2.0
105,Q1,Property damage,0.0
105,Q1,Other offences,13.0
105,Q1,suburb,
105,Q1,district,
105,Q2,Homicide,0.0
105,Q2,Assault,0.0
105,Q2,Sexual assault,0.0
105,Q2,Offences against a person,0.0
105,Q2,Burglary,3.0
105,Q2,Motor vehicle theft,1.0
105,Q2,Theft (excluding Motor Vehicles),3.0
105,Q2,Robbery,1.0
105,Q2,Road fatality,0.0
105,Q2,Road collision with injury,0.0
105,Q2,Traffic Infringement Notices,3.0
105,Q2,Property damage,0.0
105,Q2,Other offences,1.0
105,Q2,suburb,
105,Q2,district,
105,Q3,Homicide,0.0
105,Q3,Assault,0.0
105,Q3,Sexual assault,0.0
105,Q3,Offences against a person,0.0
105,Q3,Burglary,1.0
105,Q3,Motor vehicle theft,0.0
105,Q3,Theft (excluding Motor Vehicles),2.0
105,Q3,Robbery,0.0
105,Q3,Road fatality,0.0
105,Q3,Road collision with injury,0.0
105,Q3,Traffic Infringement Notices,3.0
105,Q3,Property damage,1.0
105,Q3,Other offences,3.0
105,Q3,suburb,
105,Q3,district,
105,Q4,Homicide,0.0
105,Q4,Assault,0.0
105,Q4,Sexual assault,0.0
105,Q4,Offences against a person,0.0
105,Q4,Burglary,0.0
105,Q4,Motor vehicle theft,0.0
105,Q4,Theft (excluding Motor Vehicles),3.0
105,Q4,Robbery,0.0
105,Q4,Road fatality,0.0
105,Q4,Road collision with injury,2.0
105,Q4,Traffic Infringement Notices,4.0
105,Q4,Property damage,1.0
105,Q4,Other offences,1.0
105,Q4,suburb,
105,Q4,district,
105,Quarter,Homicide,
105,Quarter,Assault,
105,Quarter,Sexual assault,
105,Quarter,Offences against a person,
105,Quarter,Burglary,
105,Quarter,Motor vehicle theft,
105,Quarter,Theft (excluding Motor Vehicles),
105,Quarter,Robbery,
105,Quarter,Road fatality,
105,Quarter,Road collision with injury,
105,Quarter,Traffic Infringement Notices,
105,Quarter,Property damage,
105,Quarter,Other offences,
105,Quarter,suburb,O'Malley
105,Quarter,district,
106,Q1,Homicide,0.0
106,Q1,Assault,0.0
106,Q1,Sexual assault,0.0
106,Q1,Offences against a person,1.0
106,Q1,Burglary,8.0
106,Q1,Motor vehicle theft,1.0
106,Q1,Theft (excluding Motor Vehicles),11.0
106,Q1,Robbery,0.0
106,Q1,Road fatality,0.0
106,Q1,Road collision with injury,0.0
106,Q1,Traffic Infringement Notices,2.0
106,Q1,Property damage,4.0
106,Q1,Other offences,13.0
106,Q1,suburb,
106,Q1,district,
106,Q2,Homicide,0.0
106,Q2,Assault,3.0
106,Q2,Sexual assault,0.0
106,Q2,Offences against a person,0.0
106,Q2,Burglary,4.0
106,Q2,Motor vehicle theft,0.0
106,Q2,Theft (excluding Motor Vehicles),6.0
106,Q2,Robbery,0.0
106,Q2,Road fatality,0.0
106,Q2,Road collision with injury,1.0
106,Q2,Traffic Infringement Notices,2.0
106,Q2,Property damage,11.0
106,Q2,Other offences,1.0
106,Q2,suburb,
106,Q2,district,
106,Q3,Homicide,0.0
106,Q3,Assault,3.0
106,Q3,Sexual assault,0.0
106,Q3,Offences against a person,1.0
106,Q3,Burglary,0.0
106,Q3,Motor vehicle theft,1.0
106,Q3,Theft (excluding Motor Vehicles),4.0
106,Q3,Robbery,1.0
106,Q3,Road fatality,0.0
106,Q3,Road collision with injury,1.0
106,Q3,Traffic Infringement Notices,8.0
106,Q3,Property damage,4.0
106,Q3,Other offences,4.0
106,Q3,suburb,
106,Q3,district,
106,Q4,Homicide,0.0
106,Q4,Assault,2.0
106,Q4,Sexual assault,3.0
106,Q4,Offences against a person,0.0
106,Q4,Burglary,2.0
106,Q4,Motor vehicle theft,2.0
106,Q4,Theft (excluding Motor Vehicles),7.0
106,Q4,Robbery,0.0
106,Q4,Road fatality,0.0
106,Q4,Road collision with injury,1.0
106,Q4,Traffic Infringement Notices,0.0
106,Q4,Property damage,7.0
106,Q4,Other offences,4.0
106,Q4,suburb,
106,Q4,district,
106,Quarter,Homicide,
106,Quarter,Assault,
106,Quarter,Sexual assault,
106,Quarter,Offences against a person,
106,Quarter,Burglary,
106,Quarter,Motor vehicle theft,
106,Quarter,Theft (excluding Motor Vehicles),
106,Quarter,Robbery,
106,Quarter,Road fatality,
106,Quarter,Road collision with injury,
106,Quarter,Traffic Infringement Notices,
106,Quarter,Property damage,
106,Quarter,Other offences,
106,Quarter,suburb,Pearce
106,Quarter,district,
107,Q1,Homicide,0.0
107,Q1,Assault,16.0
107,Q1,Sexual assault,2.0
107,Q1,Offences against a person,0.0
107,Q1,Burglary,11.0
107,Q1,Motor vehicle theft,7.0
107,Q1,Theft (excluding Motor Vehicles),87.0
107,Q1,Robbery,1.0
107,Q1,Road fatality,0.0
107,Q1,Road collision with injury,2.0
107,Q1,Traffic Infringement Notices,30.0
107,Q1,Property damage,32.0
107,Q1,Other offences,65.0
107,Q1,suburb,
107,Q1,district,
107,Q2,Homicide,0.0
107,Q2,Assault,13.0
107,Q2,Sexual assault,1.0
107,Q2,Offences against a person,2.0
107,Q2,Burglary,20.0
107,Q2,Motor vehicle theft,18.0
107,Q2,Theft (excluding Motor Vehicles),103.0
107,Q2,Robbery,0.0
107,Q2,Road fatality,0.0
107,Q2,Road collision with injury,3.0
107,Q2,Traffic Infringement Notices,37.0
107,Q2,Property damage,44.0
107,Q2,Other offences,57.0
107,Q2,suburb,
107,Q2,district,
107,Q3,Homicide,0.0
107,Q3,Assault,16.0
107,Q3,Sexual assault,6.0
107,Q3,Offences against a person,1.0
107,Q3,Burglary,12.0
107,Q3,Motor vehicle theft,11.0
107,Q3,Theft (excluding Motor Vehicles),126.0
107,Q3,Robbery,1.0
107,Q3,Road fatality,0.0
107,Q3,Road collision with injury,0.0
107,Q3,Traffic Infringement Notices,50.0
107,Q3,Property damage,31.0
107,Q3,Other offences,83.0
107,Q3,suburb,
107,Q3,district,
107,Q4,Homicide,0.0
107,Q4,Assault,22.0
107,Q4,Sexual assault,9.0
107,Q4,Offences against a person,2.0
107,Q4,Burglary,6.0
107,Q4,Motor vehicle theft,5.0
107,Q4,Theft (excluding Motor Vehicles),115.0
107,Q4,Robbery,1.0
107,Q4,Road fatality,0.0
107,Q4,Road collision with injury,4.0
107,Q4,Traffic Infringement Notices,30.0
107,Q4,Property damage,37.0
107,Q4,Other offences,120.0
107,Q4,suburb,
107,Q4,district,
107,Quarter,Homicide,
107,Quarter,Assault,
107,Quarter,Sexual assault,
107,Quarter,Offences against a person,
107,Quarter,Burglary,
107,Quarter,Motor vehicle theft,
107,Quarter,Theft (excluding Motor Vehicles),
107,Quarter,Robbery,
107,Quarter,Road fatality,
107,Quarter,Road collision with injury,
107,Quarter,Traffic Infringement Notices,
107,Quarter,Property damage,
107,Quarter,Other offences,
107,Quarter,suburb,Phillip
107,Quarter,district,
108,Q1,Homicide,0.0
108,Q1,Assault,0.0
108,Q1,Sexual assault,0.0
108,Q1,Offences against a person,0.0
108,Q1,Burglary,6.0
108,Q1,Motor vehicle theft,0.0
108,Q1,Theft (excluding Motor Vehicles),6.0
108,Q1,Robbery,0.0
108,Q1,Road fatality,0.0
108,Q1,Road collision with injury,0.0
108,Q1,Traffic Infringement Notices,0.0
108,Q1,Property damage,1.0
108,Q1,Other offences,7.0
108,Q1,suburb,
108,Q1,district,
108,Q2,Homicide,0.0
108,Q2,Assault,0.0
108,Q2,Sexual assault,0.0
108,Q2,Offences against a person,0.0
108,Q2,Burglary,3.0
108,Q2,Motor vehicle theft,0.0
108,Q2,Theft (excluding Motor Vehicles),5.0
108,Q2,Robbery,0.0
108,Q2,Road fatality,0.0
108,Q2,Road collision with injury,0.0
108,Q2,Traffic Infringement Notices,2.0
108,Q2,Property damage,2.0
108,Q2,Other offences,4.0
108,Q2,suburb,
108,Q2,district,
108,Q3,Homicide,0.0
108,Q3,Assault,1.0
108,Q3,Sexual assault,0.0
108,Q3,Offences against a person,0.0
108,Q3,Burglary,3.0
108,Q3,Motor vehicle theft,2.0
108,Q3,Theft (excluding Motor Vehicles),9.0
108,Q3,Robbery,0.0
108,Q3,Road fatality,0.0
108,Q3,Road collision with injury,0.0
108,Q3,Traffic Infringement Notices,2.0
108,Q3,Property damage,4.0
108,Q3,Other offences,5.0
108,Q3,suburb,
108,Q3,district,
108,Q4,Homicide,0.0
108,Q4,Assault,1.0
108,Q4,Sexual assault,0.0
108,Q4,Offences against a person,0.0
108,Q4,Burglary,1.0
108,Q4,Motor vehicle theft,0.0
108,Q4,Theft (excluding Motor Vehicles),2.0
108,Q4,Robbery,0.0
108,Q4,Road fatality,0.0
108,Q4,Road collision with injury,0.0
108,Q4,Traffic Infringement Notices,0.0
108,Q4,Property damage,3.0
108,Q4,Other offences,8.0
108,Q4,suburb,
108,Q4,district,
108,Quarter,Homicide,
108,Quarter,Assault,
108,Quarter,Sexual assault,
108,Quarter,Offences against a person,
108,Quarter,Burglary,
108,Quarter,Motor vehicle theft,
108,Quarter,Theft (excluding Motor Vehicles),
108,Quarter,Robbery,
108,Quarter,Road fatality,
108,Quarter,Road collision with injury,
108,Quarter,Traffic Infringement Notices,
108,Quarter,Property damage,
108,Quarter,Other offences,
108,Quarter,suburb,Torrens
108,Quarter,district,
109,Q1,Homicide,1.0
109,Q1,Assault,142.0
109,Q1,Sexual assault,20.0
109,Q1,Offences against a person,15.0
109,Q1,Burglary,101.0
109,Q1,Motor vehicle theft,36.0
109,Q1,Theft (excluding Motor Vehicles),429.0
109,Q1,Robbery,5.0
109,Q1,Road fatality,0.0
109,Q1,Road collision with injury,20.0
109,Q1,Traffic Infringement Notices,297.0
109,Q1,Property damage,235.0
109,Q1,Other offences,448.0
109,Q1,suburb,
109,Q1,district,
109,Q2,Homicide,0.0
109,Q2,Assault,117.0
109,Q2,Sexual assault,22.0
109,Q2,Offences against a person,16.0
109,Q2,Burglary,97.0
109,Q2,Motor vehicle theft,67.0
109,Q2,Theft (excluding Motor Vehicles),511.0
109,Q2,Robbery,13.0
109,Q2,Road fatality,0.0
109,Q2,Road collision with injury,23.0
109,Q2,Traffic Infringement Notices,303.0
109,Q2,Property damage,224.0
109,Q2,Other offences,503.0
109,Q2,suburb,
109,Q2,district,
109,Q3,Homicide,0.0
109,Q3,Assault,169.0
109,Q3,Sexual assault,20.0
109,Q3,Offences against a person,23.0
109,Q3,Burglary,89.0
109,Q3,Motor vehicle theft,83.0
109,Q3,Theft (excluding Motor Vehicles),551.0
109,Q3,Robbery,7.0
109,Q3,Road fatality,0.0
109,Q3,Road collision with injury,24.0
109,Q3,Traffic Infringement Notices,317.0
109,Q3,Property damage,266.0
109,Q3,Other offences,536.0
109,Q3,suburb,
109,Q3,district,
109,Q4,Homicide,0.0
109,Q4,Assault,200.0
109,Q4,Sexual assault,21.0
109,Q4,Offences against a person,27.0
109,Q4,Burglary,111.0
109,Q4,Motor vehicle theft,52.0
109,Q4,Theft (excluding Motor Vehicles),401.0
109,Q4,Robbery,13.0
109,Q4,Road fatality,1.0
109,Q4,Road collision with injury,22.0
109,Q4,Traffic Infringement Notices,249.0
109,Q4,Property damage,236.0
109,Q4,Other offences,518.0
109,Q4,suburb,
109,Q4,district,
109,Unnamed: 0_level_0,Homicide,
109,Unnamed: 0_level_0,Assault,
109,Unnamed: 0_level_0,Sexual assault,
109,Unnamed: 0_level_0,Offences against a person,
109,Unnamed: 0_level_0,Burglary,
109,Unnamed: 0_level_0,Motor vehicle theft,
109,Unnamed: 0_level_0,Theft (excluding Motor Vehicles),
109,Unnamed: 0_level_0,Robbery,
109,Unnamed: 0_level_0,Road fatality,
109,Unnamed: 0_level_0,Road collision with injury,
109,Unnamed: 0_level_0,Traffic Infringement Notices,
109,Unnamed: 0_level_0,Property damage,
109,Unnamed: 0_level_0,Other offences,
109,Unnamed: 0_level_0,suburb,
109,Unnamed: 0_level_0,district,Tuggeranong
110,Q1,Homicide,0.0
110,Q1,Assault,4.0
110,Q1,Sexual assault,0.0
110,Q1,Offences against a person,0.0
110,Q1,Burglary,3.0
110,Q1,Motor vehicle theft,1.0
110,Q1,Theft (excluding Motor Vehicles),4.0
110,Q1,Robbery,0.0
110,Q1,Road fatality,0.0
110,Q1,Road collision with injury,0.0
110,Q1,Traffic Infringement Notices,13.0
110,Q1,Property damage,7.0
110,Q1,Other offences,9.0
110,Q1,suburb,
110,Q1,district,
110,Q2,Homicide,0.0
110,Q2,Assault,5.0
