,,,0
23,Q4,Offences against a person,2.0
23,Q4,Burglary,0.0
23,Q4,Motor vehicle theft,1.0
23,Q4,Theft (excluding Motor Vehicles),4.0
23,Q4,Robbery,0.0
23,Q4,Road fatality,0.0
23,Q4,Road collision with injury,0.0
23,Q4,Traffic Infringement Notices,12.0
23,Q4,Property damage,2.0
23,Q4,Other offences,14.0
23,Q4,suburb,
23,Q4,district,
23,Quarter,Homicide,
23,Quarter,Assault,
23,Quarter,Sexual assault,
23,Quarter,Offences against a person,
23,Quarter,Burglary,
23,Quarter,Motor vehicle theft,
23,Quarter,Theft (excluding Motor Vehicles),
23,Quarter,Robbery,
23,Quarter,Road fatality,
23,Quarter,Road collision with injury,
23,Quarter,Traffic Infringement Notices,
23,Quarter,Property damage,
23,Quarter,Other offences,
23,Quarter,suburb,Scullin
23,Quarter,district,
24,Q1,Homicide,0.0
24,Q1,Assault,4.0
24,Q1,Sexual assault,4.0
24,Q1,Offences against a person,1.0
24,Q1,Burglary,7.0
24,Q1,Motor vehicle theft,1.0
24,Q1,Theft (excluding Motor Vehicles),6.0
24,Q1,Robbery,0.0
24,Q1,Road fatality,0.0
24,Q1,Road collision with injury,3.0
24,Q1,Traffic Infringement Notices,21.0
24,Q1,Property damage,2.0
24,Q1,Other offences,16.0
24,Q1,suburb,
24,Q1,district,
24,Q2,Homicide,0.0
24,Q2,Assault,1.0
24,Q2,Sexual assault,0.0
24,Q2,Offences against a person,0.0
24,Q2,Burglary,4.0
24,Q2,Motor vehicle theft,1.0
24,Q2,Theft (excluding Motor Vehicles),11.0
24,Q2,Robbery,0.0
24,Q2,Road fatality,0.0
24,Q2,Road collision with injury,1.0
24,Q2,Traffic Infringement Notices,8.0
24,Q2,Property damage,3.0
24,Q2,Other offences,21.0
24,Q2,suburb,
24,Q2,district,
24,Q3,Homicide,0.0
24,Q3,Assault,3.0
24,Q3,Sexual assault,0.0
24,Q3,Offences against a person,0.0
24,Q3,Burglary,5.0
24,Q3,Motor vehicle theft,0.0
24,Q3,Theft (excluding Motor Vehicles),10.0
24,Q3,Robbery,0.0
24,Q3,Road fatality,0.0
24,Q3,Road collision with injury,0.0
24,Q3,Traffic Infringement Notices,13.0
24,Q3,Property damage,4.0
24,Q3,Other offences,10.0
24,Q3,suburb,
24,Q3,district,
24,Q4,Homicide,0.0
24,Q4,Assault,4.0
24,Q4,Sexual assault,4.0
24,Q4,Offences against a person,1.0
24,Q4,Burglary,7.0
24,Q4,Motor vehicle theft,1.0
24,Q4,Theft (excluding Motor Vehicles),6.0
24,Q4,Robbery,0.0
24,Q4,Road fatality,0.0
24,Q4,Road collision with injury,3.0
24,Q4,Traffic Infringement Notices,21.0
24,Q4,Property damage,2.0
24,Q4,Other offences,16.0
24,Q4,suburb,
24,Q4,district,
24,Quarter,Homicide,
24,Quarter,Assault,
24,Quarter,Sexual assault,
24,Quarter,Offences against a person,
24,Quarter,Burglary,
24,Quarter,Motor vehicle theft,
24,Quarter,Theft (excluding Motor Vehicles),
24,Quarter,Robbery,
24,Quarter,Road fatality,
24,Quarter,Road collision with injury,
24,Quarter,Traffic Infringement Notices,
24,Quarter,Property damage,
24,Quarter,Other offences,
24,Quarter,suburb,Spence
24,Quarter,district,
25,Q1,Homicide,0.0
25,Q1,Assault,1.0
25,Q1,Sexual assault,0.0
25,Q1,Offences against a person,0.0
25,Q1,Burglary,1.0
25,Q1,Motor vehicle theft,0.0
25,Q1,Theft (excluding Motor Vehicles),4.0
25,Q1,Robbery,0.0
25,Q1,Road fatality,0.0
25,Q1,Road collision with injury,0.0
25,Q1,Traffic Infringement Notices,14.0
25,Q1,Property damage,4.0
25,Q1,Other offences,8.0
25,Q1,suburb,
25,Q1,district,
25,Q2,Homicide,0.0
25,Q2,Assault,0.0
25,Q2,Sexual assault,0.0
25,Q2,Offences against a person,1.0
25,Q2,Burglary,0.0
25,Q2,Motor vehicle theft,0.0
25,Q2,Theft (excluding Motor Vehicles),3.0
25,Q2,Robbery,0.0
25,Q2,Road fatality,0.0
25,Q2,Road collision with injury,0.0
25,Q2,Traffic Infringement Notices,4.0
25,Q2,Property damage,1.0
25,Q2,Other offences,2.0
25,Q2,suburb,
25,Q2,district,
25,Q3,Homicide,0.0
25,Q3,Assault,0.0
25,Q3,Sexual assault,1.0
25,Q3,Offences against a person,0.0
25,Q3,Burglary,5.0
25,Q3,Motor vehicle theft,2.0
25,Q3,Theft (excluding Motor Vehicles),6.0
25,Q3,Robbery,1.0
25,Q3,Road fatality,0.0
25,Q3,Road collision with injury,0.0
25,Q3,Traffic Infringement Notices,26.0
25,Q3,Property damage,3.0
25,Q3,Other offences,1.0
25,Q3,suburb,
25,Q3,district,
25,Q4,Homicide,0.0
25,Q4,Assault,1.0
25,Q4,Sexual assault,0.0
25,Q4,Offences against a person,0.0
25,Q4,Burglary,1.0
25,Q4,Motor vehicle theft,0.0
25,Q4,Theft (excluding Motor Vehicles),4.0
25,Q4,Robbery,0.0
25,Q4,Road fatality,0.0
25,Q4,Road collision with injury,0.0
25,Q4,Traffic Infringement Notices,14.0
25,Q4,Property damage,4.0
25,Q4,Other offences,8.0
25,Q4,suburb,
25,Q4,district,
25,Quarter,Homicide,
25,Quarter,Assault,
25,Quarter,Sexual assault,
25,Quarter,Offences against a person,
25,Quarter,Burglary,
25,Quarter,Motor vehicle theft,
25,Quarter,Theft (excluding Motor Vehicles),
25,Quarter,Robbery,
25,Quarter,Road fatality,
25,Quarter,Road collision with injury,
25,Quarter,Traffic Infringement Notices,
25,Quarter,Property damage,
25,Quarter,Other offences,
25,Quarter,suburb,Weetangera
25,Quarter,district,
26,Q1,Homicide,1.0
26,Q1,Assault,73.0
26,Q1,Sexual assault,6.0
26,Q1,Offences against a person,2.0
26,Q1,Burglary,62.0
26,Q1,Motor vehicle theft,23.0
26,Q1,Theft (excluding Motor Vehicles),219.0
26,Q1,Robbery,2.0
26,Q1,Road fatality,0.0
26,Q1,Road collision with injury,9.0
26,Q1,Traffic Infringement Notices,425.0
26,Q1,Property damage,111.0
26,Q1,Other offences,293.0
26,Q1,suburb,
26,Q1,district,
26,Q2,Homicide,0.0
26,Q2,Assault,84.0
26,Q2,Sexual assault,14.0
26,Q2,Offences against a person,7.0
26,Q2,Burglary,88.0
26,Q2,Motor vehicle theft,26.0
26,Q2,Theft (excluding Motor Vehicles),275.0
26,Q2,Robbery,3.0
26,Q2,Road fatality,1.0
26,Q2,Road collision with injury,16.0
26,Q2,Traffic Infringement Notices,365.0
26,Q2,Property damage,126.0
26,Q2,Other offences,282.0
26,Q2,suburb,
26,Q2,district,
26,Q3,Homicide,0.0
26,Q3,Assault,83.0
26,Q3,Sexual assault,13.0
26,Q3,Offences against a person,1.0
26,Q3,Burglary,105.0
26,Q3,Motor vehicle theft,45.0
26,Q3,Theft (excluding Motor Vehicles),307.0
26,Q3,Robbery,2.0
26,Q3,Road fatality,0.0
26,Q3,Road collision with injury,21.0
26,Q3,Traffic Infringement Notices,479.0
26,Q3,Property damage,129.0
26,Q3,Other offences,298.0
26,Q3,suburb,
26,Q3,district,
26,Q4,Homicide,0.0
26,Q4,Assault,78.0
26,Q4,Sexual assault,10.0
26,Q4,Offences against a person,11.0
26,Q4,Burglary,89.0
26,Q4,Motor vehicle theft,18.0
26,Q4,Theft (excluding Motor Vehicles),222.0
26,Q4,Robbery,1.0
26,Q4,Road fatality,0.0
26,Q4,Road collision with injury,15.0
26,Q4,Traffic Infringement Notices,409.0
26,Q4,Property damage,131.0
26,Q4,Other offences,272.0
26,Q4,suburb,
26,Q4,district,
26,Unnamed: 0_level_0,Homicide,
26,Unnamed: 0_level_0,Assault,
26,Unnamed: 0_level_0,Sexual assault,
26,Unnamed: 0_level_0,Offences against a person,
26,Unnamed: 0_level_0,Burglary,
26,Unnamed: 0_level_0,Motor vehicle theft,
26,Unnamed: 0_level_0,Theft (excluding Motor Vehicles),
26,Unnamed: 0_level_0,Robbery,
26,Unnamed: 0_level_0,Road fatality,
26,Unnamed: 0_level_0,Road collision with injury,
26,Unnamed: 0_level_0,Traffic Infringement Notices,
26,Unnamed: 0_level_0,Property damage,
26,Unnamed: 0_level_0,Other offences,
26,Unnamed: 0_level_0,suburb,
26,Unnamed: 0_level_0,district,Gungahlin
27,Q1,Homicide,0.0
27,Q1,Assault,5.0
27,Q1,Sexual assault,0.0
27,Q1,Offences against a person,0.0
27,Q1,Burglary,7.0
27,Q1,Motor vehicle theft,2.0
27,Q1,Theft (excluding Motor Vehicles),11.0
27,Q1,Robbery,0.0
27,Q1,Road fatality,0.0
27,Q1,Road collision with injury,0.0
27,Q1,Traffic Infringement Notices,6.0
27,Q1,Property damage,17.0
27,Q1,Other offences,12.0
27,Q1,suburb,
27,Q1,district,
27,Q2,Homicide,0.0
27,Q2,Assault,2.0
27,Q2,Sexual assault,7.0
27,Q2,Offences against a person,1.0
27,Q2,Burglary,6.0
27,Q2,Motor vehicle theft,0.0
27,Q2,Theft (excluding Motor Vehicles),20.0
27,Q2,Robbery,0.0
27,Q2,Road fatality,0.0
27,Q2,Road collision with injury,0.0
27,Q2,Traffic Infringement Notices,11.0
27,Q2,Property damage,11.0
27,Q2,Other offences,29.0
27,Q2,suburb,
27,Q2,district,
27,Q3,Homicide,0.0
27,Q3,Assault,9.0
27,Q3,Sexual assault,1.0
27,Q3,Offences against a person,0.0
27,Q3,Burglary,5.0
27,Q3,Motor vehicle theft,1.0
27,Q3,Theft (excluding Motor Vehicles),13.0
27,Q3,Robbery,0.0
27,Q3,Road fatality,0.0
27,Q3,Road collision with injury,3.0
27,Q3,Traffic Infringement Notices,18.0
27,Q3,Property damage,11.0
27,Q3,Other offences,26.0
27,Q3,suburb,
27,Q3,district,
27,Q4,Homicide,0.0
27,Q4,Assault,9.0
27,Q4,Sexual assault,0.0
27,Q4,Offences against a person,0.0
27,Q4,Burglary,2.0
27,Q4,Motor vehicle theft,1.0
27,Q4,Theft (excluding Motor Vehicles),33.0
27,Q4,Robbery,0.0
27,Q4,Road fatality,0.0
27,Q4,Road collision with injury,0.0
27,Q4,Traffic Infringement Notices,5.0
27,Q4,Property damage,14.0
27,Q4,Other offences,11.0
27,Q4,suburb,
27,Q4,district,
27,Quarter,Homicide,
27,Quarter,Assault,
27,Quarter,Sexual assault,
27,Quarter,Offences against a person,
27,Quarter,Burglary,
27,Quarter,Motor vehicle theft,
27,Quarter,Theft (excluding Motor Vehicles),
27,Quarter,Robbery,
27,Quarter,Road fatality,
27,Quarter,Road collision with injury,
27,Quarter,Traffic Infringement Notices,
27,Quarter,Property damage,
27,Quarter,Other offences,
27,Quarter,suburb,Amaroo
27,Quarter,district,
28,Q1,Homicide,0.0
28,Q1,Assault,5.0
28,Q1,Sexual assault,0.0
28,Q1,Offences against a person,1.0
28,Q1,Burglary,4.0
28,Q1,Motor vehicle theft,2.0
28,Q1,Theft (excluding Motor Vehicles),11.0
28,Q1,Robbery,0.0
28,Q1,Road fatality,0.0
28,Q1,Road collision with injury,0.0
28,Q1,Traffic Infringement Notices,9.0
28,Q1,Property damage,7.0
28,Q1,Other offences,6.0
28,Q1,suburb,
28,Q1,district,
28,Q2,Homicide,0.0
28,Q2,Assault,7.0
28,Q2,Sexual assault,0.0
28,Q2,Offences against a person,0.0
28,Q2,Burglary,0.0
28,Q2,Motor vehicle theft,0.0
28,Q2,Theft (excluding Motor Vehicles),5.0
28,Q2,Robbery,0.0
28,Q2,Road fatality,0.0
28,Q2,Road collision with injury,0.0
28,Q2,Traffic Infringement Notices,6.0
28,Q2,Property damage,4.0
28,Q2,Other offences,11.0
28,Q2,suburb,
28,Q2,district,
28,Q3,Homicide,0.0
28,Q3,Assault,8.0
28,Q3,Sexual assault,0.0
28,Q3,Offences against a person,0.0
28,Q3,Burglary,1.0
28,Q3,Motor vehicle theft,4.0
28,Q3,Theft (excluding Motor Vehicles),9.0
28,Q3,Robbery,2.0
28,Q3,Road fatality,0.0
28,Q3,Road collision with injury,1.0
28,Q3,Traffic Infringement Notices,13.0
28,Q3,Property damage,1.0
28,Q3,Other offences,17.0
28,Q3,suburb,
28,Q3,district,
28,Q4,Homicide,0.0
28,Q4,Assault,2.0
28,Q4,Sexual assault,2.0
28,Q4,Offences against a person,2.0
28,Q4,Burglary,2.0
28,Q4,Motor vehicle theft,0.0
28,Q4,Theft (excluding Motor Vehicles),10.0
28,Q4,Robbery,0.0
28,Q4,Road fatality,0.0
28,Q4,Road collision with injury,1.0
28,Q4,Traffic Infringement Notices,7.0
28,Q4,Property damage,4.0
28,Q4,Other offences,24.0
28,Q4,suburb,
28,Q4,district,
28,Quarter,Homicide,
28,Quarter,Assault,
28,Quarter,Sexual assault,
28,Quarter,Offences against a person,
28,Quarter,Burglary,
28,Quarter,Motor vehicle theft,
28,Quarter,Theft (excluding Motor Vehicles),
28,Quarter,Robbery,
28,Quarter,Road fatality,
28,Quarter,Road collision with injury,
28,Quarter,Traffic Infringement Notices,
28,Quarter,Property damage,
28,Quarter,Other offences,
28,Quarter,suburb,Bonner
28,Quarter,district,
29,Q1,Homicide,0.0
29,Q1,Assault,0.0
29,Q1,Sexual assault,1.0
29,Q1,Offences against a person,0.0
29,Q1,Burglary,11.0
29,Q1,Motor vehicle theft,2.0
29,Q1,Theft (excluding Motor Vehicles),17.0
29,Q1,Robbery,0.0
29,Q1,Road fatality,0.0
29,Q1,Road collision with injury,0.0
29,Q1,Traffic Infringement Notices,10.0
29,Q1,Property damage,1.0
29,Q1,Other offences,17.0
29,Q1,suburb,
29,Q1,district,
29,Q2,Homicide,0.0
29,Q2,Assault,3.0
29,Q2,Sexual assault,0.0
29,Q2,Offences against a person,0.0
29,Q2,Burglary,9.0
29,Q2,Motor vehicle theft,1.0
29,Q2,Theft (excluding Motor Vehicles),28.0
29,Q2,Robbery,0.0
29,Q2,Road fatality,0.0
29,Q2,Road collision with injury,0.0
29,Q2,Traffic Infringement Notices,5.0
29,Q2,Property damage,6.0
29,Q2,Other offences,12.0
29,Q2,suburb,
29,Q2,district,
29,Q3,Homicide,0.0
29,Q3,Assault,7.0
29,Q3,Sexual assault,0.0
29,Q3,Offences against a person,0.0
29,Q3,Burglary,20.0
29,Q3,Motor vehicle theft,4.0
29,Q3,Theft (excluding Motor Vehicles),57.0
29,Q3,Robbery,0.0
29,Q3,Road fatality,0.0
29,Q3,Road collision with injury,1.0
29,Q3,Traffic Infringement Notices,23.0
29,Q3,Property damage,6.0
29,Q3,Other offences,14.0
29,Q3,suburb,
29,Q3,district,
29,Q4,Homicide,0.0
29,Q4,Assault,7.0
29,Q4,Sexual assault,5.0
29,Q4,Offences against a person,4.0
29,Q4,Burglary,4.0
29,Q4,Motor vehicle theft,1.0
29,Q4,Theft (excluding Motor Vehicles),29.0
29,Q4,Robbery,1.0
29,Q4,Road fatality,0.0
29,Q4,Road collision with injury,0.0
29,Q4,Traffic Infringement Notices,21.0
29,Q4,Property damage,8.0
29,Q4,Other offences,13.0
29,Q4,suburb,
29,Q4,district,
29,Quarter,Homicide,
29,Quarter,Assault,
29,Quarter,Sexual assault,
29,Quarter,Offences against a person,
29,Quarter,Burglary,
29,Quarter,Motor vehicle theft,
29,Quarter,Theft (excluding Motor Vehicles),
29,Quarter,Robbery,
29,Quarter,Road fatality,
29,Quarter,Road collision with injury,
29,Quarter,Traffic Infringement Notices,
29,Quarter,Property damage,
29,Quarter,Other offences,
29,Quarter,suburb,Casey 
29,Quarter,district,
30,Q1,Homicide,0.0
30,Q1,Assault,0.0
30,Q1,Sexual assault,0.0
30,Q1,Offences against a person,0.0
30,Q1,Burglary,4.0
30,Q1,Motor vehicle theft,0.0
30,Q1,Theft (excluding Motor Vehicles),7.0
30,Q1,Robbery,0.0
30,Q1,Road fatality,0.0
30,Q1,Road collision with injury,0.0
30,Q1,Traffic Infringement Notices,13.0
30,Q1,Property damage,6.0
30,Q1,Other offences,8.0
30,Q1,suburb,
30,Q1,district,
30,Q2,Homicide,0.0
30,Q2,Assault,3.0
30,Q2,Sexual assault,0.0
30,Q2,Offences against a person,2.0
30,Q2,Burglary,7.0
30,Q2,Motor vehicle theft,2.0
30,Q2,Theft (excluding Motor Vehicles),23.0
30,Q2,Robbery,0.0
30,Q2,Road fatality,0.0
30,Q2,Road collision with injury,1.0
30,Q2,Traffic Infringement Notices,6.0
30,Q2,Property damage,6.0
30,Q2,Other offences,13.0
30,Q2,suburb,
30,Q2,district,
30,Q3,Homicide,0.0
30,Q3,Assault,1.0
30,Q3,Sexual assault,2.0
30,Q3,Offences against a person,0.0
30,Q3,Burglary,11.0
30,Q3,Motor vehicle theft,2.0
30,Q3,Theft (excluding Motor Vehicles),14.0
30,Q3,Robbery,0.0
30,Q3,Road fatality,0.0
30,Q3,Road collision with injury,0.0
30,Q3,Traffic Infringement Notices,9.0
30,Q3,Property damage,5.0
30,Q3,Other offences,14.0
30,Q3,suburb,
30,Q3,district,
30,Q4,Homicide,0.0
30,Q4,Assault,3.0
30,Q4,Sexual assault,1.0
30,Q4,Offences against a person,0.0
30,Q4,Burglary,6.0
30,Q4,Motor vehicle theft,2.0
30,Q4,Theft (excluding Motor Vehicles),9.0
30,Q4,Robbery,0.0
30,Q4,Road fatality,0.0
30,Q4,Road collision with injury,1.0
30,Q4,Traffic Infringement Notices,4.0
30,Q4,Property damage,1.0
30,Q4,Other offences,23.0
30,Q4,suburb,
30,Q4,district,
30,Quarter,Homicide,
30,Quarter,Assault,
30,Quarter,Sexual assault,
30,Quarter,Offences against a person,
30,Quarter,Burglary,
30,Quarter,Motor vehicle theft,
30,Quarter,Theft (excluding Motor Vehicles),
30,Quarter,Robbery,
30,Quarter,Road fatality,
30,Quarter,Road collision with injury,
30,Quarter,Traffic Infringement Notices,
30,Quarter,Property damage,
30,Quarter,Other offences,
30,Quarter,suburb,Crace
30,Quarter,district,
31,Q1,Homicide,0.0
31,Q1,Assault,4.0
31,Q1,Sexual assault,4.0
31,Q1,Offences against a person,0.0
31,Q1,Burglary,2.0
31,Q1,Motor vehicle theft,3.0
31,Q1,Theft (excluding Motor Vehicles),7.0
31,Q1,Robbery,0.0
31,Q1,Road fatality,0.0
31,Q1,Road collision with injury,0.0
31,Q1,Traffic Infringement Notices,6.0
31,Q1,Property damage,2.0
31,Q1,Other offences,16.0
31,Q1,suburb,
31,Q1,district,
31,Q2,Homicide,0.0
31,Q2,Assault,1.0
31,Q2,Sexual assault,2.0
31,Q2,Offences against a person,0.0
31,Q2,Burglary,3.0
31,Q2,Motor vehicle theft,1.0
31,Q2,Theft (excluding Motor Vehicles),6.0
31,Q2,Robbery,0.0
31,Q2,Road fatality,0.0
31,Q2,Road collision with injury,0.0
31,Q2,Traffic Infringement Notices,4.0
31,Q2,Property damage,2.0
31,Q2,Other offences,8.0
31,Q2,suburb,
31,Q2,district,
31,Q3,Homicide,0.0
31,Q3,Assault,4.0
31,Q3,Sexual assault,1.0
31,Q3,Offences against a person,1.0
31,Q3,Burglary,2.0
31,Q3,Motor vehicle theft,3.0
31,Q3,Theft (excluding Motor Vehicles),5.0
31,Q3,Robbery,0.0
31,Q3,Road fatality,0.0
31,Q3,Road collision with injury,0.0
31,Q3,Traffic Infringement Notices,4.0
31,Q3,Property damage,5.0
31,Q3,Other offences,9.0
31,Q3,suburb,
31,Q3,district,
31,Q4,Homicide,0.0
31,Q4,Assault,2.0
31,Q4,Sexual assault,1.0
31,Q4,Offences against a person,0.0
31,Q4,Burglary,0.0
31,Q4,Motor vehicle theft,0.0
31,Q4,Theft (excluding Motor Vehicles),2.0
31,Q4,Robbery,0.0
31,Q4,Road fatality,0.0
31,Q4,Road collision with injury,0.0
31,Q4,Traffic Infringement Notices,9.0
31,Q4,Property damage,6.0
31,Q4,Other offences,8.0
31,Q4,suburb,
31,Q4,district,
31,Quarter,Homicide,
31,Quarter,Assault,
31,Quarter,Sexual assault,
31,Quarter,Offences against a person,
31,Quarter,Burglary,
31,Quarter,Motor vehicle theft,
31,Quarter,Theft (excluding Motor Vehicles),
31,Quarter,Robbery,
31,Quarter,Road fatality,
31,Quarter,Road collision with injury,
31,Quarter,Traffic Infringement Notices,
31,Quarter,Property damage,
31,Quarter,Other offences,
31,Quarter,suburb,Forde
31,Quarter,district,
32,Q1,Homicide,0.0
32,Q1,Assault,4.0
32,Q1,Sexual assault,0.0
32,Q1,Offences against a person,0.0
32,Q1,Burglary,9.0
32,Q1,Motor vehicle theft,1.0
32,Q1,Theft (excluding Motor Vehicles),17.0
32,Q1,Robbery,0.0
32,Q1,Road fatality,0.0
32,Q1,Road collision with injury,0.0
32,Q1,Traffic Infringement Notices,85.0
32,Q1,Property damage,8.0
32,Q1,Other offences,13.0
32,Q1,suburb,
32,Q1,district,
32,Q2,Homicide,0.0
32,Q2,Assault,6.0
32,Q2,Sexual assault,1.0
32,Q2,Offences against a person,0.0
32,Q2,Burglary,11.0
32,Q2,Motor vehicle theft,3.0
32,Q2,Theft (excluding Motor Vehicles),20.0
32,Q2,Robbery,0.0
32,Q2,Road fatality,0.0
32,Q2,Road collision with injury,0.0
32,Q2,Traffic Infringement Notices,51.0
32,Q2,Property damage,8.0
32,Q2,Other offences,20.0
32,Q2,suburb,
32,Q2,district,
32,Q3,Homicide,0.0
32,Q3,Assault,8.0
32,Q3,Sexual assault,1.0
32,Q3,Offences against a person,0.0
32,Q3,Burglary,16.0
32,Q3,Motor vehicle theft,2.0
32,Q3,Theft (excluding Motor Vehicles),28.0
32,Q3,Robbery,0.0
32,Q3,Road fatality,0.0
32,Q3,Road collision with injury,0.0
32,Q3,Traffic Infringement Notices,108.0
32,Q3,Property damage,14.0
32,Q3,Other offences,17.0
32,Q3,suburb,
32,Q3,district,
32,Q4,Homicide,0.0
32,Q4,Assault,5.0
32,Q4,Sexual assault,1.0
32,Q4,Offences against a person,1.0
32,Q4,Burglary,16.0
32,Q4,Motor vehicle theft,2.0
32,Q4,Theft (excluding Motor Vehicles),17.0
32,Q4,Robbery,0.0
32,Q4,Road fatality,0.0
32,Q4,Road collision with injury,1.0
32,Q4,Traffic Infringement Notices,64.0
32,Q4,Property damage,14.0
32,Q4,Other offences,21.0
32,Q4,suburb,
32,Q4,district,
32,Quarter,Homicide,
32,Quarter,Assault,
32,Quarter,Sexual assault,
32,Quarter,Offences against a person,
32,Quarter,Burglary,
32,Quarter,Motor vehicle theft,
32,Quarter,Theft (excluding Motor Vehicles),
32,Quarter,Robbery,
32,Quarter,Road fatality,
32,Quarter,Road collision with injury,
32,Quarter,Traffic Infringement Notices,
32,Quarter,Property damage,
32,Quarter,Other offences,
32,Quarter,suburb,Franklin
32,Quarter,district,
33,Q1,Homicide,0.0
33,Q1,Assault,20.0
33,Q1,Sexual assault,0.0
33,Q1,Offences against a person,0.0
33,Q1,Burglary,2.0
33,Q1,Motor vehicle theft,5.0
33,Q1,Theft (excluding Motor Vehicles),62.0
33,Q1,Robbery,2.0
33,Q1,Road fatality,0.0
33,Q1,Road collision with injury,4.0
33,Q1,Traffic Infringement Notices,89.0
33,Q1,Property damage,13.0
33,Q1,Other offences,77.0
33,Q1,suburb,
33,Q1,district,
33,Q2,Homicide,0.0
33,Q2,Assault,27.0
33,Q2,Sexual assault,2.0
33,Q2,Offences against a person,1.0
33,Q2,Burglary,14.0
33,Q2,Motor vehicle theft,6.0
33,Q2,Theft (excluding Motor Vehicles),92.0
33,Q2,Robbery,0.0
33,Q2,Road fatality,0.0
33,Q2,Road collision with injury,7.0
33,Q2,Traffic Infringement Notices,82.0
33,Q2,Property damage,33.0
33,Q2,Other offences,57.0
33,Q2,suburb,
33,Q2,district,
33,Q3,Homicide,0.0
33,Q3,Assault,15.0
33,Q3,Sexual assault,2.0
33,Q3,Offences against a person,0.0
33,Q3,Burglary,9.0
33,Q3,Motor vehicle theft,1.0
33,Q3,Theft (excluding Motor Vehicles),88.0
33,Q3,Robbery,0.0
33,Q3,Road fatality,0.0
33,Q3,Road collision with injury,7.0
33,Q3,Traffic Infringement Notices,91.0
33,Q3,Property damage,19.0
33,Q3,Other offences,68.0
33,Q3,suburb,
33,Q3,district,
33,Q4,Homicide,0.0
33,Q4,Assault,17.0
33,Q4,Sexual assault,0.0
33,Q4,Offences against a person,0.0
33,Q4,Burglary,10.0
33,Q4,Motor vehicle theft,5.0
33,Q4,Theft (excluding Motor Vehicles),48.0
33,Q4,Robbery,0.0
33,Q4,Road fatality,0.0
33,Q4,Road collision with injury,3.0
33,Q4,Traffic Infringement Notices,80.0
33,Q4,Property damage,20.0
33,Q4,Other offences,60.0
33,Q4,suburb,
33,Q4,district,
33,Quarter,Homicide,
33,Quarter,Assault,
33,Quarter,Sexual assault,
33,Quarter,Offences against a person,
33,Quarter,Burglary,
33,Quarter,Motor vehicle theft,
33,Quarter,Theft (excluding Motor Vehicles),
33,Quarter,Robbery,
33,Quarter,Road fatality,
33,Quarter,Road collision with injury,
33,Quarter,Traffic Infringement Notices,
33,Quarter,Property damage,
33,Quarter,Other offences,
33,Quarter,suburb,Gungahlin
33,Quarter,district,
34,Q1,Homicide,0.0
34,Q1,Assault,1.0
34,Q1,Sexual assault,0.0
34,Q1,Offences against a person,0.0
34,Q1,Burglary,0.0
34,Q1,Motor vehicle theft,0.0
34,Q1,Theft (excluding Motor Vehicles),0.0
34,Q1,Robbery,0.0
34,Q1,Road fatality,0.0
34,Q1,Road collision with injury,0.0
34,Q1,Traffic Infringement Notices,0.0
34,Q1,Property damage,4.0
34,Q1,Other offences,0.0
34,Q1,suburb,
34,Q1,district,
34,Q2,Homicide,0.0
34,Q2,Assault,1.0
34,Q2,Sexual assault,0.0
34,Q2,Offences against a person,0.0
34,Q2,Burglary,1.0
34,Q2,Motor vehicle theft,0.0
34,Q2,Theft (excluding Motor Vehicles),0.0
34,Q2,Robbery,0.0
34,Q2,Road fatality,0.0
34,Q2,Road collision with injury,0.0
34,Q2,Traffic Infringement Notices,3.0
34,Q2,Property damage,0.0
34,Q2,Other offences,2.0
34,Q2,suburb,
34,Q2,district,
34,Q3,Homicide,0.0
34,Q3,Assault,0.0
34,Q3,Sexual assault,0.0
34,Q3,Offences against a person,0.0
34,Q3,Burglary,0.0
34,Q3,Motor vehicle theft,0.0
34,Q3,Theft (excluding Motor Vehicles),0.0
34,Q3,Robbery,0.0
34,Q3,Road fatality,0.0
34,Q3,Road collision with injury,0.0
34,Q3,Traffic Infringement Notices,0.0
34,Q3,Property damage,0.0
34,Q3,Other offences,0.0
34,Q3,suburb,
34,Q3,district,
34,Q4,Homicide,0.0
34,Q4,Assault,0.0
34,Q4,Sexual assault,0.0
34,Q4,Offences against a person,0.0
34,Q4,Burglary,0.0
34,Q4,Motor vehicle theft,0.0
34,Q4,Theft (excluding Motor Vehicles),0.0
34,Q4,Robbery,0.0
34,Q4,Road fatality,0.0
34,Q4,Road collision with injury,0.0
34,Q4,Traffic Infringement Notices,3.0
34,Q4,Property damage,0.0
34,Q4,Other offences,0.0
34,Q4,suburb,
34,Q4,district,
34,Quarter,Homicide,
34,Quarter,Assault,
34,Quarter,Sexual assault,
34,Quarter,Offences against a person,
34,Quarter,Burglary,
34,Quarter,Motor vehicle theft,
34,Quarter,Theft (excluding Motor Vehicles),
34,Quarter,Robbery,
34,Quarter,Road fatality,
34,Quarter,Road collision with injury,
34,Quarter,Traffic Infringement Notices,
34,Quarter,Property damage,
34,Quarter,Other offences,
34,Quarter,suburb,Hall
34,Quarter,district,
35,Q1,Homicide,0.0
35,Q1,Assault,3.0
35,Q1,Sexual assault,0.0
35,Q1,Offences against a person,0.0
35,Q1,Burglary,6.0
35,Q1,Motor vehicle theft,1.0
35,Q1,Theft (excluding Motor Vehicles),11.0
35,Q1,Robbery,0.0
35,Q1,Road fatality,0.0
35,Q1,Road collision with injury,1.0
