,,,,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count
period,,,,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
suburb,postcode,Category,Subcategory,,,,,,,,,,,,,,,,,,,,,,
SELLICKS BEACH,5174,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,3.0,1.0,3.0,4.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,,5.0,2.0,3.0,6.0
SELLICKS BEACH,5174,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,1.0,,,,,,,1.0,,,,,,,,,,,
SELLICKS BEACH,5174,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,
SELLICKS BEACH,5174,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,2.0,,2.0,1.0,1.0,2.0,,1.0,1.0,,,,,,1.0,1.0,,,,
SELLICKS BEACH,5174,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,2.0,,,,,,,,,,,,,,,,,,,,,1.0
SELLICKS BEACH,5174,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,
SELLICKS BEACH,5174,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,4.0,,,1.0,
SELLICKS BEACH,5174,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,7.0,7.0,5.0,5.0,3.0,5.0,7.0,2.0,2.0,6.0,5.0,3.0,3.0,5.0,5.0,6.0,2.0,9.0,9.0,4.0,3.0,3.0
SELLICKS BEACH,5174,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,4.0,,1.0,,,4.0,,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0
SELLICKS BEACH,5174,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3.0,4.0,,,1.0,2.0,,,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,,1.0,
SELLICKS BEACH,5174,SERIOUS CRIMINAL TRESPASS,SCT - Residence,6.0,3.0,4.0,4.0,,4.0,4.0,,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,6.0,8.0,2.0,2.0,1.0
SELLICKS BEACH,5174,THEFT AND RELATED OFFENCES,Other theft,6.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,6.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,6.0,2.0,3.0,4.0
SELLICKS BEACH,5174,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,2.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,
SELLICKS BEACH,5174,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3.0,10.0,1.0,1.0,7.0,5.0,,3.0,2.0,3.0,3.0,1.0,1.0,12.0,1.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0
SELLICKS BEACH,5174,THEFT AND RELATED OFFENCES,Theft from shop,,,,,1.0,,,,,,1.0,,,,,,,,,,,
SELLICKS BEACH,5174,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,
SELLICKS HILL,5174,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,,,,1.0,,,,,,
SELLICKS HILL,5174,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,1.0,,1.0,,,,,,,,,,,,,,,,,
SELLICKS HILL,5174,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,,,,,,,,,,,1.0,,,,,
SELLICKS HILL,5174,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,1.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0
SELLICKS HILL,5174,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,1.0,,,,,,,,,,,,,,,,,,,
SELLICKS HILL,5174,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,1.0,,,,,,1.0,2.0,,2.0,,,1.0,1.0,,,,
SELLICKS HILL,5174,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,,,1.0,,,,
SELLICKS HILL,5174,THEFT AND RELATED OFFENCES,Other theft,,,1.0,,,,2.0,,,,,1.0,,3.0,1.0,,,,,,,
SELLICKS HILL,5174,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,
SELLICKS HILL,5174,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,1.0,,,,,,,,,,,1.0,,,,,,,,
SEMAPHORE,5019,ACTS INTENDED TO CAUSE INJURY,Assault Police,3.0,1.0,1.0,,,,2.0,,,,,,,3.0,1.0,,,2.0,1.0,,,2.0
SEMAPHORE,5019,ACTS INTENDED TO CAUSE INJURY,Common Assault,7.0,7.0,14.0,8.0,1.0,9.0,23.0,7.0,7.0,14.0,13.0,5.0,12.0,9.0,7.0,7.0,9.0,14.0,8.0,4.0,1.0,13.0
SEMAPHORE,5019,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,2.0,,1.0,,,,
SEMAPHORE,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,5.0,9.0,5.0,4.0,5.0,4.0,9.0,4.0,7.0,10.0,8.0,5.0,5.0,14.0,12.0,3.0,7.0,10.0,4.0,6.0,7.0,7.0
SEMAPHORE,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,2.0,,,1.0,2.0,1.0,,,1.0,,1.0,,
SEMAPHORE,5019,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1.0,2.0,1.0,3.0,7.0,3.0,2.0,,,2.0,1.0,3.0,1.0,2.0,,1.0,,2.0,4.0,2.0,1.0,1.0
SEMAPHORE,5019,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,1.0,,1.0,,1.0,,,,,,,,,,2.0,,,,
SEMAPHORE,5019,HOMICIDE AND RELATED OFFENCES,Murder,,,,,,,,,,,,,,1.0,,,,,,,,
SEMAPHORE,5019,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1.0,,,2.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,
SEMAPHORE,5019,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,3.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,3.0,2.0,
SEMAPHORE,5019,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,3.0,,,,2.0,,1.0,,1.0,,1.0,1.0,,2.0,2.0,1.0,,1.0,,1.0,1.0,
SEMAPHORE,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2.0,6.0,9.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,
SEMAPHORE,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,17.0,23.0,16.0,17.0,18.0,8.0,18.0,9.0,7.0,16.0,7.0,12.0,6.0,28.0,15.0,16.0,10.0,14.0,8.0,8.0,14.0,15.0
SEMAPHORE,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,2.0,,2.0,,1.0,2.0,2.0,,,,,2.0,,,,,,1.0,,1.0,
SEMAPHORE,5019,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1.0,4.0,,,2.0,1.0,2.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,
SEMAPHORE,5019,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,,,,,,,,,,1.0,,
SEMAPHORE,5019,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0
SEMAPHORE,5019,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,12.0,4.0,6.0,4.0,3.0,4.0,3.0,8.0,3.0,3.0,3.0,2.0,2.0,,3.0,6.0,4.0,1.0,4.0,4.0,1.0,3.0
SEMAPHORE,5019,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2.0,7.0,4.0,7.0,9.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,6.0,8.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0
SEMAPHORE,5019,THEFT AND RELATED OFFENCES,Other theft,18.0,29.0,31.0,14.0,14.0,24.0,28.0,12.0,10.0,15.0,29.0,16.0,16.0,20.0,24.0,15.0,10.0,20.0,26.0,9.0,8.0,11.0
SEMAPHORE,5019,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,4.0,1.0,1.0,1.0,,,,2.0,,1.0,,1.0,,,,,2.0,,1.0,
SEMAPHORE,5019,THEFT AND RELATED OFFENCES,Theft from motor vehicle,5.0,11.0,9.0,7.0,11.0,8.0,4.0,4.0,6.0,12.0,3.0,11.0,9.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,8.0,7.0
SEMAPHORE,5019,THEFT AND RELATED OFFENCES,Theft from shop,9.0,9.0,6.0,5.0,8.0,10.0,3.0,10.0,2.0,4.0,4.0,4.0,5.0,8.0,5.0,5.0,3.0,11.0,5.0,5.0,6.0,9.0
SEMAPHORE,5019,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,5.0,5.0,2.0,5.0,5.0,6.0,1.0,7.0,,3.0,6.0,4.0,5.0,5.0,6.0,1.0,3.0,2.0,3.0,1.0,1.0,8.0
SEMAPHORE PARK,5019,ACTS INTENDED TO CAUSE INJURY,Assault Police,1.0,1.0,,,1.0,,2.0,,,2.0,1.0,,,,,2.0,,,,,,3.0
SEMAPHORE PARK,5019,ACTS INTENDED TO CAUSE INJURY,Common Assault,4.0,2.0,11.0,9.0,2.0,9.0,7.0,3.0,2.0,6.0,5.0,6.0,3.0,7.0,4.0,3.0,3.0,,,3.0,4.0,6.0
SEMAPHORE PARK,5019,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,3.0,,1.0,,2.0,,2.0,1.0,,1.0,,,,,,1.0,,,,1.0
SEMAPHORE PARK,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,4.0,12.0,9.0,8.0,7.0,10.0,14.0,6.0,13.0,6.0,7.0,12.0,8.0,11.0,13.0,9.0,5.0,9.0,9.0,13.0,5.0,9.0
SEMAPHORE PARK,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2.0,2.0,1.0,,1.0,,,3.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,2.0,1.0
SEMAPHORE PARK,5019,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1.0,,,,,,2.0,,1.0,,,,3.0,2.0,1.0,,2.0,3.0,,2.0,2.0,
SEMAPHORE PARK,5019,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,,,,,,,,,,,,1.0
SEMAPHORE PARK,5019,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",2.0,5.0,3.0,3.0,,1.0,,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,2.0,,,1.0
SEMAPHORE PARK,5019,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,1.0,1.0,1.0,,,,,,1.0,,4.0,2.0,,,,1.0,,8.0,2.0,1.0,
SEMAPHORE PARK,5019,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,3.0,,,2.0,
SEMAPHORE PARK,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2.0,8.0,7.0,3.0,8.0,2.0,2.0,1.0,3.0,,1.0,3.0,3.0,,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0
SEMAPHORE PARK,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,19.0,20.0,17.0,21.0,16.0,20.0,22.0,8.0,14.0,19.0,37.0,16.0,16.0,30.0,19.0,25.0,26.0,30.0,13.0,14.0,11.0,14.0
SEMAPHORE PARK,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,2.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,,1.0,1.0,,,1.0,2.0,2.0,1.0,3.0,3.0
SEMAPHORE PARK,5019,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,
SEMAPHORE PARK,5019,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,1.0,,,,,1.0,,,,,,,,,,,,,,,,
SEMAPHORE PARK,5019,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,,,1.0,2.0,,4.0,2.0
SEMAPHORE PARK,5019,SERIOUS CRIMINAL TRESPASS,SCT - Residence,6.0,5.0,9.0,9.0,6.0,9.0,5.0,7.0,7.0,7.0,13.0,6.0,3.0,9.0,11.0,5.0,4.0,4.0,8.0,7.0,4.0,4.0
SEMAPHORE PARK,5019,THEFT AND RELATED OFFENCES,Other theft,5.0,7.0,11.0,7.0,9.0,14.0,14.0,9.0,12.0,11.0,9.0,16.0,12.0,10.0,14.0,13.0,8.0,8.0,7.0,9.0,7.0,12.0
SEMAPHORE PARK,5019,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,4.0,,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,3.0,1.0,3.0,,,2.0,,,,,
SEMAPHORE PARK,5019,THEFT AND RELATED OFFENCES,Theft from motor vehicle,10.0,5.0,9.0,7.0,10.0,5.0,8.0,7.0,13.0,10.0,13.0,11.0,11.0,10.0,9.0,11.0,12.0,4.0,5.0,4.0,7.0,10.0
SEMAPHORE PARK,5019,THEFT AND RELATED OFFENCES,Theft from shop,,,1.0,,,1.0,,,,,,,,,,,,,,,,
SEMAPHORE PARK,5019,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,3.0,,3.0,1.0,2.0,3.0,4.0,3.0,3.0,5.0,,,2.0,3.0,4.0,,3.0,1.0,4.0,,1.0,
SEMAPHORE SOUTH,5019,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,1.0,,,,,,,,,,
SEMAPHORE SOUTH,5019,ACTS INTENDED TO CAUSE INJURY,Common Assault,,1.0,1.0,,1.0,,3.0,,1.0,1.0,2.0,1.0,,1.0,,3.0,2.0,,,3.0,1.0,1.0
SEMAPHORE SOUTH,5019,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,,,,1.0,,,,,,,
SEMAPHORE SOUTH,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0
SEMAPHORE SOUTH,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,1.0,,,,,,,,,,,,,,,
SEMAPHORE SOUTH,5019,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0
SEMAPHORE SOUTH,5019,HOMICIDE AND RELATED OFFENCES,Murder,,,,,,,,,,,,,1.0,,,,,,,,,
SEMAPHORE SOUTH,5019,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1.0,1.0,,,,,,,2.0,,,1.0,,,2.0,,,,,,1.0,
SEMAPHORE SOUTH,5019,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,,,,,,1.0,,,1.0,,,
SEMAPHORE SOUTH,5019,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,2.0,,1.0,,,,,,,,,,,,,
SEMAPHORE SOUTH,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2.0,2.0,2.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,
SEMAPHORE SOUTH,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,7.0,2.0,9.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,,3.0,1.0,,2.0,,5.0,1.0,2.0,1.0,3.0
SEMAPHORE SOUTH,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,,,1.0,,,1.0,,,,,
SEMAPHORE SOUTH,5019,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,1.0,,,,,,,,,,,,,,,,,,
SEMAPHORE SOUTH,5019,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1.0,2.0,,1.0,2.0,,2.0,2.0,,,2.0,,,1.0,,2.0,3.0,,2.0,,,
SEMAPHORE SOUTH,5019,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3.0,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,,3.0,1.0
SEMAPHORE SOUTH,5019,THEFT AND RELATED OFFENCES,Other theft,3.0,2.0,6.0,3.0,4.0,,2.0,1.0,,3.0,,1.0,1.0,3.0,4.0,3.0,1.0,,6.0,1.0,1.0,2.0
SEMAPHORE SOUTH,5019,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,1.0,2.0,,,,1.0,,,,,,,,1.0,,,
SEMAPHORE SOUTH,5019,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1.0,,,,3.0,1.0,4.0,,2.0,3.0,4.0,2.0,7.0,1.0,,3.0,3.0,6.0,,2.0,1.0,
SEMAPHORE SOUTH,5019,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1.0,,,2.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,2.0,,,,1.0
SEPPELTSFIELD,5355,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,1.0,,,,,,,,,,,,,
SEPPELTSFIELD,5355,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,,1.0,,,,,,,,
SEPPELTSFIELD,5355,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,1.0,,,,,,1.0,,,,,
SEPPELTSFIELD,5355,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1.0,,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,
SEPPELTSFIELD,5355,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,
SEPPELTSFIELD,5355,THEFT AND RELATED OFFENCES,Other theft,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,
SEPPELTSFIELD,5355,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,1.0,,,,,,,,,,
SEPPELTSFIELD,5355,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,1.0,,,,,,,,,,,,,,,,
SEVENHILL,5453,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,1.0,,,,,,,
SEVENHILL,5453,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,
SEVENHILL,5453,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,
SEVENHILL,5453,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,,1.0,,,,,
SEVENHILL,5453,THEFT AND RELATED OFFENCES,Other theft,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,
SEVENHILL,5453,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,1.0,,,,,,,,,,,,,,,,,,,,
SHEA-OAK LOG,5371,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,,,1.0,,,,,
SHEA-OAK LOG,5371,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,1.0,,,,,,,,,,,,,,,
SHEA-OAK LOG,5371,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,,,,,,,,1.0,,,,,,,,
SHEA-OAK LOG,5371,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,,,,,,,1.0,,,,
SHEA-OAK LOG,5371,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,3.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0
SHEA-OAK LOG,5371,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,1.0,,,,,,,,,,,,,
SHEA-OAK LOG,5371,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,2.0,,,,,,,,,,1.0,,,,
SHEA-OAK LOG,5371,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,,,1.0,,,,,1.0
SHEA-OAK LOG,5371,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1.0,,,,,,,,,,,,,,,,,,,,
SHEIDOW PARK,5158,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,
SHEIDOW PARK,5158,ACTS INTENDED TO CAUSE INJURY,Common Assault,1.0,,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,
SHEIDOW PARK,5158,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1.0,,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,2.0,,,,,
SHEIDOW PARK,5158,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,5.0,6.0,1.0,5.0,10.0,3.0,5.0,3.0,1.0,4.0,3.0,5.0,7.0,9.0,3.0,7.0,2.0,3.0,3.0,3.0,6.0
SHEIDOW PARK,5158,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,,
SHEIDOW PARK,5158,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,3.0,,1.0,,2.0,1.0,1.0,,1.0,,,,,2.0,2.0,,1.0,2.0,,1.0,
SHEIDOW PARK,5158,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,1.0,,,,,,,,,,,,,,
SHEIDOW PARK,5158,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",4.0,2.0,,,1.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,,1.0,3.0
SHEIDOW PARK,5158,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,1.0,
SHEIDOW PARK,5158,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1.0,,1.0,,,,,1.0,3.0,,2.0,2.0,2.0,1.0,,,,1.0,,2.0,1.0,
SHEIDOW PARK,5158,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,15.0,4.0,3.0,9.0,4.0,2.0,7.0,2.0,3.0,14.0,8.0,3.0,4.0,5.0,6.0,,3.0,,1.0,,1.0,6.0
SHEIDOW PARK,5158,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,12.0,10.0,13.0,8.0,12.0,14.0,29.0,10.0,12.0,9.0,15.0,3.0,6.0,4.0,10.0,8.0,7.0,12.0,6.0,4.0,7.0,14.0
SHEIDOW PARK,5158,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1.0,3.0,2.0,2.0,1.0,1.0,2.0,,,,2.0,2.0,1.0,4.0,1.0,,,1.0,,,1.0,1.0
SHEIDOW PARK,5158,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1.0,,,,,,,,,,,,,,,,,,,,,
SHEIDOW PARK,5158,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,,,,,,,,,,,,1.0
SHEIDOW PARK,5158,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,1.0,,,,,,,,,,,2.0,,,,,,
SHEIDOW PARK,5158,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,5.0,2.0,,3.0,2.0,3.0,,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,,,2.0,2.0
SHEIDOW PARK,5158,SERIOUS CRIMINAL TRESPASS,SCT - Residence,4.0,3.0,2.0,3.0,3.0,2.0,8.0,4.0,1.0,,2.0,3.0,4.0,2.0,3.0,7.0,6.0,,2.0,4.0,4.0,2.0
SHEIDOW PARK,5158,THEFT AND RELATED OFFENCES,Other theft,11.0,7.0,10.0,6.0,8.0,6.0,12.0,7.0,11.0,3.0,3.0,3.0,3.0,6.0,12.0,5.0,4.0,3.0,6.0,8.0,3.0,5.0
SHEIDOW PARK,5158,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,2.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,
SHEIDOW PARK,5158,THEFT AND RELATED OFFENCES,Theft from motor vehicle,7.0,4.0,10.0,2.0,4.0,9.0,10.0,7.0,4.0,6.0,4.0,1.0,,2.0,3.0,1.0,2.0,5.0,,5.0,2.0,11.0
SHEIDOW PARK,5158,THEFT AND RELATED OFFENCES,Theft from shop,2.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,,1.0,2.0,2.0,2.0,
SHEIDOW PARK,5158,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2.0,2.0,2.0,,2.0,3.0,1.0,4.0,,1.0,1.0,,,3.0,,4.0,,1.0,,1.0,1.0,2.0
SHEOAK FLAT,5581,THEFT AND RELATED OFFENCES,Other theft,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0
SHEOAK LOG,5371,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,1.0,,1.0,,,,
SHEOAK LOG,5371,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",1.0,,,,,,,,,,,,,,,,,,,,,
SHEOAK LOG,5371,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,,,,,1.0,,,,,,,,,,,,,
SHEOAK LOG,5371,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,1.0,,1.0,,,,,,,,,,,,,,
SHEOAK LOG,5371,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,1.0,,,,,,,,
