,,,,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count
period,,,,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
suburb,postcode,Category,Subcategory,,,,,,,,,,,,,,,,,,,,,,
EUDUNDA,5374,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,,1.0,,,,,,,,,,,,
EUDUNDA,5374,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,1.0,,,,1.0,,1.0,,,,,,,,,,2.0,,1.0,,
EUDUNDA,5374,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,,,1.0,,,,,,,,,,,,,
EUDUNDA,5374,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1.0,2.0,2.0,,2.0,1.0,1.0,3.0,,,2.0,,,2.0,1.0,1.0,2.0,,4.0,2.0,,
EUDUNDA,5374,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,2.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,
EUDUNDA,5374,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1.0,4.0,7.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,,4.0,,,,2.0,1.0,
EUDUNDA,5374,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,2.0,,,,,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,,1.0
EUDUNDA,5374,THEFT AND RELATED OFFENCES,Other theft,5.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,1.0,2.0,1.0,1.0,,2.0
EUDUNDA,5374,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0
EUDUNDA,5374,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,3.0,,,,,1.0,,,,,,,,1.0,,
EUDUNDA,5374,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,1.0
EUROMINA,5454,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,1.0,,,,,,,,,,,,,,,,
EUROMINA,5454,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,1.0,,,,,,,,,,,
EUROMINA,5454,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,,,,1.0,,,,
EUROMINA,5454,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1.0,,,,,,,,,,,,,,,,,,,,,
EVANDALE,5069,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,1.0,,,,,,,,,,,,
EVANDALE,5069,ACTS INTENDED TO CAUSE INJURY,Common Assault,2.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,
EVANDALE,5069,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,,1.0,,,,,,,,,
EVANDALE,5069,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,1.0,,,,,,,2.0,,,1.0,,,,1.0,,,,,
EVANDALE,5069,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,3.0,,,,2.0
EVANDALE,5069,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,1.0,,,,,,,,1.0,,,,,,
EVANDALE,5069,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,1.0,,,2.0,,,,,,,1.0,1.0,,,,,
EVANDALE,5069,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,
EVANDALE,5069,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1.0,,,,3.0,,,,,1.0,,,,,,,,,,
EVANDALE,5069,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,1.0,1.0,2.0,2.0,4.0,,1.0,,,1.0,1.0,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0
EVANDALE,5069,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,1.0,1.0,,,,,,,,,,,,,,,,,,,
EVANDALE,5069,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,1.0,,,,,,,,,,,,,,,,,,,,,
EVANDALE,5069,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,3.0,,,,2.0,,,1.0,,,1.0,,,,1.0,,,2.0,1.0,
EVANDALE,5069,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,2.0,2.0,2.0,2.0,4.0,5.0,1.0,,1.0,2.0,,1.0,3.0,1.0,,3.0,1.0,,2.0,,
EVANDALE,5069,THEFT AND RELATED OFFENCES,Other theft,1.0,4.0,1.0,2.0,6.0,4.0,6.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,8.0,6.0,7.0,5.0,,2.0
EVANDALE,5069,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,1.0,,,,,,,,,,,,,,
EVANDALE,5069,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1.0,8.0,1.0,2.0,,2.0,2.0,1.0,,1.0,,,,1.0,,,2.0,,1.0,1.0,,6.0
EVANDALE,5069,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,1.0,,,,,,,,,,,,,,,,
EVANDALE,5069,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,
EVANSTON,5116,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,
EVANSTON,5116,ACTS INTENDED TO CAUSE INJURY,Common Assault,8.0,6.0,8.0,3.0,3.0,4.0,5.0,7.0,8.0,4.0,11.0,3.0,9.0,3.0,7.0,5.0,6.0,5.0,5.0,2.0,5.0,5.0
EVANSTON,5116,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1.0,,,1.0,,,1.0,,,,,,2.0,,1.0,,,2.0,,,3.0,1.0
EVANSTON,5116,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2.0,6.0,5.0,2.0,4.0,6.0,5.0,1.0,3.0,9.0,6.0,9.0,6.0,6.0,5.0,4.0,6.0,7.0,6.0,5.0,1.0,5.0
EVANSTON,5116,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,2.0,2.0,,,,,,1.0,2.0,,1.0,1.0,,2.0,,,,1.0
EVANSTON,5116,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1.0,,,,1.0,,,,,1.0,2.0,,2.0,,,1.0,1.0,2.0,1.0,3.0,,1.0
EVANSTON,5116,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,1.0,1.0,,,,,,2.0,,,,,,,,1.0,
EVANSTON,5116,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1.0,1.0,,3.0,,2.0,1.0,5.0,,,1.0,1.0,2.0,,,,2.0,,,3.0,,
EVANSTON,5116,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,2.0,,6.0,1.0
EVANSTON,5116,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1.0,3.0,,,,,,,,2.0,,1.0,2.0,,,2.0,1.0,,1.0,,,
EVANSTON,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,4.0,3.0,2.0,4.0,7.0,1.0,2.0,3.0,5.0,2.0,,,3.0,,1.0,1.0,,5.0,,1.0,1.0,2.0
EVANSTON,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,8.0,6.0,4.0,13.0,11.0,16.0,6.0,9.0,6.0,15.0,12.0,14.0,15.0,8.0,13.0,13.0,9.0,11.0,10.0,9.0,13.0,11.0
EVANSTON,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1.0,1.0,1.0,3.0,,,2.0,4.0,1.0,4.0,1.0,,2.0,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0
EVANSTON,5116,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,
EVANSTON,5116,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,,,,,2.0,,,,,,,1.0,,,,,
EVANSTON,5116,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,5.0,4.0,2.0,7.0,3.0,3.0,1.0,6.0,3.0,6.0,5.0,5.0,9.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0
EVANSTON,5116,SERIOUS CRIMINAL TRESPASS,SCT - Residence,4.0,7.0,2.0,2.0,3.0,4.0,10.0,3.0,1.0,6.0,5.0,9.0,5.0,5.0,6.0,3.0,7.0,2.0,6.0,4.0,4.0,4.0
EVANSTON,5116,THEFT AND RELATED OFFENCES,Other theft,15.0,14.0,15.0,18.0,10.0,14.0,40.0,18.0,13.0,20.0,16.0,14.0,13.0,26.0,28.0,17.0,20.0,24.0,7.0,14.0,14.0,32.0
EVANSTON,5116,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,2.0,3.0,,,1.0,,,1.0,1.0,3.0,5.0,2.0,,,,,1.0,,,,
EVANSTON,5116,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2.0,2.0,4.0,4.0,3.0,9.0,1.0,1.0,3.0,7.0,3.0,6.0,5.0,,6.0,4.0,2.0,1.0,4.0,2.0,,8.0
EVANSTON,5116,THEFT AND RELATED OFFENCES,Theft from shop,2.0,4.0,2.0,7.0,2.0,1.0,1.0,6.0,6.0,12.0,12.0,15.0,3.0,6.0,12.0,12.0,28.0,17.0,11.0,23.0,13.0,17.0
EVANSTON,5116,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,,2.0,1.0,2.0,1.0,,1.0
EVANSTON GARDENS,5116,ACTS INTENDED TO CAUSE INJURY,Common Assault,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,2.0,3.0,2.0,1.0,1.0
EVANSTON GARDENS,5116,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0
EVANSTON GARDENS,5116,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1.0,1.0,1.0,9.0,1.0,,1.0,1.0,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,1.0,8.0,1.0,2.0,1.0,2.0
EVANSTON GARDENS,5116,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,
EVANSTON GARDENS,5116,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0
EVANSTON GARDENS,5116,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1.0,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,1.0
EVANSTON GARDENS,5116,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,2.0,,,2.0,,,,1.0,,,,,,,,1.0,
EVANSTON GARDENS,5116,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,
EVANSTON GARDENS,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,1.0,,,,,,1.0,1.0
EVANSTON GARDENS,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,8.0,5.0,2.0,5.0,3.0,5.0,3.0,6.0,2.0,6.0,2.0,4.0,8.0,3.0,3.0,4.0,6.0,4.0,5.0,1.0,4.0,5.0
EVANSTON GARDENS,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,1.0,1.0,,2.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,
EVANSTON GARDENS,5116,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,,,1.0,,,,,,,,,,,,,
EVANSTON GARDENS,5116,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1.0,1.0,3.0,3.0,,1.0,,1.0,2.0,1.0,4.0,,8.0,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,1.0
EVANSTON GARDENS,5116,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,1.0,3.0,,4.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,6.0,1.0,,3.0
EVANSTON GARDENS,5116,THEFT AND RELATED OFFENCES,Other theft,4.0,3.0,1.0,8.0,2.0,3.0,2.0,3.0,6.0,7.0,5.0,5.0,6.0,10.0,6.0,3.0,6.0,6.0,7.0,2.0,2.0,5.0
EVANSTON GARDENS,5116,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,1.0,,,1.0,2.0,,,,,,,,,,,,1.0,,,,
EVANSTON GARDENS,5116,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,,6.0,2.0
EVANSTON GARDENS,5116,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,,,,1.0,,,,,,,
EVANSTON GARDENS,5116,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,1.0,2.0,,,,3.0,3.0,2.0,,,,2.0,2.0,2.0,2.0,,1.0,,2.0,2.0
EVANSTON PARK,5116,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,
EVANSTON PARK,5116,ACTS INTENDED TO CAUSE INJURY,Common Assault,1.0,1.0,,1.0,1.0,,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,2.0,1.0
EVANSTON PARK,5116,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,2.0,,,,1.0,,,,,,1.0,,,,2.0,1.0,,,,,,
EVANSTON PARK,5116,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1.0,3.0,4.0,2.0,4.0,3.0,6.0,4.0,1.0,7.0,3.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,4.0
EVANSTON PARK,5116,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,1.0,,,,,,2.0,,,,,,,,,,,3.0,
EVANSTON PARK,5116,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,
EVANSTON PARK,5116,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",1.0,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,
EVANSTON PARK,5116,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",2.0,3.0,,,,1.0,2.0,1.0,,,,,,,,1.0,,1.0,,1.0,,
EVANSTON PARK,5116,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,
EVANSTON PARK,5116,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,1.0,,,,,,,1.0,1.0,,2.0,,,,,,1.0,1.0,,,
EVANSTON PARK,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1.0,,,,,,,,,2.0,,,1.0,,,,,1.0,2.0,1.0,1.0,1.0
EVANSTON PARK,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5.0,6.0,5.0,5.0,2.0,6.0,2.0,6.0,3.0,5.0,4.0,3.0,3.0,5.0,7.0,12.0,6.0,2.0,3.0,3.0,4.0,9.0
EVANSTON PARK,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,
EVANSTON PARK,5116,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,1.0,,,,,,,,,,,,,,,,,,,,
EVANSTON PARK,5116,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,,,,1.0,,,,,,,,,,,,,
EVANSTON PARK,5116,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,1.0,,,,,,,,2.0,3.0,1.0,1.0,2.0,1.0,,,,,1.0,1.0
EVANSTON PARK,5116,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1.0,2.0,6.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,8.0,1.0,3.0,2.0,2.0,4.0,1.0
EVANSTON PARK,5116,THEFT AND RELATED OFFENCES,Other theft,4.0,7.0,6.0,6.0,6.0,6.0,7.0,3.0,1.0,6.0,1.0,4.0,4.0,6.0,4.0,7.0,2.0,5.0,2.0,3.0,2.0,7.0
EVANSTON PARK,5116,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,2.0,2.0,,,,,,,,1.0
EVANSTON PARK,5116,THEFT AND RELATED OFFENCES,Theft from motor vehicle,5.0,1.0,5.0,,1.0,,1.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,,2.0,3.0,2.0,4.0,3.0,11.0,8.0
EVANSTON PARK,5116,THEFT AND RELATED OFFENCES,Theft from shop,,,,,2.0,,,,1.0,1.0,,,,,,,,,2.0,2.0,,1.0
EVANSTON PARK,5116,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,3.0,,2.0,,1.0,,1.0,,,1.0,1.0,2.0,,,2.0,,1.0,2.0,,,,
EVANSTON SOUTH,5116,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0
EVANSTON SOUTH,5116,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,
EVANSTON SOUTH,5116,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,1.0,,,,,,,,,,,,,,,
EVANSTON SOUTH,5116,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,,,,,,,,,,,1.0,,,,,,,
EVANSTON SOUTH,5116,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,1.0,,,,,,,,,,,,,,,,,
EVANSTON SOUTH,5116,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,,,,,,,,,1.0,,1.0,,,
EVANSTON SOUTH,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2.0,2.0,,,2.0,1.0,2.0,1.0,,,,3.0,,,1.0,,2.0,1.0,1.0,2.0,3.0,
EVANSTON SOUTH,5116,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
EVANSTON SOUTH,5116,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,1.0,,,,,,,,,,,,,,,
EVANSTON SOUTH,5116,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1.0,,1.0,,1.0,,,,1.0,,4.0,1.0,,2.0,,3.0,2.0,,,2.0,3.0,4.0
EVANSTON SOUTH,5116,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,3.0,2.0,,1.0,1.0,,
EVANSTON SOUTH,5116,THEFT AND RELATED OFFENCES,Other theft,,4.0,1.0,,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,3.0,,,5.0,2.0,2.0,,4.0,3.0,1.0
EVANSTON SOUTH,5116,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,1.0,,,,,
EVANSTON SOUTH,5116,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,3.0,,2.0,,,,
EVANSTON SOUTH,5116,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,,,,,,,,,1.0,,
EVANSTON SOUTH,5116,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1.0,1.0,,1.0,,,,,1.0,,,,,2.0,,1.0,,,1.0,,,1.0
EVERARD CENTRAL,5461,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,1.0,,,,,,,,,,,,,,,,,,,
EVERARD CENTRAL,5461,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1.0,,,,,,,,,,,,,,,,,,,,,
EVERARD CENTRAL,5461,THEFT AND RELATED OFFENCES,Other theft,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,1.0
EVERARD CENTRAL,5461,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,1.0,,,,,,,,,,1.0,,
EVERARD CENTRAL,5461,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,,,,,,,,1.0,,,,
EVERARD PARK,5035,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,1.0,,,,,,,,,,2.0,,,,,,,,,
EVERARD PARK,5035,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,1.0,2.0,,2.0,1.0,,,,,,1.0,,1.0,2.0,,1.0,1.0,,1.0
EVERARD PARK,5035,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,2.0,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,,1.0,,,,,2.0
EVERARD PARK,5035,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,
EVERARD PARK,5035,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,1.0,,1.0,3.0,1.0,,1.0,,,,,,,,
EVERARD PARK,5035,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,,,,,,,,,1.0,,,
EVERARD PARK,5035,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1.0,,,,1.0,,,,,,,,,,,,,,,,,
EVERARD PARK,5035,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1.0,,,,,,,,,,,,,,,,,,,,,
EVERARD PARK,5035,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,
EVERARD PARK,5035,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,1.0,,,1.0,,,,,,2.0,,1.0,,,,,,,,,
EVERARD PARK,5035,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2.0,4.0,2.0,2.0,2.0,,,,3.0,1.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0
EVERARD PARK,5035,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,3.0,,,1.0,,,,,,,,1.0,,,,,,,,
EVERARD PARK,5035,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,,,1.0,,,,,,,,,,,,,
EVERARD PARK,5035,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,
EVERARD PARK,5035,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1.0,,1.0,4.0,5.0,1.0,,,,2.0,2.0,,2.0,3.0,2.0,,6.0,2.0,,3.0,3.0,2.0
EVERARD PARK,5035,THEFT AND RELATED OFFENCES,Other theft,1.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0
EVERARD PARK,5035,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,1.0,,,,,,,,2.0,
EVERARD PARK,5035,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,,2.0,4.0,,,1.0,1.0,1.0,
EVERARD PARK,5035,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,,,,,,,1.0,,,,
EVERARD PARK,5035,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,1.0,
EXETER,5019,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,,,1.0,,,,,
EXETER,5019,ACTS INTENDED TO CAUSE INJURY,Common Assault,,2.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,,,2.0,4.0,1.0,,
EXETER,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,2.0,4.0,1.0,,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0
EXETER,5019,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,
EXETER,5019,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,2.0,,,,1.0,,,,1.0,,,,,,,2.0,2.0,1.0,,,,
EXETER,5019,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,
EXETER,5019,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,,,,,,,,,1.0,,,
EXETER,5019,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,
EXETER,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1.0,,1.0,,1.0,,,,1.0,,,2.0,1.0,5.0,,,,1.0,,,,2.0
EXETER,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4.0,7.0,11.0,3.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,6.0,2.0,4.0,3.0,6.0,8.0,5.0,5.0,4.0,2.0,
EXETER,5019,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,1.0,3.0,,,,1.0,,,,,,,,,1.0,,1.0,
EXETER,5019,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,
EXETER,5019,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,2.0,2.0,2.0,,2.0,1.0,,2.0,3.0,,,1.0,,,,2.0,1.0,,1.0
EXETER,5019,SERIOUS CRIMINAL TRESPASS,SCT - Residence,3.0,1.0,2.0,4.0,2.0,,6.0,,1.0,1.0,1.0,2.0,,,2.0,2.0,,1.0,1.0,3.0,1.0,
