id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon
3806,Penders Grove Primary School,370 Victoria Road,Thornbury,3071,Government,Primary,-37.754517,145.01426999999998
3819,Underbool Primary School,67 Cotter Street,Underbool,3509,Government,Primary,-35.170573,141.814054
3820,Caulfield Junior College,186 Balaclava Road,Caulfield North,3161,Government,Primary,-37.87211,145.02156100000002
3835,Seaford Primary School,Mcrae Street,Seaford,3198,Government,Primary,-38.104436,145.130496
3841,Wattle Park Primary School,225 Warrigal Road,Burwood,3125,Government,Primary,-37.843404,145.09811499999998
3859,Murrabit Group School,61 Browning Avenue,Murrabit,3579,Government,Primary,-35.528838,143.950749
3885,Preston West Primary School,383 Murray Road,Preston,3072,Government,Primary,-37.737365999999994,144.99553
3889,Thornbury Primary School,16-22 Hutton Street,Thornbury,3071,Government,Primary,-37.755425,144.996748
3890,Footscray West Primary School,Argyle Street,West Footscray,3012,Government,Primary,-37.794938,144.875221
3892,Wandin North Primary School,220 Warburton Highway,Wandin North,3139,Government,Primary,-37.76955183,145.4089739
3897,Gardenvale Primary School,66 Landcox Street,Brighton East,3187,Government,Primary,-37.904678999999994,145.015034
3899,Beaumaris Primary School,79-99 Dalgetty Road,Beaumaris,3193,Government,Primary,-37.985271999999995,145.037586
3907,Currawa Primary School,2 Ridge Road,Dookie Campus,3647,Government,Primary,-36.38474876,145.7037867
3916,Echuca West Primary School,189 Echuca West School Road,Echuca,3564,Government,Primary,-36.165355,144.710009
3920,Cann River P-12 College,20-24 Tamboon Road,Cann River,3890,Government,Pri/Sec,-37.5697,149.153022
3923,Altona Primary School,109 Blyth Street,Altona,3018,Government,Primary,-37.867708,144.822742
3924,Devon Meadows Primary School,Worthing Road,Devon Meadows,3977,Government,Primary,-38.162318,145.301456
3926,Upper Ferntree Gully Primary School,Talaskia Road,Upper Ferntree Gully,3156,Government,Primary,-37.895604,145.314325
3931,Eildon Primary School,45 High Street,Eildon,3713,Government,Primary,-37.233967,145.90676100000002
3933,Bittern Primary School,Portsmouth Road,Bittern,3918,Government,Primary,-38.339857,145.171678
3936,Colbinabbin Primary School,56 Mitchell Street,Colbinabbin,3559,Government,Primary,-36.589881,144.801658
3937,Stanhope Primary School,Midland Highway,Stanhope,3623,Government,Primary,-36.448102,144.988016
3939,Hurstbridge Primary School,Main Road,Hurstbridge,3099,Government,Primary,-37.63616612,145.1980792
3941,Coburg West Primary School,Reynard Street,Coburg,3058,Government,Primary,-37.74715,144.947624
3942,Elwood Primary School,Scott Street,Elwood,3184,Government,Primary,-37.881505,144.988364
3943,Mont Albert Primary School,Barloa Road,Mont Albert,3127,Government,Primary,-37.813078999999995,145.10272700000002
3944,Dhurringile Primary School,605 Langham Road,Dhurringile,3610,Government,Primary,-36.543203000000005,145.239786
3947,Strathewen Primary School,5 School Ridge Road,Strathewen,3099,Government,Primary,-37.547468,145.269894
3956,Don Valley Primary School,Old Dalry Road,Don Valley,3139,Government,Primary,-37.76019989,145.5874128
3960,Reservoir Primary School,Duffy Street,Reservoir,3073,Government,Primary,-37.711420000000004,145.00677
3967,Yallourn North Primary School,2A Reserve Street,Yallourn North,3825,Government,Primary,-38.163208000000004,146.362224
3968,Toorloo Arm Primary School,315 Lake Tyers Beach Road,Lake Tyers Beach,3909,Government,Primary,-37.852539,148.05097
3971,Girgarre Primary School,528 Winter Road,Girgarre,3624,Government,Primary,-36.398106,144.973758
3976,Yaapeet Primary School,4 Woods Street,Yaapeet,3424,Government,Primary,-35.768504,142.057154
3982,Gladysdale Primary School,550 Little Yarra Road,Gladysdale,3797,Government,Primary,-37.82025309,145.6509863
3983,Mildura West Primary School,219-227 Ninth Street,Mildura,3500,Government,Primary,-34.179621000000004,142.151865
3987,Moonee Ponds Primary School,87 Wilson Street,Moonee Ponds,3039,Government,Primary,-37.763411,144.933694
3988,Kingsville Primary School,58 Bishop Street,Yarraville,3013,Government,Primary,-37.812595,144.874657
3993,Kallista Primary School,72 Monbulk Road,Kallista,3791,Government,Primary,-37.88529605,145.3704501
4015,Essendon North Primary School,112 Keilor Road,Essendon North,3041,Government,Primary,-37.741493,144.903031
4025,Ascot Vale West Primary School,Langs Rd,Ascot Vale,3032,Government,Primary,-37.78068,144.911125
4041,Welton Primary School,140 Welton School Road,Torrumbarry,3562,Government,Primary,-35.988828999999996,144.500259
4055,Hartwell Primary School,Milverton St,Camberwell,3124,Government,Primary,-37.847935,145.084152
4057,Red Cliffs Primary School,Murray Avenue,Red Cliffs,3496,Government,Primary,-34.311566,142.185312
4060,Wattle Glen Primary School,16-24 Reynolds Road,Wattle Glen,3096,Government,Primary,-37.66811028,145.1819987
4062,Hampton Park Primary School,Somerville Road,Hampton Park,3976,Government,Primary,-38.030464,145.252943
4064,Colac West Primary School,12 Ligar Street,Colac,3250,Government,Primary,-38.336417,143.579749
4087,Ripponlea Primary School,25 Carrington Grove,St Kilda East,3183,Government,Primary,-37.874706,145.005124
4098,Noojee Primary School,65 School Road,Noojee,3833,Government,Primary,-37.895136,146.00786200000002
4112,Montmorency Primary School,Rattray Road,Montmorency,3094,Government,Primary,-37.717652,145.121599
4117,Moriac Primary School,785 Hendy Main Road,Moriac,3240,Government,Primary,-38.24138556,144.175572
4120,Ringwood North Primary School,172 Oban Road,Ringwood North,3134,Government,Primary,-37.79313,145.230739
4123,Red Cliffs East Primary School,Block 67a Nerrum Avenue,Red Cliffs,3496,Government,Primary,-34.305108000000004,142.214274
4139,Lloyd Street Primary School,Lloyd Street,Malvern East,3145,Government,Primary,-37.872415999999994,145.056108
4143,Bayswater North Primary School,Stuart Street,Bayswater North,3153,Government,Primary,-37.8288,145.29562099999998
4158,Westbreen Primary School,2-10 Pascoe Street,Pascoe Vale,3044,Government,Primary,-37.716056,144.936217
4159,Point Cook Prep - Year 9 College,18 - 50 Ponsford Drive,Point Cook,3030,Government,Pri/Sec,-37.893593,144.725689
4160,Footscray North Primary School,14 Rosamond Road,Footscray,3011,Government,Primary,-37.787746000000006,144.883372
4169,Airly Primary School,226 Airly Estate Road,Airly,3851,Government,Primary,-38.025712,147.113897
4170,Camberwell South Primary School,Peate Avenue,Glen Iris,3146,Government,Primary,-37.847905,145.062612
4171,Parkdale Primary School,305-311 Nepean Highway,Parkdale,3195,Government,Primary,-37.992693,145.08291599999998
4176,Hughesdale Primary School,Brine Street,Hughesdale,3166,Government,Primary,-37.905839,145.07763899999998
4177,Westgarth Primary School,45 Brooke St & 311 Clarke St,Northcote,3070,Government,Primary,-37.776471,145.005561
4183,Auburn South Primary School,419 Tooronga Road,Hawthorn East,3123,Government,Primary,-37.839529999999996,145.044744
4193,Aspendale Primary School,23 Laura Street,Aspendale,3195,Government,Primary,-38.020272999999996,145.099756
4212,Eltham North Primary School,35-47 Wattletree Road,Eltham North,3095,Government,Primary,-37.70011091,145.1508655
4215,Merrivale Primary School,158 Merrivale Drive,Warrnambool,3280,Government,Primary,-38.378018,142.456146
4217,Dandenong West Primary School,32 Birdwood Avenue,Dandenong,3175,Government,Primary,-37.980740999999995,145.200416
4219,Yarra Road Primary School,222 - 228 Yarra Road,Croydon,3136,Government,Primary,-37.766401,145.27222700000002
4220,Aberfeldie Primary School,1 Doone Street,Essendon,3040,Government,Primary,-37.7566,144.895552
4224,Manifold Heights Primary School,20-24 Strachan Avenue,Manifold Heights,3218,Government,Primary,-38.136151,144.33283500000002
4226,Nungurner Primary School,455 Nungurner Road,Nungurner,3909,Government,Primary,-37.865916999999996,147.88838700000002
4257,Dingley Primary School,111-115 Centre Dandenong Road,Dingley Village,3172,Government,Primary,-37.982679,145.131935
4263,Cardross Primary School,415 Dairtnunk Avenue,Cardross,3496,Government,Primary,-34.288009,142.145041
4265,Albion Primary School,Adelaide Street,Albion,3020,Government,Primary,-37.777939,144.81994
4269,Lemnos Primary School,Lemnos Road,Lemnos,3631,Government,Primary,-36.358053000000005,145.462459
4275,Tarwin Lower Primary School,School Road,Tarwin Lower,3956,Government,Primary,-38.702574,145.86706
4290,Nepean Special School,33 Klauer St,Seaford,3198,Government,Special,-38.119433,145.14233000000002
4304,Brunswick South West Primary School,South Daly Street,Brunswick West,3055,Government,Primary,-37.77057,144.943182
4309,Bell Primary School,78A Oakover Road,Preston,3072,Government,Primary,-37.747893,144.990725
4314,Chatham Primary School,Weybridge Street,Surrey Hills,3127,Government,Primary,-37.817113,145.09188500000002
4315,Caulfield South Primary School,24 Bundeera Road,Caulfield South,3162,Government,Primary,-37.89525,145.03044599999998
4317,Ashburton Primary School,Fakenham Road,Ashburton,3147,Government,Primary,-37.86221,145.083814
4318,Bentleigh West Primary School,23 Brewer Road,Bentleigh,3204,Government,Primary,-37.920584999999996,145.026767
4324,Seaspray Primary School,15 Prospect Road,Seaspray,3851,Government,Primary,-38.356489,147.170623
4332,Anglesea Primary School,85 Camp Road,Anglesea,3230,Government,Primary,-38.39678,144.19183700000002
4341,Briar Hill Primary School,25 Gladstone Road,Briar Hill,3088,Government,Primary,-37.708307,145.116219
4359,Zeerust Primary School,245 Zeerust Road,Zeerust,3634,Government,Primary,-36.277196,145.405067
4366,Mckinnon Primary School,253 Tucker Road,Ormond,3204,Government,Primary,-37.908049,145.052795
4384,Clayton South Primary School,539 Clayton Road,Clayton South,3169,Government,Primary,-37.940540000000006,145.11622
4386,Ivanhoe East Primary School,35 Warncliffe Road,Ivanhoe East,3079,Government,Primary,-37.774587,145.059453
4387,Cobains Primary School,3 Crofts Road,Cobains,3851,Government,Primary,-38.074794,147.132279
4389,Mildura South Primary School,593 Deakin Avenue,Mildura South,3501,Government,Primary,-34.213477000000005,142.126787
4398,Tate Street Primary School Geelong,Tate Street,Geelong East,3219,Government,Primary,-38.166053000000005,144.37919499999998
4399,Brunswick North West Primary School,Culloden Street,Brunswick West,3055,Government,Primary,-37.756539000000004,144.943099
4401,Katandra West Primary School,17-27 Bankin Street,Katandra West,3634,Government,Primary,-36.225467,145.560714
4407,Fleetwood Primary School,97 Fleetwood Drive,Narre Warren,3805,Government,Primary,-38.039356,145.317037
4416,Sunnycliffs Primary School,Sunnycliffs Crescent,Sunnycliffs,3496,Government,Primary,-34.279557000000004,142.19269
4429,Sandringham East Primary School,9 Holloway Road,Sandringham,3191,Government,Primary,-37.956668,145.022221
4440,Seaholme Primary School,Cnr Millers Rd & Civic Parade,Seaholme,3018,Government,Primary,-37.86463903,144.84037849999999
4458,Somers Primary School,87 Camp Hill Road,Somers,3927,Government,Primary,-38.392117,145.164606
4465,Travancore School,50 Flemington Street,TRAVANCORE,3032,Government,Special,-37.781903,144.934867
4530,Upwey Primary School,15 Darling Avenue,Upwey,3158,Government,Primary,-37.90286736,145.33280269999997
4543,Coburg North Primary School,180 O'Hea Street,Coburg,3058,Government,Primary,-37.736032,144.951883
4568,Rosanna Primary School,Grandview Grove,Rosanna,3084,Government,Primary,-37.735395000000004,145.062899
4582,Wantirna South Primary School,16 Tyner Road,Wantirna South,3152,Government,Primary,-37.872529,145.237339
4612,Strathmore Primary School,14-34 Lloyd Street,Strathmore,3041,Government,Primary,-37.735557,144.917112
4638,Balwyn North Primary School,Buchanan Avenue,Balwyn North,3104,Government,Primary,-37.79638413,145.07649730000003
4641,Solway Primary School,Winton Road,Ashburton,3147,Government,Primary,-37.873238,145.07283
4642,Wangaratta West Primary School,47-49 Phillipson Street,Wangaratta,3677,Government,Primary,-36.35413,146.304421
4644,Mount Beauty Primary School,Lakeside Avenue,Mount Beauty,3699,Government,Primary,-36.739498,147.17158999999998
4646,Newlands Primary School,2-26 Murphy Street,Preston,3072,Government,Primary,-37.730062,144.984747
4647,Somers School Camp,124 Lord Somers Road,Somers,3927,Government,Primary,-38.388785,145.145747
4650,Newborough Primary School,24 Murray Road,Newborough,3825,Government,Primary,-38.188582000000004,146.292787
4652,Traralgon (Stockdale Road) Primary School,7 Stockdale Road,Traralgon,3844,Government,Primary,-38.18998,146.524169
4657,Gowrie Street Primary School Shepparton,1-19 Gowrie Street,Shepparton,3630,Government,Primary,-36.366802,145.396348
4661,Tootgarook Primary School,Carmichael Street,Tootgarook,3941,Government,Primary,-38.369477,144.85732099999998
4662,Moe (South Street) Primary School,34 South Street,Moe,3825,Government,Primary,-38.183188,146.260064
4663,Roslyn Primary School,183 Roslyn Road,Belmont,3216,Government,Primary,-38.174006,144.329816
4665,Newport Gardens Primary School,Cnr Woods St & Maddox Rd,Newport,3015,Government,Primary,-37.844879999999996,144.867692
4666,St Georges Road Primary School Shepparton,120 St Georges Road,Shepparton,3630,Government,Primary,-36.390091999999996,145.40573700000002
4669,Malvern Valley Primary School,Abbotsford Avenue,Malvern East,3145,Government,Primary,-37.880801,145.081553
4670,Newborough East Primary School,300 Old Sale Road,Newborough,3825,Government,Primary,-38.179,146.29376000000002
4675,Belmore School,49 Stroud Street,Balwyn,3103,Government,Special,-37.804284,145.081145
4679,Croxton Special School,159-165 Beaconsfield Parade,Northcote,3070,Government,Special,-37.76399724,144.98739780000002
4681,Herne Hill Primary School,2-24 Gwynne Street,Hamlyn Heights,3218,Government,Primary,-38.129536,144.332405
4682,Frankston East Primary School,6A Ashleigh Avenue,Frankston,3199,Government,Primary,-38.14633,145.145122
4685,Selby Primary School,2 Morley Street,Selby,3159,Government,Primary,-37.91135772,145.366817
4686,Reservoir East Primary School,58 Boldrewood Parade,Reservoir,3073,Government,Primary,-37.719975,145.021837
4687,Tucker Road Bentleigh Primary School,16 Tucker Rd,Bentleigh,3204,Government,Primary,-37.932543,145.049012
4689,Katunga Primary School,24 CARTER STREET,Katunga,3640,Government,Primary,-35.998559,145.455613
4690,Ballarat North Primary School,513 Landsborough Street,Ballarat,3350,Government,Primary,-37.54009926,143.8628108
4691,Bandiana Primary School,44 Leumeah Road,Bandiana,3694,Government,Primary,-36.152965,146.92713500000002
4694,Greythorn Primary School,Reading Avenue,Balwyn North,3104,Government,Primary,-37.801459,145.09588
4695,Warragul North Primary School,5 O'Dowds Road,Warragul,3820,Government,Primary,-38.148107,145.939854
4697,Horsham West and Haven Primary School,24 Hillary Street,Horsham,3400,Government,Primary,-36.717424,142.179993
4699,Traralgon (Kosciuszko Street) Primary School,36 Kosciuszko Street,Traralgon,3844,Government,Primary,-38.199268,146.51536399999998
4700,Traralgon (Liddiard Road) Primary School,148 Liddiard Road,Traralgon,3844,Government,Primary,-38.201551,146.55148799999998
4702,Eastwood Primary School,Alexandra Road,Ringwood East,3135,Government,Primary,-37.817183,145.25247
4704,Pascoe Vale South Primary School,411 - 429 Reynard Street,Pascoe Vale South,3044,Government,Primary,-37.745715999999994,144.93561499999998
4709,Lalor Primary School,26 Maxwell Street,Lalor,3075,Government,Primary,-37.67067484,145.0258521
4711,Reservoir West Primary School,5a Carrington Road,Reservoir,3073,Government,Primary,-37.722134999999994,144.990229
4712,Coatesville Primary School,21 Mackie Road,Bentleigh East,3165,Government,Primary,-37.920339,145.073236
4715,Old Orchard Primary School,88 Koonung Road,Blackburn North,3130,Government,Primary,-37.807590999999995,145.152388
4716,Huntingdale Primary School,Grange Street,Oakleigh South,3167,Government,Primary,-37.913101,145.102276
4717,Box Hill North Primary School,Elizabeth Street,Box Hill North,3129,Government,Primary,-37.800792,145.123311
4718,Ferntree Gully North Primary School,111 Forest Road,Ferntree Gully,3156,Government,Primary,-37.874787,145.299422
4720,Ararat West Primary School,Kneebone Street,Ararat,3377,Government,Primary,-37.277361,142.920999
4721,Oak Park Primary School,Willett Avenue,Oak Park,3046,Government,Primary,-37.715675,144.914553
4723,Dandenong North Primary School,117-125 Cleeland Street,Dandenong,3175,Government,Primary,-37.976563,145.215422
4725,Bairnsdale West Primary School,Cnr Wallace & Mckean Streets,Bairnsdale,3875,Government,Primary,-37.824540999999996,147.608096
4728,Kalianna Special School,Nolan Street,Bendigo,3550,Government,Special,-36.737835,144.27865500000001
4730,Harrisfield Primary School,495 Princes Hwy,Noble Park,3174,Government,Primary,-37.954423999999996,145.179526
4731,Pascoe Vale North Primary School,Kent Road,Pascoe Vale,3044,Government,Primary,-37.721258,144.94848000000002
4733,Belle Vue Primary School,20 Highview Road,Balwyn North,3104,Government,Primary,-37.781943,145.078733
4735,Oberon Primary School,28 Dorothy Avenue,Belmont,3216,Government,Primary,-38.179439,144.34198999999998
4740,Moe Primary School,Cnr Elizabeth & King Streets,Moe,3825,Government,Primary,-38.189727000000005,146.246722
4741,St Albans East Primary School,7-17 Station Avenue,St Albans,3021,Government,Primary,-37.741972,144.811045
4742,Bourchier Street Primary School Shepparton,Cnr Bourchier St & Balaclava R,Shepparton,3630,Government,Primary,-36.366538,145.41296599999998
4743,Swan Hill North Primary School,118 Chapman Street,Swan Hill,3585,Government,Primary,-35.331787,143.546066
4744,Sunshine Heights Primary School,1-19 Mailey Street,Sunshine,3020,Government,Primary,-37.792214,144.81780600000002
4745,Sunshine North Primary School,65 - 71 Suffolk Road,Sunshine North,3020,Government,Primary,-37.772179,144.837349
4746,Banyule Primary School,Banyule Road,Rosanna,3084,Government,Primary,-37.743369,145.077646
4750,Portland South Primary School,133-141 Edgar Street,Portland,3305,Government,Primary,-38.365275,141.610615
4753,Rosanna Golf Links Primary School,Interlaken Parade,Rosanna,3084,Government,Primary,-37.735116,145.074532
4754,Cheltenham East Primary School,Silver Street,Cheltenham,3192,Government,Primary,-37.965256,145.068353
4755,Cranbourne South Primary School,Pearcedale Road,Cranbourne South,3977,Government,Primary,-38.14839,145.24508
4761,Yarrunga Primary School,38 - 50 White Street,Wangaratta,3677,Government,Primary,-36.37256,146.317178
4762,Ballarat Specialist School,25 Gillies Street North,Lake Gardens,3355,Government,Special,-37.55244058,143.81869550000002
4764,Preston North East Primary School,Cnr Laurel & Tyler Streets,East Preston,3072,Government,Primary,-37.733052,145.029455
4767,Orbost North Primary School,Rupert St,Orbost,3888,Government,Primary,-37.697788,148.466001
4768,Nelson Park School,Libau Avenue,Bell Park,3215,Government,Special,-38.114241,144.337703
4770,Craigieburn Primary School,87 - 91 Grand Boulevard,Craigieburn,3064,Government,Primary,-37.582572,144.932871
4773,Warrnambool East Primary School,Ward Street,Warrnambool,3280,Government,Primary,-38.389589,142.499578
4775,Colac South West Primary School,238 Wilson Street,Colac,3250,Government,Primary,-38.343634,143.572026
4777,George Street Primary School - Hamilton,32-48 George Street,Hamilton,3300,Government,Primary,-37.747887,142.034454
4778,Valkstone Primary School,Valkstone Street,Bentleigh East,3165,Government,Primary,-37.914608,145.057169
4780,Overport Primary School,Towerhill Road,Frankston,3199,Government,Primary,-38.160488,145.126972
4788,Wembley Primary School,32 St Leonards Ave,Yarraville,3013,Government,Primary,-37.820479999999996,144.874845
4792,Rosamond Special School,276 Ballarat Road,Braybrook,3019,Government,Special,-37.77963666,144.85540859999998
4798,Bonbeach Primary School,29-63 Breeze Street,Bonbeach,3196,Government,Primary,-38.066598,145.12673999999998
4802,Heatherhill Primary School,959 Heatherton Road,Springvale,3171,Government,Primary,-37.962711,145.158474
4803,Beaumaris North Primary School,Wood Street,Beaumaris,3193,Government,Primary,-37.974138,145.036273
4804,Hamlyn Banks Primary School,2-24 Chaucer Street,Hamlyn Heights,3215,Government,Primary,-38.117971999999995,144.327808
4807,Yarraman Oaks Primary School,27 Liege Avenue,Noble Park,3174,Government,Primary,-37.970289,145.191525
4808,Mount Pleasant Road Nunawading Primary School,Mt Pleasant Road,Nunawading,3131,Government,Primary,-37.82871,145.180128
4809,Glenroy West Primary School,York Street,Glenroy,3046,Government,Primary,-37.705045,144.90843
4810,Dandenong South Primary School,52 Kirkham Road,Dandenong,3175,Government,Primary,-37.998498,145.21201499999998
4811,St Albans North Primary School,George Street,St Albans,3021,Government,Primary,-37.731684,144.801314
4812,Avondale Primary School,Clarendon St,Avondale Heights,3034,Government,Primary,-37.766157,144.861529
4813,Beverley Hills Primary School,2 - 14 Cassowary Street,Doncaster East,3109,Government,Primary,-37.796933,145.15887
4814,Wodonga West Primary School,Lawrence Street,Wodonga,3690,Government,Primary,-36.122414,146.876708
4815,Frankston Heights Primary School,10 Kalmia Street,Frankston,3199,Government,Primary,-38.162278,145.146711
4816,Kerrimuir Primary School,178 Dorking Road,Box Hill North,3129,Government,Primary,-37.803634,145.135123
4819,Heathmont East Primary School,Louis Street,Heathmont,3135,Government,Primary,-37.830346,145.257688
4821,Strathmore North Primary School,Mascoma Street,Strathmore,3041,Government,Primary,-37.724859,144.916146
4823,Oakleigh South Primary School,Riley Street,Oakleigh South,3167,Government,Primary,-37.923377,145.0946
4827,Thomastown East Primary School,82 Cedar Street,Thomastown,3074,Government,Primary,-37.680455,145.0251341
4832,Mount Waverley Heights Primary School,36 Solomon Street,Mount Waverley,3149,Government,Primary,-37.889201,145.11176
4837,East Bentleigh Primary School,Bignell Road,East Bentleigh,3165,Government,Primary,-37.934649,145.069921
4838,Watsonia Primary School,Nell Street West,Watsonia,3087,Government,Primary,-37.70643,145.086625
4843,Parktone Primary School,Robert Street,Parkdale,3195,Government,Primary,-37.98704,145.087618
4844,Antonio Park Primary School,631-639 Whitehorse Road,Mitcham,3132,Government,Primary,-37.816199,145.206052
4845,Kingsbury Primary School,1A Maryborough Avenue,Kingsbury,3083,Government,Primary,-37.716025,145.037204
4846,Katandra School,2 Walsh Street,Ormond,3204,Government,Special,-37.902060999999996,145.04073799999998
4848,Ardeer Primary School,Suspension Street,Ardeer,3022,Government,Primary,-37.780957,144.800473
4851,Westall Primary School,Fairbank Road,Clayton South,3169,Government,Primary,-37.942431,145.13582399999999
4852,Tullamarine Primary School,Broadmeadows Road,Tullamarine,3043,Government,Primary,-37.702203999999995,144.87957
4853,Guthridge Primary School,Dawson Street,Sale,3850,Government,Primary,-38.095698,147.083829
4854,Park Orchards Primary School,1-3 Bowmore Avenue,Park Orchards,3114,Government,Primary,-37.779724,145.215817
4855,Albion North Primary School,67-73 Furlong Road,Sunshine North,3020,Government,Primary,-37.76269,144.823899
4860,Blackburn Lake Primary School,12 - 14 Florence Street,Blackburn,3130,Government,Primary,-37.827601,145.166097
4863,Laburnum Primary School,Janet Street,Blackburn,3130,Government,Primary,-37.827083,145.138753
4867,Rollins Primary School,Wolseley Grove,Bell Post Hill,3215,Government,Primary,-38.101293,144.32709
4871,Heatherwood School,370-380 Springvale Road,Donvale,3111,Government,Special,-37.80033733,145.1780362
4873,Bellaire Primary School,59-71 Larcombe Street,Highton,3216,Government,Primary,-38.179471,144.319575
4874,Pinewood Primary School,27-35 Pinewood Drive,Mount Waverley,3149,Government,Primary,-37.890157,145.14221
4875,Broadmeadows Primary School,62-70 Blair Street,Broadmeadows,3047,Government,Primary,-37.68042434,144.9291021
4876,Moomba Park Primary School,111 Anderson Road,Fawkner,3060,Government,Primary,-37.695789000000005,144.966573
4877,Keilor Heights Primary School,Ronald Grove,Keilor East,3033,Government,Primary,-37.737516,144.866495
4879,Ainslie Parklands Primary School,Hinkley Ave,Croydon,3136,Government,Primary,-37.793786,145.264244
4881,Parkmore Primary School,38-54 Jolimont Road,Forest Hill,3131,Government,Primary,-37.843634,145.175731
4885,Lara Primary School,120 Flinders Avenue,Lara,3212,Government,Primary,-38.015802,144.41071499999998
4886,Mullum Primary School,18 Panfield Avenue,Ringwood,3134,Government,Primary,-37.797737,145.239443
4887,Cranbourne Park Primary School,1 Tucker Street,Cranbourne,3977,Government,Primary,-38.103932,145.27748200000002
4892,Viewbank Primary School,Nevin Parade,Viewbank,3084,Government,Primary,-37.73473,145.08999
4893,Greenhills Primary School,Mine Street,Greensborough,3088,Government,Primary,-37.692278,145.118648
4894,Upwey South Primary School,91 Morris Road,Upwey,3158,Government,Primary,-37.91313917,145.32683930000002
4895,Simpson Primary School,1 Cockayne Street,Simpson,3266,Government,Primary,-38.498615,143.20788000000002
4896,Invergordon Primary School,1292 Invergordon Road,Invergordon,3636,Government,Primary,-36.145694,145.611098
4897,Eltham East Primary School,Grove Street,Eltham,3095,Government,Primary,-37.71147745,145.1551034
4902,Belvedere Park Primary School,30 Belvedere Road,Seaford,3198,Government,Primary,-38.109716,145.14681299999998
4903,Essex Heights Primary School,22-30 Essex Road,Mount Waverley,3149,Government,Primary,-37.862945,145.115107
4905,Mountain Gate Primary School,Adele Avenue,Ferntree Gully,3156,Government,Primary,-37.886296,145.268773
4906,Fairhills Primary School,Manuka Drive,Ferntree Gully,3156,Government,Primary,-37.869246999999994,145.26570800000002
4908,Boronia West Primary School,25 Tormore Road,Boronia,3155,Government,Primary,-37.858563000000004,145.278481
4910,Southmoor Primary School,Rica Street,Moorabbin,3189,Government,Primary,-37.941834,145.05596200000002
4911,Ringwood Heights Primary School,60 Summit Crescent,Ringwood North,3134,Government,Primary,-37.802859999999995,145.21780900000002
4915,Glenroy Specialist School,208 Hilton St,Glenroy,3046,Government,Special,-37.69935785,144.92052919999998
4916,Ruskin Park Primary School,18 - 20 Ruskin Ave,Croydon,3136,Government,Primary,-37.798944,145.29616000000001
4918,Emerson School,1430 Heatherton Road,Dandenong,3175,Government,Special,-37.969865000000006,145.208098
4919,Fyans Park Primary School,37 Cook Street,Newtown,3220,Government,Primary,-38.153799,144.326861
4922,Karingal Primary School,Mallum Avenue,Frankston,3199,Government,Primary,-38.137924,145.152277
4923,Mount View Primary School,Shepherd Road,Glen Waverley,3150,Government,Primary,-37.883549,145.178848
4924,Syndal South Primary School,14 Montgomery Avenue,Mount Waverley,3149,Government,Primary,-37.879094,145.142973
4925,Montmorency South Primary School,64 Buena Vista Drive,Montmorency,3094,Government,Primary,-37.725583,145.129831
4928,Berendale School,2 Berend Street,Hampton East,3188,Government,Special,-37.938959000000004,145.031808
4931,Altona North Primary School,51 Cresser Street,Altona North,3025,Government,Primary,-37.836928,144.84936499999998
4932,Burwood Heights Primary School,Cnr Hawthorn & Mahoneys Rds,Burwood East,3151,Government,Primary,-37.84674269,145.16273930000003
4934,Stawell West Primary School,80-88 Cooper Street,Stawell,3380,Government,Primary,-37.065765,142.77129399999998
4935,Watsonia Heights Primary School,61 Henry Street,Greensborough,3088,Government,Primary,-37.715299,145.100728
4936,Forest Street Primary School,Cnr Forest & Hancock Streets,Wendouree,3355,Government,Primary,-37.52329159,143.8358417
4937,Pembroke Primary School,Pembroke Road,Mooroolbark,3138,Government,Primary,-37.79595862,145.3254923
4939,Mahogany Rise Primary School,25 Forster Avenue,Frankston North,3200,Government,Primary,-38.125617,145.157399
4943,Wilmot Road Primary School Shepparton,84-90 Wilmot Road,Shepparton,3630,Government,Primary,-36.398498,145.405898
4944,Bundoora Primary School,Balmoral Avenue,Bundoora,3083,Government,Primary,-37.707339000000005,145.062989
4945,University Park Primary School,Lister Street,St Albans,3021,Government,Primary,-37.755063,144.80301799999998
4948,St Albans Heights Primary School,Norwich Street,St Albans,3021,Government,Primary,-37.748474,144.809689
4949,Kerang South Primary School,Mitchell Street,Kerang,3579,Government,Primary,-35.741229,143.927155
4950,Hume Valley School,15- 41 Koroit Avenue,Broadmeadows,3047,Government,Special,-37.672396,144.927013
4955,Mentone Park Primary School,Broome Avenue,Mentone,3194,Government,Primary,-37.98001,145.082797
4961,Donvale Primary School,Elata Street,Donvale,3111,Government,Primary,-37.800486,145.173655
4962,Bell Park North Primary School,16-26 Barton Street,Bell Park,3215,Government,Primary,-38.10606747,144.33590900000002
4967,Boronia Heights Primary School,Landscape Drive,Boronia,3155,Government,Primary,-37.844571,145.29648500000002
4968,Glenallen School,7 Allen Street,Glen Waverley,3150,Government,Special,-37.8883595,145.16174650000002
4970,Churchill Primary School,Coleman Parade,Churchill,3842,Government,Primary,-38.311104,146.415424
4972,Montpellier Primary School,21 Lambhill Crescent,Highton,3216,Government,Primary,-38.166268,144.316119
4973,Bayswater South Primary School,29 Enfield Drive,Bayswater,3153,Government,Primary,-37.854896999999994,145.261347
4974,Seaford North Primary School,81 Hallifax Street,Seaford,3198,Government,Primary,-38.09016,145.133607
