id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon
396,St Patrick's Primary School,Warrambool Street,Griffith,2680,Catholic,Primary,-34.281573,146.04609
397,St Patrick's Primary School,34 Calliope Street,Guildford,2161,Catholic,Primary,-33.853384000000005,150.978105
398,St Patrick's Primary School,145 Albury Street,Holbrook,2644,Catholic,Primary,-35.721096,147.315255
399,St Patrick's Catholic Primary School,36 Chapel Street,Kogarah,2217,Catholic,Primary,-33.968416,151.135385
400,St Patrick's School,Mort Street,Lithgow,2790,Catholic,Primary,-33.483901,150.153401
401,St Patrick's Primary School,32 Macksville Heights Drive,Macksville,2447,Catholic,Primary,-30.708608,152.916726
402,St Patrick's Primary School,Villiers St,Parramatta,2150,Catholic,Primary,-33.807321,151.00380800000002
403,St Patrick's Catholic Primary School,Kemble Street,Port Kembla,2505,Catholic,Primary,-34.482986,150.899823
404,St Patrick's Catholic Primary School,9 Drynan St,Summer Hill,2130,Catholic,Primary,-33.893718,151.133396
405,St Patrick's Primary School,213 Northcote Avenue,Swansea,2281,Catholic,Primary,-33.097424,151.643474
406,St Patrick's Primary School,Austin St,Trundle,2875,Catholic,Primary,-32.923921,147.7084
407,St Patrick's School,51N South Street,Walcha,2354,Catholic,Primary,-30.984563,151.591198
408,St Patrick's Primary School,Macquarie Street,Wallsend,2287,Catholic,Primary,-32.900094,151.66393300000001
409,St Paul of The Cross Catholic Primary School,16 May St,Dulwich Hill,2203,Catholic,Primary,-33.905241,151.134799
410,St Paul's College,3 Klemke Avenue,Walla Walla,2659,Independent,Secondary,-35.755412,146.908182
411,St Paul's Lutheran Primary School,Lyne Street.,Henty,2658,Independent,Primary,-35.517777,147.031188
412,St Paul's Catholic Primary School,247-251 Tongarra Road,Albion Park,2527,Catholic,Primary,-34.572309000000004,150.764554
413,St Paul's Catholic Primary School,20 Mitchell Street,Camden,2570,Catholic,Primary,-34.053084999999996,150.695685
414,St Paul's Primary School,Felton Street,Gateshead,2290,Catholic,Primary,-32.979409000000004,151.693609
415,St Paul's Catholic Primary School,18 Garrett Street,Moss Vale,2577,Catholic,Primary,-34.545843,150.37073999999998
416,St Paul's Primary School,90A Gilles Street,Rutherford,2320,Catholic,Primary,-32.721035,151.530271
417,St Peter Chanel Catholic Primary School,43 Regent Street,Regents Park,2143,Catholic,Primary,-33.879232,151.02734099999998
418,St Peter's Primary School,Currawong Crescent,Coleambally,2707,Catholic,Primary,-34.805096999999996,145.879428
419,St Peter's Primary School,Dunbar St,Stockton,2295,Catholic,Primary,-32.908970000000004,151.785877
420,St Philomena's School,Lloyds Road,Bathurst,2795,Catholic,Primary,-33.438323,149.566922
421,St Philomena's School,55 Boston Street,Moree,2400,Catholic,Combined,-29.459249,149.838103
422,St Pius' Catholic Primary School,209 Edgeware Road,Enmore,2042,Catholic,Primary,-33.907429,151.174296
423,St Pius X High School,Park Avenue,Adamstown,2289,Catholic,Secondary,-32.937602000000005,151.715156
424,St Pius X College,35 Anderson Street,Chatswood,2067,Independent,Combined,-33.794902,151.182925
425,St Pius X Primary School,East Street,Dubbo West,2830,Catholic,Primary,-32.250603999999996,148.588217
426,St Pius X Catholic Primary School,Cummins Street,Unanderra,2526,Catholic,Primary,-34.45198,150.841422
427,St Pius X Primary School,2 Lake Road,Windale,2306,Catholic,Primary,-32.992825,151.68365
428,St Raphael's Catholic School,11-15 Liverpool Street,Cowra,2794,Catholic,Combined,-33.832721,148.688619
429,St Raphael's Catholic Primary School,82 George Street,Hurstville,2221,Catholic,Primary,-33.975224,151.11051
430,St Scholastica's College,4 Avenue Road,Glebe,2037,Independent,Secondary,-33.875564000000004,151.18109099999998
431,Our Lady Queen of Peace Primary School,Braeside Road,Greystanes,2145,Catholic,Primary,-33.819846999999996,150.95404
432,St Stanislaus College,Bentinck And Brilliant Streets,Bathurst,2795,Independent,Secondary,-33.427611,149.571665
433,St Patrick's School,26 Homer Street,Gundagai,2722,Catholic,Primary,-35.063066,148.108453
434,St Therese Catholic Primary School,96 Cartwright Ave,Sadleir,2168,Catholic,Primary,-33.918997,150.88363700000002
435,St Therese's Catholic Primary School,448 Blaxland Road,Denistone,2122,Catholic,Primary,-33.797267,151.093926
436,St Therese's Catholic Primary School,2A Yerrick Road,Lakemba,2195,Catholic,Primary,-33.916143,151.078125
437,St Therese Catholic Primary School,43 Sutherland Street,Mascot,2020,Catholic,Primary,-33.925808,151.201113
438,St Therese Catholic Primary School,48 Chamberlain Rd,Padstow Heights,2211,Catholic,Primary,-33.962464000000004,151.03156299999998
439,St Therese's Catholic Primary School,1 Princes Highway,West Wollongong,2500,Catholic,Primary,-34.425936,150.871158
440,St Thomas More's Catholic School,Francis Avenue,Brighton-Le-Sands,2216,Catholic,Primary,-33.958325,151.151476
441,St Thomas Aquinas Primary School,168 Hawkesbury Rd,Springwood,2777,Catholic,Primary,-33.681499,150.589168
442,St Thomas' Catholic Primary School,2 Horsley Avenue,Willoughby,2068,Catholic,Primary,-33.795983,151.200205
443,O'Connor Catholic College,35 Kirwood Street,Armidale,2350,Catholic,Secondary,-30.511740000000003,151.67943
444,St Ursula's College,69 Caroline St,Kingsgrove,2208,Catholic,Secondary,-33.941884,151.103281
445,St Vincent's College,1 Rockwall Crescent,Potts Point,2011,Independent,Secondary,-33.869586,151.223801
446,St Vincent's Catholic Primary School,30-34 Charlotte Street,Ashfield,2131,Catholic,Primary,-33.886031,151.126225
447,St Xavier's School,150 - 172 Bloomfield Street,Gunnedah,2380,Catholic,Primary,-30.977063,150.258252
448,St Francis Xavier's School,32 Nandewar Street,Narrabri,2390,Catholic,Primary,-30.325975,149.789022
449,San Clemente High School,Havelock Street,Mayfield,2304,Catholic,Secondary,-32.895967999999996,151.743709
450,Catherine McAuley Catholic Primary School,90 Hill Street,Orange,2800,Catholic,Primary,-33.279406,149.094667
451,Blue Hills College,17 Blue Hills Avenue,Goonellabah,2480,Independent,Combined,-28.824665999999997,153.35494599999998
452,Border Christian College,Elizabeth Mitchell Drive,Thurgoona,2640,Independent,Combined,-36.039775,146.98142099999998
453,Hills Adventist College,84 Cecil Avenue,Castle Hill,2154,Independent,Combined,-33.735512,151.005702
454,Mountain View Adventist College,41 Doonside Road,Doonside,2767,Independent,Combined,-33.767122,150.87024
455,Hurstville Adventist School,24 - 30 Wright Street,Hurstville,2220,Independent,Primary,-33.964775,151.109124
456,Tweed Valley Adventist College,7a Hall Drive,Murwillumbah,2484,Independent,Combined,-28.33261,153.371153
457,St Paul's Catholic College,198 Old Prospect Road,Greystanes,2145,Catholic,Secondary,-33.819078999999995,150.952686
458,Holy Spirit Catholic Primary School,Cooney Street,North Ryde,2113,Catholic,Primary,-33.796209000000005,151.123777
459,Our Lady Star of the Sea Catholic School,44 Kiora Road,Miranda,2228,Catholic,Primary,-34.032851,151.104062
460,Stella Maris College,52 Eurobin Avenue,Manly,2095,Independent,Secondary,-33.78629,151.28608400000002
461,Stella Maris Catholic Primary School,Wentworth Street,Shellharbour,2529,Catholic,Primary,-34.580333,150.869894
462,SCEGGS  Darlinghurst,215 Forbes Street,Darlinghurst,2010,Independent,Combined,-33.87599,151.218826
463,Sydney Church of England Co-Educational Grammar School  Redlands,272 Military Road,Cremorne,2090,Independent,Combined,-33.832193,151.227263
464,Sydney Church of England Grammar School,Blue Street,North Sydney,2060,Independent,Combined,-33.839913,151.204871
465,Sydney Grammar School  Edgecliff Preparatory School,7 Alma Street,Paddington,2021,Independent,Primary,-33.879554,151.230279
466,Sydney Grammar School  St Ives Preparatory School,11-21 Ayres Road,St Ives,2075,Independent,Primary,-33.718123,151.17078
467,Sydney Grammar School,10 College Street,Darlinghurst,2010,Independent,Secondary,-33.874973,151.213277
468,Tara Anglican School for Girls,Masons Drive,North Parramatta,2151,Independent,Combined,-33.790469,151.014717
469,St Clare's High School,Davis Street,Taree,2430,Catholic,Secondary,-31.897022999999997,152.479476
470,The Armidale School,87 Douglas Street,Armidale,2350,Independent,Combined,-30.519975,151.673195
471,The King's School,87-129 Pennant Hills Road,North Parramatta,2151,Independent,Combined,-33.788027,151.021918
472,The Scots College,Victoria Road,Bellevue Hill,2023,Independent,Combined,-33.875115,151.253856
473,The Scots School,4173 O'Connell Road,Bathurst,2795,Independent,Combined,-33.431184,149.616329
474,Trinity Grammar School,Prospect Road,Summer Hill,2130,Independent,Combined,-33.898552,151.13071100000002
475,Tudor House,6480 Illawarra Highway,Moss Vale,2577,Independent,Primary,-34.560626,150.408017
476,Tyndale Christian School,58 Douglas Road,Blacktown,2148,Independent,Combined,-33.782348999999996,150.885119
477,Villa Maria Catholic Primary School,Mark Street,Hunters Hill,2110,Catholic,Primary,-33.830064,151.139696
478,Waverley College,131 Birrell Street,Waverley,2024,Independent,Combined,-33.900034000000005,151.257337
479,Wenona School Ltd,176 Walker Street,North Sydney,2060,Independent,Combined,-33.834101000000004,151.209609
480,Christ the King Primary School,2 Statham Avenue,North Rocks,2151,Catholic,Primary,-33.775284,151.02327
481,Sacred Heart Primary School,235-245 Lake Albert Road,Kooringal,2650,Catholic,Primary,-35.137892,147.376874
482,St Paul the Apostle Primary School,44 Buckleys Rd,Winston Hills,2153,Catholic,Primary,-33.777215000000005,150.97311299999998
483,St Paul's College,107 Sea Street,West Kempsey,2440,Catholic,Secondary,-31.060509000000003,152.82209699999999
484,St Rose Catholic Primary School,8 Rose Avenue,Collaroy Plateau,2097,Catholic,Primary,-33.726921000000004,151.286194
485,St Therese's Primary School,Burke Street,New Lambton,2305,Catholic,Primary,-32.925619,151.71606699999998
486,St Therese's Community School,Barrier Hwy,Wilcannia,2836,Catholic,Primary,-31.559128,143.379376
487,The Scots School Albury,Perry Street,Albury,2640,Independent,Combined,-36.07289,146.9272
488,St Joseph's Primary School,106 Church Street,Balranald,2715,Catholic,Primary,-34.638078,143.56382299999999
489,Caroline Chisholm College,90-98 The Lakes Drive,Glenmore Park,2745,Catholic,Secondary,-33.786590000000004,150.674905
490,Our Lady Queen of Peace Catholic Primary School,Cnr Westminster Rd And Oxford St,Gladesville,2111,Catholic,Primary,-33.826260999999995,151.126955
491,St Mary's Catholic Primary School,458 Main Road,Noraville,2263,Catholic,Primary,-33.268628,151.558775
492,St Anthony's Catholic Primary School,Cnr Balaclava And Agincourt Rds,Marsfield,2122,Catholic,Primary,-33.780982,151.102615
493,St Mary's Primary School,Centre Street,Casino,2470,Catholic,Primary,-28.862006,153.044961
494,St John's Primary School,11 Murwillumbah Road,Mullumbimby,2482,Catholic,Primary,-28.549467,153.496826
495,Cathedral School,98 George Street,Bathurst,2795,Catholic,Primary,-33.419281,149.575319
496,Barker College,91 Pacific Highway,Hornsby,2077,Independent,Combined,-33.709245,151.09905600000002
497,Kamaroi Rudolf Steiner School,220 Forest Way,Belrose,2085,Independent,Primary,-33.711374,151.215821
498,Regents Park Christian School,59-61 Regent Street,Regents Park,2143,Independent,Combined,-33.881223999999996,151.02676200000002
499,Wycliffe Christian School,133 Rickard Road,Warrimoo,2774,Independent,Combined,-33.720683,150.615343
500,St Thomas Aquinas Catholic Primary School,Bundaroo Street,Bowral,2576,Catholic,Primary,-34.476804,150.420872
501,Narromine Christian School,147-153 Terangion St,Narromine,2821,Independent,Primary,-32.238002,148.245937
502,Sydney Japanese School,112 Booralie Road,Terrey Hills,2084,Independent,Combined,-33.676173999999996,151.19965
503,St Francis Xavier's Catholic Primary School,71 Webster Rd,Lurnea,2170,Catholic,Primary,-33.933221,150.899256
504,St Joseph's Catholic Primary School,35-45 Nuwarra Road,Moorebank,2170,Catholic,Primary,-33.92836,150.954871
505,Hennessy Catholic College,Ripon St,Young,2594,Catholic,Secondary,-34.31487,148.292351
506,St Anthony's Catholic Primary School,Menangle Street,Picton,2571,Catholic,Primary,-34.170802,150.611975
507,James Sheahan Catholic High School,46-49 Anson Street,Orange,2800,Catholic,Secondary,-33.300853000000004,149.091091
508,St Joseph's Primary School,Lagoon Street,Goulburn North,2580,Catholic,Primary,-34.746244,149.73280400000002
509,Mosman Church of England Preparatory School,75 Shadforth Street,Mosman,2088,Independent,Primary,-33.832910999999996,151.240046
510,Kempsey Adventist School,108 Crescent Head Road,Kempsey,2440,Independent,Combined,-31.091621999999997,152.83048
511,Shire Christian School,16A Allies Road,Barden Ridge,2234,Independent,Combined,-34.03633,151.00911499999998
512,Manning District Adventist School,Bucketts Way,Tinonee,2430,Independent,Primary,-31.895128000000003,152.49811699999998
513,Korowal School,54 Hall Parade,Hazelbrook,2779,Independent,Combined,-33.711046,150.350184
514,Mamre Anglican School,45 Bakers Lane,Erskine Park,2759,Independent,Combined,-33.831381,150.78596399999998
515,Tambelin Independent School,Fenwick Crescent,Goulburn,2580,Independent,Primary,-34.749518,149.726329
516,Linuwel School Ltd,133 Morpeth Road,East Maitland,2323,Independent,Combined,-32.736732,151.600686
517,Holy Family School,10 French-Smith Place,Kelso,2795,Catholic,Primary,-33.401074,149.606009
518,Our Lady of the Way Primary School,17 Troy Street,Emu Plains,2750,Catholic,Primary,-33.756277000000004,150.655824
519,St Mary's Catholic Primary School,Rex Road,Georges Hall,2198,Catholic,Primary,-33.910571999999995,150.982365
520,Good Shepherd Primary School,134 Hyatts Road,Plumpton,2761,Catholic,Primary,-33.746681,150.832854
521,St Columba's Catholic College,168 Hawkesbury Road,Springwood,2777,Catholic,Secondary,-33.673201,150.58763000000002
522,Our Lady Star of the Sea Catholic Primary School,165 Serpentine Road,Terrigal,2260,Catholic,Primary,-33.428434,151.413873
523,St Martin's Catholic Primary School,147 Prahran Avenue,Davidson,2085,Catholic,Primary,-33.741943,151.19945800000002
524,Our Lady of The Rosary Catholic Primary School,92 Glennie Street,Wyoming,2250,Catholic,Primary,-33.412651000000004,151.350553
525,St Thomas More Catholic Primary School,6 St Johns Road,Campbelltown,2560,Catholic,Primary,-34.081202000000005,150.82512
526,St John Bosco College,Banksia Avenue,Engadine,2233,Catholic,Secondary,-34.059276000000004,151.008769
527,Covenant Christian School,212 Forest Way,Belrose,2085,Independent,Combined,-33.713684,151.216023
528,Our Lady of the Rosary Primary School,8 Diana Avenue,Kellyville,2155,Catholic,Primary,-33.706786,150.955194
529,Bethel Christian School,104-112 Mount Druitt Road,Mount Druitt,2770,Independent,Combined,-33.775057000000004,150.810833
530,The Lakes Christian College,206 East Wilchard Road,Castlereagh,2749,Independent,Combined,-33.686263000000004,150.684721
531,Pacific Hills Christian School,9-11 Quarry Road,Dural,2158,Independent,Combined,-33.696684000000005,151.035675
532,John Therry Catholic High School,Demetrius Road,Rosemeadow,2560,Catholic,Secondary,-34.100424,150.785953
533,Arkana College,346 Stoney Creek Road,Kingsgrove,2208,Independent,Primary,-33.94985,151.09848
534,Highfields Preparatory & Kindergarten School Limited,18 Highfield Road,Lindfield,2070,Independent,Primary,-33.775314,151.16364099999998
535,Gilroy Catholic College,Marie St,Castle Hill,2154,Catholic,Secondary,-33.740154,150.996633
536,Mary Help of Christians Primary School Sawtell,Eungella Street,Toormina,2452,Catholic,Primary,-30.358164000000002,153.083971
537,Norwest Christian College,Cnr Regent & Mcculloch Streets,Riverstone,2765,Independent,Combined,-33.677741,150.873642
538,Sherwood Hills Christian School,61 Jacaranda Avenue,Bradbury,2560,Independent,Combined,-34.083556,150.814154
539,Nowra Christian School,194 Old Southern Rd,Nowra,2541,Independent,Combined,-34.904759000000006,150.615523
540,Hopepoint Christian School,39 Ashcroft Street,Georges Hall,2198,Independent,Primary,-33.911731,150.977206
541,Newcastle Waldorf School,36 Reservoir Road,Glendale,2285,Independent,Combined,-32.924437,151.655596
542,Forestville Montessori School,1 Angel Place,Forestville,2087,Independent,Primary,-33.75822,151.218913
543,Odyssey House,Moonstone Place,Eaglevale,2558,Independent,Secondary,-34.034379,150.813818
544,Toongabbie Christian School Ltd,40 Metella Road,Toongabbie,2146,Independent,Combined,-33.789371,150.943398
545,Coffs Harbour Christian Community School,226 Bonville Station Road,Bonville,2450,Independent,Combined,-30.378228000000004,153.05711200000002
546,Lindisfarne Anglican School,Maher'S Lane,Terranora,2486,Independent,Combined,-28.233789,153.504788
547,Northcross Christian School,Cnr Lane Cove Rd & Dobson Cres,Ryde,2112,Independent,Primary,-33.806204,151.111571
548,Orange Christian School,500 Cecil Road,Orange,2800,Independent,Combined,-33.298781,149.089093
549,Tuntable Falls Community Primary School,117 Upper Tuntable Falls Road,Nimbin,2480,Independent,Primary,-28.578560999999997,153.27973400000002
550,St Joseph's Catholic High School,16 Macquarie Street,Albion Park,2527,Catholic,Secondary,-34.572987,150.765948
551,Holy Family Catholic Primary School,Oxford Road,Ingleburn,2565,Catholic,Primary,-34.003284,150.87293799999998
552,Koinonia Christian Academy,Mitchell Highway,Bourke,2840,Independent,Combined,-30.073809000000004,145.95689099999998
553,Northern Beaches Christian School,Echunga Road,Terrey Hills,2084,Independent,Combined,-33.674045,151.20193899999998
554,Penrith Christian School,1 Simeon Road,Orchard Hills,2748,Independent,Combined,-33.785374,150.7101
555,St Agnes' Primary School,Boronia Street,Port Macquarie,2444,Catholic,Primary,-31.440466999999998,152.897739
556,Masada College High School,9-15 Link Road,St Ives,2075,Independent,Combined,-33.729757,151.166914
557,Inaburra School,Billa Road,Bangor,2234,Independent,Combined,-34.014571999999994,151.025931
558,St John Paul College,421 Hogbin Drive,Coffs Harbour,2450,Catholic,Secondary,-30.323793,153.098377
559,St Philip's Christian College - Gosford,20 Narara Creek Road,Narara,2250,Independent,Combined,-33.408273,151.33315100000002
560,Mount Sinai College,6 Runic Lane,Maroubra,2035,Independent,Primary,-33.935219000000004,151.236805
561,Biala Special School,78 Fox Street,Ballina,2478,Independent,Special,-28.861483000000003,153.562119
562,St Dominic's Centre,76 Havelock Street,Mayfield,2304,Catholic,Special,-32.895594,151.74417
563,Elouera Special School,Scott Avenue,Cootamundra,2590,Independent,Special,-34.634877,148.017776
564,Mater Dei School,229 Macquarie Grove Road,Camden,2570,Independent,Special,-34.015034,150.709163
565,St Edmund's School,60 Burns Road,Wahroonga,2076,Independent,Special,-33.714226000000004,151.126197
566,St Gabriel's School for Hearing Impaired Children,190 Old Northern Road,Castle Hill,2154,Independent,Special,-33.740289000000004,150.998945
567,St Lucy's School,21 Cleveland Street,Wahroonga,2076,Independent,Special,-33.716771,151.120651
568,Aspect Hunter School,3 Kooralbyn St,Thornton,2322,Independent,Special,-32.883265,151.695515
569,RIDBC Alice Betteridge School,361-365 North Rocks Road,North Rocks,2151,Independent,Special,-33.767614,151.029054
570,Aspect Vern Barnett School,41 Cook Street,Forestville,2087,Independent,Special,-33.763332,151.219315
571,Warrah Village Rudolf Steiner School for Curative Education,20-24 Harris Road,Dural,2158,Independent,Special,-33.702973,151.036467
572,Bhaktivedanta Swami Gurukula School,Hare Krishna Farm 525 Tyalgum Road,Eungella,2484,Independent,Combined,-28.353811999999998,153.31461299999998
573,Chrysalis School for Rudolf Steiner Education,703 Darkwood Road,Thora,2454,Independent,Combined,-30.43347,152.721978
574,St George Christian School,55-67 Woids Avenue,Hurstville,2220,Independent,Combined,-33.972286,151.11109
575,St Mary MacKillop Primary School,150 Fragar Road,South Penrith,2750,Catholic,Primary,-33.778928,150.70683
576,Oxley College,Railway Parade,Burradoo,2576,Independent,Combined,-34.498077,150.392007
577,Lutheran Primary School Wagga Wagga,Tamar Drive,Wagga Wagga,2650,Independent,Primary,-35.154047,147.362886
578,Marion Catholic Primary School,1788 The Horsley Drive,Horsley Park,2175,Catholic,Primary,-33.841231,150.850842
579,Mountains Christian College,60 Thirroul Avenue,Blackheath,2785,Independent,Combined,-33.631021999999994,150.27727099999998
580,Green Point Christian College,Avoca Drive,Green Point,2251,Independent,Combined,-33.461037,151.36312
581,St Philip's Christian College,57 High Street,Waratah,2298,Independent,Combined,-32.90305,151.723089
582,Wellington Christian School,Gipps Street,Wellington,2820,Independent,Primary,-32.539295,148.93008
583,Carinya Christian School,46 Elgin Street,Gunnedah,2380,Independent,Primary,-30.978876,150.25474
584,Toronto Adventist Primary School,Cnr Parkside Parade and Wangi Road,Toronto,2283,Independent,Primary,-33.028602,151.565397
585,Belmont Christian College,65 John Fisher Road,Belmont North,2280,Independent,Combined,-33.024547999999996,151.66959599999998
586,Parkes Christian School,243 Back Trundle Road,Parkes,2870,Independent,Combined,-33.119277000000004,148.150353
587,Tangara School for Girls,77-97 Franklin Road,Cherrybrook,2126,Independent,Combined,-33.736457,151.035696
588,Holy Spirit College,Cawley Road,Bellambi,2518,Catholic,Secondary,-34.36448,150.916451
589,The Hills Grammar School,43 Kenthurst Rd,Kenthurst,2156,Independent,Combined,-33.685772,151.013035
590,Northholm Grammar School,79 Cobah Rd,Arcadia,2159,Independent,Combined,-33.602911,151.053199
591,Southside Montessori School,35 Lilian Road,Riverwood,2210,Independent,Primary,-33.952384,151.044309
592,Dubbo Christian School,Sheraton Road,Dubbo,2830,Independent,Combined,-32.263095,148.64441000000002
593,St Peter's Anglican Primary School,Howe Street,Campbelltown,2560,Independent,Primary,-34.06686,150.817798
594,Cedars Christian College,Lot 36 Waples Road,Farmborough Heights,2526,Independent,Combined,-34.455585,150.830313
595,Heritage Christian School,33 Mumford Street,Port Macquarie,2444,Independent,Combined,-31.430279,152.881802
596,St Paul's High School,Primrose St,Booragul,2284,Catholic,Secondary,-32.9758,151.606948
597,Kuyper Christian School,294 Redbank Road,North Richmond,2754,Independent,Combined,-33.566666,150.683621
598,St Paul's Grammar School Penrith,52 Taylor Rd,Cranebrook,2749,Independent,Combined,-33.693046,150.715082
599,Aspect Central Coast School,Lot 4 Duffys Road,Terrigal,2260,Independent,Special,-33.443989,151.42689199999998
600,Yanginanook School,Bundaleer Street,Belrose,2085,Independent,Primary,-33.712408,151.214472
601,The Emanuel School,20 Stanley St,Randwick,2031,Independent,Combined,-33.907344,151.243268
602,Maitland Christian School,75-85 Chelmsford Drive,Metford,2323,Independent,Combined,-32.765994,151.60865
603,St Spyridon College,78 Gardeners Road,Kingsford,2032,Independent,Combined,-33.925404,151.224638
604,Sacred Heart Primary School,25 Nelson Street,Mt Druitt South,2770,Catholic,Primary,-33.773861,150.813454
605,Southern Highlands Christian School,22 Boardman Road South,Bowral,2576,Independent,Combined,-34.502635,150.439737
606,Blue Mountains Steiner School,83 Clearview Parade,Hazelbrook,2779,Independent,Primary,-33.72155,150.467986
607,St Charbel's College,142 Highclere Avenue,Punchbowl,2196,Independent,Combined,-33.917424,151.056608
608,The McDonald College,17 George Street,North Strathfield,2137,Independent,Combined,-33.863434000000005,151.088129
609,Nepean Christian School,836 Mulgoa Road,Mulgoa,2745,Independent,Combined,-33.829562,150.655171
610,Oxford Falls Grammar School,1078 Oxford Falls Road,Oxford Falls,2100,Independent,Combined,-33.739042,151.24580500000002
611,International Grammar School,4-8 Kelly Street,Ultimo,2007,Independent,Combined,-33.881668,151.195266
612,Redeemer Baptist School,2-12 Masons Drive,North Parramatta,2151,Independent,Combined,-33.793639,151.017344
613,Moree Christian School,409 Chester Street,Moree,2400,Independent,Combined,-29.482677000000002,149.83688999999998
614,Carinya Christian School,25 Boronia Drive,Tamworth,2340,Independent,Combined,-31.128839000000003,150.94033000000002
615,Namoi Valley Christian School,51 Rose Street,Wee Waa,2388,Independent,Primary,-30.226028999999997,149.44093700000002
616,Santa Sabina College,90 The Boulevarde,Strathfield,2135,Independent,Combined,-33.877348,151.09346000000002
617,Macarthur Anglican School,605 Cobbitty Road,Cobbitty,2570,Independent,Combined,-34.011465,150.721012
618,Aspect Western Sydney School,295 Victoria Street,Wetherill Park,2164,Independent,Special,-33.848273,150.914952
619,Trinity Catholic College,1 Dawson Street,Lismore,2480,Independent,Secondary,-28.803988,153.283205
620,Casimir Catholic College,200 Livingstone Road,Marrickville,2204,Catholic,Secondary,-33.910917,151.149003
621,Macquarie University Special Education Centre,Building X5A Macquarie University,North Ryde,2113,Independent,Special,-33.770140999999995,151.113104
622,Westmead Christian Grammar School,2-14 Bridge Road,Westmead,2145,Independent,Primary,-33.816592,150.980895
623,Taree Christian College,423  441 Kolodong Road,Taree,2430,Independent,Combined,-31.888044,152.423376
624,Greenacre Baptist Christian Community School,36-40 Shellcote Road,Greenacre,2190,Independent,Combined,-33.894575,151.055674
625,Summerland Christian College,Pineapple Road,Goonellabah,2480,Independent,Combined,-28.802584000000003,153.350286
626,St Dominic Savio School,19 William Street,Rockdale,2216,Independent,Primary,-33.950984999999996,151.149577
627,Trinity Catholic Primary School  Murrumburrah,Vernon Street,Murrumburrah,2587,Catholic,Primary,-34.545455,148.348227
628,Central Coast Grammar School,Arundel and the Entrance Roads,Erina Heights,2260,Independent,Combined,-33.425697,151.398547
629,William Carey Christian School,Bumbera Street,Prestons,2170,Independent,Combined,-33.948963,150.85081200000002
630,Freeman Catholic College,Mount Street,Bonnyrigg Heights,2177,Catholic,Secondary,-33.886767,150.86297
631,Mary Immaculate Catholic Primary School,110 Mimosa Road,Bossley Park,2176,Catholic,Primary,-33.86084,150.891374
632,Holy Spirit Primary School,7-17 Todd Row,St Clair,2759,Catholic,Primary,-33.793637,150.78172800000002
633,Northside Montessori School,42 Bobbin Head Road,Pymble,2073,Independent,Primary,-33.734806,151.136891
634,Hinterland Christian College,114 Main Arm Road,Mullumbimby,2482,Independent,Combined,-28.546397,153.486919
635,St John Vianney's Primary School,17 Cameron Street,Doonside,2767,Catholic,Primary,-33.758259,150.87248799999998
636,Broughton Anglican College,Menangle Road,Campbelltown,2560,Independent,Combined,-34.099689,150.76765600000002
637,Mount Carmel Catholic College,St Andrews Road,Varroville,2565,Catholic,Secondary,-34.009178999999996,150.822773
638,Berowra Christian Community School,Cnr King St & Berowra Waters Rd,Berowra,2081,Independent,Primary,-33.62131,151.147017
639,Mary Immaculate Catholic Primary School,Cnr Emerald and Aquamarine Drive,Eagle Vale,2558,Catholic,Primary,-34.039449,150.814118
640,McCarthy Catholic College (Emu Plains),75 Mackellar Street,Emu Plains,2750,Catholic,Secondary,-33.743107,150.67768
641,Bede Polding College,Rifle Range Road,South Windsor,2756,Catholic,Secondary,-33.631465999999996,150.796143
642,Redfield College,855 Old Northern Rd,Dural,2158,Independent,Combined,-33.690259999999995,151.032262
643,Galstaun College,5 Chiltern Road,Ingleside,2101,Independent,Combined,-33.680116999999996,151.260962
644,Holy Family Catholic Primary School,1D Anzac Road,Menai,2234,Catholic,Primary,-34.018206,151.02113500000002
645,Casuarina Steiner School,Gentle Street,Coffs Harbour,2450,Independent,Primary,-30.292403999999998,153.131535
646,All Saints Catholic Senior College,Leacocks Lane,Casula,2170,Catholic,Secondary,-33.952689,150.906217
647,Mary Immaculate Primary School,125 Barnier Drive,Quakers Hill,2763,Catholic,Primary,-33.721073,150.903244
648,Corpus Christi Primary School,Andromeda Drive,Cranebrook,2749,Catholic,Primary,-33.711793,150.717982
649,St Madeleine's Primary School,28 Annangrove Road,Kenthurst,2156,Catholic,Primary,-33.680791,151.00105
650,Vistara Primary School,Lot 8 Richmond Hill Road,Richmond Hill,2480,Independent,Primary,-28.783641999999997,153.340038
651,William Branwhite Clarke College,1 Morris Grove,Kellyville,2155,Independent,Combined,-33.711267,150.957076
652,Tallowood Steiner School,220 Bellingen Road,Bowraville,2449,Independent,Primary,-30.63428,152.855876
653,Aspect South Coast School,4 Wilford Street,Corrimal,2518,Independent,Special,-34.363865999999994,150.896076
654,Malek Fahd Islamic School,405 Waterloo Road,Greenacre,2190,Independent,Combined,-33.891215,151.060131
655,Cape Byron Rudolf Steiner School,Balraith Lane,Byron Bay,2481,Independent,Combined,-28.653663,153.560298
656,Marian Catholic College,24-28 Annangrove Road,Kenthurst,2156,Catholic,Secondary,-33.681296,151.001069
657,Our Lady Help of Christians Catholic Primary School,Lot 2 Demetrius Road,Rosemeadow,2560,Catholic,Primary,-34.100471,150.792195
