id,school_name,school_address,suburb,postcode,school_lat,school_lon,Category,Subtype,school_type,sector
1559,Beachport Preschool,Golf Course Road,Beachport,5280,-37.475436,140.009715,PRESC,CPC,Child Parent Centres,DEPT
1561,Napperby Preschool,Oaks Road,Napperby,5540,-33.153622,138.113946,PRESC,CPC,Child Parent Centres,DEPT
1563,Campbelltown Preschool,163A Montacute Road,Newton,5074,-34.887647,138.677366,PRESC,CSC,Children's Services Centres,DEPT
1564,Cambrai Preschool,Main Road,Cambrai,5353,-34.652367,139.281378,PRESC,CPC,Child Parent Centres,DEPT
1566,Coober Pedy Child Parent Centre,Paxton Road,Coober Pedy,5723,-29.012508,134.752059,PRESC,CPC,Child Parent Centres,DEPT
1567,Cowandilla Children's Centre,21 Jenkins Street,Cowandilla,5033,-34.933968,138.560378,PRESC,CCEN,Children's Centres,DEPT
1569,Cummins Child Parent Centre,McFarlane Street,Cummins,5631,-34.263414,135.722383,PRESC,CPC,Child Parent Centres,DEPT
1570,Echunga Child Parent Centre,802 Echunga Road,Echunga,5153,-35.097706,138.79085,PRESC,CPC,Child Parent Centres,DEPT
1571,Elizabeth Downs Child Parent Centre,Heard Street,Elizabeth Downs,5113,-34.698977,138.694605,PRESC,CPC,Child Parent Centres,DEPT
1572,Elizabeth Park Child Parent Centre,15 Turner Road,Elizabeth Park,5113,-34.712953,138.684923,PRESC,CPC,Child Parent Centres,DEPT
1573,Elizabeth Vale Preschool,Rollison Road,Elizabeth Vale,5112,-34.746434,138.669012,PRESC,CPC,Child Parent Centres,DEPT
1574,Swallowcliffe Preschool,cnr Oldford St & Swallowcliffe Rd,Davoren Park,5113,-34.69719,138.664287,PRESC,CPC,Child Parent Centres,DEPT
1576,Fairview Park Child Parent Centre,Nepondi Court,Fairview Park,5126,-34.797808,138.73227,PRESC,CPC,Child Parent Centres,DEPT
1578,Flaxmill Preschool,80 Flaxmill Road,Morphett Vale,5162,-35.127425,138.519363,PRESC,CPC,Child Parent Centres,DEPT
1579,Fraser Park Child Parent Centre,25-27 Burdekin Avenue,Murray Bridge,5253,-35.140639,139.281692,PRESC,CPC,Child Parent Centres,DEPT
1580,Fregon Child Parent Centre,N/A,Fregon,872,-26.771091,132.028917,PRESC,ANPRE,Anangu Preschools,DEPT
1581,Gerard/Winkie Preschool,Mitchell Terrace,Glossop,5344,-34.271342,140.524768,PRESC,CPC,Child Parent Centres,DEPT
1582,Gilles Plains Children's Centre,Beatty Avenue,Hillcrest,5086,-34.858428,138.651763,PRESC,CCEN,Children's Centres,DEPT
1583,Goodwood Preschool,140 Goodwood Road,Goodwood,5034,-34.951565,138.589328,PRESC,CPC,Child Parent Centres,DEPT
1584,Hallett Cove South Preschool,Livonia Street,Hallett Cove,5158,-35.082601,138.50398,PRESC,CPC,Child Parent Centres,DEPT
1585,Hendon Preschool,Cedar Avenue,Royal Park,5014,-34.877025,138.511238,PRESC,CPC,Child Parent Centres,DEPT
1586,Indulkana Child Parent Centre,N/A,Indulkana,872,-26.964511,133.30096,PRESC,ANPRE,Anangu Preschools,DEPT
1589,Karoonda Preschool,North Terrace,Karoonda,5307,-35.092228,139.893738,PRESC,CPC,Child Parent Centres,DEPT
1590,Disability Unit Nuriootpa HS,Penrice Road,Nuriootpa,5355,-34.466434,139.000529,NONS,SPDIS,Disability Units,DEPT
1592,Kilkenny Preschool,Jane Street,West Croydon,5008,-34.891098,138.553319,PRESC,CPC,Child Parent Centres,DEPT
1593,Kongorong Child Parent Centre,34 School Road,Kongorong,5291,-37.902252,140.56142,PRESC,CPC,Child Parent Centres,DEPT
1594,Koonibba Child Parent Centre,N/A,Koonibba,5690,-31.902744,133.425975,PRESC,ABPRE,Aboriginal Preschools,DEPT
1595,Lonsdale Heights Preschool,25 Sunningdale Drive,Christie Downs,5164,-35.124884,138.501876,PRESC,CPC,Child Parent Centres,DEPT
1597,Marree Preschool,First Street,Marree,5733,-29.649173,138.061074,PRESC,ABPRE,Aboriginal Preschools,DEPT
1598,Modbury Child Parent Centre,2-18 Golden Grove Road,Modbury North,5092,-34.825797,138.692386,PRESC,CPC,Child Parent Centres,DEPT
1599,Modbury South Preschool,Dampier Avenue,Hope Valley,5090,-34.83988,138.696634,PRESC,CPC,Child Parent Centres,DEPT
1600,The Heights Preschool,Brunel Drive,Modbury Heights,5092,-34.810509,138.683278,PRESC,CPC,Child Parent Centres,DEPT
1601,Moorak Child Parent Centre,171 Yells Road,Moorak,5291,-37.864757,140.736898,PRESC,CPC,Child Parent Centres,DEPT
1602,Mount Burr Child Parent Centre,Thomas Drive,Mount Burr,5279,-37.541435,140.458885,PRESC,CPC,Child Parent Centres,DEPT
1604,Nairne Child Parent Centre,5 Saleyard Road,Nairne,5252,-35.03837,138.903539,PRESC,CPC,Child Parent Centres,DEPT
1605,Nangwarry Child Parent Centre,Whitford Crescent,Nangwarry,5277,-37.541539,140.818169,PRESC,CPC,Child Parent Centres,DEPT
1607,Oodnadatta Child Parent Centre,Kutaya Tce,Oodnadatta,5734,-27.54809,135.445794,PRESC,ABPRE,Aboriginal Preschools,DEPT
1608,Para Hills Child Parent Centre,26 Wilkinson Road,Para Hills,5096,-34.812141,138.651277,PRESC,CPC,Child Parent Centres,DEPT
1609,Para Vista Child Parent Centre,351 Montague Road,Para Vista,5093,-34.830072,138.662358,PRESC,CPC,Child Parent Centres,DEPT
1610,KICE - Parndana Campus Preschool,Wedgewood Road,Parndana,5220,-35.786827,137.263281,PRESC,CPC,Child Parent Centres,DEPT
1611,Raukkan Child Parent Centre,Taplin Street,Raukkan,5259,-35.508165,139.131565,PRESC,ABPRE,Aboriginal Preschools,DEPT
1612,Point Pearce Child Parent Centre,Parrys Avenue,Point Pearce,5573,-34.440523,137.50862,PRESC,ABPRE,Aboriginal Preschools,DEPT
1615,Reynella South Preschool,119-135 Sherriffs Road,Reynella,5161,-35.104138,138.524655,PRESC,CPC,Child Parent Centres,DEPT
1616,Disability Unit Golden Grove HS,1 Adey Place,Golden Grove,5125,-34.792874,138.696789,NONS,SPDIS,Disability Units,DEPT
1617,Ridgehaven Child Parent Centre,479 Milne Road,Ridgehaven,5097,-34.816874,138.710125,PRESC,CPC,Child Parent Centres,DEPT
1619,Westport Preschool,53 West Street,Semaphore Park,5019,-34.854601,138.490559,PRESC,CPC,Child Parent Centres,DEPT
1620,St Agnes Preschool,250 Smart Road,St Agnes,5097,-34.831106,138.718371,PRESC,CPC,Child Parent Centres,DEPT
1621,Wandana Child Parent Centre,2-12 Cowra Avenue,Gilles Plains,5086,-34.849337,138.66173,PRESC,CPC,Child Parent Centres,DEPT
1622,Tantanoola Playcentre,Randall Street,Tantanoola,5280,-37.698699,140.454088,PRESC,PLCEN,Playcentres,DEPT
1624,Tintinara Preschool,37 Wendt Terrace,Tintinara,5266,-35.883076,140.06243,PRESC,CPC,Child Parent Centres,DEPT
1625,Trinity Gardens Children's Centre,160 Portrush Road,Trinity Gardens,5068,-34.90918,138.640595,PRESC,CCEN,Children's Centres,DEPT
1626,Virginia Preschool,Park Road,Virginia,5120,-34.665004,138.556484,PRESC,CPC,Child Parent Centres,DEPT
1628,Williamstown School-Based Preschool,15 Margaret Street,Williamstown,5351,-34.667801,138.890401,PRESC,CPC,Child Parent Centres,DEPT
1629,Yalata Child Parent Centre,N/A,Yalata,5690,-31.508231,131.855273,PRESC,ANPRE,Anangu Preschools,DEPT
1630,Padthaway Child Parent Centre,Vogelsang Road,Padthaway,5271,-36.593079,140.496907,PRESC,CPC,Child Parent Centres,DEPT
1631,Redwood Park Preschool,2-10 Lokan Street,Redwood Park,5097,-34.815317,138.701731,PRESC,CPC,Child Parent Centres,DEPT
1634,North Ingle Preschool,7 Rothwell Avenue,Ingle Farm,5098,-34.818994,138.645728,PRESC,CPC,Child Parent Centres,DEPT
1645,Gordon Education Centre,18 Brownes Road,Mount Gambier,5290,-37.825123,140.768224,SCHL,SPPS,Primary/Secondary Special Schools,DEPT
1647,Allenby Gardens Child Parent Centre,Barham Street,Allenby Gardens,5009,-34.902216,138.554414,PRESC,CPC,Child Parent Centres,DEPT
1648,Disability Unit Tanunda PS,Research Road,Tanunda,5352,-34.526253,138.959337,NONS,SPDIS,Disability Units,DEPT
1649,Adelaide Festival Centre-Ed Service,King William Road,Adelaide,5000,-34.919668,138.598093,NONS,AEE,Ancillary Education Establishments,DEPT
1650,Mulga Street Primary School,Mulga Street,Mount Gambier,5290,-37.811585,140.759668,SCHL,PS,Primary Schools,DEPT
1655,Reynella East Preschool,63 Malbeck Drive,Reynella East,5161,-35.090786,138.555426,PRESC,CPC,Child Parent Centres,DEPT
1664,Thiele Primary School,2 Campus Drive,Aberfoyle Park,5159,-35.066587,138.594817,SCHL,PS,Primary Schools,DEPT
1672,OAC Port Augusta School of the Air,59 Power Crescent,Port Augusta,5700,-32.494682,137.783814,SCHL,OPACC,Open Access College,DEPT
1673,Aberfoyle Park High School,Taylors Road East,Aberfoyle Park,5159,-35.074007,138.594181,SCHL,HIGH,High/Secondary Schools,DEPT
1683,Hahndorf Preschool,12 Church Street,Hahndorf,5245,-35.027171,138.810771,PRESC,CPC,Child Parent Centres,DEPT
1685,Kangaroo Inn Preschool,2329 Beachport-Penola Road,Kangaroo Inn,5280,-37.337684,140.244317,PRESC,CPC,Child Parent Centres,DEPT
1686,Adelaide Secondary School of English,253 Torrens Road,West Croydon,5008,-34.886834,138.565419,SCHL,LANGS,Language Schools,DEPT
1696,Kenmore Park Anangu School,N/A,Kenmore Park,872,-26.327195,132.446228,SCHL,ANSCH,Anangu Schools,DEPT
1698,Mount Gambier Children's Centre,Mulga Street,Mount Gambier,5290,-37.811741,140.760307,PRESC,CCEN,Children's Centres,DEPT
1699,Beafield EC McKay Avenue Campus,McKay Avenue,Windsor Gardens,5087,-34.860757,138.657925,NONS,BSSER,Behaviour Support Services,DEPT
1715,Huntfield Heights CPC,78 Melsetter Road,Huntfield Heights,5163,-35.154545,138.518125,PRESC,CPC,Child Parent Centres,DEPT
1716,Challa Gardens Child Parent Centre,Humphries Terrace,Kilkenny,5009,-34.877819,138.554485,PRESC,CPC,Child Parent Centres,DEPT
1732,Elizabeth North Preschool,141 Woodford Road,Elizabeth North,5113,-34.703667,138.674651,PRESC,CPC,Child Parent Centres,DEPT
1734,Mallala Preschool,28 Owen Road,Mallala,5502,-34.434403,138.510525,PRESC,CPC,Child Parent Centres,DEPT
1776,Woodcroft Primary School,1-23 Investigator Drive,Woodcroft,5162,-35.10505,138.556331,SCHL,PS,Primary Schools,DEPT
1777,The Pines School,42 Andrew Smith Drive,Parafield Gardens,5107,-34.773316,138.607722,SCHL,PS,Primary Schools,DEPT
1778,Northfield Child Parent Centre,North Avenue,Northfield,5085,-34.848938,138.620003,PRESC,CPC,Child Parent Centres,DEPT
1782,East Murray Preschool,1182 East Murray Area School Road,Mindarie,5309,-34.815955,140.216073,PRESC,CPC,Child Parent Centres,DEPT
1783,Flinders View Child Parent Centre,Chinnery Street,Port Augusta West,5700,-32.472765,137.754341,PRESC,CPC,Child Parent Centres,DEPT
1784,Freeling Preschool,Coulls Street,Freeling,5372,-34.457776,138.810725,PRESC,CPC,Child Parent Centres,DEPT
1785,One Tree Hill Preschool,"One Tree Hill Primary School, McGilp Road",One Tree Hill,5114,-34.713577,138.766457,PRESC,CPC,Child Parent Centres,DEPT
1786,Renmark North Preschool,Warrego Street,Renmark North,5341,-34.126424,140.711668,PRESC,CPC,Child Parent Centres,DEPT
1787,Warooka Child Parent Centre,47 Main Street,Warooka,5577,-34.990339,137.398998,PRESC,CPC,Child Parent Centres,DEPT
1789,The Pines Child Parent Centre,42 Andrew Smith Drive,Parafield Gardens,5107,-34.772737,138.607689,PRESC,CPC,Child Parent Centres,DEPT
1790,Pipalyatjara Anangu Preschool,N/A,Pipalyatjara,872,-26.162277,129.171997,PRESC,ANPRE,Anangu Preschools,DEPT
1792,Kaurna Plains School,85 Ridley Road,Elizabeth,5112,-34.725684,138.66456,SCHL,ABSCH,Aboriginal Schools,DEPT
1794,Mintabie Area School,Airport Road,Mintabie,5724,-27.315532,133.290422,SCHL,AREA,Area Schools,DEPT
1798,Ernabella Anangu Child Parent Centre,N/A,Ernabella,872,-26.266359,132.14184,PRESC,ANPRE,Anangu Preschools,DEPT
1800,Australian Science & Mathematics Sch,Sturt Road,Bedford Park,5042,-35.025081,138.573489,SCHL,HIGH,High/Secondary Schools,DEPT
1801,Port Lincoln Special School,Barley Road,Port Lincoln,5606,-34.741941,135.846117,SCHL,SPPS,Primary/Secondary Special Schools,DEPT
1802,School of Languages,255 Torrens Road,West Croydon,5008,-34.88711019,138.56537714,NONS,LOTE,Specialist Language (LOTE) School,DEPT
1817,Roxby Downs Area School,7 Richardson Place,Roxby Downs,5725,-30.560299,136.897084,SCHL,AREA,Area Schools,DEPT
1829,Littlehampton Preschool,16-30 Baker Street,Littlehampton,5250,-35.049228,138.868164,PRESC,CPC,Child Parent Centres,DEPT
1830,Houghton Preschool,1376 Lower North East Road,Houghton,5131,-34.831013,138.758898,PRESC,CPC,Child Parent Centres,DEPT
1832,SA Maritime Museum-Ed Service,119 Lipson Street,Port Adelaide,5015,-34.84332319,138.505932,NONS,AEE,Ancillary Education Establishments,DEPT
1834,Golden Grove High School,1 Adey Place,Golden Grove,5125,-34.792874,138.696789,SCHL,HIGH,High/Secondary Schools,DEPT
1838,Kenmore Park Child Parent Centre,N/A,Kenmore Park,872,-26.327195,132.446228,PRESC,ANPRE,Anangu Preschools,DEPT
1839,Wynn Vale Child Parent Centre,17-19 Sunnybrook Drive,Wynn Vale,5127,-34.800685,138.687269,PRESC,CPC,Child Parent Centres,DEPT
1841,Oak Valley Aboriginal School CPC,N/A,Oak Valley,5690,-29.402891,130.738974,PRESC,ABPRE,Aboriginal Preschools,DEPT
1844,Burton Primary School,49A Kensington Way,Burton,5110,-34.741477,138.597764,SCHL,PS,Primary Schools,DEPT
1847,Keithcot Farm Primary School,5 Keithcot Farm Drive,Wynn Vale,5127,-34.800122,138.677195,SCHL,PS,Primary Schools,DEPT
1848,Golden Grove Primary School,140 Bicentennial Drive,Golden Grove,5125,-34.786314,138.70893,SCHL,PS,Primary Schools,DEPT
1851,Settlers Farm Campus R-7,23 Barassi Street,Paralowie,5108,-34.756756,138.595629,SCHL,PS,Primary Schools,DEPT
1854,Blakeview Primary School,Omega Drive,Blakeview,5114,-34.687892,138.699485,SCHL,PS,Primary Schools,DEPT
1855,Seaford Rise Primary School,Grand Boulevard,Seaford Rise,5169,-35.199247,138.487561,SCHL,PS,Primary Schools,DEPT
1856,Mimili Child Parent Centre,N/A,Mimili,872,-27.006274,132.708713,PRESC,ANPRE,Anangu Preschools,DEPT
1858,Greenwith Primary School,1500 Golden Grove Road,Greenwith,5125,-34.77021,138.720617,SCHL,PS,Primary Schools,DEPT
1859,Murputja Anangu School,N/A,Murputja Homelands,872,-26.160906,130.181841,SCHL,ANSCH,Anangu Schools,DEPT
1861,Adelaide Centre for Hearing Impaired,West Terrace,Adelaide,5000,-34.925733,138.586678,NONS,SPHR,Hospital Education Services,DEPT
1863,Beafield Education Centre,90 Beafield Road,Para Hills West,5096,-34.799266,138.650711,NONS,BSSER,Behaviour Support Services,DEPT
1865,Bellevue Heights PS IELC,7-19 Vaucluse Crescent,Bellevue Heights,5050,-35.0277585,138.58851251,NONS,LANGU,Language Unit,DEPT
1866,Ingle Farm PS IELC,2 Belalie Road,Ingle Farm,5098,-34.8271201,138.64093451,NONS,LANGU,Language Unit,DEPT
1867,Salisbury North R-7 IELC,38 Bagster Road,Salisbury North,5108,-34.75359089,138.63360809,NONS,LANGU,Language Unit,DEPT
1868,Thebarton SC New Arrivals Program,Ashley Street,Torrensville,5031,-34.91730169,138.56279754,NONS,LANGU,Language Unit,DEPT
1870,Pennington R-7 School IELC,Butler Avenue,Pennington,5013,-34.857487,138.532493,NONS,LANGU,Language Unit,DEPT
1874,Gilles St PS IELC,91 Gilles Street,Adelaide,5000,-34.9343927,138.60374738,NONS,LANGU,Language Unit,DEPT
1876,Hewett Primary School,Kingfisher Drive,Hewett,5118,-34.575404,138.751078,SCHL,PS,Primary Schools,DEPT
1878,Murputja Child Parent Centre,N/A,Murputja Homelands,872,-26.160906,130.181841,PRESC,ANPRE,Anangu Preschools,DEPT
1879,Playford Primary School,216-220 Adams Road,Craigmore,5114,-34.688885,138.713131,SCHL,PS,Primary Schools,DEPT
1881,Sturt Street Community School,221-239 Sturt Street,Adelaide,5000,-34.933817,138.590211,SCHL,PS,Primary Schools,DEPT
1882,Kangaroo Island Community Education,5 Centenary Avenue,Kingscote,5223,-35.65122575,137.63325056,SCHL,AREA,Area Schools,DEPT
1883,Disability Unit Christies Beach,Morton Road,Christie Downs,5164,-35.136982,138.497694,NONS,SPDIS,Disability Units,DEPT
1884,Eastern Fleurieu R-12 School,11 Callington Road,Strathalbyn,5255,-35.258179,138.903269,SCHL,PSS,Primary/Secondary Schools,DEPT
1886,Senior Campus - Norwood,505 The Parade,Magill,5072,-34.918267,138.67227,SCHL,HIGH,High/Secondary Schools,DEPT
1888,Bowden Brompton CS Torrens Road Cmps,85A Torrens Road,Brompton,5007,-34.895043,138.580071,SCHL,ALTPS,Alternative Prim/Sec Schools,DEPT
1889,Bowden Brompton CS Beach Campus,181 Beach Road,Christies Beach,5165,-35.137356,138.492056,SCHL,ALTPS,Alternative Prim/Sec Schools,DEPT
1890,Bowden Brompton CS Northern Middle S,55 Downton Avenue,Salisbury North,5108,-34.753533,138.635553,SCHL,ALTPS,Alternative Prim/Sec Schools,DEPT
1892,Clovelly Park PS IELC,1 Renown Place,Clovelly Park,5042,-34.998429,138.565416,NONS,LANGU,Language Unit,DEPT
1893,Richmond PS IELC,8 Surrey Road,Keswick,5035,-34.943391,138.571798,NONS,LANGU,Language Unit,DEPT
1894,Cowandilla PS IELC,21 Jenkins Street,Cowandilla,5033,-34.934543,138.558874,NONS,LANGU,Language Unit,DEPT
1895,Blair Athol North School B-7 IELC,Marmion Avenue,Blair Athol,5084,-34.853585,138.598933,NONS,LANGU,Language Unit,DEPT
1896,East Torrens PS IELC,12 Robson Road,Hectorville,5073,-34.890062,138.6663521,NONS,LANGU,Language Unit,DEPT
1897,Elizabeth Vale PS IELC,Rollison Road,Elizabeth Vale,5112,-34.746118,138.669137,NONS,LANGU,Language Unit,DEPT
1899,The Pines R-7 IELC,42 Andrew Smith Drive,Parafield Gardens,5107,-34.77288,138.607741,NONS,LANGU,Language Unit,DEPT
1900,Mark Oliphant College (B-12),99 Douglas Drive,Munno Para,5115,-34.665475,138.683575,SCHL,PSS,Primary/Secondary Schools,DEPT
1901,John Hartley School (B-7),199 Peachey Road,Smithfield Plains,5114,-34.679553,138.672641,SCHL,PS,Primary Schools,DEPT
1902,Roma Mitchell Secondary College,"Sports Park, Briens Road",Gepps Cross,5094,-34.843058,138.618235,SCHL,HIGH,High/Secondary Schools,DEPT
1903,Blair Athol North School B-7,Marmion Avenue,Blair Athol,5084,-34.853585,138.598933,SCHL,PS,Primary Schools,DEPT
1904,Woodville Gardens School B-7,Ridley Grove,Woodville Gardens,5012,-34.863319,138.55068,SCHL,PS,Primary Schools,DEPT
1905,Mt Gambier Nth PS IELC,Heath Street,Mount Gambier,5290,-37.81683,140.775534,NONS,LANGU,Language Unit,DEPT
1906,Morphett Vale Primary School,Lawrence Street,Morphett Vale,5162,-35.107646,138.514521,SCHL,PS,Primary Schools,DEPT
1907,Reynella East College,63 Malbeck Drive,Reynella East,5161,-35.090666,138.556465,SCHL,PSS,Primary/Secondary Schools,DEPT
1908,Lake Windemere B-7 School,17 Uraidla Avenue,Salisbury North,5108,-34.740607,138.620474,SCHL,PS,Primary Schools,DEPT
1909,Elizabeth Downs PS IELC,Heard Street,Elizabeth Downs,5113,-34.698589,138.694874,NONS,LANGU,Language Unit,DEPT
1910,Hampstead PS IELC,38-56 Muller Road,Greenacres,5086,-34.870813,138.625981,NONS,LANGU,Language Unit,DEPT
1911,Darlington PS IELC,9-11 White Crescent,Seacombe Gardens,5047,-35.027204,138.546916,NONS,LANGU,Language Unit,DEPT
1912,Mount Gambier HS New Arrivals Prog,Brownes Road,Mount Gambier,5290,-37.826147,140.765689,NONS,LANGU,Language Unit,DEPT
1950,Kilkenny PS IELC,Jane Street,West Croydon,5008,-34.890764,138.552731,NONS,LANGU,Language Unit,DEPT
2001,Northern Ad Learning Together @ Home,Woodford Road,Elizabeth,5112,-34.713319,138.669144,CARE,TOY,Learning Together @ Home,DEPT
2102,Midway Road Community House Vac,48 Midway Road,Elizabeth East,5112,-34.72551,138.680673,CARE,OSHC,Out of School Hours Care,NONDEPT
2105,Para Hills PS OSHC,2 Frances Avenue,Para Hills,5096,-34.812267,138.654143,CARE,OSHC,Out of School Hours Care,DEPT
2106,Tanunda - Barossa OSHC,Research Road,Tanunda,5352,-34.526253,138.959337,CARE,OSHC,Out of School Hours Care,DEPT
2600,Kaurna Plains CC,85 Ridley Road,Elizabeth,5112,-34.725712,138.664564,CARE,COMCC,Community Managed CCCs,NONDEPT
2601,Angaston Kindergarten,16 Newcastle Street,Angaston,5353,-34.502708,139.048155,PRESC,CSC,Children's Services Centres,DEPT
2602,Mawson Lakes Parkway Child Care Ctr,5 Park Way,Mawson Lakes,5095,-34.815508,138.620237,CARE,COMCC,Community Managed CCCs,NONDEPT
2603,Mawson Lakes Garden Terrace CCC,12-28 Garden Terrace,Mawson Lakes,5095,-34.809165,138.613958,CARE,COMCC,Community Managed CCCs,NONDEPT
2604,Brahma Lodge Kindergarten Inc,64 The Strand,Brahma Lodge,5109,-34.777876,138.65488,PRESC,CSC,Children's Services Centres,DEPT
2605,Andamooka Children's Centre,Government Road,Andamooka,5722,-30.450885,137.167482,ECDC,CCEN,Children's Centres,DEPT
2608,Craigmore Kindergarten,2 Carinya Street,Craigmore,5114,-34.706201,138.704829,PRESC,CSC,Children's Services Centres,DEPT
2610,Dorothy Hughes Kindergarten,Rolleston Ave,Salisbury North,5108,-34.753925,138.635434,PRESC,CSC,Children's Services Centres,DEPT
2612,Elizabeth East Kindergarten,90 Hornet Crescent,Elizabeth East,5112,-34.724673,138.679531,PRESC,CSC,Children's Services Centres,DEPT
2614,Elizabeth Grove Children's Centre,20 Haynes Street,Elizabeth Grove,5112,-34.73233,138.669527,PRESC,CCEN,Children's Centres,DEPT
2621,Kaurna Plains Children's Centre,85 Ridley Road,Elizabeth,5112,-34.725684,138.66456,PRESC,CCEN,Children's Centres,DEPT
2622,Elsie Ey Children's Centre,23 Kingfisher Drive,Hewett,5118,-34.577223,138.7496,PRESC,CCEN,Children's Centres,DEPT
2624,Gawler & Dist College B-12 Chn Ctr,Barnet Road,Evanston,5116,-34.619476,138.736184,PRESC,CCEN,Children's Centres,DEPT
2625,Riverview Preschool Centre,44-48 Riverview Drive,Salisbury Downs,5108,-34.767584,138.614059,PRESC,CSC,Children's Services Centres,DEPT
2627,Angle Vale Preschool,45 Fradd Road,Angle Vale,5117,-34.643884,138.648599,PRESC,CSC,Children's Services Centres,DEPT
2629,Hamley Bridge Kindergarten,13 Florence Street,Hamley Bridge,5401,-34.354549,138.684929,PRESC,CSC,Children's Services Centres,DEPT
2630,Ingle Farm Children's Centre,2 Belalie Road,Ingle Farm,5098,-34.82783164,138.64324415,PRESC,CCEN,Children's Centres,DEPT
2633,Kapunda Kindergarten,Beck Street,Kapunda,5373,-34.339059,138.912873,PRESC,CSC,Children's Services Centres,DEPT
2635,Andrews Farm Community Preschool,Lot 31 President Avenue,Andrews Farm,5114,-34.672113,138.666505,PRESC,CSC,Children's Services Centres,DEPT
2636,Lantana Kindergarten,45 Lantana Drive,Parafield Gardens,5107,-34.788648,138.606346,PRESC,CSC,Children's Services Centres,DEPT
2637,Nuriootpa Comm Chn's Ctr CC,14 Park Avenue,Nuriootpa,5355,-34.47155,138.997679,CARE,COMCC,Community Managed CCCs,NONDEPT
2638,Liberman Kindergarten,41 Liberman Road,Para Hills,5096,-34.80572,138.65716,PRESC,CSC,Children's Services Centres,DEPT
2639,Salisbury Downs Preschool Centre,12 Donegal Street,Salisbury Downs,5108,-34.776852,138.624938,PRESC,CSC,Children's Services Centres,DEPT
2640,Madison Park Kindergarten,29 Piccadilly Road,Salisbury East,5109,-34.779275,138.670525,PRESC,CSC,Children's Services Centres,DEPT
2642,Manor Farm Kindergarten,32 Melville Road,Salisbury East,5109,-34.791687,138.658213,PRESC,CSC,Children's Services Centres,DEPT
2645,Munno Para Kindergarten,14 Karinga Crescent,Munno Para,5115,-34.671817,138.6971,PRESC,CSC,Children's Services Centres,DEPT
2650,Ernabella Children and Family Centre,N/A,Ernabella,872,-26.266359,132.14184,ECDC,CCEN,Children's Centres,DEPT
2651,Para Hills West Preschool,69 Kesters Road,Para Hills West,5096,-34.804501,138.644971,PRESC,CSC,Children's Services Centres,DEPT
2653,Eudunda Community Preschool,Morgan Road,Eudunda,5374,-34.180855,139.09133,PRESC,CSC,Children's Services Centres,DEPT
2654,Parafield Gardens Children's Centre,9 Casuarina Drive,Parafield Gardens,5107,-34.785192,138.616383,PRESC,CCEN,Children's Centres,DEPT
2655,Paralowie Kindergarten,13 Yalumba Drive,Paralowie,5108,-34.757277,138.620671,PRESC,CSC,Children's Services Centres,DEPT
2656,Pooraka Community Kindergarten,14 McCarthy Court,Pooraka,5095,-34.82926,138.621747,PRESC,CSC,Children's Services Centres,DEPT
2667,Salisbury Kindergarten,12 Ann Street,Salisbury,5108,-34.763161,138.648715,PRESC,CSC,Children's Services Centres,DEPT
2668,Salisbury Park  Kindergarten,5 Wildwood Drive,Salisbury Park,5109,-34.760632,138.670505,PRESC,CSC,Children's Services Centres,DEPT
2669,Salisbury Lutheran Kindergarten,10 Waterloo Corner Road,Salisbury,5108,-34.763123,138.638936,PRESC,AFPRE,Affiliate Preschools,NONDEPT
2670,Salisbury Heights Preschool,5-9 Stanford Road,Salisbury Heights,5109,-34.7680748,138.67826054,PRESC,CSC,Children's Services Centres,DEPT
2672,Sir Thomas Playford Kindergarten,Chivell Street,Elizabeth South,5112,-34.73111,138.66211,PRESC,CSC,Children's Services Centres,DEPT
2673,Smithfield Plains Kindergarten,Bald Street,Smithfield Plains,5114,-34.675789,138.678646,PRESC,CSC,Children's Services Centres,DEPT
2675,Tanunda Kindergarten Association,MacDonnell Street,Tanunda,5352,-34.525203,138.960786,PRESC,CSC,Children's Services Centres,DEPT
2676,Two Wells Community Children's Ctr,27A Gawler Road,Two Wells,5501,-34.59241062,138.5182945,PRESC,INTRU,Integrated Rural Preschools/CCC,DEPT
2677,Valley View Kindergarten,Geoffrey Avenue,Valley View,5093,-34.842462,138.65415,PRESC,CSC,Children's Services Centres,DEPT
2678,Two Wells Community Children's Ct CC,27A Gawler Road,Two Wells,5501,-34.59241062,138.5182945,CARE,COMCC,Community Managed CCCs,NONDEPT
2681,Zion Preschool Centre,24 Cowan Street,Gawler,5118,-34.597016,138.745097,PRESC,AFPRE,Affiliate Preschools,NONDEPT
2686,Minlaton District Early Learning Ctr,1 West Terrace,Minlaton,5575,-34.769286,137.592575,PRESC,CSC,Children's Services Centres,DEPT
2691,Gawler East Preschool Centre,Finch Road,Gawler,5118,-34.597384,138.76217,PRESC,CSC,Children's Services Centres,DEPT
2692,Lyndoch Valley Family Centre,8 William Street,Lyndoch,5351,-34.60431,138.885491,PRESC,CSC,Children's Services Centres,DEPT
2693,Settlers Farm Campus Kindergarten,2 Du Villars Street,Paralowie,5108,-34.755874,138.594776,PRESC,CSC,Children's Services Centres,DEPT
2694,Burton Park Preschool,30 Brookfield Avenue,Burton,5110,-34.741477,138.597764,PRESC,CSC,Children's Services Centres,DEPT
