id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon
1255,Blakehurst Public School,Dewrang St,Blakehurst ,2221,Goverment,Primary School,-33.98298,151.115779
1256,Blandford Public School,New England Hwy,Blandford ,2338,Goverment,Primary School,-31.778584999999996,150.892725
1257,Blaxcell Street Public School,352 Blaxcell Street,Granville,2142,Goverment,Primary School,-33.858067999999996,151.006125
1258,Blaxland Public School,Baden Place,Blaxland,2774,Goverment,Primary School,-33.737103000000005,150.603489
1260,Blayney Public School,Lindsay St,Blayney ,2799,Goverment,Primary School,-33.528987,149.251583
1261,Blighty Public School,Blighty School Rd,Blighty ,2713,Goverment,Primary School,-35.580094,145.34927199999998
1266,Boambee Public School,30 Lindsays Rd,Boambee,2450,Goverment,Primary School,-30.334055,153.077009
1269,Bobin Public School,Bulga Rd,Bobin ,2429,Goverment,Primary School,-31.712682,152.28388
1271,Bobs Farm Public School,764 Marsh Rd,Bobs Farm,2316,Goverment,Primary School,-32.766796,152.010937
1272,Bodalla Public School,Potato Point Rd,Bodalla ,2545,Goverment,Primary School,-36.09938,150.053879
1274,Bogan Gate Public School,5 Bogan Street,Bogan Gate,2876,Goverment,Primary School,-33.104968,147.79785900000002
1275,Boggabilla Central School,South St,Boggabilla ,2409,Goverment,Central/Community School,-28.616585999999998,150.361593
1276,Boggabri Public School,Merton St,Boggabri ,2382,Goverment,Primary School,-30.705682,150.04305300000001
1286,Bolwarra Public School,Bolwarra Rd,Bolwarra ,2320,Goverment,Primary School,-32.706994,151.57300800000002
1287,Bomaderry Public School,Cambewarra Rd,Bomaderry ,2541,Goverment,Primary School,-34.847379,150.608269
1288,Bombala Public School,8 Bright St,Bombala,2632,Goverment,Primary School,-36.918986,149.233792
1290,Bonalbo Central School,Yabbra St,Bonalbo,2469,Goverment,Central/Community School,-28.735471999999998,152.623959
1292,Bondi Beach Public School,Campbell Pde,Bondi Beach ,2026,Goverment,Primary School,-33.8883,151.27682099999998
1293,Bongongo Public School,Adjungbilly Rd,Adjungbilly,2727,Goverment,Primary School,-35.08463,148.399517
1296,Bonshaw Public School,Texas St,Bonshaw ,2361,Goverment,Primary School,-29.046366,151.278092
1297,Bonville Public School,11 Gleniffer Rd,Bonville ,2441,Goverment,Primary School,-30.379782000000002,153.03231599999998
1302,Boolaroo Public School,Main Rd & Second St,Boolaroo ,2284,Goverment,Primary School,-32.951196,151.622765
1303,Booligal Public School,Harvey St,Booligal ,2711,Goverment,Primary School,-33.86704,144.886395
1307,Boomi Public School,Werrina Street,Boomi ,2405,Goverment,Primary School,-28.724128999999998,149.577268
1311,Booral Public School,2800 Bucketts Way,Booral ,2425,Goverment,Primary School,-32.471428,151.960736
1313,Boorowa Central School,Pudman St,Boorowa ,2586,Goverment,Central/Community School,-34.436712,148.726108
1318,Boree Creek Public School,Lockhart-Morundah Rd,Boree Creek ,2652,Goverment,Primary School,-35.105937,146.606338
1320,Boronia Park Public School,113 Pittwater Rd,Hunters Hill,2110,Goverment,Primary School,-33.821414000000004,151.135558
1321,Bossley Park Public School,Marconi Rd,Bossley Park ,2176,Goverment,Primary School,-33.858523999999996,150.883076
1323,Botany Public School,1076 Botany Rd,Botany ,2019,Goverment,Primary School,-33.94316,151.19468700000002
1326,Bourke Public School,19 Green Street,Bourke,2840,Goverment,Primary School,-30.09351,145.94968
1334,Bowning Public School,147 Bowning Road,Bowning ,2582,Goverment,Primary School,-34.769376,148.81153
1335,Bowral Public School,Bendooley Street,Bowral,2576,Goverment,Primary School,-34.481178,150.41919099999998
1336,Bowraville Central School,23 High Street,Bowraville,2449,Goverment,Central/Community School,-30.645289000000002,152.853898
1340,Braidwood Central School,Wilson St,Braidwood ,2622,Goverment,Central/Community School,-35.440595,149.79888799999998
1341,Branxton Public School,12 King Street,Branxton,2335,Goverment,Primary School,-32.659391,151.350682
1345,Breadalbane Public School,Collector Road,Breadalbane,2581,Goverment,Primary School,-34.790546,149.487576
1346,Colo Heights Public School,3018 Putty Road,Colo Heights,2756,Goverment,Primary School,-33.372972,150.739776
1347,Bredbo Public School,Monaro Hwy,Bredbo ,2626,Goverment,Primary School,-35.953990000000005,149.14797
1350,Brewarrina Central School,Bourke Street,Brewarrina,2839,Goverment,Central/Community School,-29.963669,146.85908799999999
1354,Bribbaree Public School,Weedallion St,Bribbaree ,2594,Goverment,Primary School,-34.12042,147.874699
1358,Brighton-Le-Sands Public School,35 Crawford Road,Brighton-Le-Sands,2216,Goverment,Primary School,-33.962357,151.148929
1360,Bringelly Public School,1205 The Northern Road,Bringelly,2556,Goverment,Primary School,-33.937909999999995,150.730266
1361,Broadwater Public School,Pacific Hwy,Broadwater ,2472,Goverment,Primary School,-29.002772999999998,153.437279
1363,Brocklesby Public School,65 Main St,Brocklesby,2642,Goverment,Primary School,-35.823910999999995,146.677989
1367,Broke Public School,Cochrane St,Broke ,2330,Goverment,Primary School,-32.744976,151.104334
1369,Broken Hill Public School,Mica St,Broken Hill ,2880,Goverment,Primary School,-31.956108,141.456502
1371,Broken Hill North Public School,Chapple St,Broken Hill ,2880,Goverment,Primary School,-31.944457,141.471518
1372,Bronte Public School,Hewlett St,Bronte ,2024,Goverment,Primary School,-33.900605,151.262011
1377,Brooklyn Public School,106 Brooklyn Rd,Brooklyn ,2083,Goverment,Primary School,-33.548414,151.214992
1379,Brookvale Public School,Old Pittwater Rd,Brookvale ,2100,Goverment,Primary School,-33.761678,151.270787
1387,Brungle Public School,2 Brungle School Rd,Brungle ,2722,Goverment,Primary School,-35.156755,148.233572
1389,Brunswick Heads Public School,Fingal St,Brunswick Heads ,2483,Goverment,Primary School,-28.541342999999998,153.550848
1402,Bulahdelah Central School,8 Meade Street,Bulahdelah ,2423,Goverment,Central/Community School,-32.413374,152.211848
1411,Bulli Public School,Haig Rd,Bulli ,2516,Goverment,Primary School,-34.326951,150.912703
1414,Bundanoon Public School,Church St,Bundanoon ,2578,Goverment,Primary School,-34.657878000000004,150.300442
1415,Bundarra Central School,Bowline Street,Bundarra,2359,Goverment,Central/Community School,-30.168353000000003,151.077625
1421,Bungendore Public School,Gibraltar St,Bungendore ,2621,Goverment,Primary School,-35.255619,149.444628
1424,Bungwahl Public School,56 Seal Rocks Road,Bungwahl,2423,Goverment,Primary School,-32.389144,152.44855800000002
1425,Bunnaloo Public School,Fitzroy St,Bunnaloo,2731,Goverment,Primary School,-35.786398999999996,144.597923
1432,Burke Ward Public School,Rakow St,Broken Hill ,2880,Goverment,Primary School,-31.960361,141.441054
1433,Burnside Public School,1 Masons Drive,North Parramatta ,2151,Goverment,Primary School,-33.79258,151.018316
1445,Burrawang Public School,Church St,Burrawang ,2577,Goverment,Primary School,-34.592222,150.51725
1447,Burren Junction Public School,Alma St,Burren Junction ,2386,Goverment,Primary School,-30.102686,148.96470300000001
1449,Burringbar Public School,59 Burringbar Road,Burringbar ,2483,Goverment,Primary School,-28.436645000000002,153.466738
1453,Burrumbuttock Public School,Howlong Rd,Burrumbuttock ,2642,Goverment,Primary School,-35.837489,146.800049
