id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon
2172,Thuringowa State High School,26 - 54 Vickers Road South,Condon,4815,State,Year 7 to Year 12,-19.336551,146.719053
107,Tiaro State School,1 Forgan Terrace,Tiaro,4650,State,Prep Year to Year 6,-25.728166,152.581126
1926,Tieri State School,Bottlebrush Lane,Tieri,4709,State,Prep Year to Year 6,-23.030434,148.34412
577,Tin Can Bay State School,2 Schnapper Creek Road,Tin Can Bay,4580,State,Prep Year to Year 10,-25.925432999999998,152.995063
216,Tinana State School,239 Gympie Road,Tinana,4650,State,Prep Year to Year 6,-25.558647,152.66759299999998
127,Tingalpa State School,1546 Wynnum Road,Tingalpa,4173,State,Prep Year to Year 6,-27.473506,153.12643300000002
864,Tingoora State School,6 Main Street,Tingoora,4608,State,Prep Year to Year 6,-26.362968,151.819548
224,Tivoli State School,108 Mount Crosby Road,Tivoli,4305,State,Prep Year to Year 6,-27.583961,152.777509
629,Tolga State School,Main Street,Tolga,4882,State,Prep Year to Year 6,-17.22322,145.477599
A026,Tom Quinn Community Centre Alternative School (Bundaberg),8 Killer Street,Bundaberg,4670,Independent,Year 7 to Year 10,-24.889173,152.33513
1777,Toobanna State School,Bruce Highway,Toobanna,4850,State,Prep Year to Year 6,-18.712127,146.147882
1802,Toogoolawa School (Ormeau),138 Reedmans Road,Ormeau,4208,Independent,Year 4 to Year 10,-27.797359999999998,153.26238600000002
2179,Toogoolawah State High School,76 Old Mount Beppo Road,Toogoolawah,4313,State,Year 7 to Year 12,-27.102603000000002,152.38835500000002
1069,Toogoolawah State School,Gardner Street,Toogoolawah,4313,State,Early Childhood to Year 6,-27.091798999999998,152.379203
2152,Toolooa State High School,Philip Street,South Gladstone,4680,State,Year 7 to Year 12,-23.873238,151.270448
